LOF_2014_ABS;#Cidade;LOF_2014_REL;#Cidade;LOF_2014_REL_NOR;#Cidade;LOF_2014_SUA;#Cidade;LOF_2014_SUA_NOR;#Cidade
1,05;NOVA ESPERANÇA DO PIRIÁ - PA;1,02;NOVA ESPERANÇA DO PIRIÁ - PA;1,02;NOVA ESPERANÇA DO PIRIÁ - PA;1,12;NOVA ESPERANÇA DO PIRIÁ - PA;1,09;NOVA ESPERANÇA DO PIRIÁ - PA
1,28;SELVÍRIA - MS;1,26;SELVÍRIA - MS;2;SELVÍRIA - MS;1,12;SELVÍRIA - MS;1,16;SELVÍRIA - MS
1,18;CARBONITA - MG;1,07;CARBONITA - MG;1,42;CARBONITA - MG;1,13;CARBONITA - MG;1,27;CARBONITA - MG
1,06;TOCANTINÓPOLIS - TO;1,01;TOCANTINÓPOLIS - TO;1,18;TOCANTINÓPOLIS - TO;1,11;TOCANTINÓPOLIS - TO;1,11;TOCANTINÓPOLIS - TO
1;CURRAL DE DENTRO - MG;1,03;CURRAL DE DENTRO - MG;1,25;CURRAL DE DENTRO - MG;1,08;CURRAL DE DENTRO - MG;1;CURRAL DE DENTRO - MG
1,11;LAGUNA CARAPÃ - MS;1,13;LAGUNA CARAPÃ - MS;1,67;LAGUNA CARAPÃ - MS;1,31;LAGUNA CARAPÃ - MS;1,29;LAGUNA CARAPÃ - MS
1,01;FIRMINO ALVES - BA;1,05;FIRMINO ALVES - BA;1,2;FIRMINO ALVES - BA;1,09;FIRMINO ALVES - BA;1,11;FIRMINO ALVES - BA
1,1;SORRISO - MT;1,09;SORRISO - MT;6,26;SORRISO - MT;1,29;SORRISO - MT;1,97;SORRISO - MT
1,12;BELO JARDIM - PE;1,12;BELO JARDIM - PE;1,15;BELO JARDIM - PE;1,27;BELO JARDIM - PE;1,25;BELO JARDIM - PE
0,99;COUTO DE MAGALHÃES DE MINAS - MG;1,03;COUTO DE MAGALHÃES DE MINAS - MG;1,3;COUTO DE MAGALHÃES DE MINAS - MG;1,01;COUTO DE MAGALHÃES DE MINAS - MG;1;COUTO DE MAGALHÃES DE MINAS - MG
5,03;SALVADOR - BA;1,67;SALVADOR - BA;1,69;SALVADOR - BA;1,57;SALVADOR - BA;1,46;SALVADOR - BA
0,98;SANTA MARIA - RN;1,02;SANTA MARIA - RN;1,15;SANTA MARIA - RN;1,07;SANTA MARIA - RN;1,06;SANTA MARIA - RN
1,02;SANTO ANTÔNIO DO ITAMBÉ - MG;1,13;SANTO ANTÔNIO DO ITAMBÉ - MG;1,48;SANTO ANTÔNIO DO ITAMBÉ - MG;1,03;SANTO ANTÔNIO DO ITAMBÉ - MG;1,01;SANTO ANTÔNIO DO ITAMBÉ - MG
1,09;ÁGUAS DE CHAPECÓ - SC;1,23;ÁGUAS DE CHAPECÓ - SC;1,66;ÁGUAS DE CHAPECÓ - SC;1,15;ÁGUAS DE CHAPECÓ - SC;1,13;ÁGUAS DE CHAPECÓ - SC
1;SÃO BENTO DO TRAIRÍ - RN;1,1;SÃO BENTO DO TRAIRÍ - RN;1,29;SÃO BENTO DO TRAIRÍ - RN;1,02;SÃO BENTO DO TRAIRÍ - RN;1,04;SÃO BENTO DO TRAIRÍ - RN
1,29;VARGEM GRANDE DO SUL - SP;1,35;VARGEM GRANDE DO SUL - SP;1,37;VARGEM GRANDE DO SUL - SP;1,31;VARGEM GRANDE DO SUL - SP;1,24;VARGEM GRANDE DO SUL - SP
1,68;NOVA IGUAÇU - RJ;1,26;NOVA IGUAÇU - RJ;1,49;NOVA IGUAÇU - RJ;1,57;NOVA IGUAÇU - RJ;1,28;NOVA IGUAÇU - RJ
1,13;SERRANIA - MG;1,04;SERRANIA - MG;1,27;SERRANIA - MG;1,2;SERRANIA - MG;1,22;SERRANIA - MG
1,22;RIO MARIA - PA;1,1;RIO MARIA - PA;1,24;RIO MARIA - PA;1,04;RIO MARIA - PA;1,03;RIO MARIA - PA
1,03;SÃO GONÇALO DOS CAMPOS - BA;1;SÃO GONÇALO DOS CAMPOS - BA;0,99;SÃO GONÇALO DOS CAMPOS - BA;1,2;SÃO GONÇALO DOS CAMPOS - BA;1,21;SÃO GONÇALO DOS CAMPOS - BA
1;VERA CRUZ - RN;1,01;VERA CRUZ - RN;0,99;VERA CRUZ - RN;1,02;VERA CRUZ - RN;1,02;VERA CRUZ - RN
1,28;BALNEÁRIO CAMBORIÚ - SC;1,69;BALNEÁRIO CAMBORIÚ - SC;3,81;BALNEÁRIO CAMBORIÚ - SC;1,23;BALNEÁRIO CAMBORIÚ - SC;1,15;BALNEÁRIO CAMBORIÚ - SC
1,25;PALMAS - TO;1,15;PALMAS - TO;1,37;PALMAS - TO;1,15;PALMAS - TO;1,14;PALMAS - TO
1,14;CAJAMAR - SP;1,26;CAJAMAR - SP;2,39;CAJAMAR - SP;1,15;CAJAMAR - SP;1,11;CAJAMAR - SP
1,2;PASSIRA - PE;1,08;PASSIRA - PE;1,11;PASSIRA - PE;1,11;PASSIRA - PE;1,16;PASSIRA - PE
1,02;PARATINGA - BA;0,98;PARATINGA - BA;1,01;PARATINGA - BA;1,09;PARATINGA - BA;1,1;PARATINGA - BA
1,05;AMAMBAI - MS;1,12;AMAMBAI - MS;1,23;AMAMBAI - MS;1,15;AMAMBAI - MS;1,2;AMAMBAI - MS
1,02;PRESIDENTE MÉDICI - MA;1,08;PRESIDENTE MÉDICI - MA;1,33;PRESIDENTE MÉDICI - MA;1,07;PRESIDENTE MÉDICI - MA;1,04;PRESIDENTE MÉDICI - MA
1,01;CACHOEIRA DE PAJEÚ - MG;0,99;CACHOEIRA DE PAJEÚ - MG;1,2;CACHOEIRA DE PAJEÚ - MG;1,01;CACHOEIRA DE PAJEÚ - MG;1,02;CACHOEIRA DE PAJEÚ - MG
1,13;VIANA - MA;1,04;VIANA - MA;1,41;VIANA - MA;1,44;VIANA - MA;1,46;VIANA - MA
1,46;TAUBATÉ - SP;1,7;TAUBATÉ - SP;1,57;TAUBATÉ - SP;1,25;TAUBATÉ - SP;1,13;TAUBATÉ - SP
1,01;TEIXEIRA - PB;0,98;TEIXEIRA - PB;1,43;TEIXEIRA - PB;1,14;TEIXEIRA - PB;1,17;TEIXEIRA - PB
1,16;PALMEIRAS DE GOIÁS - GO;1,11;PALMEIRAS DE GOIÁS - GO;1,12;PALMEIRAS DE GOIÁS - GO;1,03;PALMEIRAS DE GOIÁS - GO;1,05;PALMEIRAS DE GOIÁS - GO
1,72;JUNDIAÍ - SP;1,37;JUNDIAÍ - SP;1,74;JUNDIAÍ - SP;1,19;JUNDIAÍ - SP;1,12;JUNDIAÍ - SP
1,1;SÃO LOURENÇO DA MATA - PE;1,09;SÃO LOURENÇO DA MATA - PE;1,07;SÃO LOURENÇO DA MATA - PE;1,14;SÃO LOURENÇO DA MATA - PE;1,2;SÃO LOURENÇO DA MATA - PE
1,02;FRANCINÓPOLIS - PI;1,03;FRANCINÓPOLIS - PI;1,16;FRANCINÓPOLIS - PI;1,06;FRANCINÓPOLIS - PI;1,04;FRANCINÓPOLIS - PI
1,55;CARANGOLA - MG;1,31;CARANGOLA - MG;1,27;CARANGOLA - MG;1,08;CARANGOLA - MG;1,1;CARANGOLA - MG
1,12;FIGUEIRÃO - MS;1,22;FIGUEIRÃO - MS;3,45;FIGUEIRÃO - MS;1,49;FIGUEIRÃO - MS;1,8;FIGUEIRÃO - MS
1,07;RONDON DO PARÁ - PA;1,02;RONDON DO PARÁ - PA;1,02;RONDON DO PARÁ - PA;1;RONDON DO PARÁ - PA;1,03;RONDON DO PARÁ - PA
1,13;MAIRINQUE - SP;1,22;MAIRINQUE - SP;1,54;MAIRINQUE - SP;1,38;MAIRINQUE - SP;1,25;MAIRINQUE - SP
1,05;PERIQUITO - MG;1,15;PERIQUITO - MG;1,26;PERIQUITO - MG;1,01;PERIQUITO - MG;1,02;PERIQUITO - MG
1,03;CARVALHOS - MG;1,19;CARVALHOS - MG;1,44;CARVALHOS - MG;1,08;CARVALHOS - MG;1,08;CARVALHOS - MG
1,08;SÃO PEDRO DA UNIÃO - MG;1,09;SÃO PEDRO DA UNIÃO - MG;1,24;SÃO PEDRO DA UNIÃO - MG;1,02;SÃO PEDRO DA UNIÃO - MG;1,03;SÃO PEDRO DA UNIÃO - MG
1,04;AURORA - CE;0,98;AURORA - CE;1,09;AURORA - CE;1,05;AURORA - CE;1,08;AURORA - CE
1,22;SÁTIRO DIAS - BA;1,16;SÁTIRO DIAS - BA;1,22;SÁTIRO DIAS - BA;1,21;SÁTIRO DIAS - BA;1,12;SÁTIRO DIAS - BA
1,06;ARICANDUVA - MG;1,13;ARICANDUVA - MG;1,52;ARICANDUVA - MG;1,19;ARICANDUVA - MG;1,02;ARICANDUVA - MG
1,13;CARACOL - MS;1,08;CARACOL - MS;1,56;CARACOL - MS;1,21;CARACOL - MS;1,16;CARACOL - MS
1,33;NILÓPOLIS - RJ;1,27;NILÓPOLIS - RJ;1,67;NILÓPOLIS - RJ;1,52;NILÓPOLIS - RJ;1,43;NILÓPOLIS - RJ
1,58;SANTA MARIA DAS BARREIRAS - PA;1,47;SANTA MARIA DAS BARREIRAS - PA;1,56;SANTA MARIA DAS BARREIRAS - PA;1,05;SANTA MARIA DAS BARREIRAS - PA;1,15;SANTA MARIA DAS BARREIRAS - PA
1;BOCAINA DE MINAS - MG;1,15;BOCAINA DE MINAS - MG;1,29;BOCAINA DE MINAS - MG;0,97;BOCAINA DE MINAS - MG;0,98;BOCAINA DE MINAS - MG
23,56;RIO DE JANEIRO - RJ;1,81;RIO DE JANEIRO - RJ;1,8;RIO DE JANEIRO - RJ;1,31;RIO DE JANEIRO - RJ;1,37;RIO DE JANEIRO - RJ
1;POCINHOS - PB;1;POCINHOS - PB;1;POCINHOS - PB;1,01;POCINHOS - PB;1,02;POCINHOS - PB
1,09;MURITIBA - BA;0,98;MURITIBA - BA;1,07;MURITIBA - BA;1,06;MURITIBA - BA;1,12;MURITIBA - BA
1,36;BARROS CASSAL - RS;1,39;BARROS CASSAL - RS;1,34;BARROS CASSAL - RS;1,16;BARROS CASSAL - RS;1,24;BARROS CASSAL - RS
1,11;BELÉM DE MARIA - PE;1,04;BELÉM DE MARIA - PE;1,25;BELÉM DE MARIA - PE;0,99;BELÉM DE MARIA - PE;1,02;BELÉM DE MARIA - PE
1,03;JATAÚBA - PE;1,12;JATAÚBA - PE;1,08;JATAÚBA - PE;1,05;JATAÚBA - PE;1,05;JATAÚBA - PE
1,27;CACEQUI - RS;1,2;CACEQUI - RS;1,21;CACEQUI - RS;0,99;CACEQUI - RS;1,01;CACEQUI - RS
1,67;ILHABELA - SP;1,83;ILHABELA - SP;2,57;ILHABELA - SP;1,23;ILHABELA - SP;1,2;ILHABELA - SP
1,01;CAMPO REDONDO - RN;0,98;CAMPO REDONDO - RN;1,22;CAMPO REDONDO - RN;1,08;CAMPO REDONDO - RN;1,12;CAMPO REDONDO - RN
1,16;CANDELÁRIA - RS;1,12;CANDELÁRIA - RS;1,23;CANDELÁRIA - RS;1,1;CANDELÁRIA - RS;1,09;CANDELÁRIA - RS
1;QUATIPURU - PA;1,08;QUATIPURU - PA;1;QUATIPURU - PA;1,09;QUATIPURU - PA;1,13;QUATIPURU - PA
1,5;PARAUAPEBAS - PA;1,26;PARAUAPEBAS - PA;1,91;PARAUAPEBAS - PA;1,46;PARAUAPEBAS - PA;1,39;PARAUAPEBAS - PA
1,21;MAGALHÃES DE ALMEIDA - MA;1,46;MAGALHÃES DE ALMEIDA - MA;1,53;MAGALHÃES DE ALMEIDA - MA;1,12;MAGALHÃES DE ALMEIDA - MA;1,09;MAGALHÃES DE ALMEIDA - MA
1,43;PARANÃ - TO;1,3;PARANÃ - TO;1,46;PARANÃ - TO;1,06;PARANÃ - TO;1,09;PARANÃ - TO
1,24;BARRA - BA;1,07;BARRA - BA;1,03;BARRA - BA;1,35;BARRA - BA;1,36;BARRA - BA
1,04;CATURITÉ - PB;1,19;CATURITÉ - PB;1,3;CATURITÉ - PB;0,98;CATURITÉ - PB;0,98;CATURITÉ - PB
1,29;ANAPU - PA;1,49;ANAPU - PA;1,25;ANAPU - PA;1,02;ANAPU - PA;1,02;ANAPU - PA
1;BONÓPOLIS - GO;1,06;BONÓPOLIS - GO;1,22;BONÓPOLIS - GO;1,12;BONÓPOLIS - GO;1,1;BONÓPOLIS - GO
1;CARMOLÂNDIA - TO;1,09;CARMOLÂNDIA - TO;1,39;CARMOLÂNDIA - TO;1,06;CARMOLÂNDIA - TO;1,09;CARMOLÂNDIA - TO
1,44;BROCHIER - RS;1,56;BROCHIER - RS;1,93;BROCHIER - RS;1,18;BROCHIER - RS;1,38;BROCHIER - RS
1,14;PORTO RICO - PR;1,26;PORTO RICO - PR;2,68;PORTO RICO - PR;1,27;PORTO RICO - PR;1,28;PORTO RICO - PR
1,17;NOVA IPIXUNA - PA;1,14;NOVA IPIXUNA - PA;1,09;NOVA IPIXUNA - PA;1,03;NOVA IPIXUNA - PA;1,04;NOVA IPIXUNA - PA
0,99;SANTA BÁRBARA DO LESTE - MG;1,02;SANTA BÁRBARA DO LESTE - MG;1,06;SANTA BÁRBARA DO LESTE - MG;0,98;SANTA BÁRBARA DO LESTE - MG;0,99;SANTA BÁRBARA DO LESTE - MG
1,21;ÓBIDOS - PA;1,05;ÓBIDOS - PA;1,05;ÓBIDOS - PA;1,13;ÓBIDOS - PA;1,15;ÓBIDOS - PA
1,23;VICTOR GRAEFF - RS;1,26;VICTOR GRAEFF - RS;1,6;VICTOR GRAEFF - RS;1,12;VICTOR GRAEFF - RS;1,22;VICTOR GRAEFF - RS
1;SENHORA DO PORTO - MG;1,08;SENHORA DO PORTO - MG;1,27;SENHORA DO PORTO - MG;1;SENHORA DO PORTO - MG;1,01;SENHORA DO PORTO - MG
1,21;BOM PRINCÍPIO - RS;1,15;BOM PRINCÍPIO - RS;1,5;BOM PRINCÍPIO - RS;1,29;BOM PRINCÍPIO - RS;1,21;BOM PRINCÍPIO - RS
0,98;SÃO FERNANDO - RN;1,05;SÃO FERNANDO - RN;1,28;SÃO FERNANDO - RN;1,09;SÃO FERNANDO - RN;1,1;SÃO FERNANDO - RN
1,13;CRATO - CE;1,03;CRATO - CE;1,06;CRATO - CE;1,08;CRATO - CE;1,13;CRATO - CE
1,15;SÃO JOSÉ DO SERIDÓ - RN;1,1;SÃO JOSÉ DO SERIDÓ - RN;1,3;SÃO JOSÉ DO SERIDÓ - RN;1,08;SÃO JOSÉ DO SERIDÓ - RN;1,09;SÃO JOSÉ DO SERIDÓ - RN
1,02;SERRA NEGRA DO NORTE - RN;1,05;SERRA NEGRA DO NORTE - RN;1,23;SERRA NEGRA DO NORTE - RN;1,25;SERRA NEGRA DO NORTE - RN;1,27;SERRA NEGRA DO NORTE - RN
1,1;JABORÁ - SC;1,11;JABORÁ - SC;1,19;JABORÁ - SC;1,07;JABORÁ - SC;1,05;JABORÁ - SC
1,17;OLÍMPIA - SP;1,21;OLÍMPIA - SP;1,37;OLÍMPIA - SP;1,2;OLÍMPIA - SP;1,18;OLÍMPIA - SP
1,09;SÃO JOÃO DO SABUGI - RN;1,14;SÃO JOÃO DO SABUGI - RN;1,16;SÃO JOÃO DO SABUGI - RN;1,05;SÃO JOÃO DO SABUGI - RN;1,08;SÃO JOÃO DO SABUGI - RN
1,01;AMÉLIA RODRIGUES - BA;0,99;AMÉLIA RODRIGUES - BA;1,19;AMÉLIA RODRIGUES - BA;1,29;AMÉLIA RODRIGUES - BA;1,26;AMÉLIA RODRIGUES - BA
1,06;CAMPOS LINDOS - TO;1,09;CAMPOS LINDOS - TO;1,29;CAMPOS LINDOS - TO;1,06;CAMPOS LINDOS - TO;1,06;CAMPOS LINDOS - TO
1,1;SANTA RITA DO SAPUCAÍ - MG;1,02;SANTA RITA DO SAPUCAÍ - MG;1,81;SANTA RITA DO SAPUCAÍ - MG;1,34;SANTA RITA DO SAPUCAÍ - MG;1,18;SANTA RITA DO SAPUCAÍ - MG
1,11;JABORANDI - BA;1,19;JABORANDI - BA;1,29;JABORANDI - BA;1,02;JABORANDI - BA;1,05;JABORANDI - BA
1,45;SANTO ANTÔNIO DAS MISSÕES - RS;1,45;SANTO ANTÔNIO DAS MISSÕES - RS;1,35;SANTO ANTÔNIO DAS MISSÕES - RS;0,97;SANTO ANTÔNIO DAS MISSÕES - RS;1;SANTO ANTÔNIO DAS MISSÕES - RS
1,05;CIDELÂNDIA - MA;1,13;CIDELÂNDIA - MA;1,46;CIDELÂNDIA - MA;1,23;CIDELÂNDIA - MA;1,19;CIDELÂNDIA - MA
1,16;TIMBAÚBA DOS BATISTAS - RN;1,29;TIMBAÚBA DOS BATISTAS - RN;13,96;TIMBAÚBA DOS BATISTAS - RN;1,35;TIMBAÚBA DOS BATISTAS - RN;1,92;TIMBAÚBA DOS BATISTAS - RN
1,32;RIO CLARO - SP;1,29;RIO CLARO - SP;1,38;RIO CLARO - SP;1,41;RIO CLARO - SP;1,32;RIO CLARO - SP
0,99;JERUMENHA - PI;1,03;JERUMENHA - PI;1,51;JERUMENHA - PI;1,14;JERUMENHA - PI;1,21;JERUMENHA - PI
1,05;SANTA MARIA DA VITÓRIA - BA;1,01;SANTA MARIA DA VITÓRIA - BA;0,99;SANTA MARIA DA VITÓRIA - BA;1,19;SANTA MARIA DA VITÓRIA - BA;1,18;SANTA MARIA DA VITÓRIA - BA
1,13;SANTA MARIA DO SUAÇUÍ - MG;1,12;SANTA MARIA DO SUAÇUÍ - MG;1,16;SANTA MARIA DO SUAÇUÍ - MG;1,12;SANTA MARIA DO SUAÇUÍ - MG;1,09;SANTA MARIA DO SUAÇUÍ - MG
1,04;SÃO PEDRO DA SERRA - RS;1,12;SÃO PEDRO DA SERRA - RS;1,58;SÃO PEDRO DA SERRA - RS;0,99;SÃO PEDRO DA SERRA - RS;1,02;SÃO PEDRO DA SERRA - RS
1,13;TAQUARITUBA - SP;1,07;TAQUARITUBA - SP;1,14;TAQUARITUBA - SP;1,15;TAQUARITUBA - SP;1,16;TAQUARITUBA - SP
1,06;MONSENHOR GIL - PI;1,1;MONSENHOR GIL - PI;1,21;MONSENHOR GIL - PI;1,13;MONSENHOR GIL - PI;1,18;MONSENHOR GIL - PI
6,26;CURITIBA - PR;1,34;CURITIBA - PR;1,56;CURITIBA - PR;1,24;CURITIBA - PR;1,29;CURITIBA - PR
1,16;SETE BARRAS - SP;1,25;SETE BARRAS - SP;1,37;SETE BARRAS - SP;1,06;SETE BARRAS - SP;1,98;SETE BARRAS - SP
1,42;NÃO-ME-TOQUE - RS;1,37;NÃO-ME-TOQUE - RS;1,68;NÃO-ME-TOQUE - RS;1,02;NÃO-ME-TOQUE - RS;1,04;NÃO-ME-TOQUE - RS
1,01;NOVAIS - SP;1,05;NOVAIS - SP;1,29;NOVAIS - SP;1,02;NOVAIS - SP;1,02;NOVAIS - SP
1,02;LUPIONÓPOLIS - PR;1,08;LUPIONÓPOLIS - PR;1,37;LUPIONÓPOLIS - PR;1,05;LUPIONÓPOLIS - PR;1,04;LUPIONÓPOLIS - PR
1,01;JERIQUARA - SP;1,23;JERIQUARA - SP;1,43;JERIQUARA - SP;1,1;JERIQUARA - SP;1,07;JERIQUARA - SP
1;UMARI - CE;0,99;UMARI - CE;1,14;UMARI - CE;1,06;UMARI - CE;1,07;UMARI - CE
1,13;ARUANÃ - GO;1,1;ARUANÃ - GO;1,28;ARUANÃ - GO;1,17;ARUANÃ - GO;1,14;ARUANÃ - GO
1,05;MONÇÃO - MA;1,02;MONÇÃO - MA;1,03;MONÇÃO - MA;1,35;MONÇÃO - MA;1,42;MONÇÃO - MA
1,39;INHUMAS - GO;1,28;INHUMAS - GO;1,26;INHUMAS - GO;1,12;INHUMAS - GO;1,11;INHUMAS - GO
1,07;ITUBERÁ - BA;1;ITUBERÁ - BA;1,31;ITUBERÁ - BA;1,14;ITUBERÁ - BA;1,12;ITUBERÁ - BA
1,08;ULIANÓPOLIS - PA;1,04;ULIANÓPOLIS - PA;1,17;ULIANÓPOLIS - PA;1,2;ULIANÓPOLIS - PA;1,24;ULIANÓPOLIS - PA
1,18;CUNHATAÍ - SC;1,43;CUNHATAÍ - SC;1,45;CUNHATAÍ - SC;1,02;CUNHATAÍ - SC;1,04;CUNHATAÍ - SC
1,1;RIO DOCE - MG;1,27;RIO DOCE - MG;2,13;RIO DOCE - MG;1,16;RIO DOCE - MG;1,91;RIO DOCE - MG
1,03;FREI PAULO - SE;1,07;FREI PAULO - SE;1,28;FREI PAULO - SE;1,16;FREI PAULO - SE;1,14;FREI PAULO - SE
1,23;SALVADOR DAS MISSÕES - RS;1,24;SALVADOR DAS MISSÕES - RS;1,48;SALVADOR DAS MISSÕES - RS;1,03;SALVADOR DAS MISSÕES - RS;1,06;SALVADOR DAS MISSÕES - RS
1,15;PALMEIRA DAS MISSÕES - RS;1,09;PALMEIRA DAS MISSÕES - RS;1,17;PALMEIRA DAS MISSÕES - RS;1,2;PALMEIRA DAS MISSÕES - RS;1,21;PALMEIRA DAS MISSÕES - RS
1,25;DIVINA PASTORA - SE;1,32;DIVINA PASTORA - SE;1,51;DIVINA PASTORA - SE;1;DIVINA PASTORA - SE;1,01;DIVINA PASTORA - SE
1,18;SANTA ROSA DE LIMA - SC;1,34;SANTA ROSA DE LIMA - SC;1,93;SANTA ROSA DE LIMA - SC;1,15;SANTA ROSA DE LIMA - SC;1,14;SANTA ROSA DE LIMA - SC
0,98;MADALENA - CE;0,97;MADALENA - CE;0,96;MADALENA - CE;1,01;MADALENA - CE;1,01;MADALENA - CE
1,04;JEREMOABO - BA;0,98;JEREMOABO - BA;1,26;JEREMOABO - BA;1,33;JEREMOABO - BA;1,27;JEREMOABO - BA
1,05;FRANCISCO ALVES - PR;1,03;FRANCISCO ALVES - PR;1,15;FRANCISCO ALVES - PR;1,03;FRANCISCO ALVES - PR;1,03;FRANCISCO ALVES - PR
1;CORONEL MARTINS - SC;1,1;CORONEL MARTINS - SC;1,26;CORONEL MARTINS - SC;1,12;CORONEL MARTINS - SC;1,09;CORONEL MARTINS - SC
1,06;ITINGA DO MARANHÃO - MA;1,07;ITINGA DO MARANHÃO - MA;1,33;ITINGA DO MARANHÃO - MA;1,26;ITINGA DO MARANHÃO - MA;1,4;ITINGA DO MARANHÃO - MA
1;GUARINOS - GO;1,11;GUARINOS - GO;1,28;GUARINOS - GO;1,02;GUARINOS - GO;1,04;GUARINOS - GO
1,05;ARARI - MA;1,04;ARARI - MA;1,29;ARARI - MA;1,29;ARARI - MA;1,31;ARARI - MA
1,23;BARROSO - MG;1,19;BARROSO - MG;1,2;BARROSO - MG;1,13;BARROSO - MG;1,13;BARROSO - MG
1,15;IRATI - PR;1,06;IRATI - PR;1,29;IRATI - PR;1,05;IRATI - PR;1,04;IRATI - PR
1,13;ENGENHEIRO COELHO - SP;1,15;ENGENHEIRO COELHO - SP;1,21;ENGENHEIRO COELHO - SP;1,02;ENGENHEIRO COELHO - SP;1,03;ENGENHEIRO COELHO - SP
1,02;ITANHOMI - MG;1,01;ITANHOMI - MG;1,11;ITANHOMI - MG;1,07;ITANHOMI - MG;1,06;ITANHOMI - MG
1,01;QUIXELÔ - CE;1,04;QUIXELÔ - CE;1,24;QUIXELÔ - CE;1,08;QUIXELÔ - CE;1,09;QUIXELÔ - CE
1,15;FORMIGA - MG;1,13;FORMIGA - MG;1,14;FORMIGA - MG;1,08;FORMIGA - MG;1,11;FORMIGA - MG
1,04;SÃO PEDRO DO PIAUÍ - PI;1,01;SÃO PEDRO DO PIAUÍ - PI;1,41;SÃO PEDRO DO PIAUÍ - PI;1,13;SÃO PEDRO DO PIAUÍ - PI;1,2;SÃO PEDRO DO PIAUÍ - PI
1,18;NOVA OLINDA - CE;1,07;NOVA OLINDA - CE;1,21;NOVA OLINDA - CE;1,05;NOVA OLINDA - CE;1,08;NOVA OLINDA - CE
1,01;IRAMAIA - BA;1,09;IRAMAIA - BA;1,2;IRAMAIA - BA;1,19;IRAMAIA - BA;1,13;IRAMAIA - BA
1,16;ITAPEVA - SP;1,3;ITAPEVA - SP;1,29;ITAPEVA - SP;1,13;ITAPEVA - SP;1,23;ITAPEVA - SP
1,08;PIRIPIRI - PI;0,98;PIRIPIRI - PI;1,05;PIRIPIRI - PI;1,04;PIRIPIRI - PI;1,07;PIRIPIRI - PI
0,99;CAMPO AZUL - MG;1,05;CAMPO AZUL - MG;1,32;CAMPO AZUL - MG;1,1;CAMPO AZUL - MG;1,07;CAMPO AZUL - MG
1,04;UMBAÚBA - SE;1;UMBAÚBA - SE;1,56;UMBAÚBA - SE;1,19;UMBAÚBA - SE;1,23;UMBAÚBA - SE
1,14;VÁRZEA PAULISTA - SP;1,09;VÁRZEA PAULISTA - SP;1,26;VÁRZEA PAULISTA - SP;1,18;VÁRZEA PAULISTA - SP;1,18;VÁRZEA PAULISTA - SP
1,04;SALTO DO ITARARÉ - PR;1,11;SALTO DO ITARARÉ - PR;1,25;SALTO DO ITARARÉ - PR;1,17;SALTO DO ITARARÉ - PR;1,11;SALTO DO ITARARÉ - PR
1,05;SÃO JOÃO DA CANABRAVA - PI;1,16;SÃO JOÃO DA CANABRAVA - PI;1,47;SÃO JOÃO DA CANABRAVA - PI;1,07;SÃO JOÃO DA CANABRAVA - PI;1,07;SÃO JOÃO DA CANABRAVA - PI
1,04;CACHOEIRA DE MINAS - MG;0,99;CACHOEIRA DE MINAS - MG;1,12;CACHOEIRA DE MINAS - MG;1,06;CACHOEIRA DE MINAS - MG;1,06;CACHOEIRA DE MINAS - MG
1,36;MARINGÁ - PR;1,11;MARINGÁ - PR;1,4;MARINGÁ - PR;1,12;MARINGÁ - PR;1,1;MARINGÁ - PR
1,15;TRAMANDAÍ - RS;1,26;TRAMANDAÍ - RS;1,59;TRAMANDAÍ - RS;1,24;TRAMANDAÍ - RS;1,32;TRAMANDAÍ - RS
1,31;PARATY - RJ;1,34;PARATY - RJ;2,01;PARATY - RJ;1,28;PARATY - RJ;1,19;PARATY - RJ
1,08;BURITIRANA - MA;1,13;BURITIRANA - MA;1,77;BURITIRANA - MA;1,33;BURITIRANA - MA;1,28;BURITIRANA - MA
1,1;ALTOS - PI;1,04;ALTOS - PI;1,12;ALTOS - PI;1,09;ALTOS - PI;1,09;ALTOS - PI
1,49;VIANA - ES;1,66;VIANA - ES;1,88;VIANA - ES;1,45;VIANA - ES;1,23;VIANA - ES
1,21;CAMPO DO TENENTE - PR;1,16;CAMPO DO TENENTE - PR;1,24;CAMPO DO TENENTE - PR;1,11;CAMPO DO TENENTE - PR;1,07;CAMPO DO TENENTE - PR
1,11;ANGATUBA - SP;1,09;ANGATUBA - SP;1,61;ANGATUBA - SP;1,09;ANGATUBA - SP;1,13;ANGATUBA - SP
1,06;IRACEMA - CE;1,1;IRACEMA - CE;1,2;IRACEMA - CE;1,1;IRACEMA - CE;1,23;IRACEMA - CE
1,15;AMARAJI - PE;1,09;AMARAJI - PE;1,06;AMARAJI - PE;1,12;AMARAJI - PE;1,11;AMARAJI - PE
1,17;SÃO JOSÉ DA COROA GRANDE - PE;1,15;SÃO JOSÉ DA COROA GRANDE - PE;1,4;SÃO JOSÉ DA COROA GRANDE - PE;1,13;SÃO JOSÉ DA COROA GRANDE - PE;1,12;SÃO JOSÉ DA COROA GRANDE - PE
1,07;PESQUEIRA - PE;0,98;PESQUEIRA - PE;1;PESQUEIRA - PE;1,17;PESQUEIRA - PE;1,51;PESQUEIRA - PE
1,12;VERA CRUZ - BA;1,04;VERA CRUZ - BA;1,15;VERA CRUZ - BA;1,42;VERA CRUZ - BA;1,32;VERA CRUZ - BA
1,7;AGRESTINA - PE;1,42;AGRESTINA - PE;1,87;AGRESTINA - PE;1,27;AGRESTINA - PE;1,12;AGRESTINA - PE
