LOF_2014_ABS;#Cidade;LOF_2014_REL;#Cidade;LOF_2014_REL_NOR;#Cidade;LOF_2014_SUA;#Cidade;LOF_2014_SUA_NOR;#Cidade
1,41;TOCANTINS - MG;1,15;TOCANTINS - MG;1,17;TOCANTINS - MG;1,11;TOCANTINS - MG;1,14;TOCANTINS - MG
0,99;JUNDIÁ - RN;1,11;JUNDIÁ - RN;1,24;JUNDIÁ - RN;1,07;JUNDIÁ - RN;1,09;JUNDIÁ - RN
1,05;SANTA ROSA DE GOIÁS - GO;1,16;SANTA ROSA DE GOIÁS - GO;1,36;SANTA ROSA DE GOIÁS - GO;1,18;SANTA ROSA DE GOIÁS - GO;1,22;SANTA ROSA DE GOIÁS - GO
1;ALMIRANTE TAMANDARÉ DO SUL - RS;1,11;ALMIRANTE TAMANDARÉ DO SUL - RS;1,27;ALMIRANTE TAMANDARÉ DO SUL - RS;0,98;ALMIRANTE TAMANDARÉ DO SUL - RS;1;ALMIRANTE TAMANDARÉ DO SUL - RS
1,18;ABADIÂNIA - GO;1,09;ABADIÂNIA - GO;1,2;ABADIÂNIA - GO;1,01;ABADIÂNIA - GO;1,06;ABADIÂNIA - GO
1,03;SERRINHA - RN;1,07;SERRINHA - RN;1,22;SERRINHA - RN;1,03;SERRINHA - RN;1,05;SERRINHA - RN
1,03;SANTA CECÍLIA DO PAVÃO - PR;1,16;SANTA CECÍLIA DO PAVÃO - PR;1,97;SANTA CECÍLIA DO PAVÃO - PR;1,26;SANTA CECÍLIA DO PAVÃO - PR;1,19;SANTA CECÍLIA DO PAVÃO - PR
1,02;TACAIMBÓ - PE;1,03;TACAIMBÓ - PE;1,21;TACAIMBÓ - PE;1,06;TACAIMBÓ - PE;1,08;TACAIMBÓ - PE
1,05;QUELUZ - SP;1,06;QUELUZ - SP;1,51;QUELUZ - SP;1,19;QUELUZ - SP;1,25;QUELUZ - SP
2,34;SÃO LUÍS - MA;1,1;SÃO LUÍS - MA;1,41;SÃO LUÍS - MA;1,41;SÃO LUÍS - MA;1,33;SÃO LUÍS - MA
1,08;SÃO JOSÉ DO OURO - RS;1,09;SÃO JOSÉ DO OURO - RS;1,19;SÃO JOSÉ DO OURO - RS;1,03;SÃO JOSÉ DO OURO - RS;1,03;SÃO JOSÉ DO OURO - RS
1,36;CORONEL JOÃO SÁ - BA;1,39;CORONEL JOÃO SÁ - BA;1,44;CORONEL JOÃO SÁ - BA;1,26;CORONEL JOÃO SÁ - BA;1,19;CORONEL JOÃO SÁ - BA
1,09;ITAÚ DE MINAS - MG;1,05;ITAÚ DE MINAS - MG;1,28;ITAÚ DE MINAS - MG;1,07;ITAÚ DE MINAS - MG;1,16;ITAÚ DE MINAS - MG
1,17;SÃO JOÃO DE IRACEMA - SP;1,36;SÃO JOÃO DE IRACEMA - SP;1,89;SÃO JOÃO DE IRACEMA - SP;1,11;SÃO JOÃO DE IRACEMA - SP;1,19;SÃO JOÃO DE IRACEMA - SP
1,08;TAMBORIL - CE;1,05;TAMBORIL - CE;1,08;TAMBORIL - CE;1,17;TAMBORIL - CE;1,17;TAMBORIL - CE
1,14;PARAGOMINAS - PA;1,09;PARAGOMINAS - PA;1,33;PARAGOMINAS - PA;1,19;PARAGOMINAS - PA;1,23;PARAGOMINAS - PA
3,46;CAMPINAS - SP;1,28;CAMPINAS - SP;1,4;CAMPINAS - SP;1,2;CAMPINAS - SP;3,21;CAMPINAS - SP
1,03;JAÇANÃ - RN;1,07;JAÇANÃ - RN;1,13;JAÇANÃ - RN;1,09;JAÇANÃ - RN;1,22;JAÇANÃ - RN
1,2;CAMPO DO MEIO - MG;1,08;CAMPO DO MEIO - MG;1,18;CAMPO DO MEIO - MG;1;CAMPO DO MEIO - MG;1,01;CAMPO DO MEIO - MG
1,2;PARACATU - MG;1,13;PARACATU - MG;1,14;PARACATU - MG;1,1;PARACATU - MG;1,09;PARACATU - MG
1,01;ALCANTIL - PB;1,07;ALCANTIL - PB;1,19;ALCANTIL - PB;0,98;ALCANTIL - PB;0,98;ALCANTIL - PB
1,2;SÃO JORGE DO IVAÍ - PR;1,17;SÃO JORGE DO IVAÍ - PR;1,72;SÃO JORGE DO IVAÍ - PR;1,29;SÃO JORGE DO IVAÍ - PR;1,17;SÃO JORGE DO IVAÍ - PR
1,02;SOSSÊGO - PB;1,05;SOSSÊGO - PB;1,19;SOSSÊGO - PB;1,02;SOSSÊGO - PB;1,06;SOSSÊGO - PB
1,02;CARIDADE DO PIAUÍ - PI;1,07;CARIDADE DO PIAUÍ - PI;1,44;CARIDADE DO PIAUÍ - PI;1,05;CARIDADE DO PIAUÍ - PI;1,04;CARIDADE DO PIAUÍ - PI
1;PALMEIRA DO PIAUÍ - PI;1,06;PALMEIRA DO PIAUÍ - PI;1,21;PALMEIRA DO PIAUÍ - PI;1,07;PALMEIRA DO PIAUÍ - PI;1,15;PALMEIRA DO PIAUÍ - PI
0,98;ITAGI - BA;0,97;ITAGI - BA;0,96;ITAGI - BA;0,99;ITAGI - BA;0,99;ITAGI - BA
1,1;QUATRO IRMÃOS - RS;1,35;QUATRO IRMÃOS - RS;1,44;QUATRO IRMÃOS - RS;1,09;QUATRO IRMÃOS - RS;1,1;QUATRO IRMÃOS - RS
1,07;PACAJUS - CE;0,99;PACAJUS - CE;1,35;PACAJUS - CE;1,09;PACAJUS - CE;1,12;PACAJUS - CE
0,99;TABOLEIRO GRANDE - RN;1,1;TABOLEIRO GRANDE - RN;1,26;TABOLEIRO GRANDE - RN;1,12;TABOLEIRO GRANDE - RN;1,14;TABOLEIRO GRANDE - RN
1,12;BARRA DE SANTA ROSA - PB;1,09;BARRA DE SANTA ROSA - PB;1,31;BARRA DE SANTA ROSA - PB;1,19;BARRA DE SANTA ROSA - PB;1,21;BARRA DE SANTA ROSA - PB
1,17;SÃO BENEDITO DO SUL - PE;1,16;SÃO BENEDITO DO SUL - PE;1,22;SÃO BENEDITO DO SUL - PE;1,05;SÃO BENEDITO DO SUL - PE;1,07;SÃO BENEDITO DO SUL - PE
1,18;ALEGRE - ES;1,13;ALEGRE - ES;1,24;ALEGRE - ES;1,12;ALEGRE - ES;1,14;ALEGRE - ES
1,06;MONSENHOR HIPÓLITO - PI;1,04;MONSENHOR HIPÓLITO - PI;1,3;MONSENHOR HIPÓLITO - PI;1,13;MONSENHOR HIPÓLITO - PI;1,18;MONSENHOR HIPÓLITO - PI
1,08;SÃO GOTARDO - MG;1,01;SÃO GOTARDO - MG;1,06;SÃO GOTARDO - MG;1,02;SÃO GOTARDO - MG;1,07;SÃO GOTARDO - MG
1,18;INHAPIM - MG;1,09;INHAPIM - MG;1,22;INHAPIM - MG;1,11;INHAPIM - MG;1,17;INHAPIM - MG
1,07;SANTANA - BA;1;SANTANA - BA;0,98;SANTANA - BA;1,19;SANTANA - BA;1,12;SANTANA - BA
1,05;TRACUATEUA - PA;1,01;TRACUATEUA - PA;2,17;TRACUATEUA - PA;1,17;TRACUATEUA - PA;1,32;TRACUATEUA - PA
0,99;SANTANA DO SERIDÓ - RN;1,11;SANTANA DO SERIDÓ - RN;1,21;SANTANA DO SERIDÓ - RN;0,99;SANTANA DO SERIDÓ - RN;1;SANTANA DO SERIDÓ - RN
1,17;MUNDO NOVO - MS;1,13;MUNDO NOVO - MS;1,23;MUNDO NOVO - MS;1,12;MUNDO NOVO - MS;1,15;MUNDO NOVO - MS
1,61;SETE LAGOAS - MG;1,59;SETE LAGOAS - MG;1,52;SETE LAGOAS - MG;1,25;SETE LAGOAS - MG;1,22;SETE LAGOAS - MG
0,98;SANTA ROSA DO PIAUÍ - PI;1,04;SANTA ROSA DO PIAUÍ - PI;1,05;SANTA ROSA DO PIAUÍ - PI;1,05;SANTA ROSA DO PIAUÍ - PI;1,02;SANTA ROSA DO PIAUÍ - PI
1,02;PINHÃO - SE;1,06;PINHÃO - SE;1,32;PINHÃO - SE;1,13;PINHÃO - SE;1,08;PINHÃO - SE
1,21;ITAPECURU MIRIM - MA;1,04;ITAPECURU MIRIM - MA;1,12;ITAPECURU MIRIM - MA;1,08;ITAPECURU MIRIM - MA;1,15;ITAPECURU MIRIM - MA
1;SANTA CECÍLIA - PB;1,01;SANTA CECÍLIA - PB;1,01;SANTA CECÍLIA - PB;1,03;SANTA CECÍLIA - PB;1,02;SANTA CECÍLIA - PB
1,1;MONTAURI - RS;1,31;MONTAURI - RS;1,7;MONTAURI - RS;1,15;MONTAURI - RS;1,18;MONTAURI - RS
1,09;VISCONDE DO RIO BRANCO - MG;1,04;VISCONDE DO RIO BRANCO - MG;1,22;VISCONDE DO RIO BRANCO - MG;1,11;VISCONDE DO RIO BRANCO - MG;1,15;VISCONDE DO RIO BRANCO - MG
1,06;AMAPÁ DO MARANHÃO - MA;1,07;AMAPÁ DO MARANHÃO - MA;1,12;AMAPÁ DO MARANHÃO - MA;1,03;AMAPÁ DO MARANHÃO - MA;1,05;AMAPÁ DO MARANHÃO - MA
1,1;SÃO GONÇALO DO RIO PRETO - MG;1,29;SÃO GONÇALO DO RIO PRETO - MG;1,48;SÃO GONÇALO DO RIO PRETO - MG;1,04;SÃO GONÇALO DO RIO PRETO - MG;1,01;SÃO GONÇALO DO RIO PRETO - MG
1,23;CIANORTE - PR;1,14;CIANORTE - PR;1,49;CIANORTE - PR;1,22;CIANORTE - PR;1,27;CIANORTE - PR
1,09;PEDRO AVELINO - RN;1,23;PEDRO AVELINO - RN;1,34;PEDRO AVELINO - RN;0,98;PEDRO AVELINO - RN;0,98;PEDRO AVELINO - RN
1;BOTUPORÃ - BA;1,11;BOTUPORÃ - BA;1,32;BOTUPORÃ - BA;1,03;BOTUPORÃ - BA;1,04;BOTUPORÃ - BA
1,2;DEODÁPOLIS - MS;1,11;DEODÁPOLIS - MS;1,28;DEODÁPOLIS - MS;1,05;DEODÁPOLIS - MS;1,08;DEODÁPOLIS - MS
1,04;PENDÊNCIAS - RN;1,01;PENDÊNCIAS - RN;1,08;PENDÊNCIAS - RN;1,07;PENDÊNCIAS - RN;1,06;PENDÊNCIAS - RN
1,04;BRASILÂNDIA DE MINAS - MG;0,99;BRASILÂNDIA DE MINAS - MG;1,06;BRASILÂNDIA DE MINAS - MG;1,03;BRASILÂNDIA DE MINAS - MG;1,02;BRASILÂNDIA DE MINAS - MG
1,11;BOQUEIRÃO - PB;1,14;BOQUEIRÃO - PB;1,13;BOQUEIRÃO - PB;1,19;BOQUEIRÃO - PB;1,13;BOQUEIRÃO - PB
1,05;OCAUÇU - SP;1,13;OCAUÇU - SP;1,29;OCAUÇU - SP;1,06;OCAUÇU - SP;1,07;OCAUÇU - SP
1,03;PERI MIRIM - MA;1,02;PERI MIRIM - MA;1,27;PERI MIRIM - MA;1,17;PERI MIRIM - MA;1,15;PERI MIRIM - MA
1,02;CURVELÂNDIA - MT;1,06;CURVELÂNDIA - MT;1,28;CURVELÂNDIA - MT;1,23;CURVELÂNDIA - MT;1,26;CURVELÂNDIA - MT
1,04;CABACEIRAS - PB;1,07;CABACEIRAS - PB;1,31;CABACEIRAS - PB;1,09;CABACEIRAS - PB;1,08;CABACEIRAS - PB
1,03;PRIMAVERA - PA;1,09;PRIMAVERA - PA;1,37;PRIMAVERA - PA;1,12;PRIMAVERA - PA;1,12;PRIMAVERA - PA
1,02;CONCEIÇÃO DA BARRA DE MINAS - MG;1,21;CONCEIÇÃO DA BARRA DE MINAS - MG;1,43;CONCEIÇÃO DA BARRA DE MINAS - MG;1,02;CONCEIÇÃO DA BARRA DE MINAS - MG;1,05;CONCEIÇÃO DA BARRA DE MINAS - MG
1,62;ALTINÓPOLIS - SP;1,79;ALTINÓPOLIS - SP;1,95;ALTINÓPOLIS - SP;1,26;ALTINÓPOLIS - SP;1,21;ALTINÓPOLIS - SP
1,17;JACAREACANGA - PA;1,09;JACAREACANGA - PA;1;JACAREACANGA - PA;1,14;JACAREACANGA - PA;1,14;JACAREACANGA - PA
0,99;PIRANGUINHO - MG;0,99;PIRANGUINHO - MG;1,06;PIRANGUINHO - MG;1,05;PIRANGUINHO - MG;1,08;PIRANGUINHO - MG
1,27;RIBEIRA DO AMPARO - BA;1,2;RIBEIRA DO AMPARO - BA;1,19;RIBEIRA DO AMPARO - BA;1,06;RIBEIRA DO AMPARO - BA;1,06;RIBEIRA DO AMPARO - BA
1,11;SÃO MIGUEL DO ARAGUAIA - GO;1,09;SÃO MIGUEL DO ARAGUAIA - GO;1,23;SÃO MIGUEL DO ARAGUAIA - GO;1,11;SÃO MIGUEL DO ARAGUAIA - GO;1,13;SÃO MIGUEL DO ARAGUAIA - GO
1,03;GONÇALVES DIAS - MA;1,01;GONÇALVES DIAS - MA;1,05;GONÇALVES DIAS - MA;1,2;GONÇALVES DIAS - MA;1,34;GONÇALVES DIAS - MA
1,24;IPORÁ - GO;1,11;IPORÁ - GO;1,2;IPORÁ - GO;1,19;IPORÁ - GO;1,21;IPORÁ - GO
0,99;CAÉM - BA;1,05;CAÉM - BA;1,2;CAÉM - BA;1,02;CAÉM - BA;1,02;CAÉM - BA
1,14;ITAMARANDIBA - MG;1,03;ITAMARANDIBA - MG;1,13;ITAMARANDIBA - MG;1,02;ITAMARANDIBA - MG;1,05;ITAMARANDIBA - MG
1,18;PIRACURUCA - PI;1,09;PIRACURUCA - PI;1,15;PIRACURUCA - PI;1,04;PIRACURUCA - PI;1,08;PIRACURUCA - PI
1,11;SENTO SÉ - BA;1,11;SENTO SÉ - BA;1,29;SENTO SÉ - BA;1,26;SENTO SÉ - BA;1,22;SENTO SÉ - BA
1,11;FLORIANO - PI;1,02;FLORIANO - PI;1,23;FLORIANO - PI;1,26;FLORIANO - PI;1,24;FLORIANO - PI
1,17;BREU BRANCO - PA;1,03;BREU BRANCO - PA;1,08;BREU BRANCO - PA;1,24;BREU BRANCO - PA;1,36;BREU BRANCO - PA
1,06;MATO CASTELHANO - RS;1,18;MATO CASTELHANO - RS;1,69;MATO CASTELHANO - RS;1,25;MATO CASTELHANO - RS;1,38;MATO CASTELHANO - RS
1;SÃO SEBASTIÃO DO ANTA - MG;1,06;SÃO SEBASTIÃO DO ANTA - MG;1,29;SÃO SEBASTIÃO DO ANTA - MG;1,2;SÃO SEBASTIÃO DO ANTA - MG;1,17;SÃO SEBASTIÃO DO ANTA - MG
1,08;FLORAÍ - PR;1,1;FLORAÍ - PR;1,23;FLORAÍ - PR;1,08;FLORAÍ - PR;1,07;FLORAÍ - PR
1,06;NOVA SOURE - BA;1,03;NOVA SOURE - BA;0,98;NOVA SOURE - BA;1;NOVA SOURE - BA;1,02;NOVA SOURE - BA
1,07;MATÕES DO NORTE - MA;1,11;MATÕES DO NORTE - MA;1,21;MATÕES DO NORTE - MA;1,17;MATÕES DO NORTE - MA;1,1;MATÕES DO NORTE - MA
1,11;SENADOR LA ROCQUE - MA;1,23;SENADOR LA ROCQUE - MA;1,58;SENADOR LA ROCQUE - MA;1,05;SENADOR LA ROCQUE - MA;1,08;SENADOR LA ROCQUE - MA
1,14;SÃO JOÃO DO CARÚ - MA;1,15;SÃO JOÃO DO CARÚ - MA;1,56;SÃO JOÃO DO CARÚ - MA;1,15;SÃO JOÃO DO CARÚ - MA;1,12;SÃO JOÃO DO CARÚ - MA
1,17;PRESIDENTE EPITÁCIO - SP;1,14;PRESIDENTE EPITÁCIO - SP;1,44;PRESIDENTE EPITÁCIO - SP;1,06;PRESIDENTE EPITÁCIO - SP;1,09;PRESIDENTE EPITÁCIO - SP
1,22;VINHEDO - SP;1,41;VINHEDO - SP;2,18;VINHEDO - SP;1,3;VINHEDO - SP;1,16;VINHEDO - SP
0,99;TARRAFAS - CE;1,01;TARRAFAS - CE;1,18;TARRAFAS - CE;1,06;TARRAFAS - CE;1,06;TARRAFAS - CE
2,11;JOÃO PESSOA - PB;1,14;JOÃO PESSOA - PB;1,65;JOÃO PESSOA - PB;1,27;JOÃO PESSOA - PB;1,13;JOÃO PESSOA - PB
1,21;IBIÁ - MG;1,18;IBIÁ - MG;1,24;IBIÁ - MG;1,08;IBIÁ - MG;1,09;IBIÁ - MG
1,01;CARDEAL DA SILVA - BA;1,06;CARDEAL DA SILVA - BA;1,12;CARDEAL DA SILVA - BA;1,02;CARDEAL DA SILVA - BA;1,02;CARDEAL DA SILVA - BA
1;BOM PRINCÍPIO DO PIAUÍ - PI;1,03;BOM PRINCÍPIO DO PIAUÍ - PI;1,17;BOM PRINCÍPIO DO PIAUÍ - PI;1,11;BOM PRINCÍPIO DO PIAUÍ - PI;1,1;BOM PRINCÍPIO DO PIAUÍ - PI
1,03;SÃO JOSÉ DOS RAMOS - PB;1,15;SÃO JOSÉ DOS RAMOS - PB;1,1;SÃO JOSÉ DOS RAMOS - PB;1,11;SÃO JOSÉ DOS RAMOS - PB;1,11;SÃO JOSÉ DOS RAMOS - PB
1;NIOAQUE - MS;1,02;NIOAQUE - MS;1,08;NIOAQUE - MS;1,19;NIOAQUE - MS;1,25;NIOAQUE - MS
0,98;JOSÉ RAYDAN - MG;1,01;JOSÉ RAYDAN - MG;1,18;JOSÉ RAYDAN - MG;1,01;JOSÉ RAYDAN - MG;1,03;JOSÉ RAYDAN - MG
1,02;JOSÉ DA PENHA - RN;1,03;JOSÉ DA PENHA - RN;1,14;JOSÉ DA PENHA - RN;1,13;JOSÉ DA PENHA - RN;1,18;JOSÉ DA PENHA - RN
1,09;ALCÂNTARA - MA;1,14;ALCÂNTARA - MA;1,75;ALCÂNTARA - MA;1,26;ALCÂNTARA - MA;1,33;ALCÂNTARA - MA
1,52;SERRA - ES;1,19;SERRA - ES;1,28;SERRA - ES;1,15;SERRA - ES;1,09;SERRA - ES
1;JOÃO DOURADO - BA;0,98;JOÃO DOURADO - BA;0,96;JOÃO DOURADO - BA;1,02;JOÃO DOURADO - BA;1,09;JOÃO DOURADO - BA
0,99;NOVA AMÉRICA - GO;1,1;NOVA AMÉRICA - GO;1,81;NOVA AMÉRICA - GO;1,08;NOVA AMÉRICA - GO;1,07;NOVA AMÉRICA - GO
1,01;BABAÇULÂNDIA - TO;1,02;BABAÇULÂNDIA - TO;1,15;BABAÇULÂNDIA - TO;1,03;BABAÇULÂNDIA - TO;1,02;BABAÇULÂNDIA - TO
0,98;JUMIRIM - SP;1,06;JUMIRIM - SP;1,59;JUMIRIM - SP;1,28;JUMIRIM - SP;1,23;JUMIRIM - SP
1,09;ARATUBA - CE;1,24;ARATUBA - CE;1,19;ARATUBA - CE;0,98;ARATUBA - CE;0,98;ARATUBA - CE
1,18;SILVES - AM;1,33;SILVES - AM;1,47;SILVES - AM;1,01;SILVES - AM;0,99;SILVES - AM
1,01;CABECEIRAS DO PIAUÍ - PI;0,99;CABECEIRAS DO PIAUÍ - PI;1,08;CABECEIRAS DO PIAUÍ - PI;1,14;CABECEIRAS DO PIAUÍ - PI;1,1;CABECEIRAS DO PIAUÍ - PI
1,04;ITAIPAVA DO GRAJAÚ - MA;1,07;ITAIPAVA DO GRAJAÚ - MA;1,07;ITAIPAVA DO GRAJAÚ - MA;1,06;ITAIPAVA DO GRAJAÚ - MA;1,08;ITAIPAVA DO GRAJAÚ - MA
1,03;BANDEIRANTE - SC;1,14;BANDEIRANTE - SC;1,81;BANDEIRANTE - SC;1,3;BANDEIRANTE - SC;1,39;BANDEIRANTE - SC
1,1;SANTA JULIANA - MG;1,08;SANTA JULIANA - MG;1,2;SANTA JULIANA - MG;1,07;SANTA JULIANA - MG;1,07;SANTA JULIANA - MG
1,09;RIO NEGRO - MS;1,06;RIO NEGRO - MS;1,31;RIO NEGRO - MS;1,03;RIO NEGRO - MS;1,04;RIO NEGRO - MS
1,03;SANTANA DO MATOS - RN;1,01;SANTANA DO MATOS - RN;1,02;SANTANA DO MATOS - RN;0,98;SANTANA DO MATOS - RN;0,99;SANTANA DO MATOS - RN
1,13;RIO DAS FLORES - RJ;1,18;RIO DAS FLORES - RJ;1,81;RIO DAS FLORES - RJ;1,3;RIO DAS FLORES - RJ;1,28;RIO DAS FLORES - RJ
1,12;TERRA RICA - PR;1,08;TERRA RICA - PR;1,1;TERRA RICA - PR;1;TERRA RICA - PR;1,02;TERRA RICA - PR
1,31;BARRA BONITA - SP;1,29;BARRA BONITA - SP;1,53;BARRA BONITA - SP;1,21;BARRA BONITA - SP;1,17;BARRA BONITA - SP
1,11;PEDREIRAS - MA;1,09;PEDREIRAS - MA;1,04;PEDREIRAS - MA;1,13;PEDREIRAS - MA;1,25;PEDREIRAS - MA
1,07;NOVA HARTZ - RS;1,16;NOVA HARTZ - RS;1,26;NOVA HARTZ - RS;0,99;NOVA HARTZ - RS;1,02;NOVA HARTZ - RS
1,11;BARÃO DE ANTONINA - SP;1,19;BARÃO DE ANTONINA - SP;1,31;BARÃO DE ANTONINA - SP;1,28;BARÃO DE ANTONINA - SP;1,2;BARÃO DE ANTONINA - SP
1,05;ALTO ALEGRE - RS;1,14;ALTO ALEGRE - RS;1,56;ALTO ALEGRE - RS;1,03;ALTO ALEGRE - RS;1,08;ALTO ALEGRE - RS
1,09;CASTANHEIRAS - RO;1,12;CASTANHEIRAS - RO;1,22;CASTANHEIRAS - RO;0,97;CASTANHEIRAS - RO;0,99;CASTANHEIRAS - RO
1,22;ITAPIPOCA - CE;1,04;ITAPIPOCA - CE;1,35;ITAPIPOCA - CE;1,13;ITAPIPOCA - CE;1,17;ITAPIPOCA - CE
1,27;VILHENA - RO;1,05;VILHENA - RO;1,11;VILHENA - RO;1,16;VILHENA - RO;1,38;VILHENA - RO
1,01;GROAÍRAS - CE;1,12;GROAÍRAS - CE;1,16;GROAÍRAS - CE;0,98;GROAÍRAS - CE;0,98;GROAÍRAS - CE
1,06;PIQUETE - SP;0,99;PIQUETE - SP;1,38;PIQUETE - SP;1,04;PIQUETE - SP;1,09;PIQUETE - SP
1,22;INDIAVAÍ - MT;1,41;INDIAVAÍ - MT;1,79;INDIAVAÍ - MT;1,36;INDIAVAÍ - MT;1,32;INDIAVAÍ - MT
1,15;SÃO FRANCISCO DO GUAPORÉ - RO;1,08;SÃO FRANCISCO DO GUAPORÉ - RO;1,24;SÃO FRANCISCO DO GUAPORÉ - RO;1,19;SÃO FRANCISCO DO GUAPORÉ - RO;1,18;SÃO FRANCISCO DO GUAPORÉ - RO
1,35;DORES DO RIO PRETO - ES;1,2;DORES DO RIO PRETO - ES;1,41;DORES DO RIO PRETO - ES;1,14;DORES DO RIO PRETO - ES;1,16;DORES DO RIO PRETO - ES
1,25;PIQUEROBI - SP;1,32;PIQUEROBI - SP;1,29;PIQUEROBI - SP;0,99;PIQUEROBI - SP;0,98;PIQUEROBI - SP
1,06;JOÃO LISBOA - MA;1,05;JOÃO LISBOA - MA;1,25;JOÃO LISBOA - MA;1,21;JOÃO LISBOA - MA;1,23;JOÃO LISBOA - MA
1,07;PLATINA - SP;1,12;PLATINA - SP;1,28;PLATINA - SP;0,98;PLATINA - SP;0,99;PLATINA - SP
1,28;LUPÉRCIO - SP;1,23;LUPÉRCIO - SP;1,49;LUPÉRCIO - SP;1,16;LUPÉRCIO - SP;1,19;LUPÉRCIO - SP
1,17;INDAIAL - SC;1,3;INDAIAL - SC;1,22;INDAIAL - SC;1,19;INDAIAL - SC;1,13;INDAIAL - SC
1,37;JURUAIA - MG;1,35;JURUAIA - MG;1,62;JURUAIA - MG;1,07;JURUAIA - MG;1,07;JURUAIA - MG
2,33;ESTRELA D'OESTE - SP;2,15;ESTRELA D'OESTE - SP;2,23;ESTRELA D'OESTE - SP;1,61;ESTRELA D'OESTE - SP;3,3;ESTRELA D'OESTE - SP
1,03;PARNARAMA - MA;0,99;PARNARAMA - MA;1,06;PARNARAMA - MA;1,23;PARNARAMA - MA;1,2;PARNARAMA - MA
1,05;SENHOR DO BONFIM - BA;0,99;SENHOR DO BONFIM - BA;1,01;SENHOR DO BONFIM - BA;1,21;SENHOR DO BONFIM - BA;1,26;SENHOR DO BONFIM - BA
1,02;NOVO BARREIRO - RS;1,2;NOVO BARREIRO - RS;1,31;NOVO BARREIRO - RS;1,02;NOVO BARREIRO - RS;1,06;NOVO BARREIRO - RS
0,99;MATINA - BA;0,99;MATINA - BA;1,07;MATINA - BA;1,04;MATINA - BA;1;MATINA - BA
1,09;SANTA FÉ DO SUL - SP;1,18;SANTA FÉ DO SUL - SP;1,44;SANTA FÉ DO SUL - SP;1,12;SANTA FÉ DO SUL - SP;1,12;SANTA FÉ DO SUL - SP
1,41;PATOS DE MINAS - MG;1,21;PATOS DE MINAS - MG;1,11;PATOS DE MINAS - MG;1,07;PATOS DE MINAS - MG;1,08;PATOS DE MINAS - MG
1,3;SÃO TOMÉ - PR;1,25;SÃO TOMÉ - PR;1,7;SÃO TOMÉ - PR;1,19;SÃO TOMÉ - PR;1,14;SÃO TOMÉ - PR
1;BOQUEIRÃO DO PIAUÍ - PI;0,97;BOQUEIRÃO DO PIAUÍ - PI;0,99;BOQUEIRÃO DO PIAUÍ - PI;1,03;BOQUEIRÃO DO PIAUÍ - PI;1,02;BOQUEIRÃO DO PIAUÍ - PI
1,06;JEQUITIBÁ - MG;1,05;JEQUITIBÁ - MG;1,24;JEQUITIBÁ - MG;0,99;JEQUITIBÁ - MG;0,99;JEQUITIBÁ - MG
1,1;PRANCHITA - PR;1,13;PRANCHITA - PR;1,32;PRANCHITA - PR;1,12;PRANCHITA - PR;1,08;PRANCHITA - PR
1,03;SANTA MARIA DO PARÁ - PA;1,02;SANTA MARIA DO PARÁ - PA;1,13;SANTA MARIA DO PARÁ - PA;1,07;SANTA MARIA DO PARÁ - PA;1,12;SANTA MARIA DO PARÁ - PA
1,04;SANTANA DO MARANHÃO - MA;1,08;SANTANA DO MARANHÃO - MA;1,09;SANTANA DO MARANHÃO - MA;1,07;SANTANA DO MARANHÃO - MA;1,06;SANTANA DO MARANHÃO - MA
1,23;CAMPINA DAS MISSÕES - RS;1,23;CAMPINA DAS MISSÕES - RS;1,16;CAMPINA DAS MISSÕES - RS;0,98;CAMPINA DAS MISSÕES - RS;1,02;CAMPINA DAS MISSÕES - RS
1,46;CORDILHEIRA ALTA - SC;1,5;CORDILHEIRA ALTA - SC;1,52;CORDILHEIRA ALTA - SC;0,98;CORDILHEIRA ALTA - SC;0,98;CORDILHEIRA ALTA - SC
0,98;MESQUITA - MG;1,04;MESQUITA - MG;1,12;MESQUITA - MG;1,09;MESQUITA - MG;1,19;MESQUITA - MG
1,03;RIBEIRÃO CORRENTE - SP;1,38;RIBEIRÃO CORRENTE - SP;1,57;RIBEIRÃO CORRENTE - SP;1,01;RIBEIRÃO CORRENTE - SP;1;RIBEIRÃO CORRENTE - SP
0,99;SÃO SALVADOR DO TOCANTINS - TO;1,08;SÃO SALVADOR DO TOCANTINS - TO;1,4;SÃO SALVADOR DO TOCANTINS - TO;1,07;SÃO SALVADOR DO TOCANTINS - TO;1,1;SÃO SALVADOR DO TOCANTINS - TO
1,29;COCAL DO SUL - SC;1,21;COCAL DO SUL - SC;1,26;COCAL DO SUL - SC;1,14;COCAL DO SUL - SC;1,12;COCAL DO SUL - SC
1;VÁRZEA DA ROÇA - BA;0,97;VÁRZEA DA ROÇA - BA;1,22;VÁRZEA DA ROÇA - BA;1,26;VÁRZEA DA ROÇA - BA;1,2;VÁRZEA DA ROÇA - BA
1,15;PORTO RICO DO MARANHÃO - MA;1,24;PORTO RICO DO MARANHÃO - MA;1,74;PORTO RICO DO MARANHÃO - MA;1,09;PORTO RICO DO MARANHÃO - MA;1,17;PORTO RICO DO MARANHÃO - MA
1,11;JAGUARUANA - CE;1,05;JAGUARUANA - CE;1,12;JAGUARUANA - CE;1;JAGUARUANA - CE;1,08;JAGUARUANA - CE
