#Cidade;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
431242;145.50;0.00;0.00;849.01;0.00;0.00;0.00;265.52;132.12;818.71;0.00;1314.25;46.36;0.00;0.00;13.44;3.71;0.00;0.00;442.19;0.00;0.00;0.00;0.00;0.00;0.00;70.31;318.80;0.00
220760;58.79;0.00;0.00;327.90;0.00;0.00;0.00;64.44;0.00;532.14;0.00;771.17;0.00;0.00;124.01;6.22;1.97;2.56;0.00;4.69;0.00;0.00;0.00;0.00;0.20;5.82;0.00;27.91;0.00
353350;54.95;0.00;0.00;298.06;3.08;3.33;0.00;121.74;66.44;502.77;19.61;886.89;7.38;0.00;217.31;0.00;0.00;122.48;0.00;56.80;0.00;1.07;7.92;0.00;0.00;31.70;35.70;81.18;0.00
431335;90.04;0.00;0.00;931.11;0.00;9.03;0.00;26.41;329.36;892.19;0.00;813.45;67.15;0.00;60.42;0.00;96.74;13.32;0.00;583.92;0.00;22.67;75.27;1.57;0.00;720.54;204.61;0.00;298.57
220270;40.19;0.00;0.00;213.09;0.00;8.70;0.00;27.54;0.00;397.76;0.00;771.11;15.54;0.00;72.29;5.42;36.84;5.10;0.00;12.71;0.00;0.00;0.00;0.00;0.00;6.66;6.27;0.00;0.00
510410;55.77;0.00;0.00;329.91;0.00;2.47;0.00;56.59;46.15;665.53;15.89;528.36;16.53;0.00;90.79;0.00;0.00;0.22;0.00;31.08;0.00;0.17;6.14;0.00;21.46;4.92;9.97;26.47;0.00
430340;77.29;0.00;0.00;578.25;0.00;0.00;0.00;84.18;0.00;603.46;0.00;734.68;9.91;19.43;159.71;0.00;0.03;19.13;0.00;262.62;0.33;0.00;12.44;0.00;0.00;11.27;111.23;246.43;94.85
411300;0.00;12.24;0.00;483.24;0.00;0.00;0.00;158.65;0.00;892.53;25.62;614.29;53.13;0.00;390.19;0.00;0.00;0.00;0.00;66.58;0.00;8.39;0.00;0.00;0.00;204.59;170.45;83.36;0.00
291290;68.76;0.00;0.00;437.32;0.00;0.62;0.00;32.12;0.00;523.96;0.00;834.67;28.37;0.00;122.20;0.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.59;2.58;66.40;0.00
291870;142.27;0.00;0.00;471.20;0.00;34.29;0.00;216.97;0.00;724.60;0.00;1078.75;33.56;0.00;420.82;0.00;190.05;0.00;0.00;13.40;0.00;0.00;26.97;0.00;21.98;119.67;53.51;48.71;0.00
260270;68.56;0.00;0.00;200.99;0.00;0.00;0.00;77.55;145.89;467.57;0.00;599.99;96.32;0.00;177.50;0.00;1.07;1.43;0.00;9.72;0.00;0.00;0.00;0.00;0.00;23.07;2.89;0.00;0.00
291340;73.50;1.65;0.00;192.70;0.00;7.10;0.00;43.39;17.34;549.57;0.00;729.76;58.00;0.00;228.66;0.00;52.43;0.00;0.00;66.69;0.00;1.26;0.00;0.00;1.72;6.48;16.31;13.68;0.00
310945;138.81;0.00;35.03;465.81;0.76;11.92;0.00;164.59;131.10;604.00;2.49;1033.32;19.72;12.17;116.20;0.00;101.97;0.00;18.50;59.82;0.00;0.00;0.00;0.00;0.00;179.05;8.02;162.94;161.39
130370;63.37;0.00;0.00;268.57;0.00;6.46;0.00;55.16;0.00;365.66;0.00;779.51;1.13;0.00;343.24;0.00;0.00;0.00;0.00;24.25;0.00;0.00;0.00;0.00;0.00;4.65;24.23;23.90;0.00
430613;250.06;33.52;0.00;1011.20;0.00;0.00;0.00;72.46;0.00;1376.60;0.00;1111.74;3.61;0.00;31.64;11.32;26.83;0.14;0.00;495.35;0.00;0.00;0.00;0.00;0.00;992.06;96.12;0.00;0.00
251455;114.83;12.62;0.00;387.39;0.00;0.00;0.00;301.76;0.00;586.75;0.00;622.81;70.21;0.00;229.16;0.00;0.00;0.00;0.00;31.86;0.00;0.00;0.00;0.00;0.00;23.01;0.00;39.88;0.00
421940;133.12;0.00;0.00;352.12;0.00;4.92;0.00;96.64;32.30;941.11;0.00;732.38;32.41;0.00;556.32;0.00;0.00;0.00;0.00;305.37;0.00;0.00;1.23;0.00;0.00;0.00;35.29;319.47;0.00
314620;94.94;0.00;36.11;309.71;2.99;2.59;0.00;67.43;106.59;416.24;0.00;741.62;59.98;0.00;303.64;0.48;0.00;29.82;0.00;55.75;0.00;0.00;1.56;4.45;0.00;79.23;0.00;48.75;0.00
430400;132.28;0.00;0.00;394.31;0.00;0.17;0.00;176.80;0.00;721.28;5.45;938.65;17.53;0.00;39.14;0.00;36.43;1.37;0.00;75.96;0.00;0.00;0.00;0.00;0.00;180.91;14.19;223.52;0.00
261510;94.27;0.00;0.00;383.92;0.00;0.00;0.00;95.73;136.26;525.54;0.00;972.52;24.64;0.00;164.93;6.53;4.27;0.00;0.00;80.53;0.00;0.00;0.00;0.00;0.00;59.48;35.63;43.24;0.00
110180;83.61;0.00;36.73;332.04;0.00;0.00;0.00;89.38;53.57;603.76;0.00;852.72;0.00;13.10;4.08;0.00;98.24;0.63;0.00;18.65;0.00;0.00;0.00;0.00;3.71;252.87;41.74;23.59;0.00
230950;58.20;0.00;0.00;174.62;0.00;0.00;0.00;107.43;0.00;542.31;0.17;731.78;21.32;0.00;157.17;1.12;2.63;0.02;0.00;17.75;0.00;0.00;31.30;0.00;0.00;0.00;0.56;0.00;0.00
290660;56.12;1.21;0.00;123.69;0.00;1.27;0.00;31.32;12.60;258.95;0.00;523.87;51.00;0.00;208.05;0.00;10.47;0.00;0.00;4.29;0.00;0.00;0.00;0.00;2.90;13.92;10.82;12.71;0.00
412820;43.93;0.00;0.00;268.32;0.00;11.30;0.00;99.44;254.30;353.66;0.00;730.43;7.44;0.00;134.54;9.40;0.91;0.87;0.00;23.07;0.00;6.82;4.50;0.00;32.76;90.93;13.84;45.28;169.84
292910;55.78;0.00;0.00;233.07;0.00;0.00;0.00;56.42;0.00;426.70;0.00;781.17;15.53;0.00;394.28;0.00;0.00;0.10;0.00;20.70;0.00;0.00;0.00;0.00;0.00;0.00;90.40;28.20;0.00
510675;72.13;0.00;0.00;227.29;0.00;0.00;0.00;89.45;53.97;450.93;0.00;359.35;33.04;0.00;193.74;10.48;0.00;10.71;0.00;20.47;0.00;0.00;6.82;0.00;0.00;103.42;47.79;0.66;67.93
291540;86.98;0.00;0.00;620.08;0.00;0.00;0.00;128.25;0.00;471.29;0.00;944.11;9.73;0.00;21.47;0.00;0.00;1.19;0.00;6.29;0.00;0.00;0.00;0.00;0.00;0.33;0.12;17.85;0.00
280140;58.93;79.01;0.00;444.43;0.00;0.00;0.00;93.18;0.00;116.07;0.00;752.53;2.35;0.00;197.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.01;0.00;23.33;0.00;0.00
261070;28.70;22.24;0.00;129.39;0.00;0.66;0.00;34.28;134.29;275.57;0.00;267.53;0.00;0.00;192.07;0.61;0.00;64.90;0.55;0.02;0.00;0.08;8.11;0.00;0.00;17.62;0.62;53.50;98.27
411830;146.95;46.88;0.00;685.48;0.00;0.00;0.00;165.52;306.87;1059.59;0.00;689.08;60.93;0.00;335.88;8.88;62.59;6.57;0.00;8.84;0.00;8.58;7.93;0.00;42.76;11.78;19.83;0.99;0.00
312280;136.83;0.00;0.00;382.67;0.00;8.03;0.00;171.85;111.52;842.98;0.00;610.01;26.55;0.00;393.79;25.99;64.53;0.00;0.00;6.39;0.00;9.64;0.00;0.00;0.00;119.64;29.16;128.02;0.00
290210;0.06;0.00;0.00;166.76;0.00;0.00;0.00;56.30;0.00;365.50;0.00;854.66;29.31;0.00;97.33;0.17;2.96;0.79;0.00;30.42;0.00;0.00;40.49;0.00;0.00;0.03;8.95;30.09;0.00
261300;41.97;0.00;0.16;178.63;0.00;0.00;0.00;68.51;110.66;322.92;0.00;650.99;34.62;0.00;93.39;0.00;8.67;0.66;0.00;39.60;0.00;0.00;3.49;0.00;0.00;0.05;1.10;2.40;0.00
411850;0.00;0.94;0.00;270.90;0.00;3.18;0.00;69.86;0.00;1194.55;9.03;632.06;9.19;2.07;392.96;0.45;65.21;33.29;6.05;3.98;0.00;8.51;19.33;0.00;51.87;40.78;21.53;61.04;0.00
352050;39.82;0.00;0.00;318.71;0.00;90.01;0.00;55.33;116.73;735.27;0.00;824.20;24.14;0.00;362.37;55.37;405.05;2.28;0.00;0.00;0.00;54.86;0.59;0.00;0.00;0.00;75.41;71.12;219.57
315150;56.23;0.79;0.00;183.75;0.00;5.28;0.00;77.99;0.00;621.39;33.67;533.54;26.72;0.00;198.94;0.00;125.56;10.42;0.00;6.32;0.00;0.00;0.21;0.41;0.00;117.64;15.59;70.84;0.00
432163;106.80;0.00;0.00;751.98;0.00;0.00;0.00;85.00;154.43;881.74;0.00;833.37;7.25;0.00;302.09;0.00;92.37;10.89;0.00;344.97;0.00;36.84;59.82;0.00;35.81;527.83;9.12;87.28;319.59
311360;107.62;0.00;0.00;375.94;0.00;6.13;0.00;72.77;73.42;383.39;19.47;527.80;62.94;0.00;218.10;0.00;4.09;0.00;0.00;81.71;0.00;0.00;0.00;8.97;0.00;175.68;21.85;69.66;0.00
352480;37.95;0.00;0.00;192.36;0.00;8.51;0.00;83.45;236.55;496.77;0.00;523.02;6.83;0.00;218.71;0.00;0.00;0.23;0.00;44.26;1.04;0.00;0.00;0.00;0.00;7.47;30.04;37.64;191.05
315050;79.34;9.93;1.32;330.51;0.00;2.48;0.00;79.12;0.00;568.93;0.00;636.01;35.29;0.00;319.34;0.00;133.10;7.89;0.00;17.32;0.00;0.00;0.85;0.00;39.60;139.65;32.00;70.18;0.00
430225;96.74;0.00;0.00;1059.49;0.00;12.18;0.00;43.13;10.91;965.64;0.00;789.04;79.23;0.00;68.61;0.00;64.19;32.48;0.00;719.71;0.00;0.00;0.00;0.20;0.00;621.12;44.94;271.83;238.00
220110;51.44;0.00;0.00;291.03;0.00;1.23;0.00;44.20;0.00;337.46;0.00;606.30;4.29;0.00;116.35;0.00;0.21;0.00;0.00;2.78;0.00;0.00;0.00;0.00;0.00;0.00;0.48;0.00;0.00
353490;70.32;0.00;0.00;319.64;0.00;0.00;0.00;106.14;0.00;647.61;0.00;523.16;15.96;0.00;335.98;10.00;142.77;30.08;0.00;39.33;0.00;0.00;0.00;0.00;0.00;38.43;105.41;0.00;0.00
280410;73.12;0.21;0.00;701.72;0.00;0.00;0.00;58.71;0.00;198.60;0.00;628.35;50.88;0.00;35.52;0.00;7.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.96;29.50;11.69;0.00
411660;0.00;0.00;15.22;1201.81;0.00;0.00;0.00;315.85;0.00;1013.87;0.00;762.49;0.00;0.00;24.61;0.00;0.00;116.36;0.00;93.25;0.00;0.00;0.00;0.00;0.00;718.99;0.00;0.00;0.00
412600;0.00;10.33;16.37;310.17;3.44;0.00;0.00;67.18;27.00;578.93;10.81;362.28;13.47;0.00;249.73;0.00;0.00;0.00;0.00;44.72;0.00;0.16;0.00;0.00;0.00;16.94;8.13;31.52;0.00
432377;92.66;0.00;0.00;705.50;0.00;0.00;0.00;168.13;0.00;1118.83;0.00;1431.50;150.93;0.00;108.98;0.00;121.26;64.60;0.00;700.07;0.00;9.95;144.70;1.39;63.67;967.38;7.80;68.71;0.00
431173;170.73;0.00;0.00;569.01;0.00;0.00;0.00;171.40;56.75;963.08;0.00;629.83;12.15;0.00;536.05;8.82;102.43;31.42;0.00;268.53;0.00;0.00;25.26;0.00;0.00;598.39;6.62;0.00;202.44
351685;245.28;0.00;0.00;559.63;0.00;8.24;0.00;353.60;0.00;1661.92;0.00;1841.12;157.19;0.00;213.20;0.00;89.34;0.00;0.00;45.09;0.00;0.00;0.00;0.00;0.00;620.77;103.24;0.00;0.00
351210;245.15;0.00;0.00;509.07;0.00;0.00;0.00;235.98;0.00;1456.36;0.00;1652.57;72.38;0.00;795.82;56.94;0.00;17.07;0.00;155.37;0.00;0.00;15.12;0.00;0.00;146.77;83.94;216.74;0.00
352170;73.40;0.00;6.75;243.12;0.00;0.67;0.00;172.36;0.00;797.38;0.00;642.21;40.06;0.00;185.69;21.51;0.00;13.11;0.00;39.85;0.00;6.43;0.00;0.00;0.00;89.81;20.63;56.95;0.00
350740;89.92;0.00;0.00;334.15;0.00;1.06;0.00;97.04;11.52;816.69;0.00;751.27;20.28;0.00;299.01;0.00;107.58;6.19;0.00;17.56;0.00;0.00;30.33;0.00;0.00;59.30;22.91;17.76;0.00
355300;73.37;0.00;0.00;126.50;0.00;0.00;0.00;72.10;103.39;621.54;0.00;816.08;2.64;0.00;153.22;40.60;0.00;7.50;0.00;49.09;0.00;0.00;0.00;0.00;0.00;112.88;37.43;6.04;0.00
315250;68.28;20.05;0.00;695.16;0.00;0.00;0.00;60.42;0.00;574.23;15.99;621.29;25.46;6.99;90.15;1.25;0.00;23.66;0.00;2.56;0.00;0.00;0.00;0.00;31.71;35.86;2.07;19.89;0.00
354880;251.88;0.00;0.00;937.98;0.68;139.57;0.00;152.98;0.00;1555.59;0.00;2232.68;41.66;0.00;566.79;0.00;559.05;54.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;153.64;292.08;0.00
314650;83.24;14.82;0.00;407.34;0.00;3.57;0.00;117.52;50.25;765.98;48.62;654.08;92.38;0.00;146.39;0.06;135.46;105.73;0.00;16.96;0.00;0.00;99.72;0.90;49.70;148.40;76.33;38.47;0.00
313600;66.39;0.00;28.91;170.49;0.37;2.89;0.00;53.49;77.30;633.06;0.00;581.27;20.56;0.00;133.61;0.00;0.00;2.47;0.00;33.96;0.00;0.00;0.00;1.02;0.00;45.62;28.98;43.29;0.00
312340;385.52;0.00;0.00;1372.39;0.00;0.00;0.00;327.40;108.14;1507.82;0.00;1605.59;87.41;0.00;450.03;0.00;69.96;0.00;0.00;204.11;0.00;0.00;20.50;5.52;111.36;1107.27;10.47;252.02;0.00
130220;82.74;0.00;0.00;253.29;0.00;0.00;0.00;125.18;0.00;408.44;0.00;962.41;21.65;0.00;1119.99;7.72;28.92;6.03;0.00;217.66;0.00;0.00;0.00;0.00;0.00;32.02;127.54;24.57;0.00
291490;60.33;0.00;0.00;523.18;0.00;8.66;0.00;3.29;0.00;231.94;0.00;775.94;31.09;0.00;110.15;0.00;0.00;7.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.08;20.23;34.14;0.00
290310;92.57;6.07;0.00;620.89;0.00;0.00;0.00;121.86;0.00;432.01;0.00;1026.33;3.57;0.00;0.00;0.00;0.00;0.00;0.00;14.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
172030;89.89;11.94;0.00;251.13;0.00;0.00;0.00;99.37;4.12;506.58;14.21;730.02;83.43;0.00;33.74;0.43;0.00;23.83;0.00;47.20;0.00;0.00;0.79;0.00;1.13;69.70;25.85;2.12;0.00
352044;127.04;0.00;0.00;317.21;0.00;144.76;0.00;143.84;197.10;853.32;0.00;1056.42;80.51;0.00;337.80;88.05;199.34;8.57;0.00;50.16;0.00;14.95;108.29;0.00;0.00;83.38;42.17;55.00;205.85
420460;57.02;3.09;0.95;397.86;0.00;38.29;0.00;69.92;70.71;907.72;0.00;670.89;12.84;1.91;0.00;3.05;9.21;85.42;0.00;2.79;0.00;0.44;0.00;0.00;0.00;42.03;14.12;126.56;0.00
355030;53.26;0.42;0.00;462.29;0.00;14.44;0.02;76.84;576.04;535.26;42.60;638.19;26.96;0.98;625.68;10.68;13.52;24.11;65.67;0.24;0.00;4.87;14.46;0.00;0.00;2.86;17.86;444.70;0.00
355350;116.81;0.00;0.00;309.75;0.00;0.00;0.00;129.28;0.00;763.90;0.00;852.90;71.11;0.00;182.96;0.00;0.00;58.30;0.00;10.40;0.00;2.65;6.59;0.00;0.00;120.74;35.94;57.70;0.00
150680;30.56;0.00;0.00;143.95;0.00;0.00;0.00;49.10;14.97;375.77;0.00;690.98;21.38;0.00;119.24;0.60;19.75;5.13;0.00;32.21;0.00;0.00;1.72;0.00;0.00;21.35;6.58;13.53;0.00
210850;0.00;0.00;0.00;226.30;0.00;0.00;0.00;53.25;34.51;372.00;0.00;1282.61;33.18;0.00;14.36;0.00;0.09;19.68;2.51;18.63;0.00;2.62;0.00;0.25;0.72;9.14;5.54;4.77;0.00
351015;130.37;0.00;0.00;385.94;0.00;0.00;0.00;294.90;0.00;673.15;0.00;1437.87;63.74;0.00;337.96;0.00;196.96;0.00;0.00;54.07;0.00;0.00;0.00;0.00;0.00;70.03;31.73;33.84;0.00
431290;44.70;0.00;0.00;612.42;0.00;2.44;0.00;60.37;201.62;671.99;0.00;625.45;33.03;0.00;8.59;0.74;59.75;20.88;0.00;76.22;0.00;21.05;1.82;0.41;37.37;168.57;38.35;143.52;0.00
410395;0.00;0.00;0.00;330.39;0.00;1.06;0.00;267.53;0.00;794.39;0.00;764.01;19.47;0.00;196.69;38.35;0.00;4.19;0.00;101.03;0.00;1.33;0.00;0.00;0.00;331.69;4.33;75.97;143.74
352440;68.89;2.23;0.00;335.75;0.21;54.74;0.00;67.26;203.56;630.32;53.17;539.69;25.29;0.20;191.66;7.85;229.92;169.85;0.00;0.15;0.00;0.54;0.86;0.00;0.00;0.00;29.21;139.71;121.59
432032;181.42;0.00;0.00;658.55;0.00;1.67;0.00;139.07;213.38;804.37;45.10;818.61;11.05;0.00;209.00;0.00;81.77;30.02;0.00;320.50;0.00;0.00;6.23;0.00;0.00;326.70;66.20;36.51;0.00
500710;163.78;0.00;0.00;472.08;0.00;0.00;0.00;188.96;0.00;697.55;0.00;1275.81;28.18;0.00;320.05;11.01;0.00;1.19;0.00;0.00;0.00;0.00;0.28;0.00;18.95;117.44;13.25;0.00;0.00
431238;135.00;0.00;0.00;525.81;0.00;0.04;0.00;93.65;0.00;1005.64;0.00;1240.88;101.99;0.00;52.37;0.00;208.86;15.29;0.00;75.65;0.00;0.00;3.07;0.00;0.00;502.97;23.86;416.38;0.00
230260;39.84;0.00;0.00;257.20;0.00;0.72;0.00;33.07;0.00;459.23;0.00;698.82;33.80;0.00;58.98;0.00;44.69;0.00;0.00;0.18;0.00;1.68;11.14;0.00;0.69;0.00;0.00;6.98;0.00
351710;102.90;0.00;0.00;356.25;0.00;0.00;0.00;325.64;18.81;961.70;0.00;1046.59;71.07;0.00;270.51;0.00;0.00;14.10;0.00;54.25;0.00;0.00;0.00;0.00;0.00;227.15;104.19;120.82;0.00
430593;151.39;0.00;0.00;1865.05;0.00;24.59;0.00;104.04;108.49;1243.62;0.00;728.89;109.34;0.00;297.06;0.00;63.80;47.09;0.00;206.80;0.00;21.75;0.00;0.55;0.00;0.00;29.96;71.14;233.01
171488;64.67;11.70;0.00;191.94;0.00;0.00;0.00;86.82;0.00;409.26;11.94;665.93;0.30;0.00;75.70;0.00;0.00;23.28;0.00;17.88;0.00;0.00;0.00;0.00;11.38;206.85;21.31;7.03;0.00
230100;83.08;0.00;0.00;172.74;0.00;0.00;0.00;82.11;3.35;540.14;0.00;819.41;21.06;27.35;250.04;0.00;1.19;35.15;0.00;24.48;0.00;0.00;9.03;0.00;0.00;0.00;14.78;103.76;0.00
172130;174.09;0.00;0.00;621.67;0.00;1.03;0.00;295.02;17.21;788.54;30.07;1077.40;7.72;0.00;155.53;0.00;0.00;75.46;0.00;254.07;0.00;0.00;141.49;0.00;17.17;36.34;38.98;17.54;0.00
354210;111.86;0.00;0.00;322.76;0.00;0.00;0.00;86.22;224.84;657.85;0.00;897.05;38.68;0.00;482.09;0.00;0.00;99.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.21;259.49;196.43
170360;189.07;0.00;0.00;562.57;0.00;2.51;0.00;308.14;9.08;988.47;31.30;1260.61;20.83;2.15;454.14;0.00;0.00;165.61;0.00;241.68;0.00;6.85;0.00;22.71;30.40;24.61;7.47;19.82;0.00
260810;51.29;0.00;0.00;132.00;0.00;0.00;0.00;57.55;86.52;420.81;0.00;694.75;50.78;0.00;94.83;0.00;0.58;32.06;0.00;17.58;0.00;0.00;2.51;0.00;9.25;6.93;3.59;43.75;0.00
261650;65.46;0.00;0.00;316.52;0.00;0.00;0.00;87.15;6.10;576.31;0.00;1244.45;95.20;0.00;170.78;0.00;86.53;123.72;0.00;14.02;0.00;0.00;0.00;0.00;0.00;35.21;0.00;15.59;0.00
412085;201.40;0.00;0.00;585.07;0.00;0.00;0.00;149.52;0.00;776.08;0.00;976.92;111.62;0.00;805.95;0.00;108.84;40.66;0.00;315.61;0.00;21.11;0.18;0.00;0.00;296.66;125.24;112.97;0.00
354680;91.56;0.00;0.00;195.18;0.00;28.90;0.00;81.28;0.00;637.96;0.00;770.67;22.85;0.00;283.60;0.28;73.13;0.00;0.00;23.57;0.00;0.00;1.21;0.00;0.00;0.00;20.22;21.95;0.00
313925;80.91;0.00;0.00;285.55;0.00;0.00;0.00;111.11;35.64;481.59;0.00;454.63;31.51;0.00;299.01;0.00;246.12;1.95;0.00;66.12;0.00;0.00;0.00;0.00;6.42;0.00;5.51;7.35;0.00
355170;97.42;0.00;0.00;271.65;0.00;74.24;0.00;89.59;105.37;671.83;0.00;789.61;32.29;0.00;257.11;5.09;358.88;3.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34.53;55.53;97.10;274.40
410120;0.00;0.00;0.00;552.61;0.00;3.63;0.00;20.01;0.00;601.90;0.00;526.79;39.77;0.02;306.97;0.00;0.00;35.01;0.00;0.00;0.00;0.00;2.04;0.00;0.00;0.00;1.32;91.68;0.00
430192;177.37;0.00;0.00;1253.70;0.00;0.00;0.00;273.14;98.61;1121.19;0.00;1205.31;27.76;0.00;112.38;0.00;114.02;58.31;0.00;688.54;0.00;0.00;0.00;7.69;18.06;659.76;65.02;220.91;0.00
314630;45.17;12.21;0.00;247.07;1.03;0.19;0.00;59.81;37.57;545.19;9.74;494.22;2.87;0.00;130.36;0.00;3.03;0.09;0.00;4.01;0.04;0.00;13.45;0.08;0.00;2.34;7.98;25.93;53.51
410275;0.00;0.00;0.00;445.21;0.00;0.00;0.00;238.46;0.00;901.46;0.00;846.92;1.39;0.00;470.74;0.00;0.00;0.00;0.00;258.86;0.00;0.12;0.00;0.00;0.00;124.91;18.43;35.92;0.00
432232;118.58;0.00;0.00;809.12;0.00;0.74;0.00;143.66;0.00;955.58;0.00;1029.95;4.00;0.00;54.28;9.98;103.94;28.41;0.00;144.35;0.00;0.00;46.12;0.00;0.00;14.06;2.62;55.35;0.00
430105;139.25;0.00;0.00;576.69;0.00;0.00;0.00;73.08;77.50;905.50;0.00;906.47;172.57;8.52;613.50;0.00;13.39;118.32;0.00;20.28;0.00;0.00;0.00;0.00;122.83;60.27;22.83;107.30;186.12
260870;55.60;0.00;0.00;292.91;0.00;0.00;0.00;114.81;24.59;414.29;0.00;744.49;60.60;0.00;87.34;3.66;0.00;13.69;0.00;62.78;0.00;0.00;0.00;0.00;0.07;57.58;0.00;35.05;0.00
260820;84.40;0.00;0.00;381.62;0.00;0.00;0.00;126.57;67.54;502.37;0.00;742.69;106.61;0.00;113.91;0.00;0.50;9.40;0.00;9.29;0.00;0.00;0.00;15.44;12.23;0.00;19.91;27.62;0.00
353760;72.06;0.00;0.00;363.92;0.00;5.94;0.00;79.33;112.66;897.19;0.00;871.58;13.70;0.00;519.45;6.45;0.00;3.00;0.00;2.59;0.00;0.00;33.86;0.00;0.00;0.00;28.67;41.49;101.12
500210;81.00;6.46;0.00;281.59;0.00;0.00;0.00;156.46;46.55;585.95;0.00;646.61;9.16;0.00;223.91;9.12;130.32;1.54;0.00;4.20;0.00;0.00;20.61;0.00;34.68;4.20;15.93;51.08;0.00
130260;58.04;0.00;12.06;222.45;0.04;1.44;0.00;48.33;86.74;346.81;15.96;529.41;24.02;0.01;418.35;1.38;7.02;9.11;0.00;7.26;0.00;0.00;8.47;0.00;0.00;0.00;9.80;67.15;0.00
430860;39.99;0.00;0.00;192.57;0.00;26.60;0.00;91.92;258.62;566.81;0.00;631.86;22.76;0.04;255.11;0.38;0.00;28.64;0.00;49.99;0.00;8.04;50.33;3.20;29.91;255.44;65.38;63.72;249.85
431280;82.17;0.00;0.00;706.41;0.00;6.69;0.00;201.47;0.00;782.85;0.00;736.50;38.54;0.00;581.64;0.00;9.43;0.00;0.00;173.38;0.00;70.63;0.00;18.29;0.00;14.41;30.59;79.72;171.75
260920;70.06;0.00;0.00;472.05;0.00;0.00;0.00;90.71;19.67;438.90;0.00;752.41;79.82;0.00;55.87;0.00;0.00;62.81;0.00;34.16;0.42;0.00;0.00;0.00;0.00;0.00;7.57;34.98;0.00
260220;47.77;0.00;0.00;230.99;0.00;0.00;0.00;83.36;92.88;347.98;0.00;682.65;50.62;0.00;12.71;0.13;0.95;2.01;0.00;29.65;0.00;0.00;8.48;0.00;0.00;2.59;1.54;22.88;0.00
260010;52.31;4.30;0.00;151.81;0.00;0.00;0.00;61.43;176.14;423.41;0.00;710.97;54.29;0.00;145.18;12.10;0.00;0.00;0.00;63.45;0.00;0.00;0.00;0.00;0.00;22.71;7.72;51.22;0.00
220987;72.09;0.00;0.00;485.25;0.00;4.12;0.00;117.63;0.00;391.81;0.00;942.23;12.14;0.00;37.43;0.00;53.78;0.00;0.00;12.97;0.00;0.00;0.00;1.84;2.20;4.77;6.55;0.00;0.00
500570;107.07;40.82;0.00;469.23;0.00;0.00;0.00;68.71;76.34;732.43;0.00;721.66;56.40;0.00;111.90;15.41;0.08;36.90;0.00;0.00;0.00;0.00;0.00;0.00;31.68;26.25;31.21;20.71;82.08
292145;62.32;0.00;0.00;279.02;0.00;10.90;0.00;78.90;0.00;384.37;0.00;813.14;0.00;0.00;184.85;0.00;55.34;0.00;0.00;13.52;0.00;0.00;0.00;0.00;16.59;112.14;35.67;0.00;0.00
220430;129.71;0.00;0.00;359.04;0.00;8.53;0.00;131.68;37.92;710.53;0.00;752.88;63.09;0.00;230.59;0.00;112.31;2.75;0.00;13.76;0.00;0.00;2.89;0.16;44.33;90.96;19.79;0.00;0.00
412535;99.62;28.68;0.00;472.44;7.37;0.00;0.00;194.81;153.82;1045.04;0.00;703.94;6.24;0.00;276.19;34.00;2.98;137.48;0.00;232.66;0.00;110.84;0.00;0.00;0.00;211.63;34.47;39.43;123.07
411370;41.88;13.78;0.00;146.85;0.21;26.47;0.00;67.30;291.39;852.71;2.59;443.82;18.14;16.29;166.34;0.00;0.00;68.34;0.37;13.52;0.00;3.74;2.73;0.00;0.00;0.00;12.82;64.77;234.73
291380;60.10;0.00;0.00;218.50;0.00;0.00;0.00;80.97;37.59;362.85;0.27;1246.28;49.37;0.00;171.83;0.00;0.00;0.00;0.00;13.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
312780;84.93;0.00;0.00;240.60;0.00;0.00;0.00;80.62;88.55;691.68;0.00;677.33;89.83;0.00;208.24;0.00;86.17;16.30;0.00;35.57;0.00;0.00;8.21;7.35;20.46;127.13;18.69;35.88;0.00
171360;73.64;0.00;0.00;201.89;0.00;0.96;0.00;79.38;80.71;413.42;12.15;622.57;65.79;0.00;91.29;0.00;0.02;32.75;0.00;19.64;0.00;0.00;0.00;0.00;0.00;82.44;7.29;0.00;0.00
261485;88.04;0.00;0.00;253.39;0.00;0.00;0.00;115.72;48.29;488.04;0.00;831.81;103.90;0.00;346.51;0.00;0.00;19.60;0.00;36.33;0.00;0.00;0.00;0.00;0.00;0.00;1.80;0.00;0.00
