#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
150400;4.430735996410303;0.00;0.00;0.00;6.52;0.00;4.26;0.00;6.32;0.00;6.91;0.00;7.38;5.52;0.00;6.17;0.00;5.48;5.14;0.00;5.75;0.00;0.00;4.75;0.00;5.13;5.68;5.27;5.70;0.00
430240;4.081275279529334;5.96;0.00;0.00;6.40;0.00;0.00;0.00;5.75;0.00;6.68;0.00;7.09;5.39;0.00;6.37;0.00;5.85;4.62;0.00;6.18;0.00;5.04;0.00;0.00;5.42;5.61;5.60;6.00;0.00
410850;4.147336174036738;0.00;0.00;0.00;6.89;0.00;5.24;0.00;6.10;0.00;6.88;0.00;6.91;3.87;0.00;0.00;5.46;4.63;0.00;0.00;5.97;0.00;5.00;0.00;0.00;0.00;6.46;5.31;6.02;0.00
330575;4.507045872427326;6.44;0.00;0.00;7.22;0.00;4.98;0.00;6.30;0.00;7.36;0.00;7.41;5.63;0.00;6.73;4.51;5.98;6.08;0.00;5.43;0.00;0.00;0.00;0.00;5.87;0.00;6.06;6.04;0.00
350870;4.277655047714709;5.94;0.00;0.00;6.59;0.00;0.00;0.00;6.38;0.00;6.94;0.00;7.17;5.49;0.00;6.88;0.00;6.13;0.00;0.00;6.43;0.00;0.00;6.67;0.00;0.00;4.98;5.65;5.79;0.00
352450;3.8035253955765325;5.81;0.00;0.00;6.47;0.00;5.82;0.00;5.95;5.91;6.71;0.00;6.66;3.53;0.00;6.42;4.77;5.58;0.00;0.00;5.35;0.00;0.00;0.00;0.00;0.00;5.51;5.59;5.44;0.00
120033;4.225180008177683;0.00;0.00;4.82;6.84;0.00;0.00;0.00;5.98;0.00;6.76;0.00;7.15;4.98;4.07;5.68;0.00;0.00;4.14;0.00;5.02;0.00;0.00;0.00;0.00;4.12;5.86;5.66;5.80;0.00
354620;3.6326597132939136;5.57;0.00;0.00;6.53;0.00;5.84;0.00;5.65;0.00;6.56;0.00;6.69;0.00;0.00;6.43;0.00;6.02;0.00;0.00;5.40;0.00;0.00;5.36;0.00;0.00;6.24;5.08;0.00;0.00
420580;4.2157697084176435;6.19;5.41;0.00;6.68;0.00;5.45;0.00;6.37;3.54;7.05;0.00;7.23;5.85;0.00;6.61;4.10;4.75;6.23;0.00;6.37;0.00;5.43;5.71;0.00;0.00;5.45;5.69;5.80;0.00
411915;5.099708258322187;0.00;4.73;0.00;7.83;0.00;4.86;0.00;6.56;0.00;7.72;0.00;7.83;5.98;0.00;7.33;3.63;6.44;7.04;0.00;5.74;0.00;0.00;5.69;0.00;0.00;0.00;5.78;6.81;7.03
290830;4.26911582689512;6.07;0.00;0.00;7.24;0.00;0.00;0.00;5.59;0.00;6.34;0.00;6.67;5.81;0.00;5.72;0.00;5.21;4.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.15;0.00;0.00
430650;4.17906322239498;6.11;0.00;0.00;6.85;0.00;0.00;0.00;6.14;0.00;6.81;0.00;7.12;5.23;0.00;4.80;0.00;4.39;5.65;0.00;6.44;0.00;0.00;0.00;0.00;5.26;0.00;5.31;6.07;0.00
291470;4.819971439325659;6.49;5.85;0.00;7.15;0.00;0.00;0.00;6.28;6.92;7.45;0.00;7.57;6.02;0.00;7.03;5.89;5.36;0.00;0.00;6.37;0.00;0.00;2.65;0.00;5.29;4.51;6.12;6.37;0.00
430820;4.46200845578399;6.11;0.00;0.00;6.87;0.00;5.85;0.00;5.99;6.58;7.19;0.00;7.27;6.26;0.00;6.64;5.82;5.44;5.71;0.00;6.40;0.00;5.66;6.12;4.66;0.00;6.98;6.29;5.41;6.68
431580;4.037784941753637;5.91;0.00;0.00;6.52;0.00;4.72;0.00;5.79;6.11;6.75;0.00;6.76;5.43;0.00;6.13;3.38;5.14;0.00;0.00;6.35;0.00;0.00;0.00;0.00;4.98;6.33;5.29;5.52;6.21
350290;4.487322239751821;5.81;0.00;0.00;7.07;0.00;0.00;0.00;6.41;0.00;7.21;0.00;7.54;6.14;0.00;6.30;0.00;6.25;4.65;0.00;5.81;0.00;0.00;4.76;0.00;0.00;6.05;6.00;4.71;0.00
355160;4.448752683389127;6.29;0.00;0.00;6.97;0.00;0.00;0.00;6.52;6.43;7.25;0.00;7.30;5.46;0.00;7.01;0.00;0.00;0.00;0.00;5.73;0.00;0.00;6.35;0.00;0.00;6.24;5.96;6.75;0.00
412480;4.031125575731565;5.86;0.00;0.00;6.50;0.00;0.00;0.00;6.12;0.00;6.81;0.00;6.85;5.88;0.00;6.65;4.53;6.04;4.79;0.00;5.62;0.00;4.66;0.00;0.00;0.00;6.55;5.30;6.21;0.00
430995;3.619719265611727;5.82;0.00;0.00;6.39;0.00;4.18;0.00;5.79;5.96;6.53;3.62;6.67;4.86;0.00;5.63;4.28;5.58;1.93;0.00;5.81;0.00;0.00;0.00;0.00;0.00;6.28;4.80;5.12;5.84
210760;4.283595182754537;0.00;5.84;0.00;6.52;0.00;0.00;0.00;6.18;0.00;6.99;0.00;7.19;5.47;0.00;6.18;5.19;5.75;0.00;0.00;5.65;0.00;0.00;0.00;0.00;4.59;6.27;5.31;5.13;0.00
352860;3.9790473269479647;5.84;0.00;0.00;6.35;0.00;0.00;0.00;6.03;0.00;6.74;0.00;6.82;3.93;0.00;6.73;0.00;6.11;0.00;0.00;5.00;0.00;0.00;5.69;0.00;0.00;5.99;5.78;5.87;0.00
431675;3.787247880331954;5.67;0.00;0.00;6.50;0.00;3.60;0.00;5.95;0.00;6.52;5.25;6.66;5.16;0.00;0.00;0.00;5.39;4.89;0.00;6.28;0.00;3.26;4.86;0.00;5.45;6.28;5.34;3.11;0.00
410657;3.6414741105040997;0.00;0.00;0.00;6.50;0.00;0.00;0.00;5.94;0.00;6.55;0.00;6.58;4.55;0.00;6.16;5.02;0.00;4.86;0.00;5.89;0.00;5.12;5.04;0.00;0.00;6.22;4.90;5.61;0.00
352850;4.957257603903238;6.83;0.00;6.17;7.35;0.00;5.85;0.00;6.75;7.03;7.70;5.51;7.78;6.48;0.00;7.41;0.00;0.00;5.36;0.00;0.00;0.00;0.00;6.29;0.00;0.00;0.00;6.11;6.75;0.00
410570;4.241446860345646;0.00;0.00;0.00;6.66;0.00;0.00;0.00;6.07;0.00;6.96;0.00;7.00;4.89;0.00;0.00;0.00;0.00;5.63;0.00;5.97;0.00;5.51;0.00;0.00;0.00;6.87;5.36;6.21;0.00
431513;3.269979676645324;5.49;0.00;0.00;6.21;0.00;0.00;0.00;5.35;0.00;6.31;0.00;6.34;4.89;0.00;0.00;0.00;0.00;5.22;0.00;6.19;0.00;0.00;0.00;0.00;0.00;6.26;4.21;0.00;0.00
520540;4.338097753706539;6.15;5.32;0.00;6.86;0.00;0.00;0.00;6.33;6.43;7.51;0.00;7.04;0.00;0.00;0.00;6.77;0.00;5.76;0.00;0.00;0.00;0.00;4.32;0.00;0.00;5.52;0.00;0.00;6.05
291690;4.125025586819949;5.92;0.00;0.00;6.59;0.00;5.12;0.00;5.54;0.00;6.80;0.00;6.89;5.27;0.00;6.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.28;0.00;0.00;3.97;5.26;5.40;0.00
432380;4.144605338714745;6.43;0.00;0.00;7.24;0.00;4.81;0.00;6.28;0.00;7.24;0.00;7.42;3.62;0.00;6.72;0.00;0.00;4.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.65;6.03;6.25;6.24
353430;4.626894432279327;6.01;0.00;0.00;7.03;0.00;6.16;0.00;6.64;6.70;7.40;0.00;7.63;5.91;0.00;7.11;0.00;6.87;5.16;0.00;4.68;0.00;5.10;4.73;0.00;0.00;0.00;6.10;6.22;6.61
430544;3.718750734739665;5.76;0.00;0.00;6.36;0.00;0.00;0.00;5.84;0.00;6.50;0.00;6.67;5.35;0.00;5.32;0.00;0.00;4.11;0.00;5.90;0.00;0.00;0.00;0.00;0.00;5.54;4.82;5.60;0.00
354600;4.160318437984002;6.06;0.00;0.00;6.66;0.00;0.00;0.00;6.29;0.00;6.86;0.00;7.16;5.65;0.00;6.56;5.56;6.19;4.42;0.00;4.89;0.00;0.00;0.00;0.00;0.00;5.66;5.52;0.00;0.00
431033;4.293936813887294;6.44;0.00;0.00;6.95;0.00;6.04;0.00;5.81;0.00;7.18;5.16;7.46;4.24;5.39;7.08;0.00;4.86;5.50;0.00;0.00;0.00;0.00;6.09;0.00;5.65;6.36;4.98;6.48;0.00
510619;3.550228353055094;5.81;0.00;0.00;6.33;0.00;0.00;0.00;5.87;5.52;6.42;5.07;6.49;5.32;0.00;5.56;4.90;5.55;0.00;0.00;5.62;0.00;5.17;0.00;0.00;0.00;6.20;5.54;0.00;0.00
352700;3.86787978345838;0.00;5.15;0.00;6.33;0.00;4.80;0.00;5.68;0.00;6.89;4.78;6.96;5.01;0.00;6.79;0.00;5.90;1.58;0.00;5.02;0.00;0.00;6.13;3.27;0.00;4.87;5.59;5.71;0.00
355500;4.816877357197421;6.65;0.00;0.00;7.28;0.00;0.00;0.00;6.87;5.96;7.56;3.92;7.46;6.12;0.00;7.15;0.00;0.00;6.89;0.00;6.05;0.00;6.16;6.50;0.00;0.00;3.53;6.43;6.05;0.00
521260;3.3861421089308186;5.78;0.00;0.00;6.34;0.00;0.00;0.00;6.09;0.00;6.38;0.00;6.21;5.22;0.00;5.78;5.74;0.00;4.20;0.00;5.13;0.00;0.00;0.00;0.00;0.00;6.13;0.00;0.00;0.00
430610;4.805813383337595;0.00;0.00;0.00;7.26;0.00;6.78;0.00;6.84;0.00;7.51;0.00;7.48;6.41;5.72;7.00;5.77;5.70;5.36;0.00;5.88;0.00;4.01;3.90;0.00;0.00;0.00;6.00;6.95;3.60
520920;4.158935141829918;6.10;3.79;0.00;6.75;0.00;5.51;0.00;5.71;6.80;6.80;3.85;6.47;0.00;0.00;6.11;0.00;0.00;5.28;0.00;5.06;0.00;0.00;4.92;0.00;0.00;6.18;5.51;0.00;0.00
430469;3.4391747398434687;5.55;0.00;0.00;6.35;0.00;0.00;0.00;5.82;5.46;6.41;0.00;6.54;5.36;0.00;5.99;0.00;0.00;4.52;0.00;6.16;0.00;4.24;0.00;4.72;5.36;6.05;4.86;5.43;0.00
412090;4.514454774470421;0.00;5.51;0.00;6.73;0.00;0.00;0.00;6.32;0.00;7.12;4.83;7.29;5.68;0.00;6.96;0.00;0.00;5.35;0.00;5.97;0.00;5.71;5.50;0.00;0.00;6.74;5.89;6.37;0.00
351565;3.2195845262142546;5.74;0.00;0.00;6.18;0.00;0.00;0.00;5.94;5.64;6.41;0.00;6.57;0.00;0.00;6.23;0.00;0.00;4.84;0.00;5.63;0.00;0.00;0.00;0.00;0.00;5.75;4.58;0.00;5.77
353920;4.421176001852093;6.23;0.00;0.00;6.77;0.00;5.43;0.00;6.43;0.00;7.12;0.00;7.26;0.00;0.00;6.93;0.00;5.10;3.87;0.00;5.77;0.00;0.00;0.00;0.00;0.00;0.00;5.94;6.22;0.00
430790;4.832700470960567;6.28;0.00;0.00;7.51;0.00;5.89;3.78;6.63;6.33;7.65;6.08;7.72;5.69;2.17;6.87;6.10;5.88;6.77;0.00;6.37;0.00;4.99;5.59;0.00;0.00;6.94;5.93;6.37;7.09
431205;3.6202401898458314;5.61;0.00;0.00;6.29;0.00;0.00;0.00;5.73;0.00;6.63;0.00;6.58;4.81;0.00;4.51;0.00;0.00;5.34;0.00;6.07;0.00;0.00;0.00;0.00;5.05;6.17;4.64;0.00;0.00
431237;3.5090680450171616;5.72;3.71;0.00;6.20;0.00;0.00;0.00;5.70;0.00;6.54;0.00;6.67;4.33;0.00;5.13;4.33;3.85;0.00;0.00;5.84;0.00;0.00;2.51;0.00;4.82;6.23;4.75;5.13;0.00
432360;3.2076343673889616;5.42;0.00;0.00;6.38;0.00;3.38;0.00;5.54;5.16;6.43;0.00;6.14;4.91;0.00;5.88;4.58;5.51;4.23;0.00;5.94;0.00;5.20;3.48;0.00;0.00;6.34;5.69;5.68;0.00
351770;4.318543299122021;6.26;0.00;5.58;6.93;4.47;4.88;0.00;6.23;0.00;7.09;0.00;7.38;5.10;0.00;6.69;5.47;5.03;5.86;0.00;4.12;0.00;0.00;0.00;0.00;0.00;5.44;6.04;0.00;0.00
355520;3.302114376956201;5.58;0.00;0.00;6.40;0.00;0.00;0.00;5.81;6.02;6.45;0.00;6.41;4.65;0.00;5.92;5.33;0.00;5.36;0.00;5.51;0.00;0.00;0.00;0.00;0.00;5.35;5.31;5.67;5.97
431973;3.4390167283875126;5.57;0.00;0.00;6.46;0.00;0.00;0.00;5.71;5.40;6.43;0.00;6.21;4.62;0.00;6.03;4.45;5.30;3.06;0.00;5.46;0.00;0.00;4.32;0.00;4.98;4.29;5.85;5.60;0.00
420820;5.304397885637582;7.36;6.92;0.00;8.22;0.00;7.26;0.00;7.08;7.61;8.34;5.97;8.31;6.59;0.00;7.94;6.67;7.48;6.06;0.00;6.60;0.00;0.00;6.44;0.00;0.00;8.03;6.93;7.31;0.00
521015;3.467608105583633;5.78;3.10;0.00;6.31;0.00;4.25;0.00;5.86;5.59;6.33;0.00;6.47;0.00;0.00;5.65;0.00;0.00;0.00;0.00;5.68;0.00;0.00;0.00;3.89;0.00;6.01;4.51;0.00;0.00
411721;3.6164755138885654;0.00;0.00;0.00;6.19;0.00;0.00;0.00;5.86;0.00;6.54;0.00;6.58;5.12;0.00;6.21;0.00;0.00;4.36;0.00;5.09;0.00;0.00;0.00;0.00;4.74;0.00;4.35;5.52;0.00
352340;5.047742018180641;7.00;0.00;0.00;7.65;0.00;6.92;0.00;7.11;0.00;7.87;6.18;7.99;6.49;0.00;7.12;5.94;6.16;7.04;0.00;5.00;0.00;0.00;6.11;0.00;0.00;6.27;6.49;6.95;0.00
316910;3.7861122837198264;5.40;0.00;0.00;6.32;0.00;4.05;0.00;5.48;0.00;6.52;0.00;6.73;5.53;0.00;6.52;4.05;4.73;0.00;0.00;3.00;0.00;0.00;4.75;0.00;0.00;6.17;4.64;0.00;0.00
292010;4.304145712763788;6.08;0.00;0.00;6.51;0.00;4.34;0.00;6.10;0.00;6.90;0.00;7.19;5.94;0.00;6.62;0.00;4.76;0.00;0.00;5.71;0.00;0.00;0.00;0.00;5.47;0.00;4.48;5.41;0.00
411580;4.648584419803506;6.29;5.63;0.00;7.08;0.00;0.00;0.00;6.45;0.00;7.38;5.58;7.36;5.86;0.00;7.03;3.81;0.00;6.54;4.71;6.18;0.00;0.00;5.84;0.00;0.00;0.00;6.21;6.58;6.72
431030;3.624488362513449;5.63;0.00;0.00;6.26;0.00;0.00;0.00;5.56;5.73;6.53;3.04;6.32;4.69;0.00;5.39;4.00;5.30;4.95;0.00;5.76;0.00;5.06;5.44;0.00;0.00;6.29;5.79;5.73;5.83
171880;3.6363875858131567;5.56;0.00;0.00;6.28;0.00;4.18;0.00;5.57;4.80;6.19;4.81;6.39;5.46;0.00;5.75;0.00;0.00;0.00;0.00;5.80;0.00;0.00;0.00;3.47;4.95;4.12;5.69;3.58;0.00
352510;4.615192267373966;6.37;0.00;0.00;7.15;0.00;0.00;0.00;6.56;5.98;7.48;0.00;7.57;5.94;0.00;6.91;0.00;6.67;5.84;0.00;5.08;0.00;4.79;0.00;0.00;0.00;5.88;6.17;6.00;0.00
310360;3.4599952560473914;5.74;4.87;0.00;5.99;0.00;0.00;0.00;5.41;5.85;6.43;0.00;6.39;5.44;0.00;6.30;4.38;5.02;0.00;0.00;5.67;0.00;0.00;0.00;0.00;0.00;5.13;4.57;4.60;0.00
293170;4.13152242891307;5.92;2.00;0.00;6.49;0.00;4.59;0.00;5.73;0.00;6.69;0.00;6.94;5.90;0.00;6.55;0.00;5.02;0.00;0.00;2.08;0.00;0.00;0.00;0.00;5.05;5.10;5.24;0.00;0.00
411550;3.6766936096248664;0.00;0.00;0.00;6.62;0.00;0.00;0.00;5.93;0.00;6.56;0.00;6.41;0.00;0.00;5.99;5.57;5.37;0.00;0.00;5.22;0.00;0.00;0.00;0.00;0.00;5.99;5.68;5.48;0.00
430064;3.8788089323592057;5.70;0.00;0.00;6.23;0.00;2.53;0.00;5.86;5.52;6.56;0.00;6.69;4.51;0.00;6.02;0.00;4.08;4.17;0.00;6.15;0.00;5.40;5.44;0.00;5.25;6.09;0.00;5.64;5.92
352190;4.1801545594533485;6.11;0.00;0.00;6.66;0.00;0.00;0.00;6.28;6.39;7.04;0.00;7.20;0.00;0.00;6.59;0.00;6.13;0.00;0.00;4.72;0.00;0.00;0.00;0.00;0.00;6.52;6.13;5.99;0.00
120040;5.561015470748882;7.29;0.00;6.91;8.08;0.00;6.69;0.00;7.03;6.82;8.06;6.19;8.10;6.36;5.50;8.26;5.92;7.03;7.21;0.00;7.09;0.00;0.00;0.00;0.00;0.00;7.04;5.96;7.11;0.00
352920;4.408934958678802;5.95;0.00;0.00;6.93;0.00;0.00;0.00;6.53;5.87;7.26;0.00;7.24;5.61;0.00;6.79;0.00;6.25;5.54;0.00;5.63;0.00;0.00;4.96;0.00;0.00;6.14;5.96;6.50;0.00
350690;4.029140179764322;0.00;0.00;0.00;6.59;0.00;0.00;0.00;6.06;0.00;6.86;0.00;7.05;5.19;0.00;6.58;0.00;0.00;3.90;0.00;5.50;0.00;0.00;0.00;0.00;0.00;0.00;6.29;5.94;0.00
353000;3.475380593143361;5.73;0.00;0.00;6.43;0.00;0.00;0.00;6.15;5.77;6.53;0.00;6.57;5.28;0.00;6.03;0.00;0.00;5.95;0.00;5.58;0.00;4.48;3.30;0.00;0.00;5.90;6.01;5.48;0.00
315230;4.042693618178643;5.83;0.00;0.00;6.11;0.00;0.00;0.00;5.50;5.51;6.70;0.00;6.52;5.80;0.00;6.50;0.00;5.24;0.00;0.00;5.56;0.00;0.00;0.00;0.00;3.31;5.56;5.53;5.26;0.00
351740;4.597333122976736;6.35;0.00;5.62;7.42;0.00;6.27;0.00;6.77;6.95;7.45;3.74;7.52;6.11;4.14;7.03;3.34;6.73;6.06;0.00;5.81;0.00;0.00;6.31;0.00;0.00;5.99;6.42;6.58;0.00
350700;4.737144915413969;0.00;6.13;0.00;7.12;0.00;6.88;0.00;6.82;0.00;7.54;0.00;7.84;6.25;0.00;6.77;0.00;0.00;7.00;0.00;6.03;0.00;0.00;4.31;0.00;0.00;6.70;6.47;6.55;8.15
430970;3.700617195682057;5.62;0.00;0.00;6.37;0.00;0.00;0.00;5.58;6.10;6.51;0.00;6.59;4.97;0.00;6.08;3.92;0.00;4.92;0.00;5.87;0.00;4.78;0.00;4.88;0.00;5.93;4.48;0.00;6.26
431217;3.2571984261393445;5.67;0.00;0.00;6.17;0.00;0.00;0.00;5.31;0.00;6.37;0.00;6.42;5.27;0.00;6.06;5.71;5.12;4.94;0.00;6.14;0.00;5.65;0.00;0.00;0.00;4.86;0.00;4.55;0.00
292660;4.707791524710523;6.36;0.00;0.00;7.01;0.00;0.00;0.00;6.21;0.00;7.16;0.00;7.61;6.11;0.00;6.84;4.91;6.04;5.29;0.00;5.62;0.00;0.00;0.00;0.00;0.00;5.19;4.91;6.32;0.00
290750;4.743352951409555;6.57;0.00;0.00;7.27;0.00;4.44;0.00;6.18;0.00;7.45;5.18;7.40;6.17;0.00;7.11;0.00;6.80;0.00;0.00;5.46;0.00;0.00;3.52;0.00;0.00;6.08;5.68;6.13;0.00
510860;4.370494584965687;6.20;0.00;0.00;6.80;0.00;0.00;0.00;5.89;6.33;6.95;4.47;7.12;6.02;0.00;6.26;0.00;5.88;5.33;0.00;4.41;0.00;0.00;0.00;0.00;5.37;6.32;5.33;0.00;0.00
421080;3.8497878242376857;5.81;0.00;0.00;6.29;0.00;0.00;0.00;5.87;0.00;6.59;0.00;6.76;5.74;0.00;6.67;0.00;5.96;0.00;0.00;6.22;0.00;3.45;0.00;0.00;0.00;0.00;5.50;5.98;0.00
430100;4.299354734958507;5.96;0.00;0.00;6.65;0.00;0.00;0.00;6.26;6.37;7.00;0.00;7.17;5.63;3.13;6.36;0.00;0.00;6.07;0.00;6.44;0.00;6.17;0.00;0.00;5.79;6.57;6.12;5.65;6.02
355715;3.4051755462179893;5.79;0.00;0.00;6.48;0.00;0.00;0.00;5.99;5.92;6.68;4.88;6.59;5.37;0.00;6.36;0.00;0.00;0.00;0.00;5.46;0.00;0.00;0.00;0.00;0.00;5.83;5.62;5.22;6.05
260392;4.096771016533225;5.90;0.00;0.00;6.41;0.00;0.00;0.00;6.08;6.01;6.65;5.36;6.98;6.12;0.00;5.94;0.00;5.25;5.55;0.00;5.76;0.00;0.00;0.00;0.00;0.00;6.13;0.00;0.00;0.00
312880;3.8657552240714517;5.77;0.00;0.00;6.33;0.00;3.34;0.00;5.54;5.94;6.56;0.00;6.46;5.43;0.00;6.53;0.00;4.20;2.94;0.00;5.31;0.00;0.00;0.00;0.00;0.00;6.02;4.47;5.17;0.00
432230;3.935356092945573;5.79;4.94;0.00;6.58;0.00;0.00;0.00;5.77;6.32;6.74;0.00;6.65;4.69;0.00;5.87;0.00;3.06;4.26;0.00;5.73;0.00;5.08;3.96;0.00;0.00;6.26;5.92;4.56;0.00
260005;4.992115910315164;6.75;6.13;0.00;7.17;0.00;0.00;0.00;6.61;4.99;7.60;0.00;7.41;6.42;0.00;7.40;4.10;0.00;0.00;0.00;5.80;0.00;0.00;5.29;0.00;0.00;0.00;5.10;6.72;0.00
411745;3.7746629225378223;0.00;5.04;0.00;6.32;0.00;0.00;0.00;5.99;0.00;6.48;4.56;6.55;5.20;0.00;6.31;5.48;4.36;4.34;0.00;5.74;0.00;4.75;0.00;0.00;0.00;6.19;5.52;5.87;0.00
292790;4.048674814992229;5.89;0.00;4.42;6.42;0.00;4.60;0.00;5.83;5.06;6.74;0.00;6.73;5.80;0.00;6.38;0.00;4.10;3.18;0.00;4.74;0.00;0.00;0.00;0.00;5.11;4.31;5.37;5.49;0.00
411585;3.7289216463728594;0.00;0.00;0.00;6.47;0.00;0.00;0.00;6.06;0.00;6.71;0.00;6.72;5.45;0.00;5.98;0.00;5.82;4.84;0.00;6.06;0.00;5.09;5.27;0.00;5.41;6.31;5.86;5.87;0.00
411620;4.214340410319735;0.00;5.71;0.00;6.74;0.00;4.94;0.00;6.09;0.00;7.02;0.00;7.15;5.22;0.00;6.55;0.00;0.00;6.37;0.00;5.84;0.00;0.00;5.36;0.00;0.00;6.40;5.16;6.14;0.00
430660;4.601190532615333;6.49;5.61;0.00;6.83;0.00;5.30;0.00;6.44;6.89;7.16;6.00;7.31;5.95;0.00;6.70;4.14;4.65;5.33;0.00;6.12;0.00;0.00;0.00;0.00;5.87;6.26;5.31;6.30;6.89
110018;4.570893036218393;6.44;0.00;0.00;6.98;0.00;0.00;0.00;6.48;0.00;7.30;0.00;7.25;5.68;0.00;6.62;5.40;5.91;0.00;3.78;6.00;0.00;0.00;0.00;0.00;0.00;6.28;5.58;6.57;0.00
431247;3.7821858664920165;5.39;0.00;0.00;6.43;0.00;3.93;0.00;5.47;5.79;6.56;0.00;6.67;5.14;0.00;6.08;0.00;3.30;4.56;0.00;5.48;0.00;0.00;5.05;0.00;0.00;5.94;5.55;5.55;0.00
351750;4.295083059251656;6.11;0.00;0.00;6.86;0.00;0.00;0.00;6.10;6.30;7.15;0.00;7.27;5.63;0.00;7.39;0.00;5.57;3.40;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;4.46;6.02;0.00
412635;3.668292710448221;0.00;0.00;0.00;6.42;0.00;0.00;0.00;5.87;5.91;6.71;0.00;6.60;5.25;0.00;6.53;4.48;5.42;4.54;0.00;5.99;0.00;4.86;5.69;0.00;4.61;5.25;5.27;5.90;0.00
430930;4.995038177870503;6.77;0.00;0.00;7.33;5.01;5.47;0.00;6.67;7.28;7.52;6.78;7.68;6.02;0.00;6.96;5.32;0.00;6.31;0.00;5.42;0.00;4.00;5.78;0.00;5.59;7.06;5.83;5.91;7.38
410250;4.0997841966035775;5.95;0.00;0.00;6.75;0.00;0.00;0.00;5.72;0.00;6.88;0.00;6.81;5.04;0.00;6.20;5.63;5.31;0.00;0.00;5.92;0.00;4.71;0.00;0.00;0.00;0.00;5.15;5.56;0.00
353160;3.6219029608912305;5.80;0.00;0.00;6.43;0.00;0.00;0.00;5.90;6.25;6.62;0.00;6.53;5.31;0.00;5.96;0.00;5.50;0.00;4.42;5.74;0.00;0.00;4.35;0.00;0.00;5.76;5.98;5.53;0.00
522100;3.5595475555804343;5.80;3.62;0.00;6.24;0.00;4.59;0.00;5.77;5.96;6.45;0.00;6.40;0.00;0.00;6.01;0.00;0.00;4.70;0.00;5.38;0.00;0.00;4.68;0.00;0.00;5.89;5.10;5.60;0.00
351230;4.237694508664057;0.00;5.17;0.00;6.51;0.00;4.44;0.00;6.02;6.10;7.04;2.92;7.21;5.41;0.00;6.68;0.00;0.00;5.89;0.00;5.95;0.00;0.00;0.00;0.00;0.00;6.32;5.87;6.03;0.00
354520;5.053566270279874;6.58;0.00;0.00;7.32;0.00;7.13;0.00;6.75;0.00;7.90;0.00;7.86;6.70;0.00;7.07;5.56;7.23;7.30;0.00;0.00;0.00;6.25;6.10;0.00;0.00;0.00;6.60;6.84;0.00
316200;4.4004170953751665;6.28;0.00;0.00;6.49;0.00;0.00;0.00;6.13;5.26;7.02;0.00;7.04;5.87;0.00;6.53;4.26;5.44;4.78;0.00;5.33;0.00;6.48;0.00;4.28;0.00;5.87;5.58;6.14;0.00
520815;3.5569052690554477;5.85;0.00;0.00;6.47;0.00;4.50;0.00;5.84;5.54;6.45;5.00;6.65;0.00;0.00;6.24;4.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.17;0.00;0.00;0.00;0.00;0.00
230440;6.410253403000509;8.12;7.59;5.27;8.72;0.00;8.15;0.00;7.87;8.67;9.22;6.69;8.97;7.65;7.37;8.86;7.38;0.00;7.91;5.87;0.00;0.00;0.00;7.93;0.00;0.00;0.00;7.26;8.09;8.51
350745;3.3960248966085933;0.00;0.00;0.00;6.45;0.00;0.00;0.00;6.21;5.86;6.61;0.00;6.64;0.00;0.00;5.92;0.00;5.06;5.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.36;0.00;0.00
292190;4.017033339298781;6.13;0.00;0.00;7.03;0.00;5.06;0.00;5.76;0.00;6.81;0.00;7.05;5.86;0.00;6.49;0.00;5.04;4.60;0.00;3.72;0.00;0.00;0.00;0.00;0.00;4.64;6.08;5.40;0.00
231355;4.1878871784095475;6.01;0.00;0.00;6.52;0.00;0.00;0.00;6.18;5.60;6.81;0.00;7.18;4.40;2.51;6.08;0.00;4.42;0.00;0.00;5.59;0.00;0.00;0.00;0.00;0.00;4.73;5.11;5.54;0.00
412690;3.7692295817365937;5.84;0.00;5.10;6.32;0.00;0.00;0.00;5.77;6.11;6.68;0.00;6.55;5.06;0.00;6.49;0.00;0.00;4.57;0.00;5.59;0.00;4.56;4.77;0.00;0.00;5.65;4.96;5.61;5.85
351790;4.028693228393916;6.02;0.00;0.00;6.72;0.00;4.47;0.00;6.10;6.41;6.95;0.00;7.14;4.20;0.00;6.24;6.71;6.15;2.24;0.00;5.90;0.00;0.00;6.06;0.00;0.00;5.90;5.35;5.81;6.41
354870;5.909282637197766;7.73;0.00;7.13;8.23;0.00;7.74;6.14;7.75;8.52;8.97;7.04;8.86;7.30;6.10;8.67;7.90;6.53;6.74;0.00;0.00;0.00;4.70;7.07;7.50;0.00;8.42;7.45;8.15;8.24
