#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
352090;4.160858530679992;6.08;5.68;0.00;6.68;0.00;0.00;0.00;6.13;5.35;6.88;0.00;7.10;5.17;0.00;6.68;0.00;5.99;0.00;0.00;5.60;0.00;0.00;5.81;0.00;0.00;5.77;5.55;6.05;0.00
220997;3.886490725172482;5.62;0.00;0.00;6.15;0.00;4.21;0.00;5.68;0.00;6.51;0.00;6.90;5.20;0.00;6.03;3.96;5.21;0.00;0.00;5.48;0.00;0.00;3.63;0.00;0.00;4.06;4.08;4.67;0.00
261530;4.731137315580699;6.47;4.85;0.00;7.18;0.00;2.76;0.00;6.42;6.85;7.44;0.00;7.47;5.70;0.00;6.78;5.27;0.00;3.01;0.00;0.00;0.00;0.00;5.87;4.23;0.00;5.13;4.16;6.24;6.63
260640;4.909459746393245;6.65;0.00;0.00;7.13;0.00;6.06;0.00;6.60;7.06;7.49;0.00;7.67;6.46;0.00;7.18;0.00;0.00;5.38;0.00;6.08;0.00;0.00;6.24;0.00;0.00;0.00;4.35;0.00;0.00
313835;3.696705780933917;5.80;5.13;0.00;6.18;2.59;4.13;0.00;5.80;5.34;6.47;0.00;6.75;5.62;0.00;6.02;5.58;5.22;4.85;0.00;5.83;0.00;0.00;0.00;4.55;3.16;5.70;5.12;5.70;5.56
431170;3.752355804153501;5.86;0.00;0.00;6.36;0.00;0.00;0.00;5.69;0.00;6.68;0.00;6.68;4.92;0.00;5.68;4.62;5.44;0.00;0.00;6.12;0.00;0.00;5.76;0.00;0.00;6.51;5.21;5.60;0.00
291700;4.584478226263529;6.22;0.00;0.00;6.97;0.00;0.00;0.00;6.59;5.42;7.03;0.00;7.52;6.18;0.00;6.61;0.00;4.56;0.00;0.00;5.72;0.00;0.00;0.00;0.00;0.00;5.77;5.45;5.88;0.00
292520;4.568917133510204;6.60;0.00;0.00;7.17;0.00;0.00;0.00;6.30;0.00;7.29;0.00;7.44;6.38;0.00;6.73;4.96;7.03;3.77;0.00;0.00;0.00;0.00;4.47;0.00;0.00;0.00;5.78;6.31;0.00
292360;4.3416521119435325;6.10;5.17;0.00;6.50;0.00;4.36;0.00;6.09;5.34;7.20;0.00;7.10;5.56;0.00;6.78;0.00;5.84;5.01;0.00;5.34;0.00;0.00;4.54;4.34;5.07;6.46;5.50;5.42;0.00
520340;3.9439888750737717;5.89;0.00;0.00;6.39;0.00;4.34;0.00;5.97;6.08;6.66;0.00;6.72;5.46;0.00;6.38;0.00;0.00;0.00;0.00;5.35;0.00;4.93;4.84;0.00;5.08;4.90;5.13;0.00;0.00
354570;3.7749546890801384;5.84;0.00;0.00;6.42;0.00;0.00;0.00;6.03;6.08;6.71;0.00;6.76;0.00;0.00;6.21;0.00;0.00;0.00;0.00;5.79;0.00;0.00;5.22;0.00;0.00;6.25;5.59;5.29;0.00
210135;3.7385427409287852;5.67;0.00;0.00;6.40;0.00;0.00;0.00;5.72;0.00;6.51;0.00;6.70;5.70;0.00;5.97;0.00;5.22;4.63;0.00;4.33;0.00;0.00;0.00;0.00;0.00;6.19;3.59;5.01;0.00
410755;3.5342800052050816;0.00;5.17;0.00;6.36;0.00;0.00;0.00;5.89;0.00;6.46;0.00;6.50;4.74;0.00;5.99;4.65;0.00;4.96;0.00;5.86;0.00;0.00;2.96;0.00;0.00;5.79;5.66;5.76;0.00
500400;4.000347296685364;6.00;5.32;0.00;6.82;0.00;0.00;0.00;6.10;0.00;6.75;0.00;6.72;5.49;0.00;5.66;3.98;5.60;0.00;0.00;5.83;0.00;0.00;0.00;0.00;5.61;6.05;4.27;5.72;0.00
351907;5.3274141118269505;7.25;0.00;0.00;7.58;0.00;7.17;0.00;7.21;7.21;8.19;5.44;8.19;6.83;5.46;8.12;6.97;0.00;6.71;0.00;0.00;0.00;6.76;0.00;0.00;0.00;0.00;6.93;7.36;7.32
411420;4.533390708017551;6.22;0.00;0.00;7.01;0.00;5.50;0.00;6.46;0.00;7.27;0.00;7.34;5.85;0.00;7.05;4.99;0.00;5.71;4.92;6.17;0.00;0.00;4.34;0.00;6.31;5.11;5.70;6.24;0.00
320515;3.9694159123539814;6.01;0.00;5.21;6.64;0.00;0.00;0.00;6.26;0.00;6.75;0.00;7.03;0.00;0.00;6.33;0.00;0.00;5.05;0.00;6.15;0.00;5.58;0.00;0.00;0.00;5.88;5.26;5.18;0.00
421935;3.7123129086813655;5.72;0.00;0.00;6.19;0.00;5.66;0.00;5.88;0.00;6.57;0.00;6.66;5.46;0.00;5.67;4.45;3.33;4.00;0.00;5.78;0.00;0.00;4.06;4.30;0.00;6.31;5.72;5.66;0.00
521839;3.530199698203082;5.75;0.00;0.00;6.30;0.00;4.05;0.00;5.46;0.00;6.32;4.15;6.17;0.00;0.00;5.71;5.25;5.96;4.84;0.00;5.52;0.00;4.54;0.00;0.00;0.00;6.14;4.12;5.96;0.00
310100;4.126391191616615;5.96;4.81;0.00;6.28;0.00;4.64;0.00;5.87;5.77;6.77;0.00;6.66;5.71;0.00;6.62;0.00;4.35;4.99;0.00;5.18;0.00;0.00;0.00;5.16;5.36;5.55;4.83;6.11;0.00
432080;4.494252020954077;6.28;0.00;0.00;7.08;0.00;0.00;0.00;6.34;6.79;7.08;0.00;7.20;5.66;0.00;6.40;3.98;2.73;5.13;0.00;6.44;0.00;4.01;5.60;0.00;0.00;5.85;5.76;5.92;6.77
510779;3.646893624167745;0.00;0.00;0.00;6.44;0.00;0.00;0.00;5.98;0.00;6.56;0.00;6.69;4.26;0.00;6.31;0.00;5.06;0.00;0.00;4.97;0.00;0.00;0.00;0.00;0.00;4.23;5.25;5.60;0.00
314470;4.2552725051033065;6.20;0.00;0.00;6.91;0.00;0.00;0.00;6.34;0.00;7.04;0.00;6.98;6.19;0.00;6.76;0.00;6.53;5.70;0.00;5.35;0.00;0.00;3.43;0.00;0.00;5.79;5.24;5.93;0.00
420285;3.5595475555804343;5.73;0.00;0.00;6.35;0.00;4.93;0.00;5.46;5.79;6.49;0.00;6.63;5.68;0.00;6.07;0.00;5.47;4.14;0.00;5.76;0.00;0.00;0.00;4.79;4.92;6.14;5.34;5.67;0.00
261380;4.247678729570658;6.07;0.00;0.00;6.57;0.00;0.00;0.00;6.13;6.49;6.88;0.00;7.07;6.05;0.00;6.57;0.00;5.63;4.76;0.00;5.16;0.00;0.00;0.00;0.00;0.00;5.20;3.93;0.00;0.00
355395;4.146964796989748;6.13;0.00;0.00;6.90;0.00;0.00;0.00;6.50;6.24;6.99;4.65;7.16;5.75;0.00;6.62;0.00;5.09;5.97;0.00;5.94;0.00;0.00;0.00;5.00;5.71;0.00;6.18;0.00;6.23
291580;4.371437317404101;6.10;0.00;0.00;6.59;0.00;3.78;0.00;6.35;0.00;6.84;0.00;7.23;5.39;0.00;6.34;0.00;0.00;0.00;0.00;4.11;0.00;0.00;0.00;3.15;0.00;6.18;4.72;6.14;0.00
430955;3.6586790285824486;5.45;0.00;0.00;6.75;4.59;0.00;0.00;5.41;5.77;6.52;0.00;6.61;5.46;0.00;5.20;0.00;3.56;0.00;0.00;6.22;0.00;5.89;4.65;0.00;0.00;6.06;5.82;4.62;0.00
350390;4.917248112497359;7.02;0.00;0.00;7.65;0.00;6.52;0.00;7.04;5.89;7.64;0.00;7.81;6.18;0.00;7.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.24;0.00;6.19;6.62;0.00
260740;3.6720978579357175;6.15;4.38;0.00;6.97;0.00;0.00;0.00;6.03;5.35;6.61;0.00;6.80;5.02;0.00;6.15;0.00;0.00;4.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.02;5.58;5.91
431050;3.9070887450742955;5.64;0.00;4.72;6.58;0.00;0.00;0.00;5.72;0.00;6.60;4.53;6.71;4.86;0.00;5.72;5.31;4.48;4.15;0.00;6.02;0.00;0.00;5.28;0.00;0.00;6.08;4.50;5.49;0.00
353282;3.9640237928400337;6.01;0.00;0.00;6.50;0.00;0.00;0.00;6.06;0.00;6.69;0.00;6.99;5.32;0.00;6.39;3.62;5.27;0.00;0.00;5.20;0.00;0.00;0.00;0.00;0.00;5.73;5.18;5.13;0.00
431450;4.114310676868424;6.10;0.00;0.00;6.98;0.00;0.00;0.00;5.76;6.65;6.89;6.08;7.00;5.46;0.00;5.40;4.74;4.19;4.25;0.00;3.59;0.00;0.00;0.00;0.00;0.00;4.98;4.18;5.96;6.34
411845;3.719248398447946;5.89;0.00;0.00;6.50;0.00;0.00;0.00;6.12;4.92;6.77;0.00;6.65;5.99;0.00;6.57;0.00;5.88;2.18;0.00;6.09;0.00;5.50;5.56;0.00;0.00;6.59;5.86;5.65;0.00
350050;4.260357641636152;0.00;0.00;0.00;6.72;0.00;0.00;0.00;6.69;5.66;7.22;0.00;7.34;5.44;0.00;6.75;0.00;0.00;6.10;0.00;3.60;0.00;0.00;6.64;4.02;0.00;5.68;6.26;6.06;0.00
292350;3.957415714722669;5.83;0.00;0.00;6.33;0.00;4.73;0.00;5.78;0.00;6.43;0.00;6.82;5.84;0.00;6.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.54;0.00;3.84;0.00;0.00;5.13;0.00
351200;4.259522207216192;6.35;0.00;0.00;6.93;0.00;0.00;0.00;6.42;0.00;7.07;0.00;7.29;5.38;0.00;6.74;6.73;6.45;3.90;0.00;4.55;0.00;0.00;5.65;0.00;5.59;5.78;6.05;6.09;0.00
430195;3.395675785269936;5.61;0.00;0.00;6.25;0.00;4.04;0.00;5.84;5.55;6.50;0.00;6.37;4.23;0.00;5.42;0.00;5.09;0.00;0.00;6.02;0.00;5.08;0.00;0.00;5.02;6.03;5.57;5.64;0.00
316420;4.055760464687735;5.94;5.21;0.00;6.26;4.44;4.39;0.00;5.85;5.77;6.73;0.00;6.71;5.73;0.00;6.21;4.90;5.12;5.39;0.00;5.54;0.00;0.00;0.00;3.18;0.00;6.12;5.44;6.02;5.96
314390;5.027659416312784;6.73;5.77;0.00;7.27;0.00;0.00;0.00;6.88;7.04;7.65;0.00;7.57;6.42;0.00;7.49;0.00;7.41;6.12;0.00;6.65;0.00;0.00;6.08;5.23;5.24;0.00;6.18;6.47;6.98
260600;5.13372089071826;6.78;0.00;0.00;7.42;0.00;6.23;0.00;6.83;7.25;7.68;0.00;7.89;6.62;4.89;7.51;0.00;5.98;4.84;0.00;6.40;0.00;4.72;5.64;0.00;4.30;0.00;5.77;6.65;0.00
500470;4.359475001108376;6.35;5.14;0.00;6.87;0.00;0.00;0.00;6.70;6.42;7.19;0.00;7.16;5.32;0.00;6.69;4.28;4.36;5.03;0.00;6.09;0.00;0.00;0.00;0.00;6.18;4.75;5.63;6.17;6.15
210177;4.034868996361131;0.00;0.00;0.00;6.85;0.00;0.00;0.00;6.14;5.63;6.91;0.00;7.18;6.03;0.00;0.00;0.00;5.79;0.00;0.00;4.76;0.00;0.00;0.00;0.00;3.74;6.21;5.10;0.00;0.00
410240;4.514786748070465;0.00;5.07;0.00;7.23;0.00;0.00;0.00;6.05;0.00;7.03;0.00;7.22;0.00;0.00;5.74;4.50;2.00;4.89;0.00;5.99;0.00;5.67;0.00;0.00;0.00;0.00;3.42;6.06;0.00
291050;4.631727794003285;6.40;0.00;0.00;7.02;0.00;0.00;0.00;6.25;0.00;7.22;0.00;7.51;5.98;5.49;6.89;4.92;0.00;4.26;0.00;5.31;0.00;4.64;5.39;0.00;5.86;5.98;4.33;6.43;0.00
500793;4.2309340382843645;6.31;5.43;0.00;6.63;0.00;0.00;0.00;6.39;6.02;7.12;1.70;7.15;6.09;0.00;6.71;5.64;0.00;4.88;0.00;0.00;0.00;0.00;4.58;0.00;5.59;5.86;5.16;5.47;0.00
150775;3.7397305285647175;5.78;0.00;0.00;6.56;0.00;0.00;0.00;5.95;0.00;6.46;0.00;6.82;0.00;0.00;5.11;5.58;0.00;0.00;0.00;5.78;0.00;0.00;0.00;0.00;0.00;5.48;0.00;5.55;0.00
431520;3.6232492903979003;5.72;0.00;0.00;6.38;0.00;0.00;0.00;5.60;6.01;6.53;0.00;6.53;5.74;0.00;5.27;4.65;3.78;4.90;0.00;6.02;0.00;4.52;0.00;0.00;4.77;5.99;4.52;5.39;5.94
292880;4.72184357748966;6.43;5.30;0.00;7.15;0.00;0.00;0.00;6.51;0.00;7.21;0.00;7.45;6.40;0.00;6.78;0.00;6.58;4.84;0.00;0.00;0.00;0.00;3.66;3.48;5.17;4.94;5.35;5.86;0.00
291800;5.207230309848353;6.97;0.00;0.00;7.57;0.00;0.00;0.00;7.03;7.48;7.83;0.00;7.95;6.54;0.00;7.45;0.00;4.18;0.00;0.00;5.87;0.00;0.00;5.89;0.00;0.00;0.00;6.15;0.00;0.00
430710;3.8433573784379558;5.96;0.00;0.00;6.57;0.00;0.00;0.00;5.95;6.29;6.59;0.00;6.61;0.00;0.00;5.96;0.00;4.91;5.47;2.43;5.89;0.00;0.00;0.00;0.00;0.00;5.57;5.33;6.30;5.98
355210;4.5935850954538955;6.21;0.00;0.00;6.91;0.00;6.25;0.00;6.35;0.00;7.35;0.00;7.40;6.05;0.00;6.87;5.15;0.00;5.96;0.00;5.82;0.00;5.79;6.70;0.00;0.00;6.45;5.62;6.28;0.00
260070;4.582608730687733;6.29;5.19;0.00;6.71;0.00;0.00;0.00;6.39;6.99;7.13;4.10;7.44;5.86;3.68;7.05;0.00;0.00;6.23;0.00;5.15;0.00;0.00;0.00;0.00;0.00;2.43;4.03;6.41;0.00
150563;4.103701119589514;0.00;0.00;2.90;6.30;0.00;0.00;0.00;6.03;5.21;6.75;0.00;7.17;4.72;0.00;6.73;3.65;0.00;5.60;0.00;5.80;0.00;0.00;0.00;0.00;0.00;0.00;5.08;5.56;0.00
354105;3.6960941599952233;5.89;0.00;0.00;6.43;0.00;0.00;0.00;5.95;0.00;6.56;0.00;6.73;5.35;0.00;6.04;5.21;0.00;5.68;0.00;5.85;0.00;0.00;5.17;0.00;4.87;5.45;5.76;5.12;0.00
355200;3.7868223794991875;0.00;0.00;0.00;6.50;0.00;0.00;0.00;5.87;0.00;6.69;0.00;6.77;5.38;0.00;6.67;0.00;0.00;0.00;0.00;6.20;0.00;0.00;0.00;0.00;0.00;0.00;5.30;5.72;0.00
171280;3.5234863323432277;5.60;0.00;0.00;6.37;0.00;0.00;0.00;5.88;0.00;6.30;0.00;6.43;4.13;0.00;5.59;5.39;4.26;5.37;0.00;5.66;0.00;0.00;4.91;0.00;0.00;4.49;4.64;0.00;0.00
290035;4.231571525528415;6.02;0.00;0.00;6.60;0.00;4.58;0.00;5.97;0.00;6.69;0.00;7.08;5.71;0.00;6.14;0.00;5.54;0.00;0.00;4.27;0.00;0.00;0.00;0.00;4.99;5.35;4.25;0.00;0.00
290840;4.83027422061246;0.00;4.57;0.00;7.02;0.00;0.00;0.00;6.50;0.00;7.30;3.03;7.58;6.09;1.70;6.89;0.00;5.17;0.00;0.00;6.02;0.00;0.00;5.17;0.00;0.00;0.00;6.19;6.15;0.00
110070;4.14863349848935;6.00;0.00;5.12;6.40;0.00;0.00;0.00;5.88;5.68;6.87;0.00;7.05;5.00;0.00;6.19;0.00;5.35;4.59;0.00;6.07;0.00;0.00;0.00;0.00;0.00;6.66;5.45;6.04;0.00
431380;3.855094951158622;5.67;0.00;0.00;6.33;0.00;0.00;0.00;5.78;5.11;6.59;0.00;6.67;5.03;0.00;6.17;5.46;5.59;4.95;0.00;6.32;0.00;4.82;4.77;0.00;0.00;6.25;5.69;5.57;0.00
430780;4.512350811069875;6.22;0.00;0.00;6.91;0.00;5.37;0.00;6.43;6.57;7.19;4.70;7.23;6.17;0.00;7.29;4.94;3.77;6.54;0.00;6.49;0.00;0.00;6.09;5.99;5.86;4.91;6.16;5.53;6.64
411375;3.7125655278733083;0.00;4.87;0.00;6.39;0.00;0.00;0.00;6.02;0.00;6.49;5.21;6.59;4.81;0.00;5.90;0.00;5.65;4.58;0.00;5.33;0.00;0.00;4.70;0.00;0.00;5.84;5.28;5.55;0.00
315110;4.032900678732676;6.08;5.14;0.00;6.30;0.00;4.63;0.00;5.85;6.00;6.91;0.00;6.79;5.78;0.00;6.24;0.00;6.19;5.11;0.00;5.09;0.00;0.00;0.00;4.44;0.00;5.97;4.81;5.80;0.00
353670;4.648340491689173;6.52;6.50;6.03;6.99;0.00;5.53;0.00;6.76;0.00;7.45;0.00;7.57;6.01;0.00;7.04;6.80;0.00;5.92;0.00;5.56;0.00;5.26;6.10;0.00;6.17;6.41;6.23;0.00;0.00
431270;4.090645957573315;6.01;0.00;0.00;6.65;0.00;4.64;0.00;5.92;6.31;6.74;6.15;6.91;4.42;0.00;5.40;4.71;4.91;4.58;0.00;6.13;0.00;5.38;4.15;0.00;0.00;6.02;5.69;6.41;0.00
410400;4.617493101096257;0.00;6.06;0.00;6.97;0.00;6.30;0.00;6.63;0.00;7.20;0.00;7.41;5.14;0.00;7.32;0.00;0.00;6.23;0.00;5.69;0.00;5.34;5.69;0.00;0.00;0.00;5.85;6.59;6.67
430480;4.435828445806947;5.94;0.00;0.00;6.91;5.45;5.78;0.00;6.50;6.66;7.17;5.16;7.27;6.04;0.00;6.41;5.67;5.86;6.78;0.00;6.45;0.00;5.36;6.39;5.48;0.00;7.24;6.33;5.93;6.77
432310;3.721315880605899;0.00;0.00;0.00;6.37;0.00;0.00;0.00;5.72;0.00;6.59;0.00;6.52;4.94;0.00;5.62;0.00;5.27;5.13;0.00;5.89;0.00;0.00;5.45;0.00;0.00;4.54;4.29;5.27;0.00
431200;3.3469394626989906;5.55;0.00;0.00;6.38;0.00;4.17;0.00;5.74;0.00;6.42;0.00;6.21;5.24;0.00;5.76;4.84;4.65;0.00;0.00;6.15;0.00;3.44;5.60;3.93;0.00;6.03;4.88;5.36;0.00
290570;5.449344155990898;7.59;0.00;0.00;8.28;0.00;4.28;0.00;6.96;7.86;8.20;5.15;8.31;7.43;0.00;8.21;5.97;6.22;0.00;0.00;5.30;0.00;0.00;5.81;0.00;0.00;5.26;6.35;7.58;7.76
314180;4.503300293401272;6.23;0.00;0.00;6.37;4.02;4.48;0.00;6.26;0.00;7.10;0.00;7.17;5.90;0.00;6.53;5.22;5.60;4.48;0.00;6.10;0.00;0.00;0.00;4.56;0.00;6.51;5.51;6.40;0.00
352400;4.7212086137835625;6.94;6.38;0.00;7.64;0.00;6.99;0.00;6.78;0.00;7.57;0.00;7.74;6.30;0.00;7.15;0.00;0.00;4.71;0.00;5.42;6.05;0.00;0.00;6.41;0.00;6.46;6.70;6.49;0.00
410090;3.7697464671794534;0.00;0.00;0.00;6.28;0.00;0.00;0.00;5.75;0.00;6.69;0.00;6.58;5.20;0.00;5.89;0.00;0.00;4.43;0.00;5.31;0.00;0.00;4.32;0.00;5.49;5.80;5.18;4.78;5.93
430350;4.817089169422264;6.58;0.00;0.00;7.25;0.00;5.89;0.00;6.79;7.04;7.33;0.00;7.53;5.72;0.00;6.93;5.65;6.64;5.86;0.00;6.13;0.00;6.50;0.00;0.00;0.00;6.09;5.63;6.50;6.92
260750;4.422622665102388;6.15;0.00;0.00;6.79;0.00;0.00;0.00;6.13;6.57;6.94;0.00;7.38;5.64;0.00;6.18;0.00;0.00;4.64;0.00;6.09;0.00;0.00;0.00;0.00;0.00;5.65;4.99;6.31;0.00
314010;3.63205216670581;5.73;4.95;0.00;6.70;3.33;4.27;0.00;5.80;5.46;6.44;4.97;6.54;4.98;0.00;6.18;0.00;4.64;0.00;0.00;5.45;0.00;0.00;3.56;0.00;0.00;5.72;6.32;4.85;0.00
520330;4.433161555829322;6.39;0.00;5.58;6.91;0.00;0.00;0.00;6.52;6.41;7.19;0.00;7.16;5.35;0.00;6.48;4.41;0.00;5.56;0.00;5.62;0.00;3.52;3.23;0.00;0.00;6.37;5.48;6.49;0.00
431454;3.4471580313422194;0.00;0.00;0.00;6.45;0.00;4.32;0.00;2.50;0.00;6.23;0.00;6.30;4.71;0.00;5.14;0.00;5.58;4.48;0.00;5.76;0.00;0.00;2.66;0.00;0.00;5.67;4.69;0.00;0.00
520280;3.3981136917305026;5.63;0.00;0.00;6.15;0.00;4.11;0.00;6.04;5.69;6.46;5.01;6.33;3.98;0.00;5.97;2.88;0.00;4.27;4.40;5.50;0.00;0.00;0.00;0.00;0.00;5.92;4.87;5.12;0.00
130320;4.235503196494338;0.00;0.00;0.00;6.71;0.00;0.00;0.00;6.04;0.00;6.64;0.00;6.90;5.39;0.00;6.44;0.00;0.00;5.27;0.00;5.48;4.77;0.00;0.00;0.00;4.40;5.85;5.31;0.00;0.00
353230;3.8327004709605674;5.85;0.00;0.00;6.61;4.10;0.00;0.00;5.56;0.00;6.66;0.00;6.74;4.98;0.00;6.41;0.00;5.71;0.00;0.00;5.64;0.00;0.00;4.55;0.00;0.00;6.34;5.78;0.00;0.00
230030;4.7234803005135095;6.38;0.00;0.00;6.81;0.00;0.00;0.00;6.56;6.22;7.29;0.00;7.56;6.34;0.00;6.84;0.00;1.78;5.48;0.00;5.93;0.00;0.00;0.00;0.00;4.19;5.61;5.59;6.30;0.00
431410;5.291413254570215;7.05;6.46;0.00;7.50;0.00;6.96;0.00;7.22;7.59;7.89;6.94;7.98;6.44;6.22;7.36;6.14;5.46;7.26;0.00;6.63;0.00;6.10;6.02;0.00;0.00;5.66;6.17;7.01;7.26
351000;4.492243396676789;6.15;0.00;0.00;6.97;0.00;4.90;0.00;6.59;6.86;7.25;0.00;7.24;5.42;0.00;6.71;4.69;6.72;6.02;0.00;6.01;0.00;0.00;0.00;0.00;0.00;5.25;6.17;6.26;6.94
411460;4.701559350884973;6.49;0.00;5.92;7.29;0.00;5.66;0.00;6.65;6.27;7.42;0.00;7.40;6.44;0.00;7.25;4.96;6.82;5.96;0.00;6.62;0.00;5.31;6.41;0.00;0.00;3.93;6.20;6.61;0.00
431445;3.415974411376566;5.54;0.00;0.00;6.35;0.00;0.00;0.00;5.60;5.42;6.42;0.00;6.28;5.12;0.00;5.98;3.99;4.38;4.68;0.00;6.09;0.00;5.27;4.84;0.00;0.00;6.17;4.40;3.92;0.00
221040;4.25844571038665;5.97;0.00;0.00;6.59;0.00;4.64;0.00;5.98;0.00;6.90;0.00;7.12;5.51;0.00;6.34;0.00;5.19;0.00;0.00;6.08;0.00;0.00;0.00;0.00;0.00;5.17;5.54;5.16;0.00
310240;3.563599728881531;5.95;5.31;0.00;6.68;0.00;0.00;0.00;6.05;0.00;6.77;0.00;6.97;6.30;0.00;6.41;5.86;5.67;4.63;0.00;5.54;0.00;0.00;0.00;4.58;5.08;6.23;5.98;6.29;0.00
351500;5.413388626061092;7.10;0.00;0.00;8.18;0.00;7.04;0.00;6.64;6.65;7.81;0.00;8.15;5.31;0.00;7.75;6.78;0.00;5.45;0.00;0.00;0.00;0.00;6.68;0.00;0.00;0.00;5.27;6.06;0.00
430270;4.325577231940418;6.18;0.00;0.00;6.67;0.00;0.00;0.00;6.22;0.00;7.02;4.05;7.15;5.34;0.00;6.54;0.00;5.70;4.02;0.00;5.90;0.00;3.00;3.74;0.00;0.00;6.01;5.07;6.34;0.00
312990;3.545554507234065;5.71;0.00;0.00;6.21;0.00;0.00;0.00;5.73;5.18;6.54;0.00;6.44;0.00;0.00;5.61;0.00;3.88;0.00;0.00;0.00;0.00;0.00;4.98;4.20;5.01;5.92;5.02;0.00;0.00
292300;4.630976752904219;6.42;3.97;0.00;7.25;0.00;0.00;0.00;6.15;0.00;7.02;0.00;7.52;5.31;0.00;6.37;5.51;5.61;6.37;0.00;5.24;0.00;0.00;6.36;0.00;0.00;0.00;5.12;6.02;0.00
410440;4.217062605852551;0.00;0.00;0.00;6.43;0.00;0.00;0.00;6.09;0.00;6.96;0.00;7.00;5.25;0.00;6.36;0.00;5.00;5.43;0.00;6.13;0.00;0.00;4.61;0.00;0.00;6.68;5.56;6.09;0.00
210317;4.316117183498905;0.00;4.93;0.00;6.56;0.00;4.69;0.00;6.03;0.00;6.80;4.27;7.33;5.02;0.00;5.82;0.00;5.45;5.44;0.00;5.44;0.00;0.00;0.00;0.00;5.41;5.92;6.04;0.00;0.00
411990;5.524441561600671;0.00;0.00;0.00;7.79;0.00;6.95;0.00;7.48;0.00;8.14;6.87;8.19;6.82;4.02;7.64;4.57;6.32;6.68;4.72;6.44;0.00;6.26;7.28;6.14;0.00;7.25;6.65;7.66;0.00
431295;3.2933625547114453;5.48;0.00;0.00;6.37;0.00;4.37;0.00;5.46;5.57;6.33;0.00;6.32;4.98;0.00;5.34;0.00;5.01;5.06;0.00;6.04;0.00;4.85;4.43;0.00;0.00;5.80;5.16;5.54;5.65
314310;4.679155241283354;0.00;0.00;5.94;6.88;0.00;5.20;0.00;6.44;0.00;7.39;0.00;7.27;5.89;0.00;6.99;0.00;0.00;4.67;0.00;6.00;0.00;0.00;4.46;0.00;0.00;5.72;6.02;6.48;0.00
311995;3.7895102040902544;5.88;0.00;0.00;6.67;0.00;4.25;0.00;5.49;0.00;6.65;0.00;6.60;4.67;0.00;6.14;0.00;5.99;4.98;4.49;4.69;0.00;0.00;2.82;3.61;5.18;0.00;5.07;5.50;0.00
354040;3.631849462159818;5.83;0.00;0.00;6.29;0.00;0.00;0.00;5.92;6.17;6.62;0.00;6.66;0.00;0.00;6.25;0.00;5.13;0.00;0.00;5.71;0.00;0.00;0.00;0.00;0.00;5.59;5.76;5.56;5.67
430205;3.3586960995738107;5.46;0.00;0.00;6.11;0.00;0.00;0.00;5.62;0.00;6.42;3.48;6.35;5.10;0.00;5.39;5.24;6.03;0.00;0.00;6.42;0.00;0.00;0.00;0.00;4.72;6.07;5.59;5.40;0.00
430980;3.68556261115823;5.69;4.00;0.00;6.32;0.00;0.00;0.00;5.63;6.25;6.57;0.00;6.56;4.98;0.00;5.59;4.26;0.00;3.49;0.00;6.01;0.00;4.79;0.00;2.89;5.22;6.41;4.94;5.23;0.00
150730;5.047792596029729;6.54;0.00;0.00;7.12;0.00;0.00;0.00;6.49;0.00;7.45;0.00;7.72;5.53;0.00;6.89;0.00;0.00;6.07;0.00;6.14;0.00;0.00;0.00;0.00;0.00;7.13;5.47;6.54;0.00
431971;3.3527611917238307;5.58;0.00;0.00;6.21;0.00;4.42;0.00;5.24;5.51;6.35;0.00;6.15;5.54;0.00;5.14;0.00;5.37;4.98;0.00;6.18;0.00;4.87;0.00;4.01;5.02;6.12;4.29;5.09;5.64
172020;4.058274146685951;0.00;4.51;0.00;6.30;0.00;3.80;0.00;5.91;0.00;6.55;5.14;6.83;5.53;0.00;5.73;0.00;2.86;5.55;0.00;5.46;0.00;0.00;0.00;0.00;0.00;4.35;5.45;4.64;0.00
510600;3.7873187566245474;5.75;0.00;0.00;6.58;0.00;0.00;0.00;5.99;5.83;6.59;5.20;6.44;4.83;0.00;5.91;2.58;0.00;5.81;0.00;5.51;0.00;5.74;6.16;0.00;4.72;0.00;5.36;5.39;5.79
250205;3.5200903281128424;5.72;0.00;0.00;6.36;0.00;0.00;0.00;5.66;0.00;6.43;0.00;6.79;5.06;0.00;5.88;5.02;3.72;4.37;0.00;5.25;0.00;0.00;5.58;0.00;0.00;4.34;5.32;4.98;0.00
292205;4.093351632015555;5.90;4.86;0.00;6.44;0.00;0.00;0.00;5.91;0.00;6.82;0.00;7.03;5.55;0.00;6.24;0.00;4.15;4.61;0.00;4.91;0.00;0.00;0.00;4.60;4.62;5.94;0.00;4.79;0.00
