#Codigo;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
355430;0.4672224087898244;0.47;1.98;-0.30;-0.02;-0.24;1.11;-0.04;0.62;1.03;0.61;-0.48;0.54;0.57;-0.35;0.69;-0.66;-1.20;-1.27;-0.20;0.67;-0.09;-0.47;-0.78;-0.49;-0.65;0.83;-0.11;0.77;-0.49
261600;0.258663417929664;0.41;-0.55;-0.30;-0.23;-0.24;-0.82;-0.04;0.23;1.06;0.28;-0.48;0.19;0.01;-0.35;0.28;-0.66;0.77;-1.27;-0.20;0.50;-0.09;-0.47;-0.78;-0.49;-0.65;-0.48;0.53;0.44;-0.49
354450;-1.24494596313544;0.36;-0.55;-0.30;-0.27;-0.24;-0.82;-0.04;-0.18;0.93;-0.54;-0.48;-0.37;0.20;-0.35;0.37;-0.66;-1.20;-1.27;-0.20;0.28;-0.09;-0.47;1.25;-0.49;-0.65;-1.85;0.23;-1.86;-0.49
520380;-0.7005006230933752;0.35;1.51;-0.30;-0.33;-0.24;0.98;-0.04;-0.29;-1.00;-0.25;-0.48;-0.62;-3.08;-0.35;0.07;-0.66;-1.20;0.67;-0.20;0.01;-0.09;-0.47;1.38;-0.49;-0.65;0.42;0.34;-1.86;-0.49
211003;0.5382799316439072;-2.34;1.86;-0.30;0.54;-0.24;1.39;-0.04;0.05;-1.00;0.13;-0.48;0.62;0.36;-0.35;0.04;-0.66;0.39;0.61;-0.20;0.21;-0.09;-0.47;-0.78;2.37;1.75;0.83;0.79;-1.86;-0.49
316250;1.6390696660448794;0.64;-0.55;-0.30;1.46;-0.24;-0.82;-0.04;1.22;1.33;1.49;-0.48;0.74;0.98;-0.35;0.84;-0.66;1.38;1.06;-0.20;0.73;-0.09;-0.47;1.26;-0.49;-0.65;-1.85;0.58;0.15;2.31
330370;1.001711522729712;0.66;1.38;-0.30;1.36;-0.24;1.29;-0.04;-0.65;1.22;0.88;1.66;0.83;-0.18;2.72;0.08;-0.66;0.74;1.39;2.27;-0.06;-0.09;-0.47;1.68;-0.49;1.70;0.45;0.54;0.74;2.09
311590;-1.2531370610993302;0.24;-0.55;-0.30;-1.06;-0.24;-0.82;-0.04;-0.89;0.70;-0.75;-0.48;-0.89;0.39;-0.35;0.24;1.29;0.76;0.68;-0.20;0.45;-0.09;-0.47;-0.78;1.49;-0.65;0.46;0.12;0.38;-0.49
350090;-1.002779823588527;0.39;-0.55;-0.30;-0.56;-0.24;-0.82;-0.04;-0.11;0.53;-0.24;-0.48;-0.59;-0.61;-0.35;-0.05;-0.66;-1.20;-1.27;-0.20;-0.06;-0.09;-0.47;-0.78;-0.49;-0.65;0.59;0.21;0.49;-0.49
312595;-0.1554138821044189;0.37;1.47;-0.30;-0.51;-0.24;1.07;-0.04;-0.34;-1.00;-0.07;2.23;-0.40;0.13;-0.35;-0.10;1.35;1.02;0.71;-0.20;0.41;-0.09;-0.47;0.85;2.03;1.36;0.32;0.43;0.38;-0.49
520450;1.5457815655564455;0.75;-0.55;-0.30;1.44;-0.24;1.41;-0.04;1.30;1.15;1.30;-0.48;1.19;0.31;3.22;1.10;1.69;1.42;1.07;-0.20;0.59;-0.09;-0.47;1.77;-0.49;-0.65;0.98;0.80;0.87;-0.49
170610;-0.48549693186313125;0.27;-0.55;-0.30;-0.35;-0.24;0.62;-0.04;-0.17;-1.00;-0.53;-0.48;-0.85;0.18;-0.35;-5.35;-0.66;-1.20;-1.27;-0.20;0.25;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;-0.20;0.12;-0.49
411950;1.7631361525093587;-2.34;-0.55;-0.30;1.11;-0.24;-0.82;-0.04;1.58;-1.00;1.02;-0.48;1.22;0.77;-0.35;0.46;-0.66;-1.20;1.45;-0.20;-0.19;-0.09;-0.47;1.66;-0.49;-0.65;1.13;0.34;1.02;2.22
230428;1.1526743681229341;0.79;-0.55;3.57;2.29;-0.24;-0.82;-0.04;0.53;1.13;1.28;2.78;1.24;0.89;-0.35;0.25;1.62;1.35;0.31;-0.20;-2.97;-0.09;-0.47;1.52;-0.49;-0.65;-1.85;0.37;0.48;-0.49
354120;0.03803257836359534;0.42;-0.55;-0.30;0.06;-0.24;-0.82;-0.04;0.30;1.01;0.32;-0.48;0.04;0.58;-0.35;0.41;0.85;0.91;-1.27;-0.20;0.45;-0.09;-0.47;-0.78;-0.49;-0.65;0.66;0.55;0.56;-0.49
231140;1.5094470617737754;0.65;1.99;-0.30;0.35;-0.24;-0.82;-0.04;1.24;1.22;1.16;-0.48;1.24;0.79;3.63;0.82;-0.66;1.32;1.12;4.64;0.70;-0.09;-0.47;-0.78;-0.49;-0.65;0.94;0.88;0.72;2.14
314380;-0.6185128701672066;0.31;-0.55;-0.30;-1.25;-0.24;-0.82;-0.04;-0.93;-1.00;-0.53;-0.48;-0.83;-0.02;-0.35;0.33;-0.66;-1.20;-1.27;-0.20;0.00;-0.09;1.48;0.81;-0.49;-0.65;0.60;0.02;0.58;-0.49
420330;-0.07299467209427284;0.29;-0.55;-0.30;-0.28;4.58;1.35;-0.04;-0.22;1.05;-0.06;-0.48;-0.04;0.46;-0.35;0.28;-0.66;1.04;0.57;-0.20;0.43;-0.09;1.78;1.34;-0.49;-0.65;0.57;0.33;0.46;1.99
311790;-0.12049068919068891;0.13;-0.55;-0.30;-0.59;-0.24;0.94;-0.04;-0.80;-1.00;-0.09;-0.48;-0.55;0.45;-0.35;0.01;-0.66;-1.20;0.06;-0.20;0.06;-0.09;-0.47;0.84;1.33;1.45;0.78;0.09;0.46;-0.49
210240;-0.15572800914687313;-2.34;-0.55;-0.30;0.03;-0.24;-0.82;-0.04;-1.16;-1.00;-0.55;-0.48;-0.24;0.37;-0.35;-0.30;-0.66;-1.20;0.15;-0.20;-0.08;-0.09;-0.47;-0.78;-0.49;-0.65;0.29;-0.08;0.33;-0.49
421960;-0.990170465769794;0.26;-0.55;-0.30;-0.91;-0.24;-0.82;-0.04;-0.80;-1.00;-0.37;-0.48;-0.79;-0.37;-0.35;-0.38;-0.66;-1.20;-1.27;-0.20;0.75;-0.09;1.81;-0.78;-0.49;-0.65;0.88;0.29;0.45;-0.49
231260;-0.022405261353129355;0.37;-0.55;-0.30;-0.10;-0.24;-0.82;-0.04;0.34;0.78;-0.00;-0.48;0.01;-0.03;-0.35;-0.18;-0.66;0.68;0.32;-0.20;-0.56;-0.09;-0.47;0.43;-0.49;-0.65;-1.85;-0.13;0.39;-0.49
421520;-0.7666027776907025;0.30;-0.55;-0.30;-0.87;-0.24;0.96;-0.04;-0.29;-1.00;-0.49;-0.48;-0.85;-0.12;-0.35;-0.18;-0.66;-1.20;0.11;-0.20;0.68;-0.09;2.07;0.90;-0.49;-0.65;0.81;0.07;0.44;-0.49
353550;1.0489322350329928;0.55;1.96;-0.30;0.76;-0.24;1.38;-0.04;0.90;1.20;1.02;-0.48;0.94;0.56;-0.35;0.61;1.23;-1.20;0.65;-0.20;0.44;-0.09;-0.47;1.72;-0.49;-0.65;0.62;0.71;0.84;2.28
290650;1.6333427050498548;0.90;-0.55;3.63;3.06;-0.24;1.25;-0.04;-0.11;-1.00;0.84;-0.48;1.58;0.96;-0.35;0.16;-0.66;0.76;-1.27;-0.20;-2.97;-0.09;1.85;-0.78;-0.49;-0.65;0.46;0.23;1.00;-0.49
221160;-1.2596897612595426;0.21;-0.55;-0.30;-0.75;-0.24;-0.82;-0.04;-0.43;-1.00;-0.74;-0.48;-0.67;0.48;1.84;-0.55;-0.66;-1.20;1.00;-0.20;0.05;-0.09;-0.47;-0.78;-0.49;0.97;0.29;0.13;0.03;-0.49
312290;-0.6105836320147946;-2.34;-0.55;-0.30;1.12;-0.24;-0.82;-0.04;-10.81;-1.00;-11.34;-0.48;-11.54;-3.08;-0.35;-5.35;-0.66;-1.20;-1.27;-0.20;-2.97;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;-3.51;-1.86;-0.49
432240;1.9609271155487276;0.79;-0.55;-0.30;2.65;-0.24;1.45;-0.04;0.58;-1.00;1.24;2.33;1.43;0.42;-0.35;0.71;1.59;-1.20;1.15;4.39;0.28;-0.09;2.54;1.70;-0.49;-0.65;-1.85;0.65;-1.86;1.02
352725;-1.5063059062585746;0.30;-0.55;-0.30;-0.40;-0.24;-0.82;-0.04;-0.48;-1.00;-0.54;-0.48;-0.94;0.12;-0.35;-0.34;-0.66;-1.20;-1.27;-0.20;0.29;-0.09;-0.47;-0.78;-0.49;-0.65;0.36;0.58;-1.86;-0.49
432370;-1.29471763282722;0.15;1.53;-0.30;-0.71;-0.24;-0.82;-0.04;-0.34;0.73;-0.69;1.75;-0.76;-0.83;0.87;-0.34;-0.66;0.57;0.47;-0.20;0.76;-0.09;2.41;0.96;-0.49;-0.65;0.60;0.29;0.48;-0.49
220080;-1.2287956868269243;0.27;-0.55;-0.30;-0.64;-0.24;-0.82;-0.04;-0.38;0.88;-0.87;-0.48;-0.96;-0.11;-0.35;0.04;-0.66;-1.20;-1.27;-0.20;0.17;-0.09;-0.47;-0.78;-0.49;-0.65;-0.17;0.08;0.22;-0.49
220117;-1.034922487446139;0.22;-0.55;-0.30;-0.76;-0.24;-0.82;-0.04;-0.59;-1.00;-0.83;-0.48;-0.73;-0.25;-0.35;-0.55;-0.66;0.84;-1.27;-0.20;0.01;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;0.30;-1.86;-0.49
220190;0.5236899179532719;0.49;-0.55;-0.30;0.32;-0.24;0.86;-0.04;0.45;0.88;0.29;-0.48;0.40;0.49;-0.35;0.56;-0.66;0.98;0.70;-0.20;0.58;-0.09;-0.47;-0.78;2.23;-0.65;0.28;0.55;-1.86;-0.49
412620;-0.5432147009460667;-2.34;-0.55;-0.30;-0.61;-0.24;-0.82;-0.04;-0.12;0.92;-0.40;-0.48;-0.41;-0.21;-0.35;-0.24;-0.66;-1.20;0.68;-0.20;0.47;-0.09;-0.47;0.77;-0.49;-0.65;0.71;-0.46;0.61;-0.49
220155;-1.0314123911576465;0.21;-0.55;-0.30;-0.63;-0.24;-0.82;-0.04;-0.88;-1.00;-0.82;-0.48;-0.77;-0.52;-0.35;-0.53;-0.66;-1.20;0.92;-0.20;-0.18;-0.09;-0.47;-0.78;-0.49;-0.65;-0.57;-0.04;-1.86;-0.49
313680;-0.9470513591471503;0.30;1.00;-0.30;-0.90;-0.24;-0.82;-0.04;-0.35;0.95;-0.65;-0.48;-0.93;0.05;-0.35;-0.13;-0.66;0.27;-1.27;-0.20;0.19;-0.09;-0.47;1.16;2.00;1.22;0.43;-0.78;-1.86;1.81
220210;-0.7383325099543088;0.22;-0.55;-0.30;-1.01;-0.24;-0.82;-0.04;-0.58;-1.00;-0.85;-0.48;-0.46;0.07;-0.35;-0.21;0.70;0.98;0.42;-0.20;0.12;-0.09;-0.47;-0.78;2.19;0.73;0.28;-0.60;0.29;-0.49
260420;0.9749131037536708;0.55;-0.55;-0.30;0.77;4.13;1.02;-0.04;0.97;-1.00;0.41;-0.48;0.76;0.88;-0.35;0.42;-0.66;1.07;0.80;-0.20;-2.97;-0.09;-0.47;-0.78;-0.49;1.69;0.53;0.03;0.38;-0.49
230870;1.3324440140936697;0.62;-0.55;-0.30;1.71;-0.24;1.40;-0.04;0.29;1.23;0.80;-0.48;1.10;0.79;-0.35;0.33;-0.66;0.43;0.96;-0.20;0.05;-0.09;-0.47;-0.78;-0.49;-0.65;0.14;0.75;-1.86;-0.49
220245;-1.011718439335564;0.23;-0.55;-0.30;-0.69;-0.24;-0.82;-0.04;-0.83;-1.00;-0.77;-0.48;-0.73;-0.51;-0.35;-0.54;1.57;0.66;-1.27;-0.20;-0.03;-0.09;-0.47;-0.78;1.23;1.26;-1.85;0.19;0.25;-0.49
220385;-1.4073007606277668;0.20;-0.55;3.00;-0.65;-0.24;-0.82;-0.04;-0.84;-1.00;-0.79;-0.48;-0.94;-0.50;-0.35;-0.71;1.61;0.79;-1.27;-0.20;-0.45;-0.09;-0.47;-0.78;-0.49;-0.65;0.13;-3.51;0.03;-0.49
220535;-1.265141031197946;0.24;-0.55;-0.30;-0.52;-0.24;-0.82;-0.04;-0.55;-1.00;-0.86;-0.48;-0.79;-0.44;-0.35;-0.69;-0.66;0.60;-1.27;-0.20;-1.15;-0.09;-0.47;-0.78;1.66;1.50;-0.13;0.49;0.27;-0.49
420535;-1.7913801991197618;0.24;-0.55;-0.30;-1.04;-0.24;0.82;-0.04;-0.36;-1.00;-0.70;-0.48;-0.98;-0.11;-0.35;-0.58;1.40;0.39;-1.27;-0.20;0.51;-0.09;2.33;-0.78;1.75;-0.65;0.74;0.07;0.21;-0.49
260290;2.32476096314717;1.00;2.53;-0.30;2.87;-0.24;1.51;-0.04;2.39;1.45;1.98;1.67;1.99;1.12;3.68;1.45;2.17;1.04;0.66;-0.20;0.35;-0.09;-0.47;1.59;-0.49;2.13;0.88;0.63;0.93;2.42
500627;-0.8116050399308604;0.45;-0.55;3.17;-0.04;-0.24;0.89;-0.04;0.08;-1.00;-0.21;2.12;-0.09;0.11;-0.35;0.01;1.34;-1.20;-1.27;-0.20;-2.97;-0.09;-0.47;-0.78;-0.49;-0.65;0.80;0.23;-1.86;-0.49
261330;0.41146011778332464;0.44;-0.55;-0.30;-0.17;-0.24;0.16;-0.04;0.35;-1.00;0.33;-0.48;0.40;0.73;-0.35;0.32;-0.66;0.63;-1.27;-0.20;0.76;-0.09;-0.47;0.86;-0.49;-0.65;-0.22;-0.43;0.47;-0.49
240570;-0.03411006945477748;0.36;-0.55;-0.30;0.01;-0.24;1.44;-0.04;-0.02;-1.00;-0.26;-0.48;-0.27;0.32;-0.35;-1.39;-0.66;-0.00;0.22;-0.20;-0.52;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;-0.12;0.47;-0.49
411440;0.24408102541453444;-2.34;-0.55;3.23;0.34;-0.24;-0.82;-0.04;0.85;-1.00;0.23;-0.48;0.46;0.11;-0.35;0.23;1.24;-1.20;0.78;-0.20;0.63;-0.09;-0.47;1.69;-0.49;-0.65;0.97;0.66;0.72;-0.49
352230;2.1163489817961607;0.77;-0.55;-0.30;1.93;-0.24;1.66;-0.04;1.72;1.41;1.92;1.55;1.73;0.90;-0.35;1.13;1.09;1.18;0.75;-0.20;-2.97;-0.09;-0.47;1.25;-0.49;-0.65;0.52;1.10;1.03;2.34
220950;-1.0738260242778768;0.23;-0.55;2.36;-0.95;-0.24;-0.82;-0.04;-0.42;-1.00;-0.76;-0.48;-0.78;0.13;-0.35;-0.09;-0.66;0.62;-1.27;-0.20;0.05;-0.09;-0.47;-0.78;1.20;1.18;0.28;0.19;0.03;-0.49
221039;-1.257690135074402;0.23;-0.55;-0.30;-0.73;-0.24;-0.82;-0.04;-0.36;-1.00;-0.96;-0.48;-0.88;-0.10;-0.35;-0.49;-0.66;-1.20;0.52;-0.20;-0.30;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;0.32;0.02;-0.49
241270;-0.6282900124538501;0.29;-0.55;3.17;-0.86;-0.24;-0.82;-0.04;-0.58;-1.00;-0.58;-0.48;-0.37;-3.08;-0.35;0.05;-0.66;-1.20;-1.27;-0.20;0.54;-0.09;-0.47;-0.78;-0.49;-0.65;0.18;-3.51;0.45;-0.49
140020;0.363857982201394;0.37;-0.55;-0.30;0.18;-0.24;-0.82;-0.04;0.43;-1.00;0.17;-0.48;0.44;0.29;-0.35;0.46;-0.66;-1.20;0.91;-0.20;0.46;-0.09;-0.47;-0.78;-0.49;1.89;0.55;-0.58;-1.86;-0.49
352020;-0.2893668707164617;0.39;1.93;-0.30;-0.19;-0.24;-0.82;-0.04;-0.51;-1.00;0.00;-0.48;0.16;-3.08;-0.35;0.23;-0.66;0.81;-0.55;-0.20;0.46;-0.09;-0.47;-0.78;-0.49;-0.65;0.60;0.56;-1.86;-0.49
260900;0.5520077204220337;0.48;-0.55;-0.30;-0.15;-0.24;0.40;-0.04;0.27;1.20;0.22;1.68;0.35;0.68;-0.35;0.35;-0.66;1.17;0.69;-0.20;0.30;-0.09;-0.47;-0.78;-0.49;-0.65;0.53;0.84;-1.86;-0.49
311455;-0.2326908633134863;0.56;-0.55;-0.30;0.22;-0.24;1.22;-0.04;0.13;-1.00;0.22;-0.48;0.16;0.42;-0.35;0.39;-0.66;-1.20;0.72;-0.20;0.33;-0.09;-0.47;1.53;-0.49;0.88;0.85;0.58;0.64;-0.49
411240;-0.30850001527838794;0.28;-0.55;-0.30;-0.28;-0.24;-0.82;-0.04;-0.42;1.04;-0.43;-0.48;-0.55;-0.27;-0.35;-0.22;-0.66;1.02;0.40;-0.20;0.00;-0.09;-0.47;0.81;-0.49;-0.65;0.65;-0.01;0.56;1.96
240010;-0.11936085371012697;0.36;-0.55;-0.30;-0.26;-0.24;-0.82;-0.04;-0.13;-1.00;-0.32;-0.48;-0.28;0.30;-0.35;0.23;-0.66;-1.20;-1.27;-0.20;-0.30;-0.09;-0.47;0.76;-0.49;-0.65;-0.42;-0.05;-1.86;-0.49
221038;-1.4441164003644722;0.22;-0.55;-0.30;-1.00;-0.24;-0.82;-0.04;-0.76;0.93;-1.10;-0.48;-1.10;-0.57;-0.35;-2.45;-0.66;-1.20;-1.27;-0.20;-0.13;-0.09;-0.47;-0.78;-0.49;1.44;0.51;0.27;-1.86;-0.49
355450;0.951770084822672;0.44;2.14;-0.30;0.82;-0.24;1.78;-0.04;0.91;0.46;0.85;-0.48;1.16;0.57;-0.35;0.83;-0.66;1.34;-1.27;-0.20;0.45;-0.09;-0.47;1.46;-0.49;-0.65;0.80;0.96;0.56;-0.49
520680;-1.289074955901342;0.32;-0.55;-0.30;-0.45;-0.24;0.77;-0.04;-0.28;-1.00;-0.66;-0.48;-0.98;-0.03;1.60;-0.09;-0.66;-1.20;-1.27;-0.20;0.32;-0.09;-0.47;-0.78;-0.49;1.54;0.66;0.37;-1.86;-0.49
351610;-1.3085352161317705;0.35;-0.55;-0.30;-0.74;-0.24;1.23;-0.04;-0.04;-1.00;-0.38;-0.48;-0.70;0.37;-0.35;0.34;-0.66;-1.20;-1.27;-0.20;0.29;-0.09;-0.47;1.53;-0.49;-0.65;0.39;-3.51;0.58;-0.49
315240;0.1965968042654567;0.36;1.97;-0.30;-1.10;4.26;1.07;-0.04;-0.08;0.92;-0.00;-0.48;-0.08;0.39;-0.35;0.06;1.49;0.84;0.59;-0.20;0.43;-0.09;-0.47;-0.78;2.10;1.58;0.39;-0.12;0.54;-0.49
431330;0.5479159438215063;0.39;-0.55;-0.30;1.10;-0.24;1.33;-0.04;0.32;1.17;0.67;-0.48;0.50;0.30;-0.35;0.21;-0.66;1.02;0.55;-0.20;0.59;-0.09;-0.47;1.49;1.90;-0.65;0.72;0.64;0.75;-0.49
420780;-0.2246494222669575;0.37;-0.55;-0.30;-0.67;-0.24;0.96;-0.04;-0.05;-1.00;-0.17;-0.48;-0.14;0.21;-0.35;-0.04;1.06;-1.20;0.42;-0.20;0.57;-0.09;1.54;0.82;-0.49;-0.65;0.73;0.12;0.58;-0.49
431590;-0.6711384158710194;0.25;-0.55;-0.30;-0.75;-0.24;-0.82;-0.04;-0.79;-1.00;-0.27;-0.48;-0.56;0.27;-0.35;-0.15;0.62;-1.20;0.86;-0.20;0.67;-0.09;2.49;0.97;-0.49;-0.65;0.70;-0.01;0.14;-0.49
412030;-0.9806277851458428;-2.34;-0.55;-0.30;-0.45;-0.24;-0.82;-0.04;-0.16;0.87;-0.46;-0.48;-0.80;-3.08;-0.35;-0.25;1.36;-1.20;-1.27;-0.20;0.35;-0.09;-0.47;0.92;-0.49;1.27;0.58;-0.31;0.26;-0.49
353810;0.18360228337215442;0.36;-0.55;-0.30;-0.35;-0.24;-0.82;-0.04;-0.11;-1.00;0.28;-0.48;0.22;0.44;-0.35;0.36;-0.66;0.99;-1.27;-0.20;-0.08;-0.09;-0.47;-0.78;1.99;-0.65;0.52;0.05;0.77;-0.49
316620;-0.1805119401725032;0.30;-0.55;-0.30;-1.10;-0.24;-0.82;-0.04;-0.85;0.95;-0.12;-0.48;-0.86;0.14;-0.35;0.11;-0.66;0.84;-1.27;-0.20;0.43;-0.09;-0.47;0.79;-0.49;-0.65;0.43;0.04;0.43;-0.49
350680;-0.09399789523286291;0.34;-0.55;-0.30;0.06;-0.24;-0.82;-0.04;0.85;-1.00;0.15;-0.48;0.05;0.52;-0.35;0.33;-0.66;-1.20;1.16;-0.20;-2.97;-0.09;2.21;-0.78;-0.49;-0.65;-0.38;0.77;-0.14;-0.49
420665;-0.8646757522052584;0.30;-0.55;-0.30;-0.82;-0.24;1.21;-0.04;0.01;-1.00;-0.46;-0.48;-0.54;-1.84;-0.35;-0.37;-0.66;-1.20;0.80;-0.20;0.73;-0.09;-0.47;-0.78;-0.49;-0.65;0.72;0.05;0.57;-0.49
110013;0.8765186525010122;0.52;-0.55;-0.30;1.15;-0.24;-0.82;-0.04;0.08;1.01;0.24;-0.48;0.71;-3.08;-0.35;0.20;-0.66;0.78;-1.27;-0.20;0.33;-0.09;-0.47;-0.78;-0.49;-0.65;0.94;0.27;0.54;-0.49
330452;1.9448960725045732;0.91;-0.55;-0.30;2.91;-0.24;2.09;-0.04;2.33;1.27;2.25;-0.48;2.05;1.22;2.41;1.34;0.15;1.69;1.78;6.47;0.22;-0.09;2.38;2.11;-0.49;-0.65;0.89;1.43;0.57;2.39
351070;-0.05360988617204356;0.46;1.81;-0.30;0.21;-0.24;1.12;-0.04;0.04;1.07;0.07;-0.48;-0.03;0.39;-0.35;0.40;-0.66;-1.20;0.83;-0.20;0.13;-0.09;-0.47;1.41;-0.49;-0.65;0.36;0.25;0.45;2.08
353657;-1.6749801960960373;0.32;-0.55;-0.30;-1.04;-0.24;-0.82;-0.04;-0.35;-1.00;-0.67;-0.48;-0.95;-0.29;-0.35;0.07;-0.66;-1.20;0.08;-0.20;0.24;-0.09;-0.47;-0.78;-0.49;-0.65;0.63;0.34;0.23;-0.49
231010;-0.019118964414484112;0.38;-0.55;-0.30;-0.55;-0.24;-0.82;-0.04;0.01;0.96;-0.35;-0.48;0.00;0.46;-0.35;0.23;-0.66;-1.20;0.48;-0.20;0.13;-0.09;-0.47;1.21;-0.49;-0.65;-0.26;-0.50;0.52;-0.49
315790;0.16756046240174197;0.42;-0.55;-0.30;-0.16;-0.24;1.04;-0.04;-0.16;-1.00;0.25;2.13;-0.12;0.34;-0.35;0.12;-0.66;-1.20;0.95;-0.20;0.22;-0.09;-0.47;-0.78;1.78;-0.65;0.47;0.33;0.34;-0.49
231095;-0.1763980856052101;0.37;-0.55;-0.30;-0.20;-0.24;-0.82;-0.04;0.18;-1.00;-0.35;-0.48;-0.06;0.31;-0.35;0.33;-0.66;0.72;-1.27;-0.20;0.16;-0.09;-0.47;-0.78;-0.49;-0.65;0.24;0.47;0.23;-0.49
316320;-0.9726199219629307;0.28;-0.55;-0.30;-0.71;-0.24;0.97;-0.04;-1.21;0.78;-0.97;2.21;-1.13;0.15;-0.35;-0.15;-0.66;0.86;-1.27;-0.20;-0.82;-0.09;1.93;-0.78;-0.49;1.49;0.48;-0.68;0.24;-0.49
430237;-1.4885512903332678;0.28;-0.55;-0.30;-0.75;-0.24;-0.82;-0.04;-0.42;-1.00;-0.88;-0.48;-0.81;-3.08;2.74;-0.47;-0.66;0.60;-1.27;-0.20;0.45;-0.09;-0.47;-0.78;-0.49;-0.65;0.59;-3.51;-1.86;-0.49
221005;-0.7800357122378698;0.22;-0.55;-0.30;-0.97;-0.24;-0.82;-0.04;-0.80;-1.00;-0.67;-0.48;-0.37;-0.23;-0.35;-0.21;-0.66;0.87;0.72;-0.20;0.14;-0.09;-0.47;-0.78;2.01;1.47;0.15;0.26;-0.01;-0.49
410715;-0.779220492706275;-2.34;-0.55;-0.30;-0.92;-0.24;-0.82;-0.04;0.14;-1.00;-0.44;-0.48;-0.63;0.09;-0.35;-0.09;-0.66;-1.20;0.72;-0.20;0.51;-0.09;-0.47;-0.78;-0.49;-0.65;0.75;-0.11;0.44;-0.49
150240;2.2738016750317462;0.78;-0.55;-0.30;1.89;-0.24;-0.82;-0.04;1.53;1.30;1.79;-0.48;1.67;1.09;-0.35;1.26;1.92;-1.20;1.12;-0.20;0.59;-0.09;2.37;-0.78;-0.49;-0.65;0.89;1.11;-1.86;1.99
353990;-0.695757968400895;0.32;-0.55;-0.30;-0.40;-0.24;-0.82;-0.04;-0.12;-1.00;-0.49;-0.48;-0.75;0.06;-0.35;0.11;-0.66;-1.20;-1.27;-0.20;0.20;-0.09;-0.47;-0.78;-0.49;-0.65;0.53;0.10;0.49;-0.49
150600;0.6900016957258167;0.22;-0.55;-0.30;0.67;-0.24;-0.82;-0.04;0.53;-1.00;0.44;-0.48;1.08;0.49;-0.35;-0.20;-0.66;-1.20;0.86;-0.20;0.52;-0.09;-0.47;-0.78;-0.49;1.11;0.42;-3.51;0.34;-0.49
230300;0.4274042549807606;0.41;-0.55;-0.30;-0.01;-0.24;-0.82;-0.04;0.20;0.83;0.12;-0.48;0.30;0.36;-0.35;0.27;-0.66;0.89;1.04;-0.20;0.30;-0.09;-0.47;-0.78;-0.49;1.43;-0.06;0.50;0.58;1.54
410130;-0.46494691957975026;-2.34;-0.55;-0.30;-0.84;-0.24;-0.82;-0.04;-0.55;-1.00;-0.28;-0.48;-0.55;-1.77;-0.35;-1.37;-0.66;-1.20;-1.27;-0.20;0.40;-0.09;-0.47;-0.78;-0.49;-0.65;0.82;0.55;0.15;-0.49
350130;0.5404036363513783;0.47;-0.55;-0.30;0.08;-0.24;-0.82;-0.04;0.80;1.02;0.41;-0.48;0.49;0.13;-0.35;0.59;-0.66;-1.20;-1.27;-0.20;0.65;-0.09;-0.47;-0.78;-0.49;-0.65;0.14;0.37;0.56;-0.49
352080;-1.0419862464101723;0.31;-0.55;-0.30;-1.04;-0.24;-0.82;-0.04;-0.30;-1.00;-0.54;1.80;-0.79;0.34;-0.35;0.25;-0.66;-1.20;0.60;-0.20;0.24;-0.09;-0.47;-0.78;-0.49;-0.65;-0.18;0.33;0.39;-0.49
240690;-1.0325077477410143;0.28;-0.55;-0.30;-0.94;-0.24;-0.82;-0.04;-0.21;-1.00;-0.58;-0.48;-0.77;-0.18;-0.35;0.03;-0.66;-1.20;0.26;-0.20;0.40;-0.09;-0.47;-0.78;-0.49;-0.65;-1.85;-3.51;-1.86;-0.49
353080;1.6592487915111906;0.71;2.13;-0.30;1.78;-0.24;1.94;-0.04;1.99;-1.00;1.75;2.12;1.54;0.79;-0.35;1.11;1.67;1.52;1.27;-0.20;0.88;-0.09;-0.47;1.29;-0.49;-0.65;0.18;0.96;1.10;-0.49
310170;0.9784810373881326;0.54;2.15;-0.30;0.08;-0.24;1.30;-0.04;0.49;0.92;0.49;2.43;0.59;0.32;-0.35;0.48;0.96;0.54;0.08;-0.20;0.57;-0.09;-0.47;-0.78;-0.49;1.73;0.65;0.52;0.77;-0.49
354030;-1.3805294830741766;0.33;-0.55;-0.30;-0.03;-0.24;-0.82;-0.04;0.07;1.00;-0.48;-0.48;-0.64;0.21;-0.35;-0.28;1.57;-1.20;0.60;-0.20;0.11;-0.09;-0.47;1.21;-0.49;1.42;0.65;0.04;-1.86;1.81
