#Codigo;Cidade;GAUSSIAN-MODEL_REL_NOR;SVM_REL_NOR;COP_REL_NOR;OPTICS_REL_NOR;LOF_REL_NOR;GAUSSIAN-MODEL_SUA_NOR;SVM_SUA_NOR;COP_SUA_NOR;OPTICS_SUA_NOR;LOF_SUA_NOR
291890;Lajedão - BA;1;-9614,63;0,99;1,75;1,76;1;-694,07;0,81;1,26;1,26
410752;Esperança Nova - PR;1;-9618,28;1;1,78;1,79;1;-1828,21;1;1,23;1,24
270940;Viçosa - AL;1;-9618,79;0;1,08;1,09;1;-8486,09;0;1,04;1,03
230610;Irauçuba - CE;1;-9618,9;0,05;1,36;1,37;1;-9026,31;0,61;1,05;1,05
315800;Santa Maria de Itabira - MG;1;-9620,67;0,04;1,13;1,13;1;-6837,88;0,77;1;1,01
241330;Serra de São Bento - RN;1;-9622,04;0,49;1,43;1,43;1;-5282,06;0,12;1,23;1,23
320500;Serra - ES;1;-9622,65;0,98;1,28;1,28;1;4198,74;0,01;1,09;1,09
412660;Siqueira Campos - PR;1;-9623,11;0,99;1,19;1,19;1;-7927,41;0,99;1,17;1,17
352610;Juquiá - SP;1;-9623,42;1;1,47;1,49;1;-7103,11;1;1,24;1,25
270410;Lagoa da Canoa - AL;1;-9623,91;0,99;1,07;1,08;1;-9003,59;0,31;1,09;1,09
260180;Betânia - PE;1;-9624,39;0,01;1,07;1,07;1;-9266,42;0;0,99;0,99
250460;Conde - PB;1;-9625,57;0,03;1,27;1,28;1;-9365,76;1;1,13;1,14
353790;Pilar do Sul - SP;1;-9628,34;0,99;1,37;1,37;1;-8202,13;0,94;1,11;1,12
410500;Catanduvas - PR;1;-9628,63;0,09;1,46;1,47;1;-6696,74;0,26;1,05;1,05
260980;Orocó - PE;1;-9629,11;0,02;1,11;1,11;1;-9596,81;1;1,21;1,21
150543;Ourilândia do Norte - PA;1;-9629,42;1;1,42;1,42;1;-5537,8;1;1,28;1,29
432166;Três Cachoeiras - RS;1;-9635,2;0,06;1,15;1,15;1;-8502,97;0,03;1,14;1,14
270050;Barra de Santo Antônio - AL;1;-9637,91;1;1,29;1,3;1;-6386,96;1;1,23;1,24
430690;Encruzilhada do Sul - RS;1;-9638,28;0;1,11;1,11;1;-9685,8;0;1,02;1,02
420140;Araranguá - SC;1;-9639,66;0,83;1,39;1,4;1;-5723,31;1;1,15;1,16
270250;Dois Riachos - AL;1;-9642,14;0,01;1,05;1,05;1;-8179,52;0;0,96;0,96
432067;Sinimbu - RS;1;-9643,71;0,81;1,4;1,41;1;-8048,23;1;1,1;1,1
421580;São Bento do Sul - SC;1;-9644,29;0,96;1,48;1,48;1;-2474,61;1;1,18;1,18
230680;Jaguaribara - CE;1;-9646,08;1;1,15;1,15;1;-7342,44;0,01;1,36;1,37
313760;Lagoa Santa - MG;1;-9646,8;0,03;1,19;1,19;1;-9711,27;0,35;1,1;1,1
317040;Unaí - MG;1;-9647,35;1;1,12;1,12;1;-6530,1;0,02;1,16;1,16
292225;Muquém de São Francisco - BA;1;-9650,18;0;1,19;1,19;1;-8336,71;0;0,98;0,98
510300;Chapada dos Guimarães - MT;1;-9650,28;0,01;1,21;1,21;1;-8827,94;0,01;1,1;1,1
251490;São Mamede - PB;1;-9650,38;0;1,19;1,19;1;-1170,78;0,02;1,19;1,2
431510;Porto Xavier - RS;1;-9650,6;1;1,46;1,47;1;-6744,52;1;1,18;1,18
431405;Parobé - RS;1;-9650,78;0,45;1,45;1,46;1;-7956,69;0,06;1,07;1,07
432040;Serafina Corrêa - RS;1;-9651,49;1;1,45;1,46;1;-7479,28;0,96;1,1;1,1
231280;Senador Sá - CE;1;-9652,11;0;1,08;1,08;1;-5702,92;0;1,03;1,03
150550;Paragominas - PA;1;-9653,88;0,04;1,33;1,33;1;-6177,74;0,94;1,22;1,23
231300;Solonópole - CE;1;-9654,67;0;1,16;1,17;1;-9303,81;0,02;1,04;1,04
510665;Pontal do Araguaia - MT;1;-9654,85;1;1,5;1,5;1;-5992,91;1;1,32;1,31
431046;Ipiranga do Sul - RS;1;-9654,95;0,16;1,38;1,39;1;-6221,47;0,06;1,09;1,09
260020;Afrânio - PE;1;-9655,41;0,02;1,16;1,16;1;-7354,81;0,03;1,14;1,15
320390;Nova Venécia - ES;1;-9655,42;0,02;1,07;1,06;1;-8565,88;0,73;1,17;1,17
432210;Tucunduva - RS;1;-9657,96;1;1,55;1,55;1;-7650,21;1;1,1;1,11
316960;Tupaciguara - MG;1;-9660,12;0;1,2;1,2;1;-8076,64;0,01;1,07;1,07
313300;Itamonte - MG;1;-9660,24;0,14;1,27;1,28;1;-8893,91;0,86;1,06;1,06
315430;Resplendor - MG;1;-9662,13;0,34;1,09;1,09;1;-9008,42;0,97;1,2;1,2
170555;Combinado - TO;1;-9663,6;0,78;1,19;1,19;1;-3183,72;1;1,25;1,26
431395;Pantano Grande - RS;1;-9663,92;0,17;1,22;1,22;1;-8671,67;0,47;1,04;1,04
353810;Pindorama - SP;1;-9664,98;0,01;1,18;1,18;1;-7696,12;0,06;1,06;1,06
421060;Massaranduba - SC;1;-9665,6;0,01;1,23;1,23;1;-8517,02;0,03;1,04;1,04
352900;Marília - SP;1;-9666,76;0,97;1,25;1,26;1;-1319,67;1;1,18;1,19
311580;Centralina - MG;1;-9670,48;0,01;1,19;1,19;1;-8318,61;0,01;1,11;1,11
270895;Senador Rui Palmeira - AL;1;-9670,69;1;1,09;1,09;1;-9107,6;0,12;1,02;1,02
431680;Santa Cruz do Sul - RS;1;-9674,54;1;1,91;1,92;1;3010,27;1;1,21;1,22
430990;Ibiraiaras - RS;1;-9675,36;0,02;1,24;1,25;1;-7549,42;0;1,02;1,02
315415;Reduto - MG;1;-9675,4;1;1,21;1,21;1;-6934,67;0,94;1,13;1,13
221070;Simões - PI;1;-9676,92;0,78;1,28;1,28;1;-8097,41;0,99;1,12;1,12
412360;Santa Inês - PR;1;-9677,23;1;1,56;1,58;1;-4722,48;0,66;1,12;1,13
292360;Paramirim - BA;1;-9677,37;0,01;1,2;1,2;1;-8730,2;0;1,02;1,02
410950;Guaraqueçaba - PR;1;-9677,38;0,85;1,45;1,47;1;-7608,92;0,97;1,08;1,08
431630;Roque Gonzales - RS;1;-9680,7;1;1,32;1,32;1;-8019,54;1;1,06;1,06
350170;Américo Brasiliense - SP;1;-9682,54;1;1,24;1,24;1;-7298,66;0,57;1,21;1,22
130063;Beruri - AM;1;-9682,79;0,98;1,36;1,37;1;-6859,98;0,3;1,15;1,16
351880;Guarulhos - SP;1;-9684,54;0,74;1,5;1,51;1;11071,04;1;1,22;1,22
431115;Jóia - RS;1;-9686,26;0,11;1,23;1,24;1;-5195,37;1;1,2;1,21
270350;Jacuípe - AL;1;-9687,26;0,01;1,1;1,1;1;-2974,98;0;1,11;1,11
510700;Poxoréo - MT;1;-9688,36;1;1,19;1,19;1;10051,58;1;1,8;1,82
330150;Cordeiro - RJ;1;-9688,76;0,94;1,67;1,68;1;-7467,12;0,22;1,17;1,17
260630;Granito - PE;1;-9690,8;0,27;1,36;1,36;1;-6251,1;0,67;1,08;1,08
412280;Salgado Filho - PR;1;-9694,64;0,47;1,31;1,31;1;-6205,63;1;1,03;1,03
290610;Canápolis - BA;1;-9697,16;0,09;1,45;1,46;1;-7714,43;0,95;1,05;1,05
410410;Campo do Tenente - PR;1;-9697,35;0,01;1,23;1,24;1;-6578,94;0,05;1,08;1,07
250939;Maturéia - PB;1;-9697,99;0,95;1,2;1,2;1;-5253,45;0,32;1,12;1,12
310050;Açucena - MG;1;-9698,52;0;1,09;1,09;1;-10138,07;0;0,99;0,99
230725;Jijoca de Jericoacoara - CE;1;-9698,9;0;1,27;1,26;1;-7434,83;0,23;1,06;1,06
240490;Itaú - RN;1;-9699,22;0,47;1,76;1,77;1;-1105,85;0,03;1,19;1,19
432260;Venâncio Aires - RS;1;-9700,2;0,95;1,36;1,37;1;-6014,5;1;1,13;1,13
220900;Rio Grande do Piauí - PI;1;-9702,01;0;1,1;1,1;1;-8520,18;0,05;1,11;1,11
410080;Alvorada do Sul - PR;1;-9705,42;0,18;1,29;1,29;1;-5595,45;1;1,19;1,2
431402;Paraíso do Sul - RS;1;-9706,4;0,05;1,27;1,27;1;-5674,6;1;1,26;1,27
312460;Estrela Dalva - MG;1;-9706,86;0,23;1,62;1,63;1;-6429,62;0,81;1,03;1,03
250940;Mogeiro - PB;1;-9708,21;0,17;1,37;1,38;1;-7402,77;0,13;1,15;1,16
313560;Jequitaí - MG;1;-9708,68;0,08;1,15;1,16;1;-8724,07;0,05;1,11;1,11
320460;Santa Teresa - ES;1;-9711,37;0,2;1,4;1,41;1;-2916,52;1;1,29;1,3
320470;São Gabriel da Palha - ES;1;-9712,04;0,11;1,15;1,15;1;-9242,44;1;1,12;1,12
315350;Alto Jequitibá - MG;1;-9712,34;0;1,16;1,16;1;-8405,05;0;1,01;1,02
313310;Itanhandu - MG;1;-9712,49;0;1,15;1,15;1;-9136,92;0,01;1,04;1,04
230140;Aratuba - CE;1;-9712,49;0,1;1,19;1,19;1;-8249,74;0,05;0,98;0,98
230020;Acaraú - CE;1;-9712,68;1;1,18;1,18;1;-3121,69;1;1,27;1,28
350290;Araçoiaba da Serra - SP;1;-9714,04;0;1,13;1,13;1;-9890,98;0,02;1,04;1,04
500625;Novo Horizonte do Sul - MS;1;-9715,11;1;1,89;1,9;1;-5829,81;1;1,28;1,28
292895;São Domingos - BA;1;-9716,23;1;1,28;1,28;1;-8010,14;0,03;1,07;1,08
310810;Bonfim - MG;1;-9723,07;0,03;1,24;1,25;1;-8222,65;0,01;1,08;1,08
220190;Bom Jesus - PI;1;-9723,19;0,05;1,07;1,07;1;-8717,73;0,05;1,1;1,1
431505;Porto Mauá - RS;1;-9726,82;0,46;1,34;1,34;1;-5422,75;1;1,16;1,16
311650;Claro dos Poções - MG;1;-9730,92;0,09;1,14;1,15;1;-7181,5;0,02;1,08;1,08
310350;Araguari - MG;1;-9733,31;0;1,16;1,16;1;-5612,49;0,04;1,15;1,15
311050;Camanducaia - MG;1;-9733,84;0,83;1,22;1,22;1;-7645,6;0,81;1,21;1,22
420230;Biguaçu - SC;1;-9733,93;0,31;1,23;1,23;1;-8101,77;0,32;1,06;1,06
220213;Campo Grande do Piauí - PI;1;-9735,07;0,03;1,28;1,28;1;-7116,21;0;1;1
412630;Sengés - PR;1;-9737,69;1;1,41;1,41;1;-6194,25;0,55;1,17;1,17
314700;Paracatu - MG;1;-9737,76;0,03;1,14;1,14;1;-4635,66;0,01;1,09;1,09
354980;São José do Rio Preto - SP;1;-9737,87;0,04;1,38;1,39;1;4561,11;1;1,18;1,18
410890;Guairaçá - PR;1;-9739,31;1;1,54;1,55;1;-6550,53;1;1,13;1,13
351160;Cesário Lange - SP;1;-9739,82;0,98;1,63;1,64;1;-8259,19;0,27;1,13;1,13
250520;Cuitegi - PB;1;-9742,39;0;1,04;1,04;1;-7673,82;0,02;1,04;1,04
350335;Arco-Íris - SP;1;-9743,17;0,09;1,36;1,37;1;-6052,16;0,36;1,04;1,04
350690;Bofete - SP;1;-9744,01;0,04;1,5;1,51;1;-6798,7;0,02;1,09;1,09
260870;Lagoa dos Gatos - PE;1;-9744,02;0,02;1,1;1,1;1;-6662,57;0,23;1,2;1,2
293310;Várzea do Poço - BA;1;-9744,71;0,17;1,3;1,3;1;-5227,82;1;1,15;1,16
230120;Aracoiaba - CE;1;-9746,46;0,15;1,24;1,24;1;-6925;0,99;1,19;1,19
412665;Sulina - PR;1;-9746,64;0,19;1,38;1,38;1;-5474,27;0,01;1,05;1,05
270860;São Miguel dos Campos - AL;1;-9747,44;0,99;1,42;1,44;1;-6446,63;0,99;1,22;1,23
315765;Santa Helena de Minas - MG;1;-9752,75;0,1;1,29;1,29;1;-8261,15;0,04;1,09;1,09
412135;Rancho Alegre D'Oeste - PR;1;-9754,77;1;1,57;1,57;1;-4575,86;0,09;1,14;1,14
420090;Angelina - SC;1;-9755,14;0,38;1,38;1,39;1;-6879,06;0;1,09;1,09
431936;São Pedro das Missões - RS;1;-9756,09;0,01;1,27;1,28;1;-2656,56;1;1,13;1,14
350130;Álvares Machado - SP;1;-9756,19;0,02;1,11;1,11;1;-8656,46;0;1,02;1,02
250570;Dona Inês - PB;1;-9759,8;0;1,1;1,1;1;-7661,87;0;1,07;1,07
431532;Quevedos - RS;1;-9762,11;0,02;1,29;1,29;1;-6991,97;0,01;1,06;1,05
261610;Verdejante - PE;1;-9762,23;0,22;1,3;1,3;1;-5725,95;0,01;1,18;1,18
314055;Mata Verde - MG;1;-9762,47;1;1,18;1,18;1;-6549,36;1;1,39;1,39
411500;Marilena - PR;1;-9764,8;0,05;1,37;1,37;1;-6479,77;0,6;1,05;1,05
432180;Três de Maio - RS;1;-9765,04;1;1,21;1,21;1;-8838,79;0,13;1,07;1,07
313620;João Monlevade - MG;1;-9765,04;0;1,19;1,19;1;-5889,85;0,02;1,16;1,16
430310;Cachoeirinha - RS;1;-9765,54;0,04;1,23;1,23;1;-7326,21;0,01;1,08;1,09
270135;Campestre - AL;1;-9767,33;1;1,48;1,49;1;-6612,33;1;1,12;1,12
291570;Itamari - BA;1;-9768,16;0,99;1,26;1,27;1;-5181,06;0,16;1,07;1,08
411780;Palmital - PR;1;-9768,48;0,64;1,35;1,35;1;-7244,65;1;1,09;1,09
350340;Arealva - SP;1;-9768,84;0,09;1,46;1,48;1;-8335,62;0,02;1,08;1,08
350590;Batatais - SP;1;-9769,39;1;1,63;1,65;1;-114,95;1;1,32;1,33
231240;São Gonçalo do Amarante - CE;1;-9769,45;1;1,79;1,8;1;-3765,89;0,7;1,16;1,16
353310;Nova Guataporanga - SP;1;-9770,82;0,11;1,42;1,42;1;-6878,01;0,61;1,04;1,04
312890;Guimarânia - MG;1;-9772,65;0,04;1,33;1,33;1;-8233,84;0,14;0,97;0,97
241260;São Paulo do Potengi - RN;1;-9774,83;0,01;1,09;1,09;1;-9071,69;0;1,03;1,03
313160;Iraí de Minas - MG;1;-9775,55;1;1,41;1,41;1;-7508,06;1;1,01;1,01
292265;Nordestina - BA;1;-9776,3;0,01;1,25;1,25;1;-7754,46;0;0,99;0,99
220995;São João da Varjota - PI;1;-9776,45;0,02;1,4;1,41;1;-5879,62;0,48;1,1;1,1
412760;Tijucas do Sul - PR;1;-9777,03;0,94;1,37;1,37;1;-5317,24;1;1,27;1,27
171570;Palmeirante - TO;1;-9779,16;0,79;1,35;1,36;1;-7016,69;1;1,12;1,13
210565;Junco do Maranhão - MA;1;-9781,99;0,97;1,73;1,75;1;-5225,24;0,98;1,03;1,03
171090;Itapiratins - TO;1;-9785,36;0,98;1,29;1,3;1;-4616,64;0,99;1,08;1,08
355010;São Manuel - SP;1;-9786,93;0,11;1,27;1,28;1;-5329,68;1;1,27;1,27
230393;Choró - CE;1;-9787,15;1;1,2;1,2;1;-9114,31;0,04;1,12;1,12
260350;Camocim de São Félix - PE;1;-9787,63;0,07;1,15;1,16;1;-8978,7;0;0,98;0,98
315710;Salto da Divisa - MG;1;-9787,75;0,02;1,33;1,35;1;-8029,82;0,01;1,08;1,08
310550;Barão de Monte Alto - MG;1;-9790,6;0,01;1,41;1,42;1;-5882,71;0,02;1,13;1,13
310280;Andrelândia - MG;1;-9792,59;0,99;1,24;1,24;1;-8210,1;0,42;1,07;1,07
352720;Lorena - SP;1;-9792,96;0,02;1,35;1,36;1;-6471,99;1;1,23;1,23
170770;Filadélfia - TO;1;-9793,39;0,02;1,07;1,07;1;-9309,03;0;1,02;1,02
231110;Porteiras - CE;1;-9794,74;0,13;1,42;1,44;1;-7910,36;0,12;1,15;1,15
353050;Mococa - SP;1;-9794,8;0,2;1,06;1,06;1;-8989,12;0,99;1,17;1,17
251030;Nova Palmeira - PB;1;-9795,69;1;1,44;1,44;1;-5208,33;0,11;1,13;1,13
411940;Piraí do Sul - PR;1;-9796,45;0,17;1,74;1,76;1;-2408,38;1;1,21;1,21
290350;Belo Campo - BA;1;-9797,46;0,01;1,16;1,16;1;-8352,22;0,02;1,06;1,06
110030;Vilhena - RO;1;-9798,93;0,41;1,11;1,11;1;-3780,61;1;1,38;1,38
314435;Naque - MG;1;-9799,01;0;1,1;1,1;1;-7928,07;0,01;1,08;1,07
410840;Francisco Beltrão - PR;1;-9800,34;1;1,43;1,43;1;-1503,62;1;1,24;1,25
353920;Pirapozinho - SP;1;-9803,78;0;1,14;1,14;1;-7164,35;0,99;1,24;1,24
150549;Palestina do Pará - PA;1;-9804,49;1;1,43;1,43;1;-5934,24;1;1,13;1,13
240060;Almino Afonso - RN;1;-9805,45;0,03;1,24;1,24;1;-285,78;0,38;1,11;1,11
230980;Pacoti - CE;1;-9806,77;0;1,03;1,03;1;-8582,61;0,01;1,06;1,06
313270;Itambacuri - MG;1;-9806,85;0,01;1,17;1,18;1;-6556,83;0,34;1,02;1,02
316245;São João das Missões - MG;1;-9807,96;1;1,5;1,51;1;-5163,85;0,63;1,01;1,01
352560;João Ramalho - SP;1;-9813,81;0,04;1,56;1,57;1;-7818,79;0,01;1,06;1,06
240470;Ipanguaçu - RN;1;-9816,53;0;1,2;1,2;1;-9586,26;0;0,99;0,99
171665;Pequizeiro - TO;1;-9816,9;0,05;1,69;1,7;1;-6577,76;0,01;1,18;1,18
171875;Rio Sono - TO;1;-9818,34;0,09;1,28;1,29;1;-8164,67;0,01;1,07;1,08
312830;Guaranésia - MG;1;-9818,7;0,99;1,26;1,27;1;-8570,29;0,26;1,14;1,14
261190;Rio Formoso - PE;1;-9824,98;0,02;1,17;1,17;1;-9749,36;0;1,08;1,08
430925;Guabiju - RS;1;-9825,27;1;1,47;1,48;1;-4826,84;1;1,09;1,09
510626;Novo Mundo - MT;1;-9825,89;0,01;1,27;1,27;1;-7478,35;0,01;1,08;1,08
500410;Guia Lopes da Laguna - MS;1;-9826,12;0,01;1,29;1,3;1;-1544,36;0,86;1,21;1,21
291345;Igrapiúna - BA;1;-9828,61;0;1,06;1,06;1;-7843,28;0;0,99;0,99
316340;São José do Goiabal - MG;1;-9828,68;0,73;1,47;1,48;1;-7307,15;1;1,08;1,09
522020;São Miguel do Araguaia - GO;1;-9832,9;1;1,23;1,23;1;-8956,2;0,07;1,13;1,13
411100;Itambaracá - PR;1;-9838,09;0,05;1,27;1,27;1;-6138,69;0,02;1,04;1,04
251430;São José de Caiana - PB;1;-9838,11;0,02;1,28;1,28;1;-3126,53;0,01;1,14;1,15
230430;Farias Brito - CE;1;-9838,27;0;1,18;1,18;1;-9347,14;0;1,09;1,09
230125;Ararendá - CE;1;-9838,45;0;1,02;1,02;1;-9130,19;0;0,98;0,98
210950;Riachão - MA;1;-9838,64;0,03;1,22;1,22;1;-7062,28;0,9;1,14;1,14
420940;Laguna - SC;1;-9838,93;0,08;1,33;1,32;1;-10508,91;0,92;1,09;1,09
411130;Itaúna do Sul - PR;1;-9842,24;0,96;1,37;1,38;1;-1594,56;1;1,25;1,25
314150;Mendes Pimentel - MG;1;-9844,42;0,02;1,38;1,38;1;-5730,13;1;1,24;1,24
521710;Piracanjuba - GO;1;-9844,56;0,01;1,18;1,19;1;-8929,03;1;1,17;1,17
270170;Capela - AL;1;-9846,56;0;1,04;1,04;1;-8773,85;0,01;1,11;1,11
314930;Pedro Leopoldo - MG;1;-9848,25;0,02;1,43;1,44;1;-6559,58;1;1,26;1,26
260380;Capoeiras - PE;1;-9849,22;0,01;1,08;1,08;1;-9257,11;0;1,03;1,02
290080;Alcobaça - BA;1;-9850,12;1;1,37;1,37;1;-7968,92;0,82;1,17;1,18
250860;Lucena - PB;1;-9851,85;0,94;1,22;1,22;1;-6009,68;1;1,26;1,26
317010;Uberaba - MG;1;-9854,54;1;1,37;1,38;1;5750,12;0,02;1,11;1,11
431370;Palmeira das Missões - RS;1;-9855,32;0,75;1,17;1,17;1;-7830,38;1;1,2;1,21
411155;Ivaté - PR;1;-9855,44;0,01;1,24;1,25;1;-7018,73;0;1,03;1,03
220192;Bonfim do Piauí - PI;1;-9856,63;0;1,02;1,02;1;-5979,72;0;1;1
261650;Xexéu - PE;1;-9857,28;0,36;1,38;1,38;1;-6714,28;0,07;1,18;1,18
500790;Sidrolândia - MS;1;-9857,56;0,08;1,29;1,3;1;-8391,76;0,01;1,12;1,12
210594;Lago dos Rodrigues - MA;1;-9857,83;0,25;1,43;1,43;1;-5064,6;0,01;1,08;1,09
412796;Turvo - PR;1;-9858,21;0;1,27;1,27;1;-7674,35;0;1,08;1,09
320245;Ibatiba - ES;1;-9858,23;0;1,18;1,19;1;-8723,08;0,01;1,09;1,09
410430;Campo Mourão - PR;1;-9860,07;0,97;1,27;1,27;1;-387,98;1;1,25;1,25
431240;Montenegro - RS;1;-9860,44;1;1,28;1,28;1;-5786,24;0,83;1,17;1,17
420950;Laurentino - SC;1;-9861,39;1;1,68;1,69;1;-6867,47;1;1,24;1,24
313550;Jequeri - MG;1;-9862,93;0,99;1,14;1,15;1;-8217,44;0,06;1,06;1,06
315200;Pompéu - MG;1;-9863,6;0;1,13;1,13;1;-9923,55;0;1,06;1,06
351840;Guaratinguetá - SP;1;-9863,95;0,04;1,47;1,48;1;-2582,6;0,9;1,25;1,26
316400;São Pedro dos Ferros - MG;1;-9864,8;0,01;1,18;1,18;1;-7467,99;0;1;1
280360;Laranjeiras - SE;1;-9865,05;1;1,57;1,6;1;-5139,25;1;1,28;1,28
354760;Santa Rosa de Viterbo - SP;1;-9865,31;0;1,16;1,16;1;-8760,14;1;1,05;1,05
230670;Jaguaretama - CE;1;-9865,43;0,02;1,09;1,09;1;-9200,11;0;0,98;0,98
280640;Santana do São Francisco - SE;1;-9866,06;0,04;1,29;1,29;1;-6214,74;0,16;1,11;1,11
522068;Simolândia - GO;1;-9866,56;0;1,1;1,1;1;-8239,52;0;1,06;1,06
430965;Hulha Negra - RS;1;-9867,68;0,9;1,44;1,44;1;-7490,48;1;1,07;1,07
510285;Castanheira - MT;1;-9868,54;0,03;1,17;1,17;1;-8126,11;0,02;1,05;1,05
421110;Monte Castelo - SC;1;-9869,55;0,11;1,31;1,32;1;-9437,7;0,74;1,01;1,01
430605;Cristal - RS;1;-9870,52;0,57;1,31;1,31;1;-9139,77;0;1,01;1,01
352230;Itapetininga - SP;1;-9871,87;0;1,07;1,07;1;-6424,09;0;1,11;1,11
330090;Cambuci - RJ;1;-9872,5;0,79;1,61;1,63;1;822,79;1;1,23;1,23
261000;Palmares - PE;1;-9873;0,47;1,09;1,1;1;-7327,96;1;1,24;1,25
420450;Corupá - SC;1;-9874,27;1;1,41;1,41;1;-7923,12;0,67;1,09;1,09
410260;Barracão - PR;1;-9875,65;1;1,63;1,65;1;-5025,77;1;1,24;1,25
313868;Luislândia - MG;1;-9876,54;0,51;1,25;1,25;1;-4302,13;1;1,02;1,02
316570;Senador Firmino - MG;1;-9877,2;0,13;1,33;1,34;1;-7287,98;0,09;1,02;1,02
354220;Rancharia - SP;1;-9878,48;1;1,48;1,49;1;-9186,72;0,95;1,27;1,28
430640;Dois Irmãos - RS;1;-9878,89;0,98;1,22;1,22;1;-9128,67;0,88;1,2;1,2
260800;Jataúba - PE;1;-9879,42;0;1,08;1,08;1;-8307,34;0;1,05;1,05
421220;Papanduva - SC;1;-9883,3;0;1,13;1,14;1;-8190,73;0,02;1,08;1,08
430100;Arroio do Meio - RS;1;-9883,86;0,05;1,5;1,51;1;-7259,23;1;1,18;1,18
130090;Canutama - AM;1;-9884,97;1;1,27;1,27;1;-10003,57;0,14;1,1;1,1
231250;São João do Jaguaribe - CE;1;-9886,35;0;1,07;1,06;1;-3487,68;0;1,08;1,08
330070;Cabo Frio - RJ;1;-9886,81;1;1,6;1,62;1;1781,08;0,14;1,22;1,22
521530;Orizona - GO;1;-9890,77;1;1,11;1,11;1;-8920,52;1;1,15;1,15
290970;Cristópolis - BA;1;-9891,22;0;1,06;1,06;1;-7920,72;0;1,01;1,01
431550;Restinga Seca - RS;1;-9891,52;0,05;1,43;1,44;1;-9189,19;0,02;1,05;1,05
312220;Divinolândia de Minas - MG;1;-9891,66;1;1,55;1,56;1;-7081,41;0,01;1,02;1,02
521220;Jussara - GO;1;-9893,55;0,09;1,11;1,11;1;-6279;1;1,18;1,18
411860;Paula Freitas - PR;1;-9895,37;0,62;1,55;1,56;1;-4571,88;0,04;1,11;1,12
270520;Messias - AL;1;-9895,38;0,02;1,35;1,35;1;-8468,55;0,11;1,09;1,09
250250;Boqueirão - PB;1;-9895,82;0,03;1,13;1,13;1;-7014,2;1;1,13;1,13
510790;Sinop - MT;1;-9902,31;0,99;1,36;1,36;1;-3341,29;0,16;1,14;1,14
313880;Luz - MG;1;-9902,48;0,01;1,21;1,21;1;-9128,35;0;1,08;1,09
310720;Bocaina de Minas - MG;1;-9903,37;0,01;1,29;1,29;1;-7068,1;0;0,98;0,98
421470;Rio dos Cedros - SC;1;-9903,91;0,02;1,32;1,33;1;-9547,53;0,13;1;1
431053;Itaara - RS;1;-9906,65;0,01;1,19;1,19;1;-7100,47;0,22;1,06;1,06
261120;Poção - PE;1;-9911,73;0;1,07;1,07;1;-9019,15;0;1,01;1,01
310530;Bandeira do Sul - MG;1;-9912,14;0,01;1,18;1,18;1;-5841,61;0,49;1,03;1,03
353930;Pirassununga - SP;1;-9912,55;0;1,24;1,24;1;-6411,23;0;1,09;1,09
412380;Santa Izabel do Oeste - PR;1;-9919,87;0,05;1,21;1,21;1;-4543,31;0,14;1,15;1,15
314280;Monte Alegre de Minas - MG;1;-9920,15;0,87;1,51;1,51;1;-9008,82;0,44;1,11;1,11
313865;Lontra - MG;1;-9921,79;0,02;1,18;1,18;1;-8032,45;0;1;1
313830;Leandro Ferreira - MG;1;-9922,64;1;1,52;1,53;1;-3150,88;1;1,08;1,08
312950;Ibiá - MG;1;-9926,66;0,02;1,24;1,24;1;-9917,77;0,26;1,09;1,09
500330;Coxim - MS;1;-9927,29;0,04;1,24;1,24;1;-8700,24;0,99;1,2;1,2
230290;Capistrano - CE;1;-9927,72;0,05;1,18;1,18;1;-10140,7;0;1,01;1,01
421660;São José - SC;1;-9928,12;0,99;1,34;1,34;1;-916,73;0;1,07;1,07
230490;Groaíras - CE;1;-9930,28;0,01;1,15;1,16;1;-7223,48;0;0,98;0,98
432147;Tiradentes do Sul - RS;1;-9930,29;0,07;1,34;1,34;1;-7321,98;0,11;1,12;1,13
350320;Araraquara - SP;1;-9930,76;1;1,63;1,65;1;-85,27;0,94;1,13;1,13
311710;Conceição da Aparecida - MG;1;-9933,69;0,43;1,31;1,32;1;-7622,75;1;1,13;1,14
251315;Santa Cecília - PB;1;-9937,29;0,07;1,01;1,01;1;-6643,72;0,74;1,02;1,02
355630;Valparaíso - SP;1;-9938,9;1;1,37;1,37;1;-6473,25;1;1,19;1,2
320300;Iúna - ES;1;-9941,43;0,33;1,32;1,32;1;-6524,32;1;1,17;1,18
313100;Inhaúma - MG;1;-9944,15;0,04;1,2;1,2;1;-7043,28;0;1,05;1,05
510520;Juscimeira - MT;1;-9944,85;0,04;1,26;1,26;1;-7575,06;0,05;1,11;1,12
250880;Malta - PB;1;-9946,05;0;1,25;1,25;1;-7516,58;0;1,08;1,08
310500;Baldim - MG;1;-9946,92;0;1,11;1,11;1;-8445,26;0;1,07;1,07
355110;Sarapuí - SP;1;-9948,04;0,72;1,23;1,23;1;-3656,16;0,03;1,24;1,24
352260;Itapira - SP;1;-9948,65;0,2;1,34;1,34;1;-5699,05;0,01;1,09;1,09
171820;Porto Nacional - TO;1;-9948,69;1;1,41;1,41;1;-7797,39;0,13;1,1;1,1
220211;Campo Alegre do Fidalgo - PI;1;-9950,8;0,06;1,28;1,29;1;-7382,49;0,01;1,02;1,02
