#Codigo; Cidade; População; Despesas (Exceto Intraorçamentárias); Top 1 Prefeitura / Vizinhos / Diferenca; Top 2 Prefeitura / Vizinhos / Diferenca; Top 3 Prefeitura / Vizinhos / Diferenca; Top 4 Prefeitura / Vizinhos / Diferenca; Top 5 Prefeitura / Vizinhos / Diferenca; Top 6 Prefeitura / Vizinhos / Diferenca; Top 7 Prefeitura / Vizinhos / Diferenca; Top 8 Prefeitura / Vizinhos / Diferenca; Top 9 Prefeitura / Vizinhos / Diferenca; Top 10 Prefeitura / Vizinhos / Diferenca; Top 11 Prefeitura / Vizinhos / Diferenca; Top 12 Prefeitura / Vizinhos / Diferenca; Top 13 Prefeitura / Vizinhos / Diferenca; Top 14 Prefeitura / Vizinhos / Diferenca; Top 15 Prefeitura / Vizinhos / Diferenca; Top 16 Prefeitura / Vizinhos / Diferenca; Top 17 Prefeitura / Vizinhos / Diferenca; Top 18 Prefeitura / Vizinhos / Diferenca; Top 19 Prefeitura / Vizinhos / Diferenca; Top 20 Prefeitura / Vizinhos / Diferenca; Top 21 Prefeitura / Vizinhos / Diferenca; Top 22 Prefeitura / Vizinhos / Diferenca; Top 23 Prefeitura / Vizinhos / Diferenca; Top 24 Prefeitura / Vizinhos / Diferenca; Top 25 Prefeitura / Vizinhos / Diferenca; Top 26 Prefeitura / Vizinhos / Diferenca; Top 27 Prefeitura / Vizinhos / Diferenca; Top 28 Prefeitura / Vizinhos / Diferenca; Top 29 Prefeitura / Vizinhos / Diferenca; GAUSSIAN-MODEL_REL_NOR; SVM_REL_NOR; COP_REL_NOR; OPTICS_REL_NOR; LOF_REL_NOR; GAUSSIAN-MODEL_SUA_NOR; SVM_SUA_NOR; COP_SUA_NOR; OPTICS_SUA_NOR; LOF_SUA_NOR
412020;  Porto Rico - PR;  2606.0;  13164583.49; 18.29% Saúde 3563880.34 / 2556446.49 / 1007433.85; 11.97% Urbanismo 1412873.36 / 753540.44 / 659332.92; 10.90% Despesas (Intraorçamentárias) 714403.76 / 113905.36 / 600498.40; 09.01% Legislativa 0.00 / 496168.74 / -496168.74; 06.71% Transporte 1115903.33 / 746263.35 / 369639.98; 06.61% Comércio e Serviços 385673.30 / 21799.30 / 363874.00; 05.96% Previdência Social 0.00 / 328491.90 / -328491.90; 04.50% Administração 2336666.92 / 2088662.75 / 248004.17; 04.49% Educação 2262277.93 / 2509485.81 / -247207.88; 04.41% Agricultura 364655.30 / 607626.60 / -242971.30; 03.41% Saneamento 252468.10 / 64847.11 / 187620.99; 02.55% Cultura 36917.03 / 177129.45 / -140212.42; 02.08% Gestão Ambiental 170054.99 / 55357.08 / 114697.91; 02.07% Encargos Especiais 235311.54 / 121106.38 / 114205.16; 01.83% Ciência e Tecnologia 100983.42 / 94.50 / 100888.92; 01.81% Assistência Social 691385.87 / 591809.77 / 99576.10; 01.36% Judiciária 85533.38 / 10659.07 / 74874.31; 00.56% Energia 0.00 / 30958.24 / -30958.24; 00.46% Indústria 0.00 / 25413.76 / -25413.76; 00.37% Trabalho 0.00 / 20146.73 / -20146.73; 00.27% Desporto e Lazer 118610.72 / 103568.51 / 15042.21; 00.15% Habitação 26000.27 / 34247.88 / -8247.61; 00.13% Direitos da Cidadania 0.00 / 7142.03 / -7142.03; 00.05% Organização Agrária 0.00 / 2486.72 / -2486.72; 00.04% Defesa Nacional 0.00 / 2024.14 / -2024.14; 00.02% Comunicações 0.00 / 1338.93 / -1338.93; 00.00% Segurança Pública 5387.69 / 5451.54 / -63.85; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00;  0.00;  28612.36;  1.00;  2.64;  2.68;  0.00;  -3980.27;  1.00;  1.27;  1.28
421775;  Sul Brasil - SC;  2661.0;  12670128.55; 25.78% Agricultura 2287026.67 / 659817.11 / 1627209.56; 12.56% Administração 1309861.29 / 2102348.52 / -792487.23; 11.50% Urbanismo 258463.68 / 984180.57 / -725716.89; 09.85% Transporte 1460578.84 / 839079.71 / 621499.13; 09.29% Educação 2429024.77 / 3015338.52 / -586313.75; 06.89% Comunicações 434993.71 / 226.71 / 434767.00; 04.34% Saneamento 385374.30 / 111627.41 / 273746.89; 04.26% Previdência Social 0.00 / 269070.62 / -269070.62; 04.08% Legislativa 294532.92 / 551755.18 / -257222.26; 03.24% Assistência Social 381626.36 / 586161.93 / -204535.57; 02.62% Saúde 2902891.46 / 2737583.01 / 165308.45; 01.79% Despesas (Intraorçamentárias) 0.00 / 113000.88 / -113000.88; 00.86% Indústria 78076.84 / 23890.70 / 54186.14; 00.69% Desporto e Lazer 171107.29 / 127675.10 / 43432.19; 00.50% Comércio e Serviços 0.00 / 31272.08 / -31272.08; 00.42% Gestão Ambiental 0.00 / 26616.27 / -26616.27; 00.40% Energia 39239.91 / 14275.21 / 24964.70; 00.36% Habitação 0.00 / 22614.34 / -22614.34; 00.34% Encargos Especiais 96508.90 / 118181.79 / -21672.89; 00.10% Cultura 131423.86 / 137862.27 / -6438.41; 00.08% Segurança Pública 9397.75 / 14482.83 / -5085.08; 00.04% Direitos da Cidadania 0.00 / 2647.27 / -2647.27; 00.02% Judiciária 0.00 / 1168.99 / -1168.99; 00.01% Trabalho 0.00 / 423.00 / -423.00; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 6.00 / -6.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  192026.29;  1.00;  4.44;  4.55;  0.00;  -3469.02;  0.91;  1.09;  1.09
350775;  Brejo Alegre - SP;  2746.0;  16133208.15; 27.93% Saúde 4586666.96 / 2460629.90 / 2126037.06; 14.38% Encargos Especiais 1244744.19 / 150219.46 / 1094524.73; 09.45% Urbanismo 1554507.90 / 835251.33 / 719256.57; 07.32% Legislativa 990453.13 / 433302.42 / 557150.71; 06.87% Assistência Social 1058762.88 / 536123.13 / 522639.75; 06.42% Administração 1723425.08 / 2211701.50 / -488276.42; 06.32% Transporte 301681.68 / 782787.91 / -481106.23; 05.58% Educação 3147978.34 / 2723016.01 / 424962.33; 05.13% Cultura 510029.80 / 119652.87 / 390376.93; 03.44% Desporto e Lazer 406386.58 / 144368.96 / 262017.62; 02.08% Previdência Social 0.00 / 158311.21 / -158311.21; 01.32% Agricultura 608571.61 / 508281.35 / 100290.26; 00.71% Despesas (Intraorçamentárias) 0.00 / 54311.77 / -54311.77; 00.69% Saneamento 0.00 / 52717.13 / -52717.13; 00.64% Gestão Ambiental 0.00 / 48570.26 / -48570.26; 00.34% Indústria 0.00 / 25570.28 / -25570.28; 00.29% Energia 0.00 / 22306.04 / -22306.04; 00.25% Segurança Pública 0.00 / 19215.97 / -19215.97; 00.24% Comércio e Serviços 0.00 / 18018.42 / -18018.42; 00.21% Habitação 0.00 / 16116.29 / -16116.29; 00.18% Trabalho 0.00 / 13607.49 / -13607.49; 00.11% Judiciária 0.00 / 8682.36 / -8682.36; 00.06% Comunicações 0.00 / 4644.69 / -4644.69; 00.02% Essencial à Justiça 0.00 / 1478.12 / -1478.12; 00.01% Defesa Nacional 0.00 / 1011.80 / -1011.80; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  613.67;  1.00;  1.66;  1.67;  0.00;  -5845.78;  0.07;  0.97;  0.97
310130;  Alagoa - MG;  2764.0;  11409326.61; 21.42% Previdência Social 1375462.40 / 254874.94 / 1120587.46; 16.67% Administração 1219587.38 / 2091733.36 / -872145.98; 14.67% Urbanismo 214373.75 / 981961.15 / -767587.40; 09.86% Judiciária 516017.82 / 0.00 / 516017.82; 08.36% Saúde 3112652.81 / 2675121.33 / 437531.48; 07.84% Agricultura 174889.97 / 584971.65 / -410081.68; 06.33% Educação 2515788.08 / 2847187.72 / -331399.64; 03.78% Assistência Social 356892.05 / 554704.44 / -197812.39; 02.51% Transporte 841465.58 / 710347.71 / 131117.87; 02.12% Legislativa 341280.51 / 451995.68 / -110715.17; 01.30% Cultura 204307.28 / 136438.63 / 67868.65; 01.22% Desporto e Lazer 127446.28 / 191506.95 / -64060.67; 01.04% Despesas (Intraorçamentárias) 0.00 / 54311.77 / -54311.77; 00.84% Saneamento 25078.90 / 68965.82 / -43886.92; 00.67% Gestão Ambiental 0.00 / 34882.51 / -34882.51; 00.38% Energia 0.00 / 20108.77 / -20108.77; 00.30% Segurança Pública 18865.33 / 3370.13 / 15495.20; 00.23% Indústria 0.00 / 11837.58 / -11837.58; 00.18% Habitação 0.00 / 9560.56 / -9560.56; 00.10% Comércio e Serviços 38744.75 / 33419.23 / 5325.52; 00.09% Comunicações 0.00 / 4564.19 / -4564.19; 00.06% Direitos da Cidadania 0.00 / 3010.03 / -3010.03; 00.02% Trabalho 0.00 / 936.15 / -936.15; 00.01% Encargos Especiais 326473.72 / 325889.31 / 584.41; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  23459.82;  1.00;  2.34;  2.35;  0.00;  -6269.25;  1.00;  1.07;  1.07
355365;  Taquaral - SP;  2817.0;  15321303.15; 19.79% Habitação 1862162.98 / 5710.91 / 1856452.07; 17.17% Educação 4240744.00 / 2630385.99 / 1610358.01; 14.81% Saúde 4002561.12 / 2613178.65 / 1389382.47; 08.73% Transporte 28985.60 / 847663.71 / -818678.11; 08.66% Urbanismo 1583975.43 / 771276.95 / 812698.48; 07.37% Administração 1385918.99 / 2077297.70 / -691378.71; 05.82% Agricultura 0.00 / 546268.62 / -546268.62; 05.38% Desporto e Lazer 650058.89 / 145029.19 / 505029.70; 03.14% Previdência Social 0.00 / 294557.38 / -294557.38; 01.60% Legislativa 535824.32 / 385278.33 / 150545.99; 01.32% Assistência Social 645652.42 / 522224.56 / 123427.86; 01.25% Saneamento 259518.41 / 142110.81 / 117407.60; 01.24% Encargos Especiais 125900.99 / 242657.57 / -116756.58; 01.11% Cultura 0.00 / 104078.84 / -104078.84; 01.03% Despesas (Intraorçamentárias) 0.00 / 96219.89 / -96219.89; 00.46% Comércio e Serviços 0.00 / 42855.58 / -42855.58; 00.31% Gestão Ambiental 0.00 / 28989.74 / -28989.74; 00.22% Energia 0.00 / 20252.87 / -20252.87; 00.21% Indústria 0.00 / 19529.98 / -19529.98; 00.11% Segurança Pública 0.00 / 9981.98 / -9981.98; 00.11% Judiciária 0.00 / 9930.25 / -9930.25; 00.08% Comunicações 0.00 / 7153.54 / -7153.54; 00.06% Trabalho 0.00 / 6012.64 / -6012.64; 00.03% Direitos da Cidadania 0.00 / 3240.03 / -3240.03; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  60094.76;  1.00;  2.35;  2.38;  0.00;  -2848.70;  1.00;  1.29;  1.30
431301;  Nova Candelária - RS;  2817.0;  17795308.96; 23.81% Indústria 2378531.25 / 18463.09 / 2360068.16; 18.53% Transporte 2713641.52 / 876432.93 / 1837208.59; 10.63% Saúde 3671358.94 / 2617553.43 / 1053805.51; 10.12% Educação 3601317.10 / 2597780.07 / 1003537.03; 09.21% Agricultura 1472131.26 / 559413.20 / 912718.06; 08.65% Administração 1217190.83 / 2074821.48 / -857630.65; 06.66% Previdência Social 957645.29 / 297680.96 / 659964.33; 04.71% Urbanismo 276418.99 / 743383.84 / -466964.85; 01.87% Legislativa 197726.94 / 382686.58 / -184959.64; 01.37% Assistência Social 655920.43 / 520041.13 / 135879.30; 01.28% Despesas (Intraorçamentárias) 0.00 / 126641.49 / -126641.49; 00.81% Desporto e Lazer 223285.23 / 142874.98 / 80410.25; 00.43% Comércio e Serviços 0.00 / 42855.58 / -42855.58; 00.42% Encargos Especiais 210334.21 / 252254.88 / -41920.67; 00.33% Cultura 54493.65 / 87123.50 / -32629.85; 00.29% Gestão Ambiental 1705.00 / 30317.16 / -28612.16; 00.25% Energia 0.00 / 24941.19 / -24941.19; 00.20% Saneamento 162238.70 / 142110.81 / 20127.89; 00.13% Judiciária 0.00 / 12801.16 / -12801.16; 00.08% Segurança Pública 1369.62 / 8805.83 / -7436.21; 00.07% Comunicações 0.00 / 7153.54 / -7153.54; 00.06% Habitação 0.00 / 6091.45 / -6091.45; 00.05% Trabalho 0.00 / 5257.99 / -5257.99; 00.03% Direitos da Cidadania 0.00 / 3240.03 / -3240.03; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  351729.94;  1.00;  5.38;  5.53;  0.00;  -6188.01;  1.00;  1.03;  1.03
351610;  Florínia - SP;  2821.0;  17862447.51; 29.07% Urbanismo 3538761.41 / 743383.84 / 2795377.57; 17.18% Saúde 4269267.50 / 2617553.43 / 1651714.07; 09.59% Educação 3520009.74 / 2597780.07 / 922229.67; 06.54% Comércio e Serviços 671249.38 / 42855.58 / 628393.80; 06.28% Transporte 272842.40 / 876432.93 / -603590.53; 05.96% Encargos Especiais 825482.61 / 252254.88 / 573227.73; 05.63% Assistência Social 1060996.23 / 520041.13 / 540955.10; 04.23% Legislativa 789019.76 / 382686.58 / 406333.18; 03.10% Previdência Social 0.00 / 297680.96 / -297680.96; 02.99% Cultura 374260.34 / 87123.50 / 287136.84; 02.43% Agricultura 326202.11 / 559413.20 / -233211.09; 01.49% Segurança Pública 151981.01 / 8805.83 / 143175.18; 01.49% Desporto e Lazer 0.00 / 142874.98 / -142874.98; 01.48% Saneamento 0.00 / 142110.81 / -142110.81; 01.32% Despesas (Intraorçamentárias) 0.00 / 126641.49 / -126641.49; 00.32% Gestão Ambiental 0.00 / 30317.16 / -30317.16; 00.26% Energia 0.00 / 24941.19 / -24941.19; 00.19% Indústria 0.00 / 18463.09 / -18463.09; 00.13% Judiciária 0.00 / 12801.16 / -12801.16; 00.13% Administração 2062375.02 / 2074821.48 / -12446.46; 00.07% Comunicações 0.00 / 7153.54 / -7153.54; 00.06% Habitação 0.00 / 6091.45 / -6091.45; 00.05% Trabalho 0.00 / 5257.99 / -5257.99; 00.03% Direitos da Cidadania 0.00 / 3240.03 / -3240.03; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  2245.44;  1.00;  1.87;  1.88;  0.00;  -3540.15;  1.00;  1.26;  1.27
316556;  Sem-Peixe - MG;  2834.0;  13208587.53; 26.79% Urbanismo 2051479.29 / 732298.37 / 1319180.92; 13.27% Cultura 735678.70 / 82374.49 / 653304.21; 09.22% Administração 1771770.45 / 2226036.23 / -454265.78; 08.89% Transporte 417681.69 / 855694.10 / -438012.41; 08.29% Energia 433183.87 / 24941.19 / 408242.68; 06.37% Saneamento 455764.72 / 142110.81 / 313653.91; 06.18% Legislativa 699632.75 / 395185.73 / 304447.02; 04.23% Previdência Social 0.00 / 208418.85 / -208418.85; 03.70% Judiciária 194956.93 / 12801.16 / 182155.77; 03.47% Educação 2393506.98 / 2564452.46 / -170945.48; 02.57% Despesas (Intraorçamentárias) 0.00 / 126641.49 / -126641.49; 01.49% Desporto e Lazer 74248.77 / 147543.93 / -73295.16; 01.11% Encargos Especiais 196486.67 / 251298.53 / -54811.86; 01.01% Agricultura 510633.83 / 560197.26 / -49563.43; 00.80% Comércio e Serviços 3500.00 / 42855.58 / -39355.58; 00.70% Gestão Ambiental 800.00 / 35258.42 / -34458.42; 00.57% Saúde 2670600.20 / 2642662.54 / 27937.66; 00.45% Assistência Social 581871.05 / 559817.30 / 22053.75; 00.29% Indústria 0.00 / 14278.89 / -14278.89; 00.16% Segurança Pública 16791.63 / 8805.83 / 7985.80; 00.15% Comunicações 0.00 / 7153.54 / -7153.54; 00.12% Habitação 0.00 / 6091.45 / -6091.45; 00.11% Trabalho 0.00 / 5257.99 / -5257.99; 00.07% Direitos da Cidadania 0.00 / 3240.03 / -3240.03; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  16636.47;  1.00;  2.39;  2.40;  0.00;  -6259.16;  0.58;  1.02;  1.02
315010;  Piau - MG;  2877.0;  9848869.48; 17.23% Educação 1576439.47 / 2859612.50 / -1283173.03; 16.12% Administração 1084268.27 / 2284956.83 / -1200688.56; 13.22% Saúde 1851024.42 / 2835606.78 / -984582.36; 08.68% Cultura 770281.74 / 123436.17 / 646845.57; 06.64% Transporte 370895.68 / 865119.86 / -494224.18; 06.64% Previdência Social 781663.74 / 286910.37 / 494753.37; 06.12% Urbanismo 1341323.57 / 885595.16 / 455728.41; 05.30% Agricultura 366346.93 / 760791.36 / -394444.43; 04.90% Indústria 410756.70 / 45798.13 / 364958.57; 03.53% Assistência Social 263410.93 / 526212.65 / -262801.72; 02.68% Saneamento 330550.74 / 130778.40 / 199772.34; 02.39% Encargos Especiais 74385.62 / 252320.50 / -177934.88; 02.02% Desporto e Lazer 29377.17 / 179990.57 / -150613.40; 01.78% Despesas (Intraorçamentárias) 0.00 / 132334.41 / -132334.41; 00.67% Gestão Ambiental 34697.70 / 84945.02 / -50247.32; 00.41% Habitação 51958.65 / 21187.75 / 30770.90; 00.37% Legislativa 511488.15 / 483589.86 / 27898.29; 00.34% Energia 0.00 / 25473.29 / -25473.29; 00.30% Judiciária 0.00 / 22226.92 / -22226.92; 00.25% Segurança Pública 0.00 / 18634.08 / -18634.08; 00.21% Comércio e Serviços 0.00 / 15800.33 / -15800.33; 00.13% Trabalho 0.00 / 9508.66 / -9508.66; 00.04% Comunicações 0.00 / 2911.18 / -2911.18; 00.03% Direitos da Cidadania 0.00 / 2162.01 / -2162.01; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 41.75 / -41.75; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  251.01;  1.00;  2.16;  2.18;  0.00;  -5536.95;  1.00;  1.06;  1.06
310440;  Argirita - MG;  2907.0;  10066268.39; 42.88% Administração 10066268.39 / 2279737.25 / 7786531.14; 16.95% Educação 0.00 / 3078106.47 / -3078106.47; 15.51% Saúde 0.00 / 2816446.06 / -2816446.06; 04.59% Urbanismo 0.00 / 834302.95 / -834302.95; 03.98% Transporte 0.00 / 721979.93 / -721979.93; 03.94% Agricultura 0.00 / 714675.52 / -714675.52; 03.36% Assistência Social 0.00 / 610563.10 / -610563.10; 02.74% Legislativa 0.00 / 497864.67 / -497864.67; 01.52% Encargos Especiais 0.00 / 276095.59 / -276095.59; 00.96% Desporto e Lazer 0.00 / 174314.62 / -174314.62; 00.88% Previdência Social 0.00 / 160351.75 / -160351.75; 00.52% Saneamento 0.00 / 94911.03 / -94911.03; 00.51% Cultura 0.00 / 93005.23 / -93005.23; 00.41% Gestão Ambiental 0.00 / 74851.14 / -74851.14; 00.22% Despesas (Intraorçamentárias) 0.00 / 40515.67 / -40515.67; 00.20% Energia 0.00 / 36066.12 / -36066.12; 00.19% Indústria 0.00 / 34932.51 / -34932.51; 00.15% Habitação 0.00 / 27696.77 / -27696.77; 00.14% Comércio e Serviços 0.00 / 24996.92 / -24996.92; 00.12% Segurança Pública 0.00 / 21558.16 / -21558.16; 00.10% Judiciária 0.00 / 18380.89 / -18380.89; 00.07% Trabalho 0.00 / 12187.62 / -12187.62; 00.03% Comunicações 0.00 / 5228.84 / -5228.84; 00.01% Organização Agrária 0.00 / 1012.62 / -1012.62; 00.01% Direitos da Cidadania 0.00 / 2543.64 / -2543.64; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 41.75 / -41.75; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  11505.81;  1.00;  3.22;  3.29;  0.00;  107833.80;  1.00;  3.01;  3.06
241160;  São Bento do Norte - RN;  2935.0;  11029020.28; 46.07% Administração 11029020.28 / 2113216.78 / 8915803.50; 16.76% Educação 0.00 / 3243351.01 / -3243351.01; 14.79% Saúde 0.00 / 2861839.94 / -2861839.94; 04.36% Urbanismo 0.00 / 844752.89 / -844752.89; 03.48% Transporte 0.00 / 673930.24 / -673930.24; 03.21% Agricultura 0.00 / 620525.87 / -620525.87; 03.06% Assistência Social 0.00 / 591951.01 / -591951.01; 02.66% Legislativa 0.00 / 515039.64 / -515039.64; 01.31% Encargos Especiais 0.00 / 252676.78 / -252676.78; 00.81% Previdência Social 0.00 / 156945.83 / -156945.83; 00.72% Desporto e Lazer 0.00 / 139869.41 / -139869.41; 00.55% Cultura 0.00 / 105909.03 / -105909.03; 00.49% Saneamento 0.00 / 95340.37 / -95340.37; 00.39% Despesas (Intraorçamentárias) 0.00 / 74865.50 / -74865.50; 00.32% Habitação 0.00 / 62083.07 / -62083.07; 00.26% Comércio e Serviços 0.00 / 50721.26 / -50721.26; 00.25% Gestão Ambiental 0.00 / 47548.24 / -47548.24; 00.22% Energia 0.00 / 41611.39 / -41611.39; 00.09% Indústria 0.00 / 18101.47 / -18101.47; 00.08% Trabalho 0.00 / 15904.46 / -15904.46; 00.07% Segurança Pública 0.00 / 12632.70 / -12632.70; 00.04% Judiciária 0.00 / 8103.28 / -8103.28; 00.02% Comunicações 0.00 / 3198.82 / -3198.82; 00.01% Organização Agrária 0.00 / 1012.62 / -1012.62; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 385.63 / -385.63; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  14617.13;  1.00;  3.22;  3.25;  0.00;  107803.12;  1.00;  3.01;  3.06
522070;  Sítio d'Abadia - GO;  2956.0;  10180330.01; 22.62% Educação 2001703.28 / 3233325.24 / -1231621.96; 13.66% Urbanismo 235308.57 / 978998.87 / -743690.30; 12.20% Saúde 2051276.41 / 2715828.31 / -664551.90; 08.94% Previdência Social 696186.97 / 209118.51 / 487068.46; 08.57% Transporte 923326.76 / 456558.81 / 466767.95; 06.74% Energia 415126.57 / 48224.20 / 366902.37; 06.29% Administração 1685860.22 / 2028431.71 / -342571.49; 05.05% Cultura 426019.02 / 151211.89 / 274807.13; 04.06% Agricultura 162775.15 / 383824.30 / -221049.15; 02.38% Despesas (Intraorçamentárias) 0.00 / 129772.13 / -129772.13; 02.37% Legislativa 623312.55 / 494344.86 / 128967.69; 01.81% Desporto e Lazer 17220.80 / 115781.58 / -98560.78; 01.37% Gestão Ambiental 0.00 / 74755.95 / -74755.95; 01.06% Comércio e Serviços 0.00 / 57691.05 / -57691.05; 01.02% Habitação 0.00 / 55544.24 / -55544.24; 00.63% Encargos Especiais 202969.98 / 168709.10 / 34260.88; 00.29% Trabalho 0.00 / 15870.32 / -15870.32; 00.28% Judiciária 0.00 / 15282.40 / -15282.40; 00.26% Saneamento 119790.82 / 105479.13 / 14311.69; 00.18% Assistência Social 617792.46 / 608000.41 / 9792.05; 00.12% Segurança Pública 1133.00 / 7933.69 / -6800.69; 00.06% Comunicações 0.00 / 3211.15 / -3211.15; 00.03% Indústria 0.00 / 1767.31 / -1767.31; 00.01% Direitos da Cidadania 527.45 / 133.15 / 394.30; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 26.33 / -26.33; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  7854.76;  0.99;  1.94;  1.96;  0.00;  -6598.81;  0.99;  1.13;  1.13
353000;  Mira Estrela - SP;  2988.0;  16978888.52; 14.16% Educação 3691079.73 / 2764545.08 / 926534.65; 13.59% Desporto e Lazer 1032356.68 / 143144.54 / 889212.14; 13.19% Saúde 3386208.52 / 2522728.76 / 863479.76; 13.17% Assistência Social 1401621.29 / 539428.81 / 862192.48; 12.79% Gestão Ambiental 897202.11 / 60337.27 / 836864.84; 10.98% Administração 2675468.81 / 1956606.55 / 718862.26; 06.73% Transporte 788459.00 / 347798.84 / 440660.16; 04.40% Previdência Social 587515.65 / 299613.00 / 287902.65; 01.89% Encargos Especiais 300138.08 / 176451.11 / 123686.97; 01.57% Legislativa 535637.75 / 433152.16 / 102485.59; 01.46% Despesas (Intraorçamentárias) 0.00 / 95376.16 / -95376.16; 01.33% Urbanismo 1081181.33 / 994443.72 / 86737.61; 01.26% Saneamento 0.00 / 82686.23 / -82686.23; 00.91% Agricultura 380261.16 / 320661.48 / 59599.68; 00.57% Comércio e Serviços 2000.00 / 39249.33 / -37249.33; 00.56% Cultura 189230.35 / 152525.11 / 36705.24; 00.46% Indústria 30528.06 / 155.60 / 30372.46; 00.35% Energia 0.00 / 22582.21 / -22582.21; 00.19% Habitação 0.00 / 12215.30 / -12215.30; 00.13% Trabalho 0.00 / 8722.96 / -8722.96; 00.13% Segurança Pública 0.00 / 8683.60 / -8683.60; 00.13% Judiciária 0.00 / 8737.52 / -8737.52; 00.05% Comunicações 0.00 / 2957.85 / -2957.85; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 133.15 / -133.15; 00.00% Defesa Nacional 0.00 / 26.33 / -26.33; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  7062.58;  1.00;  2.03;  2.05;  0.00;  -7636.50;  0.59;  1.07;  1.07
