#Codigo; Cidade; População; Despesas (Exceto Intraorçamentárias); Top 1 Prefeitura / Vizinhos / Diferenca; Top 2 Prefeitura / Vizinhos / Diferenca; Top 3 Prefeitura / Vizinhos / Diferenca; Top 4 Prefeitura / Vizinhos / Diferenca; Top 5 Prefeitura / Vizinhos / Diferenca; Top 6 Prefeitura / Vizinhos / Diferenca; Top 7 Prefeitura / Vizinhos / Diferenca; Top 8 Prefeitura / Vizinhos / Diferenca; Top 9 Prefeitura / Vizinhos / Diferenca; Top 10 Prefeitura / Vizinhos / Diferenca; Top 11 Prefeitura / Vizinhos / Diferenca; Top 12 Prefeitura / Vizinhos / Diferenca; Top 13 Prefeitura / Vizinhos / Diferenca; Top 14 Prefeitura / Vizinhos / Diferenca; Top 15 Prefeitura / Vizinhos / Diferenca; Top 16 Prefeitura / Vizinhos / Diferenca; Top 17 Prefeitura / Vizinhos / Diferenca; Top 18 Prefeitura / Vizinhos / Diferenca; Top 19 Prefeitura / Vizinhos / Diferenca; Top 20 Prefeitura / Vizinhos / Diferenca; Top 21 Prefeitura / Vizinhos / Diferenca; Top 22 Prefeitura / Vizinhos / Diferenca; Top 23 Prefeitura / Vizinhos / Diferenca; Top 24 Prefeitura / Vizinhos / Diferenca; Top 25 Prefeitura / Vizinhos / Diferenca; Top 26 Prefeitura / Vizinhos / Diferenca; Top 27 Prefeitura / Vizinhos / Diferenca; Top 28 Prefeitura / Vizinhos / Diferenca; Top 29 Prefeitura / Vizinhos / Diferenca; GAUSSIAN-MODEL_REL_NOR; SVM_REL_NOR; COP_REL_NOR; OPTICS_REL_NOR; LOF_REL_NOR; GAUSSIAN-MODEL_SUA_NOR; SVM_SUA_NOR; COP_SUA_NOR; OPTICS_SUA_NOR; LOF_SUA_NOR
510788;  Serra Nova Dourada - MT;  1492.0;  23388518.03; 51.36% Transporte 8371845.71 / 649926.55 / 7721919.16; 14.28% Saneamento 2187254.48 / 39844.05 / 2147410.43; 14.15% Educação 4144415.96 / 2017638.76 / 2126777.20; 07.78% Administração 3117885.53 / 1948837.62 / 1169047.91; 03.29% Agricultura 958258.92 / 464177.72 / 494081.20; 02.45% Urbanismo 596354.85 / 965172.46 / -368817.61; 01.60% Cultura 336385.06 / 95383.37 / 241001.69; 01.22% Previdência Social 0.00 / 183369.01 / -183369.01; 00.78% Legislativa 489384.18 / 371996.67 / 117387.51; 00.61% Trabalho 91768.20 / 311.93 / 91456.27; 00.57% Desporto e Lazer 43556.67 / 129954.22 / -86397.55; 00.43% Saúde 2391381.61 / 2326908.84 / 64472.77; 00.36% Encargos Especiais 56488.41 / 111086.54 / -54598.13; 00.28% Gestão Ambiental 0.00 / 41525.79 / -41525.79; 00.28% Despesas (Intraorçamentárias) 0.00 / 41646.65 / -41646.65; 00.28% Comunicações 46083.00 / 4321.09 / 41761.91; 00.10% Assistência Social 557455.45 / 572741.42 / -15285.97; 00.06% Energia 0.00 / 9712.39 / -9712.39; 00.03% Segurança Pública 0.00 / 4606.08 / -4606.08; 00.03% Habitação 0.00 / 3840.71 / -3840.71; 00.03% Comércio e Serviços 0.00 / 5200.94 / -5200.94; 00.02% Judiciária 0.00 / 3214.39 / -3214.39; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Indústria 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  265345.24;  1.00;  4.49;  4.53;  0.00;  -4784.32;  1.00;  1.16;  1.16
411650;  Nova Aliança do Ivaí - PR;  1509.0;  9756872.13; 21.33% Educação 2869269.20 / 2017638.76 / 851630.44; 14.65% Transporte 64948.46 / 649926.55 / -584978.09; 12.39% Administração 1454003.16 / 1948837.62 / -494834.46; 10.41% Agricultura 48705.48 / 464177.72 / -415472.24; 08.17% Habitação 330000.00 / 3840.71 / 326159.29; 07.72% Encargos Especiais 419534.31 / 111086.54 / 308447.77; 04.30% Legislativa 543669.44 / 371996.67 / 171672.77; 02.95% Desporto e Lazer 12027.96 / 129954.22 / -117926.26; 02.69% Saúde 2219537.13 / 2326908.84 / -107371.71; 02.56% Previdência Social 81040.18 / 183369.01 / -102328.83; 02.54% Urbanismo 863829.35 / 965172.46 / -101343.11; 02.46% Judiciária 101432.08 / 3214.39 / 98217.69; 01.88% Assistência Social 647770.92 / 572741.42 / 75029.50; 01.47% Cultura 36655.00 / 95383.37 / -58728.37; 01.04% Despesas (Intraorçamentárias) 0.00 / 41646.65 / -41646.65; 01.00% Saneamento 0.00 / 39844.05 / -39844.05; 00.87% Gestão Ambiental 6677.59 / 41525.79 / -34848.20; 00.66% Energia 36147.44 / 9712.39 / 26435.05; 00.54% Defesa Nacional 21624.43 / 0.00 / 21624.43; 00.13% Comércio e Serviços 0.00 / 5200.94 / -5200.94; 00.12% Segurança Pública 0.00 / 4606.08 / -4606.08; 00.11% Comunicações 0.00 / 4321.09 / -4321.09; 00.01% Trabalho 0.00 / 311.93 / -311.93; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Indústria 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  7450.06;  1.00;  2.16;  2.19;  0.00;  -2422.41;  0.70;  1.05;  1.05
312340;  Doresópolis - MG;  1512.0;  11529793.96; 32.76% Transporte 1674195.59 / 649926.55 / 1024269.04; 13.11% Educação 2427652.42 / 2017638.76 / 410013.66; 09.11% Urbanismo 680448.02 / 965172.46 / -284724.44; 08.63% Encargos Especiais 381051.64 / 111086.54 / 269965.10; 06.75% Legislativa 582908.57 / 371996.67 / 210911.90; 05.07% Energia 168373.94 / 9712.39 / 158661.55; 04.98% Agricultura 308617.99 / 464177.72 / -155559.73; 04.04% Administração 2075059.69 / 1948837.62 / 126222.07; 03.65% Desporto e Lazer 15823.45 / 129954.22 / -114130.77; 02.49% Assistência Social 495035.53 / 572741.42 / -77705.89; 02.11% Saneamento 105773.97 / 39844.05 / 65929.92; 01.51% Saúde 2279829.68 / 2326908.84 / -47079.16; 01.33% Gestão Ambiental 0.00 / 41525.79 / -41525.79; 01.33% Despesas (Intraorçamentárias) 0.00 / 41646.65 / -41646.65; 01.18% Cultura 132159.84 / 95383.37 / 36776.47; 00.83% Comércio e Serviços 31000.00 / 5200.94 / 25799.06; 00.64% Previdência Social 163513.63 / 183369.01 / -19855.38; 00.15% Segurança Pública 0.00 / 4606.08 / -4606.08; 00.13% Comunicações 8350.00 / 4321.09 / 4028.91; 00.12% Habitação 0.00 / 3840.71 / -3840.71; 00.10% Judiciária 0.00 / 3214.39 / -3214.39; 00.01% Trabalho 0.00 / 311.93 / -311.93; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Indústria 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  6509.58;  1.00;  1.75;  1.76;  0.00;  -4971.81;  0.18;  1.02;  1.02
172015;  São Félix do Tocantins - TO;  1532.0;  6953964.56; 17.77% Urbanismo 97245.57 / 953860.05 / -856614.48; 13.33% Educação 1337006.17 / 1979810.97 / -642804.80; 12.92% Transporte 0.00 / 623079.71 / -623079.71; 12.57% Saúde 1728331.78 / 2334225.06 / -605893.28; 09.62% Gestão Ambiental 502332.39 / 38757.41 / 463574.98; 09.46% Administração 1521435.32 / 1977602.79 / -456167.47; 06.75% Agricultura 131668.82 / 457135.98 / -325467.16; 03.55% Previdência Social 0.00 / 171144.41 / -171144.41; 02.79% Direitos da Cidadania 134314.57 / 0.00 / 134314.57; 02.59% Comércio e Serviços 143350.68 / 18514.34 / 124836.34; 02.55% Desporto e Lazer 800.00 / 123779.88 / -122979.88; 01.62% Cultura 178303.00 / 100009.81 / 78293.19; 01.21% Legislativa 435306.73 / 376942.82 / 58363.91; 01.17% Assistência Social 633842.03 / 577247.02 / 56595.01; 00.81% Despesas (Intraorçamentárias) 0.00 / 38870.21 / -38870.21; 00.77% Saneamento 0.00 / 37255.78 / -37255.78; 00.19% Energia 0.00 / 9064.90 / -9064.90; 00.09% Segurança Pública 190.02 / 4299.01 / -4108.99; 00.09% Habitação 0.00 / 4224.66 / -4224.66; 00.08% Comunicações 0.00 / 4033.02 / -4033.02; 00.06% Judiciária 0.00 / 3000.10 / -3000.10; 00.01% Trabalho 0.00 / 291.14 / -291.14; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Indústria 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Encargos Especiais 109837.48 / 109742.10 / 95.38; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  16186.92;  1.00;  2.63;  2.64;  0.00;  -4401.19;  1.00;  1.35;  1.35
431235;  Montauri - RS;  1562.0;  10817719.98; 21.53% Transporte 1837910.02 / 623079.71 / 1214830.31; 18.94% Agricultura 1525865.21 / 457135.98 / 1068729.23; 11.13% Saneamento 665128.34 / 37255.78 / 627872.56; 09.42% Administração 1446135.17 / 1977602.79 / -531467.62; 08.00% Urbanismo 502516.28 / 953860.05 / -451343.77; 07.26% Assistência Social 167724.91 / 577247.02 / -409522.11; 06.18% Educação 1631167.93 / 1979810.97 / -348643.04; 04.87% Indústria 274943.85 / 0.00 / 274943.85; 03.03% Previdência Social 0.00 / 171144.41 / -171144.41; 02.77% Legislativa 220801.64 / 376942.82 / -156141.18; 01.94% Encargos Especiais 0.00 / 109742.10 / -109742.10; 01.58% Saúde 2244901.04 / 2334225.06 / -89324.02; 01.02% Cultura 157308.36 / 100009.81 / 57298.55; 00.92% Desporto e Lazer 72001.85 / 123779.88 / -51778.03; 00.69% Despesas (Intraorçamentárias) 0.00 / 38870.21 / -38870.21; 00.26% Comunicações 18726.80 / 4033.02 / 14693.78; 00.25% Gestão Ambiental 24451.00 / 38757.41 / -14306.41; 00.08% Segurança Pública 0.00 / 4299.01 / -4299.01; 00.07% Habitação 0.00 / 4224.66 / -4224.66; 00.05% Judiciária 0.00 / 3000.10 / -3000.10; 00.01% Trabalho 0.00 / 291.14 / -291.14; 00.01% Comércio e Serviços 19337.58 / 18514.34 / 823.24; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Energia 8800.00 / 9064.90 / -264.90; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  18464.30;  1.00;  1.68;  1.70;  0.00;  -2586.53;  1.00;  1.18;  1.18
430485;  Carlos Gomes - RS;  1588.0;  10300602.98; 19.74% Educação 2791239.41 / 1937746.76 / 853492.65; 18.56% Urbanismo 91810.34 / 894243.80 / -802433.46; 15.31% Administração 1409650.82 / 2071809.55 / -662158.73; 13.28% Agricultura 1024428.34 / 450341.78 / 574086.56; 08.07% Transporte 942427.94 / 593653.77 / 348774.17; 04.17% Saúde 2466657.33 / 2286488.72 / 180168.61; 03.54% Previdência Social 8688.00 / 161944.19 / -153256.19; 03.14% Assistência Social 409564.61 / 545319.02 / -135754.41; 02.60% Cultura 221568.66 / 109108.17 / 112460.49; 02.33% Desporto e Lazer 15072.56 / 116043.63 / -100971.07; 01.80% Encargos Especiais 180925.10 / 102883.22 / 78041.88; 01.79% Legislativa 441025.19 / 363792.75 / 77232.44; 01.09% Indústria 47325.18 / 0.00 / 47325.18; 00.84% Despesas (Intraorçamentárias) 0.00 / 36440.82 / -36440.82; 00.82% Energia 48619.63 / 12962.20 / 35657.43; 00.75% Ciência e Tecnologia 32302.95 / 0.00 / 32302.95; 00.73% Trabalho 31905.05 / 272.94 / 31632.11; 00.72% Saneamento 74089.08 / 42949.84 / 31139.24; 00.40% Comércio e Serviços 0.00 / 17357.20 / -17357.20; 00.08% Habitação 7458.18 / 3960.62 / 3497.56; 00.08% Comunicações 175.00 / 3799.83 / -3624.83; 00.07% Segurança Pública 6859.85 / 4030.32 / 2829.53; 00.07% Judiciária 0.00 / 2812.60 / -2812.60; 00.02% Gestão Ambiental 48809.76 / 49720.75 / -910.99; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00;  0.00;  1611.20;  1.00;  1.72;  1.74;  0.00;  -4892.59;  0.53;  1.26;  1.27
420535;  Flor do Sertão - SC;  1603.0;  11443986.42; 28.30% Transporte 1912336.40 / 653968.23 / 1258368.17; 12.40% Administração 1505349.85 / 2056776.20 / -551426.35; 12.03% Urbanismo 312081.14 / 846958.92 / -534877.78; 09.50% Saúde 2711302.33 / 2288729.40 / 422572.93; 09.44% Educação 2364441.04 / 1944809.51 / 419631.53; 06.75% Indústria 299963.37 / 0.00 / 299963.37; 06.21% Agricultura 780859.79 / 504675.51 / 276184.28; 03.67% Assistência Social 700631.49 / 537325.07 / 163306.42; 03.43% Previdência Social 0.00 / 152418.06 / -152418.06; 01.76% Legislativa 447153.85 / 368919.58 / 78234.27; 01.53% Habitação 75650.85 / 7435.13 / 68215.72; 01.05% Gestão Ambiental 0.00 / 46796.00 / -46796.00; 00.96% Cultura 63127.52 / 105667.00 / -42539.48; 00.77% Despesas (Intraorçamentárias) 0.00 / 34297.24 / -34297.24; 00.57% Saneamento 24751.10 / 50251.23 / -25500.13; 00.42% Energia 0.00 / 18477.74 / -18477.74; 00.37% Comércio e Serviços 0.00 / 16336.19 / -16336.19; 00.22% Segurança Pública 14274.07 / 4709.00 / 9565.07; 00.18% Encargos Especiais 104824.41 / 96831.26 / 7993.15; 00.18% Desporto e Lazer 117475.61 / 109687.54 / 7788.07; 00.13% Comunicações 9763.60 / 3865.57 / 5898.03; 00.06% Trabalho 0.00 / 2819.24 / -2819.24; 00.06% Judiciária 0.00 / 2647.15 / -2647.15; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Direitos da Cidadania 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  9227.86;  0.26;  1.58;  1.58;  0.00;  -4942.59;  0.12;  1.06;  1.06
316480;  São Sebastião do Rio Preto - MG;  1611.0;  9125370.81; 27.76% Administração 929770.02 / 2072883.26 / -1143113.24; 09.11% Agricultura 108699.57 / 483845.33 / -375145.76; 08.04% Educação 1567276.04 / 1898142.92 / -330866.88; 07.87% Encargos Especiais 420448.48 / 96180.47 / 324268.01; 07.76% Urbanismo 1156445.95 / 836976.62 / 319469.33; 07.68% Previdência Social 493590.05 / 177299.09 / 316290.96; 06.12% Saúde 2527813.57 / 2275929.51 / 251884.06; 05.87% Assistência Social 272857.77 / 514630.29 / -241772.52; 04.21% Transporte 480371.96 / 653651.97 / -173280.01; 03.43% Cultura 242091.09 / 100719.38 / 141371.71; 03.13% Legislativa 511427.20 / 382340.62 / 129086.58; 02.34% Comunicações 100211.61 / 3650.82 / 96560.79; 01.16% Energia 65062.69 / 17451.20 / 47611.49; 01.01% Gestão Ambiental 6689.23 / 48308.76 / -41619.53; 01.00% Judiciária 43524.17 / 2500.09 / 41024.08; 00.92% Saneamento 85152.31 / 47459.50 / 37692.81; 00.79% Despesas (Intraorçamentárias) 0.00 / 32391.84 / -32391.84; 00.57% Desporto e Lazer 88732.67 / 112221.85 / -23489.18; 00.50% Segurança Pública 25206.43 / 4447.39 / 20759.04; 00.37% Comércio e Serviços 0.00 / 15428.62 / -15428.62; 00.17% Habitação 0.00 / 7022.07 / -7022.07; 00.07% Direitos da Cidadania 0.00 / 2883.56 / -2883.56; 00.06% Trabalho 0.00 / 2662.61 / -2662.61; 00.05% Indústria 0.00 / 2060.89 / -2060.89; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  16235.26;  1.00;  2.02;  2.06;  0.00;  -4269.38;  0.22;  1.02;  1.02
432360;  Vista Alegre do Prata - RS;  1613.0;  12609756.89; 31.18% Transporte 2181305.00 / 653651.97 / 1527653.03; 10.54% Educação 1381789.21 / 1898142.92 / -516353.71; 08.02% Agricultura 876705.95 / 483845.33 / 392860.62; 07.99% Saúde 2667633.96 / 2275929.51 / 391704.45; 07.77% Encargos Especiais 476873.25 / 96180.47 / 380692.78; 07.73% Desporto e Lazer 491109.33 / 112221.85 / 378887.48; 06.64% Administração 2398435.04 / 2072883.26 / 325551.78; 05.59% Saneamento 321568.91 / 47459.50 / 274109.41; 03.40% Assistência Social 348247.04 / 514630.29 / -166383.25; 03.20% Indústria 158936.40 / 2060.89 / 156875.51; 02.46% Legislativa 261866.10 / 382340.62 / -120474.52; 01.57% Urbanismo 759969.66 / 836976.62 / -77006.96; 00.67% Previdência Social 144367.34 / 177299.09 / -32931.75; 00.66% Despesas (Intraorçamentárias) 0.00 / 32391.84 / -32391.84; 00.64% Gestão Ambiental 16923.54 / 48308.76 / -31385.22; 00.63% Habitação 37850.31 / 7022.07 / 30828.24; 00.41% Cultura 80745.67 / 100719.38 / -19973.71; 00.36% Energia 0.00 / 17451.20 / -17451.20; 00.25% Comércio e Serviços 3030.18 / 15428.62 / -12398.44; 00.07% Comunicações 0.00 / 3650.82 / -3650.82; 00.06% Direitos da Cidadania 0.00 / 2883.56 / -2883.56; 00.05% Trabalho 0.00 / 2662.61 / -2662.61; 00.05% Judiciária 0.00 / 2500.09 / -2500.09; 00.04% Segurança Pública 2400.00 / 4447.39 / -2047.39; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  7430.65;  1.00;  1.56;  1.59;  0.00;  -7008.70;  0.99;  1.02;  1.02
522005;  São João da Paraúna - GO;  1623.0;  13464758.14; 15.57% Saúde 3086013.39 / 2311587.93 / 774425.46; 14.99% Administração 2806152.81 / 2060815.11 / 745337.70; 09.97% Habitação 509474.59 / 13710.38 / 495764.21; 08.89% Educação 2350120.77 / 1907943.05 / 442177.72; 06.20% Assistência Social 836091.11 / 527901.42 / 308189.69; 06.12% Legislativa 693613.97 / 389463.46 / 304150.51; 05.37% Desporto e Lazer 386841.81 / 119734.20 / 267107.61; 04.04% Transporte 848772.10 / 647846.57 / 200925.53; 03.90% Previdência Social 0.00 / 194146.56 / -194146.56; 03.73% Agricultura 292416.43 / 477776.11 / -185359.68; 03.38% Urbanismo 1007315.23 / 839152.07 / 168163.16; 02.95% Comércio e Serviços 161552.10 / 14616.59 / 146935.51; 02.57% Indústria 130000.00 / 1952.43 / 128047.57; 02.41% Trabalho 122174.35 / 2522.48 / 119651.87; 01.92% Cultura 0.00 / 95454.15 / -95454.15; 01.83% Encargos Especiais 0.00 / 91118.87 / -91118.87; 01.63% Judiciária 83254.60 / 2368.50 / 80886.10; 01.25% Despesas (Intraorçamentárias) 0.00 / 62163.07 / -62163.07; 01.19% Energia 75701.68 / 16532.72 / 59168.96; 00.92% Gestão Ambiental 0.00 / 45766.19 / -45766.19; 00.79% Segurança Pública 43331.00 / 4213.31 / 39117.69; 00.26% Saneamento 31932.20 / 44961.63 / -13029.43; 00.07% Comunicações 0.00 / 3458.67 / -3458.67; 00.05% Direitos da Cidadania 0.00 / 2731.79 / -2731.79; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  17310.15;  1.00;  2.00;  2.02;  0.00;  -2358.17;  1.00;  1.33;  1.34
431127;  Lagoa dos Três Cantos - RS;  1649.0;  11630327.85; 24.29% Transporte 1701846.10 / 647846.57 / 1053999.53; 15.52% Agricultura 1151323.22 / 477776.11 / 673547.11; 12.54% Despesas (Intraorçamentárias) 606470.60 / 62163.07 / 544307.53; 09.39% Administração 1653189.33 / 2060815.11 / -407625.78; 07.13% Educação 1598621.89 / 1907943.05 / -309321.16; 05.88% Previdência Social 449116.20 / 194146.56 / 254969.64; 04.34% Encargos Especiais 279324.93 / 91118.87 / 188206.06; 03.74% Comércio e Serviços 176933.77 / 14616.59 / 162317.18; 03.55% Urbanismo 993007.13 / 839152.07 / 153855.06; 02.96% Assistência Social 399377.08 / 527901.42 / -128524.34; 02.57% Cultura 206982.35 / 95454.15 / 111528.20; 02.20% Energia 112176.63 / 16532.72 / 95643.91; 01.41% Legislativa 328439.09 / 389463.46 / -61024.37; 01.29% Saúde 2367475.13 / 2311587.93 / 55887.20; 01.04% Saneamento 0.00 / 44961.63 / -44961.63; 00.89% Gestão Ambiental 84546.56 / 45766.19 / 38780.37; 00.37% Indústria 18204.00 / 1952.43 / 16251.57; 00.32% Habitação 0.00 / 13710.38 / -13710.38; 00.23% Desporto e Lazer 109764.44 / 119734.20 / -9969.76; 00.10% Segurança Pública 0.00 / 4213.31 / -4213.31; 00.08% Comunicações 0.00 / 3458.67 / -3458.67; 00.06% Trabalho 0.00 / 2522.48 / -2522.48; 00.06% Direitos da Cidadania 0.00 / 2731.79 / -2731.79; 00.05% Judiciária 0.00 / 2368.50 / -2368.50; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 0.00 / 0.00; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  1948.87;  1.00;  1.54;  1.54;  0.00;  -4954.16;  0.84;  1.12;  1.12
421390;  Presidente Castello Branco - SC;  1670.0;  12125564.99; 33.31% Agricultura 1974985.26 / 469139.10 / 1505846.16; 27.80% Transporte 1912444.63 / 655531.50 / 1256913.13; 06.94% Administração 1823798.99 / 2137524.85 / -313725.86; 06.38% Comércio e Serviços 301214.91 / 12741.98 / 288472.93; 05.02% Previdência Social 0.00 / 226851.57 / -226851.57; 02.81% Educação 2018049.61 / 1891135.48 / 126914.13; 02.79% Habitação 147078.63 / 20915.35 / 126163.28; 02.63% Encargos Especiais 0.00 / 118712.86 / -118712.86; 02.56% Urbanismo 598687.79 / 714468.26 / -115780.47; 02.33% Despesas (Intraorçamentárias) 0.00 / 105314.19 / -105314.19; 01.64% Saúde 2304195.33 / 2378533.63 / -74338.30; 01.19% Assistência Social 442013.73 / 495665.19 / -53651.46; 01.16% Saneamento 0.00 / 52488.18 / -52488.18; 01.00% Desporto e Lazer 77624.21 / 122752.77 / -45128.56; 00.79% Legislativa 377135.71 / 412726.49 / -35590.78; 00.53% Gestão Ambiental 10764.90 / 34647.32 / -23882.42; 00.40% Energia 0.00 / 18259.07 / -18259.07; 00.34% Cultura 119721.26 / 135224.28 / -15503.02; 00.18% Direitos da Cidadania 10770.86 / 2595.20 / 8175.66; 00.08% Indústria 0.00 / 3754.81 / -3754.81; 00.05% Trabalho 0.00 / 2396.35 / -2396.35; 00.05% Segurança Pública 7079.17 / 9216.52 / -2137.35; 00.02% Comunicações 0.00 / 763.25 / -763.25; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Judiciária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 148.92 / -148.92; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  13288.51;  1.00;  1.61;  1.62;  0.00;  -5729.64;  1.00;  1.25;  1.25
420895;  Jardinópolis - SC;  1697.0;  11073016.97; 20.81% Agricultura 1306212.77 / 485254.97 / 820957.80; 16.52% Administração 1454747.43 / 2106412.29 / -651664.86; 11.63% Transporte 1096874.20 / 638246.44 / 458627.76; 07.45% Encargos Especiais 406908.65 / 113096.01 / 293812.64; 07.20% Indústria 287828.12 / 3754.81 / 284073.31; 06.94% Desporto e Lazer 389996.39 / 116085.75 / 273910.64; 05.68% Urbanismo 965644.09 / 741750.79 / 223893.30; 05.57% Previdência Social 0.00 / 219920.99 / -219920.99; 04.83% Saúde 2141445.10 / 2332136.67 / -190691.57; 03.67% Legislativa 267348.84 / 412008.25 / -144659.41; 02.67% Despesas (Intraorçamentárias) 0.00 / 105314.19 / -105314.19; 02.24% Assistência Social 568103.65 / 479798.81 / 88304.84; 01.20% Cultura 95210.64 / 142391.75 / -47181.11; 01.15% Saneamento 97770.28 / 52488.18 / 45282.10; 00.88% Gestão Ambiental 0.00 / 34622.08 / -34622.08; 00.52% Habitação 41500.00 / 20915.35 / 20584.65; 00.46% Energia 0.00 / 18259.07 / -18259.07; 00.32% Comércio e Serviços 0.00 / 12741.98 / -12741.98; 00.07% Segurança Pública 12109.86 / 9216.52 / 2893.34; 00.07% Direitos da Cidadania 0.00 / 2595.20 / -2595.20; 00.06% Trabalho 0.00 / 2396.35 / -2396.35; 00.04% Educação 1941316.95 / 1939808.89 / 1508.06; 00.02% Comunicações 0.00 / 763.25 / -763.25; 00.00% Relações Exteriores 0.00 / 0.00 / 0.00; 00.00% Organização Agrária 0.00 / 0.00 / 0.00; 00.00% Judiciária 0.00 / 0.00 / 0.00; 00.00% Essencial à Justiça 0.00 / 0.00 / 0.00; 00.00% Defesa Nacional 0.00 / 148.92 / -148.92; 00.00% Ciência e Tecnologia 0.00 / 0.00 / 0.00;  0.00;  7222.38;  0.62;  1.56;  1.56;  0.00;  -5116.21;  0.01;  1.04;  1.04
