#Codigo;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
230340;-0.25;-0.28;-0.15;0.03;-0.08;-0.32;-0.01;-0.90;-0.64;-0.74;-0.22;-0.05;0.39;-0.10;-0.49;-0.22;-0.26;-0.43;-0.10;-0.52;-0.04;-0.17;-0.25;-0.21;-0.44;-0.52;-0.57;-0.48;-0.31
314770;0.07;-0.28;-0.15;-0.46;-0.08;-0.19;-0.01;-0.61;1.88;-0.33;-0.22;-1.16;-0.52;-0.10;-0.29;-0.22;-0.32;-0.43;-0.10;-0.48;-0.04;-0.17;-0.26;-0.21;-0.44;0.19;-0.55;-0.29;0.73
260580;-0.30;-0.28;-0.15;-0.69;-0.08;-0.32;-0.01;-0.46;-0.08;-0.89;-0.22;-0.78;0.67;-0.10;-0.45;-0.22;-0.40;-0.40;-0.10;-0.04;-0.04;-0.17;-0.26;0.08;-0.44;-0.53;-0.53;-0.53;-0.31
521377;0.85;0.20;-0.15;0.47;-0.08;-0.23;-0.01;1.51;-0.64;0.17;-0.22;1.00;-0.73;-0.10;-0.54;-0.22;-0.41;-0.21;-0.10;-0.24;-0.04;-0.17;-0.26;-0.21;-0.44;0.34;-0.65;-0.81;-0.31
250380;0.12;-0.28;-0.15;-0.48;-0.08;-0.32;-0.01;0.27;0.16;-0.59;-0.22;-0.23;0.49;-0.10;-0.40;-0.22;-0.38;-0.44;-0.10;0.23;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.12;0.30;0.13
313880;-0.35;-0.28;-0.15;-0.63;-0.08;-0.08;-0.01;-0.36;-0.38;-0.36;-0.03;-1.13;0.12;-0.10;-0.39;0.01;1.32;0.03;-0.10;-0.37;-0.04;-0.17;-0.26;0.01;1.26;-0.23;-0.22;0.63;-0.31
270920;-0.50;-0.28;-0.15;-0.45;-0.08;0.79;-0.01;-0.35;-0.64;-1.21;-0.22;-0.37;-0.32;-0.10;-0.69;-0.22;-0.41;-0.41;-0.10;-0.51;-0.04;-0.01;-0.26;0.87;-0.44;-0.53;-0.53;-0.64;-0.31
310520;0.48;1.03;-0.15;-0.25;-0.08;-0.19;-0.01;1.52;1.46;-0.30;-0.22;-0.34;-0.11;-0.10;-0.07;-0.22;-0.37;0.01;-0.10;0.20;-0.04;-0.17;-0.26;0.44;-0.44;0.05;-0.16;-0.18;1.55
110080;-0.28;0.94;-0.15;-0.04;-0.08;-0.32;-0.01;-0.41;-0.64;-0.69;-0.22;-0.51;-0.64;-0.06;-0.83;-0.22;-0.41;-0.43;-0.10;-0.56;-0.04;-0.17;-0.26;-0.21;0.86;0.55;-0.63;-0.32;-0.31
430020;-1.21;-0.28;-0.15;-0.12;-0.08;-0.28;-0.01;-0.27;-0.64;0.12;-0.20;-0.42;0.23;-0.10;-0.19;0.17;-0.30;-0.41;-0.10;0.08;-0.04;-0.17;-0.25;-0.17;-0.44;0.78;-0.44;0.17;-0.31
293135;-0.54;-0.28;0.50;-0.15;-0.08;-0.32;-0.01;-0.65;-0.64;-0.63;-0.22;-0.67;-0.72;-0.10;-0.14;-0.12;-0.41;-0.23;-0.10;-0.43;-0.04;-0.17;-0.12;-0.21;-0.44;-0.53;-0.33;-0.39;-0.31
420080;0.03;-0.28;-0.15;-0.57;0.56;0.43;-0.01;-0.11;-0.64;0.74;-0.22;0.08;0.75;-0.10;0.25;-0.20;-0.33;-0.41;-0.10;0.77;-0.04;-0.17;-0.26;-0.21;-0.44;0.80;0.58;0.45;-0.31
420880;0.16;0.27;-0.15;-0.18;-0.08;-0.15;-0.01;-0.16;-0.64;-0.59;-0.22;-0.63;-0.37;-0.10;-0.41;-0.06;0.66;0.22;-0.10;-0.18;-0.04;0.03;-0.26;-0.21;-0.44;1.41;-0.11;-0.81;-0.31
411820;-1.21;-0.28;-0.15;0.43;-0.08;0.16;-0.01;-1.15;-0.63;-1.03;0.56;-0.56;-0.73;-0.10;-0.32;-0.22;-0.34;-0.40;-0.10;-0.56;-0.04;-0.17;-0.26;-0.14;-0.44;-0.53;-0.65;0.99;-0.31
316740;0.18;0.25;-0.15;-0.70;-0.08;-0.01;-0.01;-0.83;0.46;-0.61;-0.22;-0.21;0.14;-0.10;-0.30;-0.22;0.11;-0.44;-0.10;-0.44;-0.04;-0.08;-0.26;0.43;0.15;-0.03;-0.43;-0.31;-0.31
150570;-1.21;-0.28;-0.15;-0.43;-0.08;-0.31;-0.01;-0.77;-0.43;-1.16;-0.22;-0.10;-0.25;-0.10;-1.00;-0.22;-0.41;-0.40;-0.10;-0.33;-0.04;-0.17;-0.26;-0.21;-0.44;-0.42;-0.65;-0.81;-0.31
520455;1.18;-0.28;-0.15;0.27;-0.08;0.23;-0.01;0.87;0.82;-0.18;1.30;0.14;-0.70;-0.10;-0.06;-0.22;-0.41;0.60;-0.10;-0.17;-0.04;-0.17;-0.26;-0.21;-0.44;0.41;-0.42;-0.47;-0.31
310500;-0.01;0.36;-0.15;-0.51;-0.08;-0.32;-0.01;-0.66;0.27;-0.09;-0.22;-0.97;0.54;-0.10;-0.05;-0.22;-0.22;-0.36;-0.10;-0.41;-0.04;-0.12;-0.24;-0.21;-0.44;-0.24;-0.45;-0.05;-0.31
292390;-0.16;-0.28;0.28;-0.60;-0.08;-0.32;-0.01;-0.57;-0.64;-0.61;-0.22;-0.57;-0.73;-0.10;-0.33;-0.22;-0.09;-0.12;-0.10;-0.56;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;0.76;2.21;-0.31
431053;0.12;-0.28;-0.15;0.93;-0.08;-0.32;-0.01;-0.63;-0.64;-0.52;-0.22;0.79;-0.40;-0.10;-0.89;-0.22;-0.36;-0.38;-0.10;0.09;-0.04;-0.17;0.10;-0.21;-0.44;-0.53;-0.43;-0.81;-0.31
320360;1.04;-0.28;-0.15;0.20;-0.08;-0.32;-0.01;2.16;-0.31;1.56;-0.22;0.77;-0.64;-0.10;2.24;-0.22;-0.41;-0.07;-0.10;1.41;-0.04;-0.17;6.36;-0.21;-0.44;0.65;0.27;-0.49;-0.31
310480;0.72;-0.28;-0.15;0.00;-0.08;-0.32;-0.01;0.28;1.04;0.32;-0.22;0.12;1.60;-0.10;0.37;-0.22;-0.21;-0.43;-0.10;-0.28;-0.04;-0.17;-0.26;-0.21;-0.44;0.05;-0.61;-0.73;-0.31
211000;-1.21;-0.28;-0.15;-0.68;-0.08;-0.32;-0.01;-0.75;-0.54;-0.97;-0.22;-0.20;-0.73;-0.10;-0.87;-0.22;-0.31;-0.44;-0.10;-0.52;-0.04;-0.17;-0.26;-0.21;-0.44;-0.26;-0.54;-0.54;-0.31
431112;0.30;-0.28;-0.15;1.61;-0.08;0.15;-0.01;-1.07;-0.64;1.54;-0.22;-0.07;-0.73;-0.10;-0.56;-0.22;-0.41;-0.44;-0.10;-0.42;-0.04;-0.17;0.33;-0.21;-0.44;-0.53;-0.47;0.06;1.82
312965;0.19;0.43;-0.15;-0.67;-0.08;-0.32;-0.01;-0.52;-0.64;-0.16;-0.22;0.07;0.92;-0.10;0.19;0.44;0.29;-0.44;-0.10;-0.42;-0.04;-0.17;-0.26;1.00;-0.44;0.30;0.42;-0.64;-0.31
520570;2.23;-0.28;-0.15;0.90;-0.08;0.05;-0.01;0.82;1.62;1.41;-0.22;-0.02;2.94;-0.10;0.10;-0.22;-0.41;0.04;-0.10;0.02;-0.04;-0.17;-0.26;-0.21;-0.44;0.96;-0.47;-0.42;-0.31
313180;-1.21;0.00;-0.15;-0.85;1.00;-0.24;-0.01;0.02;0.23;-0.95;3.48;-1.07;0.45;-0.10;-0.10;0.40;-0.27;-0.44;-0.10;-0.28;-0.04;-0.17;-0.26;1.04;1.33;0.17;-0.45;-0.08;-0.31
420540;0.09;1.26;-0.15;1.13;-0.08;1.57;-0.01;-0.16;1.93;-0.31;1.17;-0.39;-0.07;-0.10;-0.48;1.06;0.21;-0.21;1.44;-0.57;-0.04;-0.17;0.16;-0.21;-0.44;-0.24;-0.60;0.39;0.21
313200;0.77;-0.28;0.25;0.07;-0.08;-0.32;-0.01;-0.03;-0.64;-0.11;-0.22;-0.26;1.84;-0.10;-0.55;-0.22;-0.41;0.44;-0.10;0.45;-0.04;-0.17;-0.15;-0.14;-0.39;0.10;-0.18;-0.56;-0.31
312015;0.03;0.56;-0.15;-0.23;-0.08;-0.10;-0.01;0.18;0.15;-0.54;-0.22;-0.20;-0.73;-0.10;-0.73;-0.22;-0.38;-0.34;-0.10;-0.16;-0.04;-0.17;0.23;-0.21;-0.44;-0.19;0.65;-0.29;-0.31
311760;1.30;-0.28;-0.15;0.44;-0.08;-0.11;-0.01;0.44;1.43;0.92;-0.22;-0.38;1.01;-0.10;0.84;-0.20;-0.02;0.41;-0.10;-0.49;-0.04;-0.13;-0.26;-0.21;-0.44;0.61;0.36;-0.56;-0.31
521405;0.64;-0.24;-0.15;0.88;-0.08;0.30;-0.01;1.35;-0.64;0.16;1.05;-0.06;-0.68;-0.10;0.37;-0.22;-0.11;-0.12;-0.10;0.39;-0.04;-0.17;0.18;0.14;-0.44;0.69;2.73;-0.81;-0.31
311630;-0.10;-0.28;-0.15;-0.75;-0.08;-0.18;-0.01;-0.71;0.19;-0.15;-0.22;-1.38;-0.52;-0.10;-0.30;-0.22;-0.29;-0.44;-0.10;-0.36;-0.04;-0.17;1.23;0.75;0.30;-0.22;-0.54;-0.23;-0.31
353205;0.57;-0.28;-0.15;0.06;-0.08;-0.32;-0.01;0.30;-0.64;1.83;-0.22;0.86;1.18;-0.10;1.07;-0.22;-0.41;-0.44;-0.10;0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;0.27;-0.00;-0.31
421200;-0.17;-0.28;-0.15;-0.02;-0.08;1.16;-0.01;0.43;-0.64;0.04;-0.22;-0.20;0.57;0.02;-0.08;-0.14;-0.22;0.26;-0.10;0.71;-0.04;2.37;-0.26;-0.21;-0.44;0.37;0.31;-0.42;-0.31
521600;2.39;-0.19;-0.15;2.56;-0.08;0.52;-0.01;0.67;1.99;-1.10;-0.22;0.73;3.06;-0.10;-0.03;1.75;0.31;0.09;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;0.22;0.19;-0.50;-0.31
350420;0.34;-0.28;-0.15;-0.27;-0.08;-0.32;-0.01;-0.40;-0.41;0.49;-0.22;-0.43;-0.45;-0.10;-0.21;-0.22;-0.41;-0.39;-0.10;0.06;-0.04;-0.17;-0.26;-0.21;1.34;-0.46;-0.19;0.34;-0.31
230270;-0.42;-0.28;-0.15;0.20;-0.08;-0.32;-0.01;-0.76;-0.64;-0.92;-0.22;-0.37;-0.20;-0.10;-0.66;-0.22;-0.41;-0.44;-0.10;-0.56;-0.04;-0.17;-0.26;-0.21;-0.44;-0.02;-0.26;-0.81;-0.31
311570;-1.21;-0.28;-0.15;0.43;-0.08;-0.32;-0.01;-0.59;-0.59;0.05;-0.22;-1.42;0.10;-0.10;-0.56;-0.22;-0.41;0.34;-0.10;-0.37;-0.04;-0.17;-0.26;-0.21;1.41;-0.44;-0.25;-0.81;-0.31
312630;0.95;-0.28;-0.15;1.54;-0.08;-0.32;-0.01;-0.46;3.03;1.15;-0.22;-0.48;-0.64;1.11;-0.73;-0.22;0.02;-0.44;-0.10;-0.57;1.25;-0.17;-0.26;-0.21;-0.44;-0.53;-0.34;-0.81;-0.31
420360;-0.26;-0.28;-0.15;-0.65;-0.08;0.47;-0.01;-0.35;-0.64;0.02;0.43;0.67;1.80;0.34;-0.08;0.03;1.74;-0.18;0.10;-0.25;-0.04;0.37;-0.22;-0.21;2.06;0.72;-0.10;2.31;-0.31
316280;-0.16;-0.04;-0.15;-0.64;-0.08;-0.19;-0.01;-0.71;0.15;-0.08;-0.22;-0.86;-0.27;-0.10;-0.71;-0.22;-0.10;-0.32;-0.10;-0.50;-0.04;-0.17;-0.26;-0.12;1.27;0.23;-0.31;-0.33;-0.31
313470;-0.23;-0.28;1.09;-0.73;-0.08;-0.03;-0.01;-0.47;-0.01;0.01;-0.22;-0.80;-0.62;-0.10;-0.16;-0.22;-0.18;-0.44;-0.10;-0.48;-0.04;-0.17;-0.26;0.05;-0.44;-0.20;-0.53;0.08;-0.31
522200;-0.16;-0.28;0.77;-0.46;-0.08;-0.02;-0.01;0.05;1.67;-0.42;-0.22;0.19;-0.73;-0.10;-0.63;-0.22;-0.22;-0.23;-0.10;-0.33;-0.04;-0.17;-0.26;-0.21;-0.44;0.66;-0.02;0.12;-0.31
521280;0.20;0.23;-0.15;-0.09;-0.08;0.24;-0.01;-0.03;-0.64;-0.48;-0.22;-0.84;-0.73;-0.10;-1.10;-0.22;-0.41;-0.19;-0.10;-0.35;-0.04;-0.17;-0.26;-0.18;1.53;-0.05;-0.31;2.50;-0.31
350330;-0.63;-0.28;0.55;-0.51;-0.08;4.97;-0.01;-0.20;2.86;-0.01;0.16;-0.16;-0.20;-0.10;0.45;-0.22;1.98;-0.38;-0.10;-0.51;-0.04;-0.17;-0.26;-0.21;-0.44;0.22;-0.26;1.28;-0.13
315415;0.15;0.19;-0.02;-0.79;-0.08;-0.22;-0.01;-0.42;-0.61;-0.35;0.84;-0.45;-0.49;-0.10;-0.18;-0.22;0.73;-0.40;-0.10;-0.47;-0.04;-0.17;-0.26;-0.11;1.27;-0.15;-0.52;-0.67;-0.28
421187;1.80;-0.28;-0.15;1.88;-0.08;0.64;-0.01;3.37;-0.64;3.60;-0.22;1.80;-0.09;-0.10;1.64;-0.22;-0.31;-0.44;-0.10;4.40;-0.04;-0.17;-0.26;-0.21;0.30;4.51;1.23;2.35;-0.31
420555;2.08;-0.28;-0.15;0.77;-0.08;0.09;-0.01;1.24;-0.64;1.35;-0.22;1.48;-0.65;-0.10;-0.72;-0.22;-0.40;-0.44;-0.10;1.55;-0.04;-0.17;-0.03;-0.21;0.41;6.26;0.22;-0.79;-0.31
411110;0.04;-0.28;-0.15;0.37;3.01;-0.32;-0.01;-0.66;-0.64;0.30;9.39;-0.78;0.20;0.65;0.18;-0.22;-0.41;-0.44;-0.10;-0.35;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.28;-0.81;-0.31
241390;-0.28;-0.28;-0.15;-0.60;-0.08;-0.32;-0.01;-0.48;-0.64;-0.34;-0.22;-0.48;-0.73;-0.10;-0.35;-0.22;-0.41;-0.44;-0.10;-0.32;-0.04;-0.17;-0.26;-0.21;-0.44;-0.48;-0.43;-0.81;-0.31
510895;0.16;0.52;-0.15;-0.41;-0.08;-0.32;-0.01;0.09;-0.09;-0.49;-0.22;-0.68;-0.08;-0.10;-0.95;-0.22;-0.39;-0.21;-0.10;-0.12;-0.04;-0.17;-0.26;0.05;0.23;1.92;0.21;-0.37;0.50
220010;-0.08;-0.28;-0.15;-0.11;-0.08;-0.32;-0.01;-0.18;0.27;0.16;-0.22;-0.80;-0.04;-0.10;-0.81;-0.22;-0.17;-0.44;-0.10;-0.50;-0.04;-0.17;-0.26;0.27;-0.26;-0.52;0.96;-0.81;-0.31
314740;-0.33;-0.28;-0.15;-0.83;-0.08;-0.15;-0.01;-0.46;1.21;-1.07;0.58;-0.94;-0.55;-0.10;-0.42;-0.22;-0.25;-0.36;-0.10;-0.42;-0.04;-0.17;-0.21;-0.06;-0.44;-0.29;-0.39;0.64;1.12
310205;0.40;1.34;-0.15;-0.17;-0.08;-0.09;-0.01;-0.67;0.12;0.09;-0.22;-0.17;-0.41;-0.10;-0.48;-0.22;-0.03;-0.44;-0.10;0.00;-0.04;-0.17;-0.20;0.35;-0.42;-0.42;-0.39;-0.33;-0.31
250915;0.01;-0.28;-0.15;-0.64;-0.08;-0.32;-0.01;-0.35;-0.48;-0.04;-0.22;0.37;-0.58;-0.10;0.27;1.32;-0.19;-0.04;-0.10;-0.53;-0.04;-0.17;-0.26;-0.21;0.70;-0.12;-0.46;-0.45;-0.31
221090;0.12;-0.28;-0.15;0.24;-0.08;-0.32;-0.01;-0.15;-0.64;0.17;-0.22;0.33;-0.25;-0.10;-0.70;-0.22;-0.29;-0.44;-0.10;-0.43;-0.04;-0.17;-0.26;-0.21;-0.30;-0.48;0.62;-0.81;-0.31
150380;-0.69;-0.28;-0.15;0.38;-0.08;-0.32;-0.01;-0.72;-0.64;-1.67;-0.22;-0.73;-0.73;-0.08;-0.83;-0.22;-0.41;-0.44;-0.10;-0.57;-0.04;-0.11;-0.26;-0.21;-0.44;-0.53;-0.65;-0.81;-0.31
310960;1.19;-0.28;-0.15;0.01;-0.08;-0.10;-0.01;-0.07;-0.64;0.85;-0.22;-0.28;-0.39;-0.10;-0.01;-0.22;0.49;-0.04;-0.10;-0.47;-0.04;-0.17;3.40;-0.21;-0.44;0.03;0.54;2.25;-0.31
354430;-0.06;5.28;-0.15;-0.77;-0.08;-0.32;-0.01;0.04;-0.64;-0.13;1.42;1.06;-0.37;-0.10;0.13;4.41;-0.41;-0.44;-0.10;-0.55;-0.04;-0.17;-0.26;-0.21;-0.44;-0.27;0.24;-0.81;-0.31
420490;0.06;-0.28;-0.15;-0.68;-0.08;-0.26;-0.01;-0.09;0.38;-0.13;-0.22;-0.96;-0.55;-0.10;0.22;-0.22;0.21;-0.38;-0.10;1.16;-0.04;0.31;0.09;-0.14;-0.44;0.53;2.20;-0.05;-0.31
292060;-1.21;3.69;-0.15;0.13;-0.08;-0.32;-0.01;-0.75;-0.64;-0.21;-0.22;-0.48;0.71;-0.10;-0.84;-0.13;-0.39;-0.44;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.45;-0.54;-0.29;-0.31
291300;-1.21;10.71;-0.15;2.48;-0.08;-0.32;-0.01;0.17;-0.64;3.15;-0.22;3.32;3.26;-0.10;-0.39;0.03;-0.36;-0.44;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.29;-0.35;0.62;-0.31
291910;-1.21;18.83;-0.15;5.21;-0.08;-0.32;-0.01;1.22;-0.64;7.04;-0.22;7.72;6.21;-0.10;0.14;0.21;-0.32;-0.44;-0.10;-0.57;-0.04;-0.17;-0.26;-0.21;-0.44;-0.12;-0.13;1.67;-0.31
430050;-0.00;-0.28;-0.15;0.41;-0.08;-0.32;-0.01;0.36;0.52;0.57;-0.22;0.06;0.91;-0.10;-1.10;-0.22;0.33;-0.11;-0.10;1.43;-0.04;0.18;-0.22;-0.21;1.21;2.86;0.94;-0.52;1.53
330023;1.67;-0.28;-0.15;1.94;-0.08;16.57;-0.01;-0.96;0.48;4.50;-0.22;3.57;0.41;-0.10;6.23;-0.05;-0.41;1.34;-0.10;-0.57;-0.04;-0.17;6.02;-0.21;-0.44;-0.38;0.03;-0.04;-0.31
110155;0.77;-0.28;-0.15;0.36;-0.08;-0.32;-0.01;-0.07;-0.64;0.18;-0.22;0.80;-0.73;-0.10;-0.28;-0.22;-0.41;-0.44;-0.10;0.16;-0.04;-0.17;-0.26;-0.21;2.56;-0.23;-0.48;-0.81;-0.31
520710;2.33;-0.28;-0.15;0.69;-0.08;-0.32;-0.01;1.38;1.16;3.12;1.82;0.20;-0.30;-0.10;-0.16;-0.22;-0.41;-0.44;-0.10;0.63;-0.04;-0.17;-0.26;-0.21;-0.44;1.01;-0.14;-0.46;-0.31
220590;0.04;-0.28;-0.15;-0.02;-0.08;-0.32;-0.01;-0.39;-0.12;-0.07;-0.22;0.11;0.43;-0.10;-0.05;-0.22;-0.41;-0.29;-0.10;-0.55;-0.04;-0.17;-0.26;-0.13;-0.11;-0.38;0.84;-0.47;-0.31
411100;-1.21;0.14;-0.15;-0.27;-0.08;-0.32;-0.01;-0.07;-0.64;-0.10;-0.22;-0.37;-0.68;-0.10;0.08;-0.22;-0.19;1.36;-0.10;-0.02;-0.04;-0.17;-0.26;-0.21;0.59;0.22;-0.61;-0.69;-0.31
311080;1.00;3.14;-0.15;-0.07;-0.08;-0.12;-0.01;0.01;2.47;0.72;-0.22;0.09;0.77;-0.10;0.80;1.67;-0.36;-0.44;-0.10;-0.28;-0.04;-0.17;-0.26;-0.21;-0.16;-0.32;-0.53;0.19;-0.31
420560;1.40;-0.28;-0.15;-0.01;-0.08;-0.10;-0.01;0.41;-0.64;1.80;-0.22;-0.08;3.25;-0.10;0.30;-0.22;-0.41;-0.41;-0.10;0.91;-0.04;0.18;-0.26;-0.21;-0.44;2.92;-0.15;1.84;-0.31
420240;-0.36;-0.28;1.67;-0.47;-0.08;1.53;-0.01;-0.45;2.23;1.08;0.05;-0.41;-0.48;-0.05;0.35;-0.11;2.12;-0.16;-0.10;-0.52;-0.04;-0.17;0.96;-0.21;-0.44;-0.50;-0.27;1.52;1.60
353215;3.09;-0.28;-0.15;1.23;-0.08;-0.32;-0.01;1.67;-0.64;2.66;4.21;2.04;-0.73;-0.10;1.84;-0.22;0.24;-0.44;-0.10;0.38;-0.04;-0.17;-0.26;-0.21;-0.44;0.20;-0.43;-0.81;-0.31
311000;-0.42;-0.28;1.20;-0.67;-0.08;0.08;-0.01;-0.39;-0.64;-0.79;-0.22;-1.13;-0.48;-0.10;0.17;0.21;1.15;0.03;-0.10;-0.55;-0.04;-0.17;-0.26;-0.21;-0.44;-0.53;-0.00;-0.72;-0.31
292920;8.38;-0.28;6.62;8.04;-0.08;-0.20;-0.01;6.97;2.99;4.84;0.68;6.76;7.33;-0.06;3.31;1.90;-0.13;0.07;-0.10;-0.52;-0.04;1.18;0.01;-0.21;4.91;-0.50;0.39;3.36;2.30
311290;-0.41;0.36;-0.15;-0.63;-0.08;-0.24;-0.01;-0.85;0.55;-0.82;0.48;-1.13;0.89;-0.10;-0.02;-0.22;-0.41;-0.13;-0.10;0.11;-0.04;-0.17;0.03;0.22;-0.44;-0.10;-0.55;-0.49;1.04
314840;0.29;1.79;-0.15;0.00;1.69;-0.17;-0.01;-0.02;1.43;-0.58;0.68;-0.23;0.54;-0.10;-0.62;0.03;-0.38;-0.44;-0.10;-0.42;-0.04;-0.17;-0.26;0.07;0.00;-0.45;-0.52;-0.81;-0.31
316060;1.28;4.22;-0.15;0.16;-0.08;-0.32;-0.01;0.04;1.77;1.57;-0.22;-0.12;0.05;-0.10;0.89;-0.22;-0.36;-0.42;-0.10;-0.32;-0.04;-0.17;-0.26;-0.21;2.69;0.12;1.47;-0.30;-0.31
270930;-0.61;-0.28;-0.15;-0.66;-0.08;-0.32;-0.01;-0.77;-0.64;-0.82;-0.22;-0.50;-0.60;-0.10;-0.53;-0.22;0.53;-0.39;-0.10;-0.53;-0.04;-0.13;-0.19;0.04;-0.44;-0.52;-0.62;-0.53;-0.31
220790;-1.21;-0.28;-0.15;-0.87;-0.08;-0.32;-0.01;-0.65;-0.03;-1.00;-0.07;-0.38;-0.36;-0.10;-0.75;-0.22;-0.39;-0.32;-0.10;-0.52;-0.04;-0.17;0.15;0.37;-0.13;-0.52;-0.42;-0.61;-0.31
410190;-1.21;-0.28;1.29;-0.49;-0.08;1.37;-0.01;-0.05;0.21;-0.12;0.72;-0.51;0.54;0.77;-0.38;-0.22;0.63;-0.15;-0.10;0.01;-0.04;-0.17;-0.07;-0.21;-0.44;-0.12;0.50;0.67;-0.31
351600;-0.44;-0.28;-0.15;-0.49;-0.08;-0.32;-0.01;0.03;0.48;-0.07;0.25;-0.85;0.61;-0.10;0.51;-0.22;-0.41;-0.24;-0.10;-0.37;-0.04;-0.17;-0.26;-0.21;-0.44;-0.33;0.30;-0.43;-0.31
510715;1.46;-0.28;-0.15;1.72;-0.08;-0.32;-0.01;1.81;0.15;0.77;-0.22;0.04;-0.13;-0.10;-1.03;-0.22;0.09;-0.32;-0.10;0.65;-0.04;-0.17;0.25;-0.21;-0.44;0.08;-0.16;-0.21;1.36
521525;0.90;-0.28;-0.15;0.10;-0.08;-0.32;-0.01;1.46;2.40;-0.04;-0.22;0.11;-0.60;-0.10;0.63;-0.22;-0.40;-0.44;-0.10;-0.35;-0.04;-0.17;-0.26;-0.21;-0.44;-0.45;-0.07;-0.30;-0.31
313830;1.26;-0.28;-0.15;0.77;1.74;-0.02;-0.01;0.13;2.77;0.83;-0.22;-1.40;-0.42;-0.10;0.21;-0.22;-0.37;-0.44;-0.10;-0.51;-0.04;-0.17;-0.26;0.48;1.60;-0.09;-0.57;0.82;-0.31
431100;-0.32;-0.28;-0.15;-0.65;-0.08;-0.32;-0.01;-0.51;0.28;-0.90;-0.14;-0.52;2.16;1.92;-0.29;-0.18;-0.30;1.17;-0.10;-0.10;-0.04;-0.17;0.11;-0.21;-0.44;-0.43;-0.35;-0.81;-0.31
351320;-0.54;-0.28;-0.15;-0.16;-0.08;-0.32;-0.01;-0.02;-0.64;0.28;-0.22;0.95;-0.17;-0.10;0.94;-0.22;0.67;-0.44;-0.10;-0.22;-0.04;-0.17;-0.26;-0.21;-0.44;-0.43;0.99;0.09;-0.31
421795;3.08;-0.28;-0.15;1.65;-0.08;0.00;-0.01;2.52;-0.64;2.73;-0.22;0.58;-0.50;-0.10;0.03;-0.22;-0.41;0.93;-0.10;4.56;-0.04;-0.17;-0.26;-0.21;-0.44;5.43;8.37;0.88;-0.31
314200;-0.32;0.80;-0.15;-0.82;0.51;-0.26;-0.01;-0.66;-0.64;-0.15;-0.22;-1.19;-0.33;-0.10;-0.43;-0.22;-0.37;-0.41;-0.10;-0.33;-0.04;-0.17;-0.26;-0.21;-0.44;-0.40;-0.48;1.09;-0.31
230500;-0.48;-0.28;-0.15;-0.50;-0.08;0.07;-0.01;-0.94;-0.64;-1.08;-0.22;0.03;0.04;-0.10;-0.14;-0.22;-0.35;-0.43;-0.10;-0.56;-0.04;-0.17;-0.12;-0.21;0.29;-0.50;-0.36;-0.66;-0.31
240460;-0.40;-0.28;-0.15;0.24;-0.08;-0.32;-0.01;0.27;-0.64;-0.44;-0.22;0.64;-0.71;-0.10;0.49;-0.22;-0.34;-0.44;-0.10;0.98;-0.04;-0.17;-0.26;-0.21;2.31;-0.39;0.51;-0.02;-0.31
312570;-0.00;-0.28;-0.15;-0.57;-0.08;-0.32;-0.01;-0.45;1.97;-0.67;-0.22;-0.64;-0.54;-0.10;-0.13;-0.18;-0.38;-0.20;-0.10;-0.47;-0.04;-0.17;0.05;-0.21;-0.15;-0.44;-0.46;0.88;-0.31
410640;-1.21;0.35;-0.15;-0.04;-0.08;-0.13;-0.01;-0.60;-0.64;-0.08;0.49;-1.03;-0.50;-0.10;-0.13;-0.22;-0.41;-0.44;-0.10;-0.29;-0.04;-0.15;0.29;-0.21;-0.44;-0.53;-0.33;-0.10;-0.31
522145;1.17;-0.28;-0.15;1.45;-0.08;-0.19;-0.01;2.46;-0.64;0.87;-0.22;0.29;-0.73;-0.10;0.44;-0.22;0.46;1.35;-0.10;-0.24;-0.04;-0.17;-0.26;-0.21;-0.44;-0.04;-0.57;-0.81;-0.31
251310;-0.38;-0.28;-0.15;-0.68;-0.08;-0.32;-0.01;-0.60;-0.64;-0.88;-0.22;0.27;-0.07;-0.10;-0.54;-0.22;-0.41;-0.44;-0.10;-0.43;-0.04;-0.17;-0.22;-0.21;-0.44;-0.53;-0.60;-0.02;-0.31
412370;-1.21;1.90;-0.15;-0.49;1.21;-0.32;-0.01;-0.35;-0.20;-0.10;-0.22;-0.87;-0.14;-0.10;0.88;-0.22;-0.41;-0.23;-0.10;-0.39;-0.04;-0.17;-0.25;-0.21;-0.44;0.07;-0.36;-0.66;-0.31
