110120;"RO";"MINISTRO ANDREAZZA";10333,00;R$ 465848,03;R$ 0,00;R$ 0,00;R$ 3061481,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 564970,49;R$ 0,00;R$ 2521642,23;R$ 139400,00;R$ 4317645,33;R$ 0,00;R$ 0,00;R$ 346184,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 503081,05;R$ 10651,29;R$ 0,00;R$ 0,00;R$ 49860,00;R$ 0,00;R$ 0,00;R$ 83466,93;R$ 124575,25
110130;"RO";"MIRANTE DA SERRA";12086,00;R$ 522005,96;R$ 0,00;R$ 0,00;R$ 1892479,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 419021,85;R$ 254597,73;R$ 2780141,20;R$ 0,00;R$ 4405192,72;R$ 38724,50;R$ 0,00;R$ 1148106,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 653374,04;R$ 0,00;R$ 0,00
110140;"RO";"MONTE NEGRO";12357,00;R$ 687886,08;R$ 0,00;R$ 0,00;R$ 4012478,36;R$ 0,00;R$ 0,00;R$ 0,00;R$ 561820,38;R$ 291367,45;R$ 3545018,47;R$ 0,00;R$ 6583290,22;R$ 27075,42;R$ 0,00;R$ 306218,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 284800,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 128158,54;R$ 1854874,13;R$ 41704,84;R$ 0,00
110143;"RO";"NOVA UNIAO";7750,00;R$ 337409,51;R$ 0,00;R$ 0,00;R$ 1626904,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 147234,93;R$ 0,00;R$ 1575426,92;R$ 0,00;R$ 3252221,38;R$ 20437,88;R$ 0,00;R$ 947743,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 828411,14;R$ 25115,04;R$ 255643,83
110145;"RO";"PARECIS";4583,00;R$ 320872,34;R$ 0,00;R$ 0,00;R$ 1920304,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 255539,65;R$ 0,00;R$ 1075482,95;R$ 0,00;R$ 1821935,84;R$ 0,00;R$ 0,00;R$ 70774,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 76028,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 125062,17;R$ 0,00;R$ 0,00
110146;"RO";"PIMENTEIRAS DO OESTE";2358,00;R$ 339157,77;R$ 0,00;R$ 0,00;R$ 2125908,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 213472,26;R$ 0,00;R$ 1050085,16;R$ 0,00;R$ 1245822,95;R$ 15753,99;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 585,00;R$ 419631,69;R$ 0,00;R$ 0,00
110147;"RO";"PRIMAVERA DE RONDONIA";3704,00;R$ 312020,94;R$ 0,00;R$ 0,00;R$ 1919945,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 346361,66;R$ 0,00;R$ 1467807,44;R$ 0,00;R$ 1611282,24;R$ 16442,54;R$ 0,00;R$ 400000,00;R$ 40000,00;R$ 75850,89;R$ 11075,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22862,10;R$ 60410,00;R$ 4951,05;R$ 0,00
110148;"RO";"SAO FELIPE D'OESTE";6286,00;R$ 322311,68;R$ 0,00;R$ 0,00;R$ 1775943,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 469311,20;R$ 0,00;R$ 1852558,66;R$ 0,00;R$ 2272890,64;R$ 2510,00;R$ 0,00;R$ 3942,80;R$ 0,00;R$ 197868,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 37219,17;R$ 214283,65;R$ 12503,16;R$ 0,00
110149;"RO";"SAO FRANCISCO DO GUAPORE";15710,00;R$ 785633,28;R$ 0,00;R$ 1182,50;R$ 3951582,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 261434,65;R$ 0,00;R$ 3126300,96;R$ 0,00;R$ 6363584,31;R$ 0,00;R$ 0,00;R$ 427449,64;R$ 40000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 325681,71;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 35546,98;R$ 857213,52;R$ 256872,24;R$ 0,00
110150;"RO";"SERINGUEIRAS";11757,00;R$ 533461,38;R$ 0,00;R$ 0,00;R$ 2017062,47;R$ 1043,00;R$ 0,00;R$ 0,00;R$ 391887,13;R$ 0,00;R$ 3056537,85;R$ 0,00;R$ 5396093,30;R$ 0,00;R$ 0,00;R$ 1170461,50;R$ 0,00;R$ 0,00;R$ 8348,82;R$ 0,00;R$ 492816,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 662030,02;R$ 216759,90;R$ 282625,44
110155;"RO";"TEIXEIROPOLIS";4919,00;R$ 310508,16;R$ 0,00;R$ 0,00;R$ 1212939,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 183660,57;R$ 0,00;R$ 1131614,58;R$ 0,00;R$ 2497134,88;R$ 0,00;R$ 17429,78;R$ 139034,80;R$ 0,00;R$ 75000,00;R$ 0,00;R$ 0,00;R$ 167358,57;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 667835,23;R$ 42677,27;R$ 0,00
