#"CodIBGE";"uf";"municipio";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais";"desp por função intra-orçamentária"
270340;"AL";"Jacaré dos Homens";5352;R$ 544119,93;R$ 0,00;R$ 0,00;R$ 2350005,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 447163,50;R$ 0,00;R$ 2645165,41;R$ 0,00;R$ 5252468,28;R$ 0,00;R$ 0,00;R$ 1867436,90;R$ 0,00;R$ 0,00;R$ 10480,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 32416,49;R$ 30150,33;R$ 132565,56;R$ 0,00
270350;"AL";"Jacuípe";6950;R$ 548222,70;R$ 58922,90;R$ 0,00;R$ 1278107,78;R$ 0,00;R$ 0,00;R$ 0,00;R$ 538465,61;R$ 734583,17;R$ 2332289,54;R$ 0,00;R$ 4763338,37;R$ 719000,00;R$ 0,00;R$ 1813551,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48288,99;R$ 0,00;R$ 0,00;R$ 23391,75;R$ 0,00;R$ 0,00;R$ 271050,98;R$ 0,00;R$ 204566,29;R$ 0,00
270370;"AL";"Jaramataia";5524;R$ 518654,37;R$ 0,00;R$ 0,00;R$ 1112077,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 645188,20;R$ 757374,55;R$ 2858334,63;R$ 0,00;R$ 5884210,23;R$ 311599,54;R$ 0,00;R$ 1599733,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 142713,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 82662,10;R$ 7193,01;R$ 244319,61;R$ 0,00
270380;"AL";"Joaquim Gomes";22853;R$ 1087825,77;R$ 0,00;R$ 0,00;R$ 5062286,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 947092,18;R$ 0,00;R$ 10066801,42;R$ 0,00;R$ 15000593,08;R$ 814296,64;R$ 0,00;R$ 1015126,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 241982,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200,00;R$ 129732,90;R$ 303673,43;R$ 0,00
270390;"AL";"Jundiá";4142;R$ 529158,91;R$ 0,00;R$ 0,00;R$ 2477212,64;R$ 0,00;R$ 0,00;R$ 0,00;R$ 582490,79;R$ 0,00;R$ 2546513,88;R$ 0,00;R$ 3479128,81;R$ 802620,00;R$ 0,00;R$ 657230,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 122799,05;R$ 0,00;R$ 0,00;R$ 0,00
270400;"AL";"Junqueiro";24173;R$ 1200000,00;R$ 332691,67;R$ 0,00;R$ 4173403,04;R$ 0,00;R$ 170675,77;R$ 0,00;R$ 1048824,96;R$ 2548228,12;R$ 10295665,19;R$ 0,00;R$ 19861755,07;R$ 507619,08;R$ 0,00;R$ 4601200,11;R$ 0,00;R$ 0,00;R$ 44549,57;R$ 0,00;R$ 327764,24;R$ 0,00;R$ 0,00;R$ 124710,69;R$ 0,00;R$ 0,00;R$ 598847,43;R$ 280198,03;R$ 148933,37;R$ 0,00
270420;"AL";"Limoeiro de Anadia";27069;R$ 1208489,96;R$ 0,00;R$ 0,00;R$ 5212431,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2699398,69;R$ 0,00;R$ 7328186,66;R$ 0,00;R$ 20162312,84;R$ 778039,74;R$ 0,00;R$ 4190512,17;R$ 279812,30;R$ 21794,32;R$ 0,00;R$ 0,00;R$ 1231007,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 322865,41;R$ 118422,54;R$ 37739,50;R$ 0,00
270430;"AL";"Maceió";953393;R$ 49428729,57;R$ 0,00;R$ 0,00;R$ 356358673,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 22125734,50;R$ 173335439,70;R$ 445202923,02;R$ 6344083,73;R$ 250193714,82;R$ 3604484,15;R$ 604981,47;R$ 54112535,22;R$ 8930252,52;R$ 122025258,96;R$ 2929456,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6300,00;R$ 10750000,00;R$ 0,00;R$ 0,00;R$ 556021,57;R$ 23683876,75;R$ 0,00
270440;"AL";"Major Isidoro";19087;R$ 984383,34;R$ 0,00;R$ 0,00;R$ 6258160,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 579214,69;R$ 3105260,18;R$ 7441837,01;R$ 0,00;R$ 12270213,23;R$ 725,50;R$ 0,00;R$ 3400180,86;R$ 0,00;R$ 42035,20;R$ 0,00;R$ 0,00;R$ 93358,19;R$ 0,00;R$ 0,00;R$ 2000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 418400,00;R$ 0,00;R$ 0,00
270460;"AL";"Maravilha";9981;R$ 721062,98;R$ 0,00;R$ 0,00;R$ 1729015,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 953937,51;R$ 1345674,18;R$ 3823396,67;R$ 0,00;R$ 11229919,86;R$ 443659,91;R$ 0,00;R$ 1519791,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 334461,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23952,50;R$ 160631,18;R$ 234383,40;R$ 0,00
270470;"AL";"Marechal Deodoro";47504;R$ 4312251,41;R$ 969771,93;R$ 17260,00;R$ 20235789,67;R$ 0,00;R$ 1280652,77;R$ 0,00;R$ 3426270,47;R$ 7348865,87;R$ 23991100,67;R$ 0,00;R$ 30932499,19;R$ 4992165,16;R$ 0,00;R$ 8918184,52;R$ 0,00;R$ 4837504,68;R$ 181915,83;R$ 0,00;R$ 9333,50;R$ 0,00;R$ 0,00;R$ 130626,77;R$ 0,00;R$ 0,00;R$ 158117,57;R$ 182596,52;R$ 1488721,75;R$ 0,00
270480;"AL";"Maribondo";13389;R$ 850286,13;R$ 0,00;R$ 0,00;R$ 2793846,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 736310,68;R$ 2109586,12;R$ 4579574,00;R$ 0,00;R$ 7235536,07;R$ 120918,26;R$ 0,00;R$ 1274780,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 501208,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 135965,27;R$ 102333,70;R$ 1015030,44;R$ 0,00
270500;"AL";"Mata Grande";24449;R$ 1199322,92;R$ 0,00;R$ 0,00;R$ 2303414,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3806750,20;R$ 2408275,99;R$ 8864851,18;R$ 0,00;R$ 22333561,12;R$ 593493,80;R$ 0,00;R$ 3607120,25;R$ 0,00;R$ 1097600,00;R$ 0,00;R$ 0,00;R$ 361031,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 21173,27;R$ 301983,22;R$ 0,00
270510;"AL";"Matriz de Camaragibe";23750;R$ 1196799,94;R$ 0,00;R$ 0,00;R$ 3374674,07;R$ 0,00;R$ 1613,10;R$ 0,00;R$ 1009698,88;R$ 2178722,40;R$ 7507159,63;R$ 0,00;R$ 15146351,70;R$ 9756,00;R$ 0,00;R$ 2981142,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8064,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1479304,48;R$ 942397,51;R$ 0,00
270520;"AL";"Messias";16292;R$ 1210890,27;R$ 0,00;R$ 0,00;R$ 5093097,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1212119,97;R$ 269447,67;R$ 5842760,66;R$ 56600,08;R$ 11081509,99;R$ 1121311,38;R$ 0,00;R$ 1022130,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 205800,00;R$ 68937,64;R$ 668880,82;R$ 0,00
270530;"AL";"Minador do Negrão";5251;R$ 542163,46;R$ 0,00;R$ 0,00;R$ 1642248,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 646970,20;R$ 1045979,82;R$ 2544507,92;R$ 0,00;R$ 4611885,44;R$ 0,00;R$ 0,00;R$ 1314089,04;R$ 0,00;R$ 0,00;R$ 4500,00;R$ 0,00;R$ 269236,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 218408,60;R$ 186720,52;R$ 593050,39;R$ 0,00
270550;"AL";"Murici";27030;R$ 1173454,95;R$ 0,00;R$ 0,00;R$ 3440960,78;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2705945,67;R$ 2491574,84;R$ 10619421,57;R$ 0,00;R$ 17423255,83;R$ 811405,56;R$ 0,00;R$ 4095233,49;R$ 31,55;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1323461,76;R$ 0,00;R$ 146334,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 54159,00;R$ 994819,64;R$ 626700,12;R$ 0,00
270560;"AL";"Novo Lino";12303;R$ 732752,71;R$ 0,00;R$ 0,00;R$ 4658981,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2126172,50;R$ 466114,04;R$ 4277785,72;R$ 0,00;R$ 8682820,73;R$ 203780,95;R$ 0,00;R$ 900544,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 113061,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 58230,60;R$ 8021,44;R$ 0,00;R$ 0,00
270570;"AL";"Olho d'Água das Flores";20460;R$ 1092441,23;R$ 0,00;R$ 0,00;R$ 3519393,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1001232,28;R$ 1117793,42;R$ 8482882,55;R$ 0,00;R$ 10941873,82;R$ 526003,66;R$ 0,00;R$ 2746768,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 389680,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 38800,00;R$ 116814,43;R$ 296576,24;R$ 0,00
270580;"AL";"Olho d'Água do Casado";8708;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20439221,68;R$ 0,00
270590;"AL";"Olho d'Água Grande";4967;R$ 529687,52;R$ 0,00;R$ 0,00;R$ 1739740,92;R$ 0,00;R$ 0,00;R$ 0,00;R$ 449385,90;R$ 0,00;R$ 2436910,18;R$ 0,00;R$ 4806306,14;R$ 279549,90;R$ 0,00;R$ 1904857,10;R$ 0,00;R$ 178510,90;R$ 0,00;R$ 0,00;R$ 568679,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 176309,54;R$ 10445,93;R$ 145032,51;R$ 0,00
270600;"AL";"Olivença";11150;R$ 688217,47;R$ 0,00;R$ 0,00;R$ 2081594,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 725923,41;R$ 0,00;R$ 3875060,43;R$ 0,00;R$ 9394012,09;R$ 4980,00;R$ 0,00;R$ 2984695,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 192820,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 82195,01;R$ 276857,00;R$ 123425,24;R$ 0,00
270610;"AL";"Ouro Branco";10953;R$ 696959,16;R$ 0,00;R$ 0,00;R$ 1349856,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 779181,65;R$ 335775,18;R$ 3922730,12;R$ 0,00;R$ 7652287,38;R$ 595982,63;R$ 0,00;R$ 3775183,62;R$ 0,00;R$ 332363,37;R$ 0,00;R$ 0,00;R$ 1944966,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 105632,69;R$ 317203,03;R$ 300549,35;R$ 0,00
270630;"AL";"Palmeira dos Índios";70738;R$ 2581220,35;R$ 286035,77;R$ 0,00;R$ 33568751,67;R$ 0,00;R$ 34264,74;R$ 0,00;R$ 1779108,86;R$ 0,00;R$ 34513743,09;R$ 0,00;R$ 33389736,11;R$ 1114277,15;R$ 0,00;R$ 2107749,29;R$ 30738,08;R$ 39974,17;R$ 72143,22;R$ 0,00;R$ 649106,78;R$ 0,00;R$ 0,00;R$ 4497,00;R$ 0,00;R$ 0,00;R$ 3100,00;R$ 960266,04;R$ 0,00;R$ 0,00
270640;"AL";"Pão de Açúcar";23651;R$ 1116575,43;R$ 0,00;R$ 0,00;R$ 4534625,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1671985,62;R$ 2537944,08;R$ 9643876,10;R$ 0,00;R$ 15256290,42;R$ 737245,11;R$ 0,00;R$ 3902539,64;R$ 560329,62;R$ 2092369,72;R$ 0,00;R$ 0,00;R$ 1419573,26;R$ 0,00;R$ 0,00;R$ 18845,48;R$ 0,00;R$ 5270,00;R$ 16870,00;R$ 33636,70;R$ 354797,52;R$ 0,00
270642;"AL";"Pariconha";10282;R$ 713572,88;R$ 0,00;R$ 0,00;R$ 2427794,09;R$ 0,00;R$ 45046,14;R$ 0,00;R$ 1731794,02;R$ 0,00;R$ 4380146,20;R$ 0,00;R$ 7397122,63;R$ 328264,15;R$ 0,00;R$ 2648133,36;R$ 0,00;R$ 1739021,78;R$ 2000,00;R$ 0,00;R$ 353855,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 830215,01;R$ 21184,20;R$ 0,00;R$ 0,00
270644;"AL";"Paripueira";11845;R$ 741692,67;R$ 48385,00;R$ 0,00;R$ 2838009,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 491320,28;R$ 0,00;R$ 3779216,85;R$ 40772,00;R$ 6976754,57;R$ 1159923,38;R$ 0,00;R$ 2025862,13;R$ 0,00;R$ 0,00;R$ 61452,36;R$ 0,00;R$ 49141,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 58814,57;R$ 289712,90;R$ 338779,60;R$ 60943,40;R$ 0,00;R$ 0,00
270660;"AL";"Paulo Jacinto";7412;R$ 544329,56;R$ 0,00;R$ 0,00;R$ 1893747,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 596046,97;R$ 1213831,06;R$ 3037539,37;R$ 0,00;R$ 4655178,50;R$ 151452,00;R$ 0,00;R$ 2913952,68;R$ 399910,43;R$ 0,00;R$ 8337,46;R$ 0,00;R$ 209572,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6800,00;R$ 220766,35;R$ 165830,98;R$ 0,00
270670;"AL";"Penedo";60890;R$ 2368692,88;R$ 802900,83;R$ 0,00;R$ 7238600,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3055774,70;R$ 0,00;R$ 32732450,16;R$ 0,00;R$ 26387372,41;R$ 1526095,03;R$ 0,00;R$ 8533573,62;R$ 504642,61;R$ 5251398,22;R$ 1854,13;R$ 0,00;R$ 1432563,04;R$ 0,00;R$ 0,00;R$ 819043,99;R$ 0,00;R$ 1307520,60;R$ 9874,30;R$ 346950,95;R$ 223159,97;R$ 0,00
270680;"AL";"Piaçabuçu";17268;R$ 903855,02;R$ 0,00;R$ 0,00;R$ 4908539,31;R$ 0,00;R$ 0,00;R$ 0,00;R$ 365128,56;R$ 0,00;R$ 6146017,70;R$ 0,00;R$ 10288205,31;R$ 232198,75;R$ 0,00;R$ 2902458,44;R$ 0,00;R$ 0,00;R$ 108649,80;R$ 0,00;R$ 162898,80;R$ 0,00;R$ 0,00;R$ 107307,81;R$ 0,00;R$ 0,00;R$ 321104,46;R$ 395554,32;R$ 983913,27;R$ 0,00
270690;"AL";"Pilar";33623;R$ 0,00;R$ 0,00;R$ 0,00;R$ 80321789,36;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
270710;"AL";"Piranhas";23504;R$ 1444242,85;R$ 71150,00;R$ 0,00;R$ 6754640,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2603828,36;R$ 341625,89;R$ 10483682,27;R$ 0,00;R$ 17393294,61;R$ 1625560,74;R$ 71612,17;R$ 18965198,90;R$ 3089717,52;R$ 2415157,12;R$ 114661,14;R$ 0,00;R$ 266431,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 69592,94;R$ 399183,36;R$ 341544,74;R$ 455705,06;R$ 0,00
270730;"AL";"Porto Calvo";25974;R$ 1341132,94;R$ 0,00;R$ 0,00;R$ 4453273,08;R$ 0,00;R$ 300,00;R$ 0,00;R$ 1102545,09;R$ 2534473,34;R$ 9802523,98;R$ 90855,98;R$ 19743742,72;R$ 1884294,75;R$ 0,00;R$ 3936807,35;R$ 0,00;R$ 339658,71;R$ 0,00;R$ 155193,47;R$ 233687,36;R$ 0,00;R$ 507974,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 159023,93;R$ 355568,36;R$ 0,00
270740;"AL";"Porto de Pedras";8156;R$ 578090,52;R$ 0,00;R$ 5000,00;R$ 1997928,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 296125,24;R$ 949428,53;R$ 3060180,02;R$ 0,00;R$ 8225833,33;R$ 347822,04;R$ 0,00;R$ 4762913,16;R$ 0,00;R$ 1125933,44;R$ 13358,56;R$ 0,00;R$ 14626,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13064,00;R$ 0,00;R$ 38103,39;R$ 16852,95;R$ 108902,25;R$ 0,00
270750;"AL";"Porto Real do Colégio";19288;R$ 1041437,27;R$ 0,00;R$ 0,00;R$ 3947749,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1248699,27;R$ 0,00;R$ 7494531,00;R$ 0,00;R$ 10670549,73;R$ 1088526,40;R$ 0,00;R$ 3796416,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 106780,80;R$ 0,00;R$ 0,00;R$ 39042,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11700,00;R$ 202422,88;R$ 0,00
270760;"AL";"Quebrangulo";11330;R$ 788955,85;R$ 0,00;R$ 0,00;R$ 2409933,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1136465,56;R$ 2508252,09;R$ 6679952,73;R$ 0,00;R$ 9269428,74;R$ 331671,90;R$ 0,00;R$ 3388519,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 837670,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 34444,38;R$ 0,00;R$ 122037,47;R$ 0,00
270770;"AL";"Rio Largo";68952;R$ 3406153,89;R$ 187748,85;R$ 0,00;R$ 9953764,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2586132,11;R$ 0,00;R$ 17994521,64;R$ 0,00;R$ 31511429,18;R$ 1233983,09;R$ 0,00;R$ 10699085,82;R$ 391669,04;R$ 3756,52;R$ 335090,78;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 192927,64;R$ 0,00;R$ 206459,68;R$ 730816,70;R$ 0,00;R$ 2379756,27;R$ 0,00
270780;"AL";"Roteiro";6607;R$ 739541,49;R$ 6930,44;R$ 0,00;R$ 2995137,19;R$ 0,00;R$ 7500,00;R$ 0,00;R$ 619675,41;R$ 135774,61;R$ 3152504,20;R$ 4315,64;R$ 6628934,38;R$ 67873,38;R$ 0,00;R$ 2667599,77;R$ 0,00;R$ 18684,36;R$ 53400,00;R$ 0,00;R$ 36100,00;R$ 0,00;R$ 0,00;R$ 1048152,80;R$ 0,00;R$ 0,00;R$ 3822391,36;R$ 131738,33;R$ 173910,31;R$ 0,00
270790;"AL";"Santa Luzia do Norte";6967;R$ 632114,36;R$ 0,00;R$ 0,00;R$ 2276413,18;R$ 0,00;R$ 17016,66;R$ 0,00;R$ 767639,24;R$ 1255491,52;R$ 2845718,17;R$ 0,00;R$ 4731324,17;R$ 176539,43;R$ 0,00;R$ 2797445,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2478,33;R$ 263112,06;R$ 94172,02;R$ 0,00
270800;"AL";"Santana do Ipanema";45453;R$ 1922210,43;R$ 0,00;R$ 0,00;R$ 48555847,77;R$ 6966,67;R$ 0,00;R$ 0,00;R$ 3456421,32;R$ 0,00;R$ 12145846,55;R$ 0,00;R$ 19546660,53;R$ 1227,49;R$ 0,00;R$ 2124849,39;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 281491,34;R$ 0,00;R$ 0,00;R$ 1500,00;R$ 0,00;R$ 1057441,58;R$ 793168,09;R$ 616315,82;R$ 0,00;R$ 0,00
270820;"AL";"São Brás";6744;R$ 544763,62;R$ 0,00;R$ 0,00;R$ 1948286,96;R$ 92719,00;R$ 0,00;R$ 0,00;R$ 498509,56;R$ 0,00;R$ 3986669,15;R$ 0,00;R$ 5568047,80;R$ 318552,50;R$ 0,00;R$ 1292480,14;R$ 0,00;R$ 172397,32;R$ 0,00;R$ 0,00;R$ 102156,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12530,27;R$ 187409,16;R$ 0,00;R$ 0,00
270830;"AL";"São José da Laje";22906;R$ 1356132,11;R$ 0,00;R$ 0,00;R$ 5644440,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1801594,39;R$ 3100283,61;R$ 9271882,64;R$ 0,00;R$ 12100572,35;R$ 610469,19;R$ 0,00;R$ 3885509,17;R$ 64132,00;R$ 1914451,13;R$ 229657,61;R$ 0,00;R$ 523655,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 65756,00;R$ 0,00;R$ 230956,65;R$ 105080,57;R$ 1986432,32
270840;"AL";"São José da Tapera";30549;R$ 1262462,89;R$ 0,00;R$ 0,00;R$ 14105752,57;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1042881,00;R$ 4080491,88;R$ 6753279,86;R$ 0,00;R$ 25136485,49;R$ 549564,00;R$ 0,00;R$ 506345,57;R$ 0,00;R$ 637653,58;R$ 0,00;R$ 0,00;R$ 134696,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 228087,40;R$ 81548,50;R$ 0,00;R$ 0,00
270860;"AL";"São Miguel dos Campos";56319;R$ 3464159,84;R$ 0,00;R$ 275681,18;R$ 12906279,67;R$ 0,00;R$ 3879740,27;R$ 0,00;R$ 4672083,68;R$ 0,00;R$ 27618165,14;R$ 0,00;R$ 33812796,06;R$ 1163888,57;R$ 43549,53;R$ 0,00;R$ 0,00;R$ 5625835,41;R$ 3086021,54;R$ 0,00;R$ 2580769,52;R$ 0,00;R$ 468709,63;R$ 0,00;R$ 0,00;R$ 229702,14;R$ 2647829,20;R$ 359941,92;R$ 2377593,59;R$ 0,00
270870;"AL";"São Miguel dos Milagres";7360;R$ 519035,37;R$ 0,00;R$ 0,00;R$ 794799,49;R$ 0,00;R$ 134214,09;R$ 0,00;R$ 513200,41;R$ 0,00;R$ 3546846,90;R$ 0,00;R$ 7239683,40;R$ 388935,57;R$ 0,00;R$ 425646,10;R$ 676420,13;R$ 351620,79;R$ 0,00;R$ 0,00;R$ 4900,00;R$ 0,00;R$ 0,00;R$ 77630,82;R$ 0,00;R$ 211405,10;R$ 121641,00;R$ 60017,41;R$ 0,00;R$ 770476,40
270880;"AL";"São Sebastião";32446;R$ 1357400,40;R$ 0,00;R$ 0,00;R$ 3196834,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1517228,98;R$ 3583595,43;R$ 10201588,71;R$ 0,00;R$ 23805351,86;R$ 1206394,41;R$ 0,00;R$ 6187322,88;R$ 0,00;R$ 321339,94;R$ 0,00;R$ 0,00;R$ 529360,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 650361,64;R$ 312860,23;R$ 236712,96;R$ 0,00
270890;"AL";"Satuba";15020;R$ 3000,00;R$ 0,00;R$ 0,00;R$ 7209903,36;R$ 0,00;R$ 0,00;R$ 0,00;R$ 622831,21;R$ 0,00;R$ 4113941,18;R$ 0,00;R$ 7224473,56;R$ 343674,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 33979,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 67127,00;R$ 250542,46;R$ 0,00
270895;"AL";"Senador Rui Palmeira";13209;R$ 658106,29;R$ 0,00;R$ 0,00;R$ 2129930,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 592232,50;R$ 0,00;R$ 4386810,26;R$ 0,00;R$ 11514435,69;R$ 711961,68;R$ 0,00;R$ 2694114,66;R$ 0,00;R$ 563295,01;R$ 0,00;R$ 0,00;R$ 516337,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 42500,00;R$ 807160,61;R$ 154249,54;R$ 239202,89;R$ 0,00
270900;"AL";"Tanque d'Arca";6172;R$ 533400,00;R$ 0,00;R$ 0,00;R$ 1669296,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 425235,83;R$ 629526,49;R$ 3325534,93;R$ 0,00;R$ 4114599,56;R$ 468168,14;R$ 0,00;R$ 1721545,82;R$ 392453,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 72474,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 126790,00;R$ 81016,00;R$ 227939,11;R$ 0,00
270910;"AL";"Taquarana";18907;R$ 1063108,08;R$ 19599,00;R$ 0,00;R$ 3233375,66;R$ 0,00;R$ 12200,00;R$ 0,00;R$ 985469,64;R$ 2671824,40;R$ 6640294,22;R$ 0,00;R$ 14443540,85;R$ 867366,74;R$ 0,00;R$ 2017572,38;R$ 0,00;R$ 116576,20;R$ 104675,97;R$ 0,00;R$ 1196952,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 508446,15;R$ 331277,78;R$ 514649,15;R$ 0,00
