#"CodIBGE";"uf";"municipio";"populacao";"legislativa";"judiciária";"essencial à justiça";"administração";"defesa nacional";"segurança pública";"relações exteriores";"assistência social";"previdência social";"saúde";"trabalho";"educação";"cultura";"direitos da cidadania";"urbanismo";"habitação";"saneamento";"gestão ambiental";"ciência e tecnologia";"agricultura";"organização agrária";"indústria";"comércio e serviços";"comunicações";"energia";"transporte";"desporto e lazer";"encargos especiais";"desp por função intra-orçamentária"
314300;"MG";"Monte Belo";13049;R$ 869420,43;R$ 0,00;R$ 0,00;R$ 1527786,63;R$ 0,00;R$ 44820,11;R$ 0,00;R$ 595837,42;R$ 2040948,12;R$ 3524399,84;R$ 0,00;R$ 4750720,83;R$ 259259,22;R$ 0,00;R$ 1991276,70;R$ 4486,30;R$ 209073,59;R$ 0,00;R$ 0,00;R$ 164089,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12851,41;R$ 0,00;R$ 1042994,33;R$ 229695,11;R$ 579177,48;R$ 1418002,13
314310;"MG";"Monte Carmelo";46055;R$ 1400483,22;R$ 0,00;R$ 294892,04;R$ 9188097,92;R$ 0,00;R$ 137722,02;R$ 0,00;R$ 2746933,70;R$ 1780075,20;R$ 22243856,17;R$ 0,00;R$ 13751034,60;R$ 631906,33;R$ 0,00;R$ 5721332,56;R$ 0,00;R$ 3825989,96;R$ 45500,00;R$ 0,00;R$ 805652,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 305425,72;R$ 0,00;R$ 3382983,04;R$ 1126872,96;R$ 3687445,02;R$ 0,00
314320;"MG";"Monte Santo de Minas";21238;R$ 938129,15;R$ 0,00;R$ 0,00;R$ 2783530,78;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1390684,14;R$ 0,00;R$ 8777391,40;R$ 0,00;R$ 8314520,03;R$ 1012649,46;R$ 0,00;R$ 5101795,99;R$ 0,00;R$ 53856,30;R$ 0,00;R$ 0,00;R$ 2010,99;R$ 0,00;R$ 123428,77;R$ 0,00;R$ 12281,20;R$ 0,00;R$ 835461,40;R$ 267985,54;R$ 1905499,67;R$ 0,00
314340;"MG";"Monte Sião";21658;R$ 1248196,68;R$ 0,00;R$ 0,00;R$ 4655689,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 879166,45;R$ 0,00;R$ 9155401,12;R$ 0,00;R$ 11248016,14;R$ 632253,54;R$ 0,00;R$ 4139449,07;R$ 0,00;R$ 275821,43;R$ 324643,47;R$ 0,00;R$ 522325,11;R$ 0,00;R$ 0,00;R$ 130865,98;R$ 0,00;R$ 0,00;R$ 1599469,46;R$ 415952,02;R$ 1599029,50;R$ 0,00
314330;"MG";"Montes Claros";370216;R$ 10919002,97;R$ 578739,67;R$ 0,00;R$ 54430773,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 14933541,68;R$ 23016471,25;R$ 243628007,63;R$ 0,00;R$ 104868220,33;R$ 2642882,08;R$ 874002,07;R$ 52381786,27;R$ 7699038,73;R$ 1587440,37;R$ 2752985,10;R$ 0,00;R$ 6645594,88;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3030472,74;R$ 15734610,36;R$ 9666630,91
314345;"MG";"Montezuma";7599;R$ 516739,07;R$ 84302,00;R$ 0,00;R$ 1079736,71;R$ 15584,32;R$ 5631,92;R$ 0,00;R$ 406843,18;R$ 0,00;R$ 3580761,61;R$ 0,00;R$ 5341556,35;R$ 250598,15;R$ 0,00;R$ 940801,79;R$ 0,00;R$ 55485,98;R$ 2890,86;R$ 0,00;R$ 114698,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3718,73;R$ 0,00;R$ 334475,75;R$ 2084761,85;R$ 864910,68;R$ 0,00
314350;"MG";"Morada Nova de Minas";8353;R$ 469878,78;R$ 150790,80;R$ 0,00;R$ 8153385,11;R$ 0,00;R$ 113537,55;R$ 0,00;R$ 744283,19;R$ 2015194,61;R$ 5013140,97;R$ 0,00;R$ 6474685,59;R$ 744312,52;R$ 0,00;R$ 578447,14;R$ 0,00;R$ 71867,69;R$ 60461,00;R$ 0,00;R$ 124730,58;R$ 0,00;R$ 20684,10;R$ 146829,63;R$ 0,00;R$ 9883,63;R$ 1938274,10;R$ 187841,89;R$ 188599,07;R$ 0,00
314360;"MG";"Morro da Garça";2615;R$ 440348,58;R$ 0,00;R$ 0,00;R$ 2316861,39;R$ 0,00;R$ 6414,81;R$ 0,00;R$ 503957,79;R$ 470158,17;R$ 2109994,78;R$ 0,00;R$ 2895783,44;R$ 462776,17;R$ 0,00;R$ 193269,16;R$ 0,00;R$ 64594,43;R$ 40061,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6540,60;R$ 619,63;R$ 122957,73;R$ 268509,32;R$ 149921,77;R$ 245304,06;R$ 0,00
314370;"MG";"Morro do Pilar";3349;R$ 477176,81;R$ 0,00;R$ 37902,77;R$ 1503607,47;R$ 0,00;R$ 17601,84;R$ 0,00;R$ 417978,08;R$ 412907,23;R$ 2955925,16;R$ 0,00;R$ 2277346,61;R$ 106389,12;R$ 0,00;R$ 1233821,52;R$ 157105,61;R$ 161423,99;R$ 158043,24;R$ 0,00;R$ 29196,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 846267,53;R$ 1110945,90;R$ 290969,09;R$ 0,00
314380;"MG";"Munhoz";6197;R$ 318193,08;R$ 0,00;R$ 0,00;R$ 1157801,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 258175,04;R$ 0,00;R$ 2886655,90;R$ 0,00;R$ 2472874,55;R$ 12789,00;R$ 0,00;R$ 5003687,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3698,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11028,06;R$ 0,00;R$ 615,50;R$ 25077,55;R$ 528160,61;R$ 0,00
314390;"MG";"Muriaé";102074;R$ 3634401,26;R$ 0,00;R$ 0,00;R$ 16198603,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6426140,44;R$ 7133053,14;R$ 30386781,41;R$ 0,00;R$ 30715302,84;R$ 752091,39;R$ 0,00;R$ 22721008,89;R$ 0,00;R$ 20316411,38;R$ 210086,17;R$ 0,00;R$ 4806111,86;R$ 0,00;R$ 0,00;R$ 371219,50;R$ 121027,67;R$ 0,00;R$ 0,00;R$ 1303430,06;R$ 2763997,14;R$ 8011321,23
314400;"MG";"Mutum";26657;R$ 447812,49;R$ 17475,00;R$ 0,00;R$ 4274037,11;R$ 0,00;R$ 110737,49;R$ 0,00;R$ 1031557,25;R$ 1147533,52;R$ 8898737,92;R$ 0,00;R$ 7026562,59;R$ 217814,60;R$ 0,00;R$ 3045578,54;R$ 78401,77;R$ 254737,81;R$ 85589,22;R$ 0,00;R$ 301912,22;R$ 0,00;R$ 0,00;R$ 46098,01;R$ 48284,24;R$ 0,00;R$ 1588061,97;R$ 212963,52;R$ 13860,01;R$ 0,00
314410;"MG";"Muzambinho";20406;R$ 721898,28;R$ 0,00;R$ 0,00;R$ 3917302,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 656321,31;R$ 1524333,78;R$ 6887318,08;R$ 0,00;R$ 7318288,93;R$ 839978,67;R$ 116934,99;R$ 2939499,59;R$ 0,00;R$ 238108,81;R$ 6612,00;R$ 0,00;R$ 272287,27;R$ 0,00;R$ 95594,89;R$ 314272,46;R$ 21703,41;R$ 0,00;R$ 1201581,06;R$ 288056,51;R$ 202780,29;R$ 1539116,64
314420;"MG";"Nacip Raydan";3159;R$ 457386,96;R$ 134690,86;R$ 0,00;R$ 1591829,87;R$ 195,25;R$ 6087,97;R$ 0,00;R$ 475372,52;R$ 271312,64;R$ 1784798,51;R$ 70744,09;R$ 1995469,82;R$ 82706,21;R$ 0,00;R$ 769758,20;R$ 45459,33;R$ 49987,64;R$ 21856,41;R$ 0,00;R$ 217235,83;R$ 0,00;R$ 0,00;R$ 6230,00;R$ 13029,86;R$ 50000,00;R$ 543607,17;R$ 128171,06;R$ 58376,19;R$ 0,00
314430;"MG";"Nanuque";40716;R$ 0,00;R$ 78188,45;R$ 622203,31;R$ 7220567,31;R$ 0,00;R$ 35642,26;R$ 0,00;R$ 1504400,78;R$ 2803794,99;R$ 16188065,37;R$ 0,00;R$ 12146580,71;R$ 131998,92;R$ 0,00;R$ 4277875,58;R$ 0,00;R$ 0,00;R$ 413039,23;R$ 0,00;R$ 28532,64;R$ 0,00;R$ 0,00;R$ 2800,00;R$ 2235,00;R$ 637478,02;R$ 958187,83;R$ 70282,93;R$ 1918449,66;R$ 0,00
314435;"MG";"Naque";6453;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1901213,24;R$ 0,00;R$ 31196,93;R$ 0,00;R$ 552034,88;R$ 0,00;R$ 2333324,55;R$ 0,00;R$ 3646748,56;R$ 479062,45;R$ 0,00;R$ 1504852,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7347,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 148784,50;R$ 8113,55;R$ 130424,31;R$ 0,00
314437;"MG";"Natalândia";3279;R$ 505033,66;R$ 0,00;R$ 83160,00;R$ 1687975,45;R$ 0,00;R$ 6476,10;R$ 0,00;R$ 346325,53;R$ 0,00;R$ 2379426,28;R$ 0,00;R$ 2780789,62;R$ 170111,12;R$ 48993,56;R$ 798501,39;R$ 102519,68;R$ 5622,53;R$ 0,00;R$ 0,00;R$ 243782,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 19780,04;R$ 0,00;R$ 773580,11;R$ 213325,08;R$ 377182,86;R$ 0,00
314440;"MG";"Natércia";4661;R$ 367197,91;R$ 0,00;R$ 0,00;R$ 1022067,84;R$ 0,00;R$ 28909,73;R$ 0,00;R$ 344199,53;R$ 0,00;R$ 3251477,72;R$ 0,00;R$ 2261204,29;R$ 336806,32;R$ 0,00;R$ 647343,87;R$ 0,00;R$ 45607,75;R$ 0,00;R$ 0,00;R$ 176637,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 725520,86;R$ 233214,61;R$ 517434,79;R$ 0,00
314450;"MG";"Nazareno";8062;R$ 492178,11;R$ 49164,91;R$ 0,00;R$ 2876250,36;R$ 0,00;R$ 35849,19;R$ 0,00;R$ 480606,37;R$ 380231,75;R$ 4123663,03;R$ 452843,34;R$ 3468757,51;R$ 215852,65;R$ 0,00;R$ 2264088,37;R$ 0,00;R$ 54500,24;R$ 0,00;R$ 0,00;R$ 697612,20;R$ 0,00;R$ 0,00;R$ 124809,72;R$ 221,50;R$ 0,00;R$ 542021,54;R$ 793455,15;R$ 449490,75;R$ 0,00
314460;"MG";"Nepomuceno";25871;R$ 820160,51;R$ 0,00;R$ 0,00;R$ 2680381,45;R$ 0,00;R$ 25229,48;R$ 0,00;R$ 1104380,54;R$ 853702,31;R$ 8792551,20;R$ 323372,37;R$ 8325408,28;R$ 688442,85;R$ 0,00;R$ 3522607,19;R$ 0,00;R$ 2292452,76;R$ 539601,57;R$ 0,00;R$ 415883,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 273709,29;R$ 0,00;R$ 1000867,87;R$ 590991,59;R$ 268081,61;R$ 0,00
314465;"MG";"Ninheira";9885;R$ 563324,53;R$ 0,00;R$ 0,00;R$ 1361616,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 851836,53;R$ 229962,44;R$ 4418698,60;R$ 0,00;R$ 4944567,07;R$ 118176,47;R$ 0,00;R$ 532708,94;R$ 308123,15;R$ 3744486,88;R$ 0,00;R$ 0,00;R$ 135401,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 177855,22;R$ 466035,41;R$ 282044,26;R$ 105421,97;R$ 0,00
314467;"MG";"Nova Belém";3617;R$ 499960,93;R$ 0,00;R$ 0,00;R$ 1468461,16;R$ 0,00;R$ 5197,33;R$ 0,00;R$ 407755,83;R$ 4404,07;R$ 2372642,03;R$ 0,00;R$ 1922960,49;R$ 439249,94;R$ 0,00;R$ 2292283,63;R$ 0,00;R$ 0,00;R$ 4948,74;R$ 0,00;R$ 89947,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 579016,91;R$ 101466,67;R$ 0,00;R$ 0,00
314470;"MG";"Nova Era";17494;R$ 1349549,91;R$ 0,00;R$ 0,00;R$ 4522640,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1223093,63;R$ 0,00;R$ 6856320,90;R$ 0,00;R$ 7885518,51;R$ 713187,33;R$ 0,00;R$ 3597751,20;R$ 0,00;R$ 2548185,09;R$ 365291,32;R$ 0,00;R$ 351697,04;R$ 0,00;R$ 0,00;R$ 2700,00;R$ 0,00;R$ 0,00;R$ 1322677,13;R$ 55483,22;R$ 743545,08;R$ 0,00
314480;"MG";"Nova Lima";83507;R$ 11533053,53;R$ 0,00;R$ 5529055,91;R$ 80612913,29;R$ 0,00;R$ 14180637,93;R$ 0,00;R$ 28816361,98;R$ 12760985,41;R$ 74747444,13;R$ 1631461,37;R$ 101987550,17;R$ 6999467,22;R$ 0,00;R$ 60665612,61;R$ 2950055,16;R$ 1753930,44;R$ 14237469,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 755799,80;R$ 4615449,29;R$ 0,00;R$ 0,00;R$ 5819077,71;R$ 6710336,09;R$ 8808387,30;R$ 0,00
314490;"MG";"Nova Módica";3744;R$ 384474,56;R$ 63799,63;R$ 0,00;R$ 1219364,79;R$ 0,00;R$ 4747,22;R$ 0,00;R$ 377245,60;R$ 55288,98;R$ 2652732,65;R$ 109261,04;R$ 2260194,54;R$ 92871,68;R$ 302963,34;R$ 889266,70;R$ 376,58;R$ 2798,00;R$ 122143,10;R$ 0,00;R$ 153593,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15,08;R$ 0,00;R$ 419590,54;R$ 194474,40;R$ 313415,21;R$ 0,00
314500;"MG";"Nova Ponte";13314;R$ 1208398,75;R$ 0,00;R$ 928136,78;R$ 3292825,55;R$ 0,00;R$ 248757,47;R$ 0,00;R$ 2043973,61;R$ 1563895,88;R$ 9160309,91;R$ 222107,30;R$ 10696249,71;R$ 458618,95;R$ 0,00;R$ 7385169,72;R$ 0,00;R$ 2904989,02;R$ 0,00;R$ 0,00;R$ 220425,46;R$ 0,00;R$ 26585,96;R$ 1348478,11;R$ 0,00;R$ 0,00;R$ 909809,06;R$ 351772,51;R$ 573869,68;R$ 0,00
314505;"MG";"Nova Porteirinha";7400;R$ 484432,59;R$ 85357,48;R$ 0,00;R$ 1740906,70;R$ 0,00;R$ 2679,09;R$ 0,00;R$ 706981,63;R$ 576562,60;R$ 2998867,64;R$ 0,00;R$ 3491659,75;R$ 51618,34;R$ 0,00;R$ 1080089,50;R$ 0,00;R$ 15264,58;R$ 0,00;R$ 0,00;R$ 219633,28;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 405269,82;R$ 43534,53;R$ 0,00;R$ 0,00
314510;"MG";"Nova Resende";15599;R$ 542365,99;R$ 0,00;R$ 0,00;R$ 1787928,09;R$ 0,00;R$ 45690,59;R$ 0,00;R$ 632278,34;R$ 1283539,03;R$ 7523808,82;R$ 0,00;R$ 6612969,12;R$ 158934,28;R$ 0,00;R$ 1829257,05;R$ 0,00;R$ 60658,77;R$ 201286,64;R$ 0,00;R$ 86192,67;R$ 0,00;R$ 0,00;R$ 23600,00;R$ 27815,39;R$ 0,00;R$ 2067025,12;R$ 237456,27;R$ 560816,87;R$ 1320537,24
314520;"MG";"Nova Serrana";79174;R$ 3782091,68;R$ 0,00;R$ 0,00;R$ 14059535,76;R$ 0,00;R$ 738165,64;R$ 0,00;R$ 2239636,09;R$ 3238549,73;R$ 28315332,34;R$ 585804,09;R$ 35666603,09;R$ 2240326,70;R$ 0,00;R$ 27889658,41;R$ 0,00;R$ 18488931,83;R$ 400851,54;R$ 0,00;R$ 594368,70;R$ 0,00;R$ 81992,31;R$ 24880,00;R$ 34371,57;R$ 0,00;R$ 0,00;R$ 8261593,63;R$ 998678,06;R$ 2899284,14
313660;"MG";"Nova União";5575;R$ 490696,35;R$ 118476,43;R$ 0,00;R$ 1070511,22;R$ 18860,66;R$ 29739,07;R$ 0,00;R$ 274121,01;R$ 400240,80;R$ 2425220,54;R$ 0,00;R$ 2588988,39;R$ 358757,93;R$ 0,00;R$ 788632,60;R$ 0,00;R$ 68850,17;R$ 967,31;R$ 0,00;R$ 166583,00;R$ 0,00;R$ 0,00;R$ 14520,00;R$ 0,00;R$ 134724,36;R$ 800967,38;R$ 28481,76;R$ 280163,66;R$ 0,00
314530;"MG";"Novo Cruzeiro";30767;R$ 974315,65;R$ 122955,99;R$ 0,00;R$ 1468997,10;R$ 0,00;R$ 11000,47;R$ 0,00;R$ 1598167,29;R$ 0,00;R$ 8927834,87;R$ 0,00;R$ 13701091,09;R$ 957149,39;R$ 0,00;R$ 8689540,02;R$ 0,00;R$ 962657,82;R$ 20321,77;R$ 0,00;R$ 999518,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 85650,41;R$ 0,00;R$ 871269,81;R$ 109321,90;R$ 1605100,12;R$ 0,00
314535;"MG";"Novo Oriente de Minas";10395;R$ 706985,45;R$ 102157,96;R$ 0,00;R$ 1141299,33;R$ 0,00;R$ 19442,33;R$ 0,00;R$ 726975,19;R$ 68472,41;R$ 4374985,26;R$ 106750,03;R$ 4140171,87;R$ 324305,50;R$ 0,00;R$ 1109343,56;R$ 0,00;R$ 0,00;R$ 7133,94;R$ 0,00;R$ 133558,08;R$ 0,00;R$ 0,00;R$ 291415,79;R$ 44053,19;R$ 92385,30;R$ 330785,92;R$ 35668,51;R$ 194417,49;R$ 0,00
314537;"MG";"Novorizonte";5017;R$ 499198,66;R$ 89781,20;R$ 0,00;R$ 1409580,78;R$ 10858,90;R$ 0,00;R$ 0,00;R$ 490343,45;R$ 0,00;R$ 2184571,15;R$ 0,00;R$ 3498766,55;R$ 45352,44;R$ 0,00;R$ 613872,58;R$ 0,00;R$ 673992,39;R$ 0,00;R$ 0,00;R$ 123241,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6000,00;R$ 0,00;R$ 338036,55;R$ 175671,37;R$ 411267,95;R$ 0,00
314540;"MG";"Olaria";1927;R$ 282938,71;R$ 0,00;R$ 0,00;R$ 888452,09;R$ 0,00;R$ 9022,75;R$ 0,00;R$ 264423,82;R$ 576836,56;R$ 1747017,67;R$ 0,00;R$ 1731256,62;R$ 508806,35;R$ 0,00;R$ 832063,27;R$ 212690,01;R$ 309333,95;R$ 0,00;R$ 0,00;R$ 320341,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3990,00;R$ 0,00;R$ 631986,48;R$ 502596,58;R$ 149157,40;R$ 0,00
314545;"MG";"Olhos-d'Água";5416;R$ 266513,00;R$ 0,00;R$ 59896,26;R$ 1859184,64;R$ 0,00;R$ 21760,62;R$ 0,00;R$ 586809,04;R$ 241943,13;R$ 3106876,15;R$ 0,00;R$ 4150560,87;R$ 286744,44;R$ 0,00;R$ 1327732,27;R$ 0,00;R$ 112672,40;R$ 25046,20;R$ 0,00;R$ 412304,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 220370,17;R$ 252953,39;R$ 50590,62;R$ 0,00;R$ 248400,95
314550;"MG";"Olímpio Noronha";2577;R$ 391999,93;R$ 0,00;R$ 0,00;R$ 1696160,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 346009,98;R$ 690812,73;R$ 2365706,66;R$ 0,00;R$ 2085103,26;R$ 8606,72;R$ 0,00;R$ 1787837,81;R$ 0,00;R$ 93386,56;R$ 0,00;R$ 0,00;R$ 13779,12;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 199213,85;R$ 174795,77;R$ 15949,70;R$ 367586,83
314560;"MG";"Oliveira";39801;R$ 1409113,78;R$ 461363,69;R$ 0,00;R$ 8250277,63;R$ 0,00;R$ 95019,81;R$ 0,00;R$ 2252365,80;R$ 5210663,89;R$ 14947411,66;R$ 0,00;R$ 12559214,25;R$ 1047947,14;R$ 0,00;R$ 7659231,03;R$ 0,00;R$ 2928597,42;R$ 299610,89;R$ 0,00;R$ 984246,81;R$ 0,00;R$ 115735,82;R$ 326181,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 289289,03;R$ 1717426,53;R$ 2287088,12
314570;"MG";"Oliveira Fortes";2120;R$ 248531,05;R$ 92583,28;R$ 0,00;R$ 1006747,03;R$ 0,00;R$ 7145,21;R$ 0,00;R$ 162655,75;R$ 274614,88;R$ 1732640,97;R$ 0,00;R$ 1791539,22;R$ 208077,69;R$ 0,00;R$ 1128957,10;R$ 320361,22;R$ 0,00;R$ 35731,98;R$ 0,00;R$ 149475,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 249505,22;R$ 7289,05;R$ 322412,93;R$ 0,00
314580;"MG";"Onça de Pitangui";3066;R$ 348240,30;R$ 0,00;R$ 0,00;R$ 1143066,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 288855,54;R$ 357494,12;R$ 2070723,31;R$ 0,00;R$ 2250761,78;R$ 8500,00;R$ 0,00;R$ 931907,53;R$ 359383,10;R$ 163488,28;R$ 0,00;R$ 0,00;R$ 55072,25;R$ 0,00;R$ 9600,00;R$ 189558,00;R$ 2576,80;R$ 0,00;R$ 752335,91;R$ 72937,12;R$ 126678,23;R$ 0,00
314585;"MG";"Oratórios";4514;R$ 377699,48;R$ 0,00;R$ 0,00;R$ 1211562,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 431968,25;R$ 221762,39;R$ 2307221,15;R$ 0,00;R$ 3100092,19;R$ 158663,55;R$ 0,00;R$ 1514771,80;R$ 0,00;R$ 505579,89;R$ 56082,31;R$ 0,00;R$ 526625,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2400,00;R$ 0,00;R$ 140381,57;R$ 538307,52;R$ 195173,78;R$ 0,00
314590;"MG";"Ouro Branco";36006;R$ 4979086,60;R$ 0,00;R$ 0,00;R$ 15753718,49;R$ 0,00;R$ 84124,27;R$ 0,00;R$ 1721907,62;R$ 0,00;R$ 24233574,31;R$ 0,00;R$ 23621725,19;R$ 419321,54;R$ 20016,00;R$ 6809840,16;R$ 61392,14;R$ 656093,36;R$ 709714,09;R$ 0,00;R$ 526654,52;R$ 0,00;R$ 9608,76;R$ 5117,71;R$ 24000,00;R$ 0,00;R$ 988250,99;R$ 1081955,96;R$ 3478818,81;R$ 0,00
314600;"MG";"Ouro Fino";31893;R$ 961531,54;R$ 0,00;R$ 0,00;R$ 6333412,63;R$ 0,00;R$ 810,00;R$ 0,00;R$ 1107151,13;R$ 0,00;R$ 9036034,71;R$ 0,00;R$ 8719548,88;R$ 319040,15;R$ 0,00;R$ 4712914,09;R$ 0,00;R$ 3399896,33;R$ 12576,02;R$ 134381,49;R$ 404879,36;R$ 0,00;R$ 48000,00;R$ 130150,87;R$ 37791,41;R$ 0,00;R$ 1193591,21;R$ 524183,86;R$ 2003777,40;R$ 0,00
314610;"MG";"Ouro Preto";70886;R$ 8368874,75;R$ 0,00;R$ 2246400,23;R$ 37147362,46;R$ 0,00;R$ 1339322,66;R$ 0,00;R$ 7013403,12;R$ 1645332,66;R$ 57691657,79;R$ 0,00;R$ 53504795,98;R$ 11598172,77;R$ 0,00;R$ 13952416,01;R$ 4567169,32;R$ 17674815,71;R$ 3945021,98;R$ 0,00;R$ 2577856,62;R$ 0,00;R$ 0,00;R$ 3971169,29;R$ 34159,23;R$ 270767,78;R$ 9345820,33;R$ 9995321,93;R$ 3367814,56;R$ 0,00
314620;"MG";"Ouro Verde de Minas";5985;R$ 470161,24;R$ 0,00;R$ 215639,58;R$ 1697632,40;R$ 9554,90;R$ 31023,09;R$ 0,00;R$ 328901,39;R$ 475357,39;R$ 2405570,48;R$ 0,00;R$ 2976262,85;R$ 279040,76;R$ 0,00;R$ 692417,21;R$ 23792,70;R$ 32645,09;R$ 405968,58;R$ 0,00;R$ 53136,28;R$ 0,00;R$ 0,00;R$ 10971,84;R$ 18131,23;R$ 0,00;R$ 104975,99;R$ 8240,50;R$ 138308,53;R$ 0,00
314625;"MG";"Padre Carvalho";5926;R$ 481093,37;R$ 73365,00;R$ 0,00;R$ 1438607,39;R$ 11915,26;R$ 0,00;R$ 0,00;R$ 301147,03;R$ 0,00;R$ 2408150,43;R$ 0,00;R$ 2679547,72;R$ 424643,83;R$ 0,00;R$ 3440589,28;R$ 0,00;R$ 437600,40;R$ 0,00;R$ 0,00;R$ 83863,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1694,71;R$ 0,00;R$ 271513,50;R$ 117688,01;R$ 740029,17;R$ 0,00
314630;"MG";"Padre Paraíso";19057;R$ 0,00;R$ 1342902,10;R$ 0,00;R$ 3738951,27;R$ 0,00;R$ 67946,46;R$ 0,00;R$ 897612,10;R$ 182300,02;R$ 7679276,58;R$ 0,00;R$ 7993759,03;R$ 308462,99;R$ 1955041,45;R$ 212500,00;R$ 0,00;R$ 139981,82;R$ 0,00;R$ 0,00;R$ 116369,53;R$ 42810,42;R$ 901883,00;R$ 1154638,97;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
314655;"MG";"Pai Pedro";5950;R$ 493671,27;R$ 0,00;R$ 69320,00;R$ 1840457,86;R$ 1808,80;R$ 0,00;R$ 0,00;R$ 800679,99;R$ 785688,84;R$ 3248579,95;R$ 0,00;R$ 5321625,91;R$ 110854,37;R$ 0,00;R$ 850168,95;R$ 0,00;R$ 172013,04;R$ 0,00;R$ 0,00;R$ 314105,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1200,00;R$ 0,00;R$ 114362,00;R$ 9439,70;R$ 0,00;R$ 0,00
314640;"MG";"Paineiras";4592;R$ 564132,21;R$ 164138,39;R$ 0,00;R$ 1760212,85;R$ 0,00;R$ 24954,09;R$ 0,00;R$ 280783,28;R$ 1308298,79;R$ 3276929,21;R$ 0,00;R$ 3128110,70;R$ 117494,71;R$ 0,00;R$ 581676,56;R$ 0,00;R$ 81787,83;R$ 0,00;R$ 0,00;R$ 52380,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 82556,23;R$ 467,99;R$ 548186,50;R$ 279765,11;R$ 0,00;R$ 0,00
314650;"MG";"Pains";8047;R$ 579084,00;R$ 75578,00;R$ 0,00;R$ 3258284,00;R$ 0,00;R$ 21648,00;R$ 0,00;R$ 656782,00;R$ 374066,00;R$ 3994215,00;R$ 282426,00;R$ 4474546,00;R$ 294135,00;R$ 0,00;R$ 1818206,00;R$ 2953,00;R$ 996986,00;R$ 654536,00;R$ 0,00;R$ 41809,00;R$ 0,00;R$ 0,00;R$ 310618,00;R$ 1058,00;R$ 420338,00;R$ 687561,00;R$ 819491,00;R$ 575978,00;R$ 0,00
314660;"MG";"Paiva";1549;R$ 496032,11;R$ 0,00;R$ 0,00;R$ 1846394,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 145617,51;R$ 411704,57;R$ 1505092,87;R$ 0,00;R$ 1373130,21;R$ 202497,96;R$ 0,00;R$ 112273,63;R$ 305023,85;R$ 453365,20;R$ 0,00;R$ 0,00;R$ 723910,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 16728,40;R$ 0,00;R$ 201667,78;R$ 90542,20;R$ 27301,50;R$ 0,00
