##Cod.IBGE;UF;Instituição;População;01 - Legislativa;02 - Judiciária;03 - Essencial à Justiça;04 - Administração;05 - Defesa Nacional;06 - Segurança Pública;07 - Relações Exteriores;08 - Assistência Social;09 - Previdência Social;10 - Saúde;11 - Trabalho;12 - Educação;13 - Cultura;14 - Direitos da Cidadania;15 - Urbanismo;16 - Habitação;17 - Saneamento;18 - Gestão Ambiental;19 - Ciência e Tecnologia;20 - Agricultura;21 - Organização Agrária;22 - Indústria;23 - Comércio e Serviços;24 - Comunicações;25 - Energia;26 - Transporte;27 - Desporto e Lazer;28 - Encargos Especiais;Despesas (Intra-Orçamentárias)
171190;TO;Lagoa da Confusão;11525;865488.37;0;0;3272137.54;0;17439.57;0;981973.70;0;4618927.91;117672.53;6450789.60;34622.35;0;255543.23;2584.00;0;1580218.58;0;228134.66;0;2100.00;0;23620.00;372585.32;426593.91;248998.97;8458.60;0
510455;MT;Itaúba;4238;646972.68;173140.00;0;2297128.25;0;0;0;761078.96;206475.71;3497207.68;182568.09;4458663.91;25104.70;0;718238.30;0;326481.67;0;0;628272.48;0;0;0;0;123486.07;1298943.42;252098.50;236887.70;0
260345;PE;Camaragibe;151587;0;821759.83;0;23157325.52;29140.86;0;0;2220453.23;3231442.57;68173446.93;444485.96;35395546.78;2363069.17;0;18063440.85;0;0;8529.81;0;0;0;0;0;606797.57;0;1002610.89;0;7491296.94;0
312400;MG;Ervália;18707;1173664.88;19519.63;0;4202855.06;0;0;0;735738.56;202491.11;7897345.37;0;6371494.51;205305.50;0;1689045.94;0;53623.62;4744.20;0;1335819.01;0;0;0;0;0;226565.21;86068.60;0;0
520050;GO;Aloândia;2089;469618.29;0;0;2234305.53;42378.96;0;0;432502.91;414409.01;1966421.16;0;915392.68;0;0;666630.34;150000.00;0;7516.00;0;0;0;0;0;0;0;974756.38;35693.16;0;0
110004;RO;Cacoal;85863;5031122.94;377315.42;0;21104058.52;0;2400.00;0;2635646.05;0;32823679.41;0;32909969.40;609633.38;0;5581719.93;70424.62;12128716.48;5865514.03;0;1512709.87;0;0;123659.50;106504.43;0;3735431.02;2298265.15;3732322.51;0
220730;PI;Paes Landim;4077;391999.51;0;0;1728271.06;0;0;0;355089.92;58077.86;2145848.34;0;3048164.22;21904.90;0;508967.98;1000.00;19730.43;5000.00;0;23164.16;0;0;0;22542.52;111499.35;369309.10;0;17526.54;0
431514;RS;Presidente Lucena;2652;196791.07;0;0;1066676.67;0;2270.00;0;160653.69;76903.91;2036107.13;0;2734884.49;43886.69;0;1148484.81;0;302254.09;35235.00;0;944983.16;0;0;355355.93;0;0;622934.53;685742.13;106769.43;0
310550;MG;Barão de Monte Alto;5770;475202.67;44807.27;0;961902.78;499.34;49277.61;0;392764.22;233103.22;3147358.63;0;4019103.02;41693.24;0;957359.22;22038.11;20657.30;16600.00;0;127603.70;0;0;506292.87;1729.10;0;636732.24;46266.64;470563.05;0
521440;GO;Nazário;8421;708980.22;13481.57;0;1813325.10;0;59726.58;0;727657.61;950100.47;3271721.65;0;3681139.24;230236.07;0;1427334.14;0;106028.52;43571.10;0;76483.54;0;0;0;0;0;461506.65;83323.49;492695.95;0
120050;AC;Sena Madureira;40311;0;0;0;9515345.58;0;0;0;1738678.06;0;11793115.82;0;26180376.02;635635.08;100000.00;1997794.34;0;102191.92;1663924.72;0;312460.54;0;0;0;0;0;18542.50;2500.00;0;0
261450;PE;Surubim;61875;2447803.00;0;0;4992338.37;0;656153.13;0;2786523.53;0;23131182.89;0;26556769.99;2501635.46;0;6662124.43;0;82432.14;113580.00;0;1103053.80;0;0;0;0;702955.98;393548.84;75471.10;878195.13;0
355240;SP;Sumaré;258556;15229443.71;0;0;107353649.62;0;20985176.77;0;21485806.11;14311690.94;116369196.13;0;135951953.17;2625465.37;0;23232793.08;1540178.92;48338365.09;1467133.76;135328.62;25674.55;0;0;18000.00;0;0;2990953.57;4590545.27;3730400.31;12281752.88
230430;CE;Farias Brito;19015;1177070.53;0;0;5392042.64;0;52945.09;0;1309939.21;0;9568342.88;0;13184474.13;387393.07;0;4851295.60;0;52232.83;135263.78;0;356236.95;0;0;0;0;0;0;1539196.09;0;0
291845;BA;Jucuruçu;10403;598915.88;0;0;3774065.95;0;0;0;553142.91;0;3900268.80;0;7486704.65;110050.00;0;381024.24;9933.20;14112.40;24799.12;0;31070.00;0;0;0;0;48954.50;466553.73;2632.00;205789.94;0
520980;GO;Hidrolina;4006;532123.08;8438.89;0;1729429.47;0;47555.82;0;654046.02;0;2221946.96;0;2545264.41;0;0;0;537295.07;0;39700.00;0;102086.07;0;1880.00;0;15255.72;0;665001.76;0;0;0
430190;RS;Barra do Ribeiro;13150;738406.46;0;0;5589410.84;0;0;0;533732.00;1776402.49;4171448.82;0;5069356.53;230112.52;0;1569.18;0;211.00;0;0;3706.73;0;0;200745.44;0;43636.28;7600.00;0;80741.57;2387921.37
251365;PB;Joca Claudino;2669;493384.72;0;0;4140699.74;0;0;0;199760.95;160325.64;1058144.65;0;3681133.88;233377.10;0;182472.03;375027.44;335806.15;0;0;404830.99;0;0;0;0;0;14334.23;14600.00;0;0
510180;MT;Barra do Garças;57791;4019731.43;545711.63;0;10937142.67;0;11905.46;0;3538968.86;9999935.18;40259751.98;0;25542659.63;966636.39;151513.23;14233758.88;91430.00;3190266.70;0;0;1373334.40;0;192580.76;2809257.00;0;5986196.71;2190849.56;1819358.17;1610995.69;0
351925;SP;Iaras;7431;719669.54;0;0;2164754.59;0;0;0;959965.20;0;4607749.47;0;7873785.68;322584.83;0;2526269.49;0;0;0;0;272652.31;0;0;0;0;0;417383.03;33338.83;39824.00;0
500380;MS;Fátima do Sul;19260;1650974.50;0;0;9467437.24;0;0;0;806472.91;1359518.60;7989849.87;0;7625683.91;4407.40;0;475937.82;0;0;0;0;0;0;0;0;0;728946.54;779483.76;358774.98;997534.08;1395121.54
311310;MG;Caranaíba;3341;511076.20;0;0;2264173.60;0;0;0;449248.65;106149.90;2674621.76;115250.07;2524495.29;175547.78;0;66241.50;0;22148.89;74120.90;0;85907.36;0;0;0;0;0;972543.61;17783.49;241652.40;0
220995;PI;São João da Varjota;4728;371629.52;0;0;2474726.27;0;0;0;361800.02;158224.66;1775444.29;0;3732240.96;11240.00;0;207185.48;29900.00;0;0;0;1500.00;0;0;0;36033.92;89694.56;100114.43;53163.88;0;0
310690;MG;Bicas;14268;770891.55;0;0;2965353.26;0;0;0;752458.70;17628.00;5888029.70;0;6032098.87;611102.98;0;2742908.79;22303.51;131473.05;792668.58;0;469861.50;0;12760.00;21991.16;12242.95;0;9083.15;131196.07;392362.73;0
261470;PE;Tacaimbó;12932;795372.05;0;0;2450121.40;0;0;0;1393619.24;0;5313756.60;0;8704094.86;538862.65;0;1603877.72;0;231994.27;0;0;350474.54;0;0;0;0;254.00;8660.69;22011.64;378074.39;0
521880;GO;Rio Verde;197048;16663457.56;0;3920626.12;43786419.13;0;888826.10;0;15818480.51;18977943.83;111039575.99;17892.44;163708298.22;1478105.61;408595.90;63855286.27;424329.55;0;292818.85;1179055.14;2921970.99;0;127795.80;690048.27;0;0;9845963.67;6194583.94;7118055.70;0
520390;GO;Buriti Alegre;9395;973154.87;0;0;4433726.72;0;39749.35;0;1643466.46;1247954.57;3779619.13;0;4996734.90;144171.33;0;3562436.84;0;3730675.11;96861.66;0;12307.88;0;0;0;0;0;40021.03;20455.25;239453.21;0
293050;BA;Serrinha;82157;3001198.89;0;0;24530493.35;0;25864.05;0;2750970.15;0;24980700.04;0;45034312.26;1274549.00;0;10110738.99;0;326965.66;442283.70;0;598686.26;0;0;0;0;0;4507.40;826555.55;2159640.23;0
411680;PR;Nova Cantu;7023;0;0;108145.53;2056835.76;22228.37;0;0;397998.13;121983.80;3284092.09;0;3611695.95;2359.60;0;1383136.30;0;0;13000.00;0;227545.73;0;0;0;0;0;1815588.59;149443.70;0;0
291610;BA;Itaparica;22329;455863.53;0;0;16538573.77;2576722.60;13064.68;0;187009.68;0;3298934.84;0;11944045.12;0;0;308113.50;0;0;1722194.09;0;1500.00;0;0;0;0;0;0;0;0;0
260130;PE;Barra de Guabiraba;13523;710831.60;0;0;4398268.84;0;0;0;889647.95;0;4412093.20;0;6289541.84;408317.25;0;850597.17;564751.47;182866.35;0;0;25595.30;0;0;0;0;0;46250.90;7642.50;628242.01;0
352180;SP;Itaí;25535;2631582.13;0;0;6869474.81;237375.03;0;0;4172192.95;2993360.87;19066237.36;0;14644205.24;1376041.39;0;6322163.37;6829526.05;0;276358.35;0;698142.99;0;0;0;0;0;1108766.09;576570.49;0;0
420670;SC;Herval d'Oeste;21961;1245558.74;0;0;4082257.98;0;349748.47;0;1531496.75;2485638.05;8852140.22;735246.51;10352610.99;590968.43;0;886579.43;88289.27;157662.29;0;0;947241.57;0;0;53316.00;0;0;3514636.15;529293.84;601711.45;0
280460;SE;Nossa Senhora das Dores;25839;1296899.75;986570.94;0;4413092.97;0;0;0;1121715.54;0;7427608.28;0;15344978.19;779809.54;0;2820579.08;0;0;0;0;980030.32;0;0;1552.50;0;0;0;155924.37;0;0
280210;SE;Estância;67491;4547645.04;2207614.71;0;12032212.21;0;1706206.99;0;4662372.91;2810058.74;29456010.18;0;49914869.07;4196930.27;0;23713170.86;0;6496999.43;0;0;2256747.06;0;438936.33;0;0;0;891125.00;1921007.17;0;0
310540;MG;Barão de Cocais;30501;2863237.00;0;0;7220171.00;0;395067.00;0;1886452.00;455273.00;21539561.00;31819.00;18539000.00;650770.00;0;6283484.00;10117.00;1156097.00;793967.00;0;116827.00;0;28456.00;1177104.00;799867.00;0;1318710.00;800099.00;2075059.00;0
291733;BA;Iuiú;11253;771318.85;0;0;2992524.15;0;0;0;713404.67;761839.09;4407500.28;0;9094028.79;26671.26;0;1717272.59;0;20000.00;2850.00;0;105968.53;0;0;0;0;92936.52;0;4289.52;0;0
270590;AL;Olho d'Água Grande;5159;555365.73;0;0;3107528.33;0;0;0;562513.68;0;3649427.86;0;6703343.14;107232.77;0;1321413.99;0;187332.27;0;0;54465.00;0;0;0;0;0;130904.78;82003.10;287656.04;0
351380;SP;Diadema;406718;27413954.80;0;0;117938430.55;0;28559208.11;0;19515730.36;52955841.81;279855097.61;1376063.98;208456672.75;8684580.16;0;48411009.48;13298019.09;3631533.33;601532.48;0;0;0;0;0;0;0;17963631.82;8072529.04;11807495.71;67007832.31
432143;RS;Terra de Areia;10467;703543.63;0;0;3528185.05;0;30515.05;0;152455.98;1192105.46;3863922.59;0;6678244.50;54915.80;0;969015.22;0;3986.40;355636.88;0;139752.15;0;25300.60;0;0;293178.82;203441.79;2061.20;759883.90;0
170550;TO;Colinas do Tocantins;33078;1544335.87;0;0;6780989.39;0;106132.75;0;2685959.50;3425698.00;12044642.71;79340.26;25240955.23;258014.91;0;6299462.02;0;9623.36;271738.65;0;92624.77;0;317160.44;29516.00;438.00;0;1250529.01;1227574.11;280051.77;0
352040;SP;Ilhabela;30983;2993194.65;0;0;26738564.03;0;2445176.30;0;1995721.86;3884464.78;37218189.99;0;39435374.80;3284614.10;0;16114303.87;35030.00;0;12357674.40;0;0;0;0;2919655.13;0;0;0;2825279.50;0;4500592.96
522045;GO;Senador Canedo;95018;5743176.32;1511832.13;0;52443487.19;0;1231173.80;0;0;3900502.27;86595130.97;0;74242951.26;3075001.46;13668132.33;50222612.67;0;35104155.57;2058922.05;0;206150.42;0;0;1469387.41;0;0;0;2564979.67;0;6536049.94
430410;RS;Campos Borges;3559;478493.94;0;0;1750596.91;0;0;0;344742.73;0;2612318.57;0;2268447.48;93723.78;0;272497.51;56090.65;50912.41;163259.99;0;582623.81;0;0;0;44893.14;0;898098.05;228498.07;977007.87;865540.05
421080;SC;Meleiro;7085;608161.77;0;0;1638737.75;0;0;0;531871.97;0;3517261.92;0;5793943.19;352747.71;0;3808639.05;0;695643.84;0;0;410556.54;0;1868.10;0;0;0;0;246144.19;1007059.90;0
353260;SP;Nhandeara;11203;644746.60;0;0;4363757.69;0;0;0;1312992.63;378562.22;6567296.56;0;6489203.84;74027.98;0;2012363.86;0;7060.01;0;0;453362.09;0;0;0;0;0;1407321.77;121178.73;698109.96;0
430105;RS;Arroio do Sal;8488;1040329.65;0;0;4726673.19;0;6236.29;0;644593.40;1442000.68;4610310.82;0;6485686.90;1656608.48;0;2031854.43;22173.21;0;637852.52;0;33012.93;0;0;0;3600.00;989589.86;319709.24;376363.39;0;1457575.76
150760;PA;São Miguel do Guamá;54417;1655221.83;0;0;13220230.32;0;0;0;3894921.84;0;14980917.20;0;38193959.50;0;0;0;0;0;0;0;431836.47;0;0;0;0;0;511017.79;790432.73;758897.88;0
261480;PE;Tacaratu;23833;1021982.38;0;0;3784277.15;0;0;0;967756.11;0;7286228.62;0;12926854.33;0;0;3844134.83;0;0;0;0;52914.60;0;0;14248.00;0;0;0;254236.34;3843978.81;0
320170;ES;Conceição do Castelo;12579;946274.20;0;0;4275923.28;0;0;0;1392960.52;0;5545257.63;0;9006229.31;95709.50;0;3162740.08;0;57236.47;349.25;0;1608826.51;0;0;0;0;142270.09;567561.59;847413.23;312277.13;0
130165;AM;Guajará;15291;1094159.36;0;0;4232831.50;0;0;0;800681.55;0;4690710.71;0;7826314.85;209885.64;0;1642099.12;6250.00;241755.76;81119.53;0;358526.94;0;0;0;0;0;21099.00;18087.50;236551.10;0
431180;RS;Marau;39182;1599379.09;61083.48;0;18410572.64;0;1119417.48;0;996902.28;0;17956381.34;3044757.24;27468282.01;385777.45;0;6801918.61;276193.61;21497.47;60091.99;0;558583.29;0;333690.48;628987.30;0;0;0;329469.33;2405896.36;0
211220;MA;Timon;161721;5137425.97;1065504.51;0;21388918.36;0;2040722.22;0;7476215.37;7918732.06;61504317.44;155294.73;91524778.08;979810.08;0;19804599.04;11996.69;8278511.36;433189.58;0;1298121.96;0;0;0;1911.00;2163474.01;0;1078942.57;12718348.16;0
292630;BA;Riachão do Jacuípe;35237;1525574.84;122108.33;0;11712740.15;0;0;0;2210951.13;0;10925433.33;8037.00;15921521.84;591.00;0;614603.49;0;0;0;0;0;0;67520.00;0;0;41382.09;117821.72;0;2226498.79;0
260100;PE;Angelim;10706;752206.17;0;0;3632935.12;0;0;0;1102834.25;1884034.36;6099088.96;0;8231075.49;284226.40;0;567894.76;0;0;0;208.00;30890.50;0;0;0;0;57858.49;0;19066.00;323826.76;0
510330;MT;Comodoro;19045;1674853.00;0;0;4797507.21;0;0;0;1503621.85;1716741.87;10338686.70;433936.23;14196388.92;440674.60;0;2468521.39;0;999169.57;31143.01;0;232906.88;0;0;0;127101.17;249595.33;1623861.68;388110.41;358757.21;2165294.18
292595;BA;Rafael Jambeiro;24258;1121282.35;0;0;3884971.21;0;0;0;1602133.79;0;10624702.82;0;21508753.86;355883.52;0;1117982.00;0;785.00;0;0;222886.00;0;0;0;0;0;243954.15;4500.00;501100.18;0
230565;CE;Ipaporanga;11500;791540.39;0;0;2721201.47;0;0;0;987721.78;0;5505068.62;0;9682602.20;425702.62;0;1972423.54;0;326070.92;12000.00;0;769877.41;0;0;1306.00;0;0;41790.34;52772.95;261790.61;0
430170;RS;Barão de Cotegipe;6744;346088.02;0;0;1688652.84;0;0;0;700417.37;0;3529967.34;0;2758099.98;231937.92;0;506488.96;182114.40;149795.54;10422.00;0;1013471.56;0;604169.99;1716.00;0;0;1884398.32;101638.50;96093.54;0
170700;TO;Dianópolis;20566;1336580.33;133061.27;0;3329752.87;2855.70;0;0;1301491.04;1014116.24;6918873.87;0;9128858.12;675482.14;238413.91;2405661.59;0;0;1032618.02;0;294296.82;0;891.95;371.25;0;0;346489.42;401803.48;0;0
292620;BA;Riachão das Neves;23209;1770396.31;0;0;3596863.10;0;0;0;1144142.90;0;9866734.80;3500.00;17759784.58;654989.07;0;4288532.88;0;141761.10;106621.22;0;0;0;0;0;0;58799.34;112089.98;11137.69;1738450.92;0
312630;MG;Fortaleza de Minas;4302;624958.81;0;0;3900758.38;0;0;0;261274.41;2316829.78;4241600.56;0;2921589.19;26610.81;63456.64;309030.93;0;36252.52;0;0;0;7627.62;0;0;2811.97;0;0;85060.15;0;0
352920;SP;Martinópolis;25473;849101.94;0;0;6236422.41;0;0;0;3507578.32;738338.97;14230761.02;0;16944316.86;313640.85;0;6273340.54;0;1738520.57;107454.26;0;350504.64;0;0;59681.99;0;0;1437691.81;1501219.09;2557553.38;0
171665;TO;Pequizeiro;5305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411490;PR;Marilândia do Sul;9088;0;0;0;3383843.74;0;0;0;673403.15;0;5207331.82;0;4620556.02;3952.77;0;1945519.48;150000.00;0;12920.77;0;107230.32;0;0;409.63;0;0;269025.81;285896.31;660896.92;0
430940;RS;Guaporé;24142;932993.75;0;0;4838096.29;0;158622.04;0;2609500.71;3471836.87;13441502.43;73023.52;12813200.33;427378.90;30326.44;3334656.08;152054.15;396688.65;262020.01;0;481521.61;0;180716.63;196655.18;61025.67;0;1333866.72;848377.52;1178228.51;2678287.46
292280;BA;Nova Itarana;8058;566206.73;0;0;3459833.52;0;39745.07;0;344121.82;0;2932998.51;0;5083215.98;354873.07;0;1091811.62;0;0;0;0;5556.92;0;0;0;0;0;210.50;460148.88;348951.30;0
411960;PR;Pitanga;32841;0;0;47131.88;5130659.15;0;0;0;2263675.21;4715376.31;10312287.65;0;14902452.13;236251.70;0;4848267.53;115402.44;961647.12;884401.32;0;1791782.56;0;1049204.77;0;0;0;1878294.97;677554.32;1317594.43;2358831.36
500750;MS;Rochedo;5156;723796.06;0;0;3088432.22;0;0;0;709157.14;411155.46;3749424.82;0;3901393.69;119047.10;0;0;156000.00;0;0;0;80200.00;0;0;0;0;116472.55;695658.24;25753.50;368638.19;782709.20
412810;PR;Umuarama;106387;0;0;0;13747636.27;0;6249805.25;0;6383420.85;12724575.34;65069361.28;0;37357669.16;623006.00;500389.30;26498964.67;2278242.35;927420.14;191917.28;0;2252641.95;0;1418319.29;3380516.70;0;0;1077769.30;2600779.08;11616440.02;8091855.73
420165;SC;Arvoredo;2281;202817.61;0;0;1331546.53;0;17962.56;0;319162.57;0;2821861.24;2650.00;2025098.22;14649.76;0;311454.84;99319.78;75958.87;17926.89;0;1395880.69;0;150120.03;13950.56;0;0;1931754.74;176724.08;611162.38;0
330580;RJ;Teresópolis;169849;10636061.23;0;0;27266842.52;0;5133148.40;0;13684380.02;38269518.61;96485536.67;205192.73;123768707.14;1633862.31;0;28257097.94;400000.00;0;7604097.55;336403.97;2388724.18;0;0;3985347.10;552385.00;0;0;1373067.15;12900140.90;15310452.24
220285;PI;Coronel José Dias;4594;378061.09;0;0;1776987.51;0;0;0;302528.06;0;1905917.11;0;4018922.25;115637.01;0;538402.23;0;79977.01;0;0;120385.66;0;0;0;5358.55;109202.94;31370.00;27305.67;118183.01;0
520320;GO;Barro Alto;9606;1459690.60;5098.58;0;4953927.27;0;162480.53;0;1219650.33;1197261.36;5741600.08;0;10669895.77;182965.52;760580.41;2958529.30;96059.65;187.13;101487.53;0;301718.32;0;0;0;0;0;1597486.25;44635.11;873086.40;0
431720;RS;Santa Rosa;71665;2938421.15;0;63824.29;27426954.97;0;2043961.91;0;4406823.76;9557152.41;53453807.61;555798.63;35224703.92;4685021.36;47761.83;4019779.02;695171.44;0;3043991.34;0;3936277.89;0;359283.50;23.80;24960.36;1081864.47;4318783.35;403286.81;3599453.99;10444969.90
260970;PE;Orobó;23552;1209743.37;0;0;3764954.05;0;0;0;1358826.96;0;8499529.37;0;16863697.58;823469.90;0;3588813.58;0;0;45563.52;0;435790.59;0;0;0;0;0;890673.09;128780.43;493626.28;0
315040;MG;Piedade dos Gerais;4867;565895.92;0;0;1367926.89;0;0;0;438872.84;223267.86;2830789.79;0;2336649.56;569904.38;0;386260.76;0;108638.20;0;0;30684.27;0;0;0;0;0;1475851.55;189517.46;433361.63;0
312040;MG;Cristiano Otoni;5182;519956.46;0;0;1277724.91;0;57049.95;0;341678.82;375600.18;2602648.85;0;3434159.21;327165.22;0;864965.59;8867.67;127026.27;80726.55;0;77235.82;0;0;0;21471.80;133966.43;202845.47;147099.28;137645.39;0
150715;PA;São Domingos do Araguaia;24012;988669.80;0;0;7564453.61;0;0;0;1344261.59;0;8114765.93;0;19112958.19;0;0;0;68492.50;0;71310.10;0;706769.40;0;0;105897.98;0;0;684135.02;686685.21;0;0
311370;MG;Carlos Chagas;20214;1171307.11;646756.66;0;9145157.46;0;69761.23;0;927313.92;2243800.73;7892213.54;0;9612923.11;167571.92;0;1992260.51;3906.30;55000.00;5800.80;0;180244.85;0;0;124.40;420.00;0;591053.48;162123.36;0;276494.59
231090;CE;Piquet Carneiro;16169;908259.27;0;0;4718151.41;0;0;0;1382045.45;534527.28;6283303.28;0;9027288.44;187540.00;0;452900.68;178421.08;1572513.00;25926.06;0;1050988.13;0;0;0;10578.78;0;116600.01;248564.92;135334.51;0
316820;MG;Tapiraí;1923;492861.27;0;0;1168028.02;0;0;0;117254.32;442558.52;1729882.57;0;2002366.28;90237.91;0;628953.65;4954.10;2676.00;1200.00;0;58063.90;0;0;0;0;0;445506.42;11094.88;106982.34;0
412600;PR;São Sebastião da Amoreira;8917;0;108912.24;0;2552268.46;21844.24;0;0;570623.61;129289.85;4498734.86;123556.54;3498053.01;49190.37;0;1565531.15;0;0;0;0;82472.59;0;12750.44;0;0;0;20485.77;84116.82;386682.49;0
260270;PE;Buenos Aires;12934;827768.16;0;0;2006210.35;0;0;0;976384.36;431875.67;5312858.87;0;7745728.08;975676.68;0;1382750.04;0;28871.75;1500.00;0;138916.67;0;0;0;0;0;374584.10;78202.70;0;0
314120;MG;Matutina;3856;506725.77;0;0;1255306.11;0;22699.82;0;473853.68;994973.13;2234480.79;0;2182801.93;293631.27;0;1106721.61;0;23345.55;89487.63;0;68219.75;0;0;0;9667.50;231550.31;389173.97;261252.39;286329.35;0
220672;PI;Nazária;8289;407830.53;0;0;1608888.02;0;0;0;319638.42;0;2595751.71;0;7656749.82;49719.75;0;422302.04;0;201344.59;0;0;120125.20;0;0;0;22500.00;7000.00;11932.00;84209.69;291635.64;0
431849;RS;São José do Inhacorá;2237;298497.08;0;0;1582844.55;0;5076.66;0;296351.01;0;2369769.96;0;1928261.43;54431.77;0;236471.35;0;128551.33;0;0;597598.01;0;436032.86;6793.31;0;0;1851849.12;129830.65;373094.03;0
250320;PB;Cabedelo;63035;8395260.60;1328873.10;0;27561789.08;0;7963097.81;0;3966460.21;5944848.90;44438683.15;78151.54;32837674.78;1354646.43;397562.02;11352033.59;0;0;901861.45;0;0;0;0;0;1131997.32;2379168.07;2385829.02;1121123.45;4454677.97;6173039.28
251690;PB;Uiraúna;15062;849626.04;0;0;3181679.78;0;0;0;865322.15;137537.18;6442550.78;0;6734740.82;472360.54;0;2233009.68;146457.90;168224.80;0;0;262426.33;0;0;0;0;0;197624.50;120291.73;955267.81;0
316980;MG;Turvolândia;4897;447404.75;0;0;1277266.35;0;33166.64;0;464804.16;0;2343795.34;0;2887526.71;145457.05;0;573441.04;0;426332.62;0;0;14101.81;0;0;0;0;0;800984.23;47299.23;622614.58;0
250610;PB;Fagundes;11449;585995.70;0;0;1285541.77;0;0;0;1071698.06;199074.03;3408617.66;0;9166971.10;7005.00;0;910514.28;0;0;0;0;148412.98;0;0;0;0;0;50789.20;7926.90;14333.44;0
500730;MS;Rio Negro;4989;706680.43;0;0;4086603.52;0;0;0;1106360.06;0;3578055.26;0;3797430.66;118365.75;0;130000.00;0;0;0;0;313107.67;0;0;0;0;75059.31;95044.52;70132.73;234034.23;0
431890;RS;São Luiz Gonzaga;35344;2239615.86;0;0;4325026.95;0;61724.40;0;1823099.13;492907.65;12469540.29;0;15337739.97;420906.33;1014.66;4070801.47;0;346066.93;123179.75;0;816121.15;0;0;136237.00;0;0;1386085.12;316519.25;6541449.64;6478123.07
510370;MT;Feliz Natal;12088;1064497.06;0;0;3520636.20;0;0;0;1296260.53;612764.83;5529378.39;0;9067078.88;344138.08;0;1398645.00;0;246294.35;30270.78;0;312354.59;0;0;0;0;0;2631662.43;211138.90;332752.73;0
220680;PI;Nossa Senhora dos Remédios;8419;393145.36;0;0;2761573.95;0;0;0;553043.75;0;2901238.59;0;10191103.31;12006.00;0;624215.89;0;132406.50;0;0;46719.50;0;0;0;0;0;37700.00;5000.00;35744.02;0
431346;RS;Novo Xingu;1801;426179.65;0;0;1223853.54;0;0;0;294782.74;0;2200959.29;0;1761274.93;164623.48;0;453150.84;0;167387.29;96872.97;0;782690.17;0;277396.05;0;0;0;893022.63;325189.56;319217.07;0
280760;SE;Umbaúba;23950;1153010.37;835179.13;0;4438390.36;0;0;0;1659256.38;0;7502283.25;0;17116516.22;691090.74;0;2384544.14;0;2612531.12;90965.28;0;407797.52;0;0;0;0;0;0;183635.14;0;0
522205;GO;Vicentinópolis;7933;899982.58;0;0;3016675.76;0;221391.98;0;1517408.89;1097705.70;4868561.66;144541.09;5478763.52;0;0;1629956.84;0;183437.36;9961.24;0;292619.36;0;0;0;17790.90;111025.56;1570324.70;150686.89;234475.03;0
412010;PR;Porto Amazonas;4727;0;0;0;1507418.88;0;0;0;832393.68;0;3083323.44;0;3195296.28;145615.06;0;1247997.17;0;0;70693.65;0;0;0;0;642971.31;68093.75;0;0;0;36343.02;0
350640;SP;Bilac;7519;452404.80;0;0;1771819.26;0;0;0;692306.33;1787507.98;4311129.76;0;5611972.65;76230.17;0;2593729.12;297657.18;423569.62;0;0;188641.43;0;0;0;0;0;1828241.32;275915.27;236592.85;0
431640;RS;Rosário do Sul;40825;2500000.00;55601.49;0;18104841.78;0;35651.58;0;1806285.58;6455551.89;13384035.77;18844.89;13021252.15;573572.96;5000.00;931768.56;12695.26;67290.00;24753.19;0;604530.46;0;2644.72;240546.45;0;0;0;1097383.02;3742998.33;0
260870;PE;Lagoa dos Gatos;16100;823915.76;0;0;6532116.14;0;1030.00;0;1543897.82;0;5304039.31;0;12392774.44;716865.01;0;960964.37;168038.30;0;16851.95;0;513523.00;0;0;0;0;9054.10;65370.50;0;572003.66;0
291005;BA;Dias d'Ávila;75103;3419338.91;0;0;23881101.19;0;0;0;2451633.73;0;27917189.59;0;44048715.62;1014099.59;0;4179260.58;0;0;0;0;0;0;0;1041710.83;0;0;4500.00;58300.00;3191107.10;0
352570;SP;José Bonifácio;34846;1817896.72;0;0;9775948.98;0;919289.85;0;2978387.92;0;16805163.94;0;20481068.07;1535959.21;0;4329747.88;0;8176311.53;0;0;140716.00;0;0;122019.36;0;0;3429451.19;231417.91;1396633.75;0
293030;BA;Serra Dourada;18467;1087343.40;0;0;4031083.32;0;0;0;744261.62;0;6748327.85;0;10538731.56;310300.00;0;1848554.75;927.06;1372631.54;0;0;0;0;0;0;0;0;0;0;0;1636205.89
351040;SP;Capivari;51949;3571529.25;0;0;12705512.80;0;0;0;4162673.28;937457.04;24093681.78;3202.89;36601612.73;1426971.73;0;9301723.61;592005.51;19049656.67;801196.55;0;731935.47;0;764017.80;0;0;0;3684773.89;5875365.85;8767572.15;9334655.46
316940;MG;Três Pontas;56156;1726047.96;804074.84;0;9056204.33;0;510304.06;0;2347927.12;4786850.85;31595816.04;0;19130505.35;1387124.92;0;1855533.81;0;4993244.97;906226.45;0;548882.55;0;141427.47;0;0;0;0;1236867.88;1578906.93;7573746.10
