##Cod.IBGE;UF;Instituição;População;01 - Legislativa;02 - Judiciária;03 - Essencial à Justiça;04 - Administração;05 - Defesa Nacional;06 - Segurança Pública;07 - Relações Exteriores;08 - Assistência Social;09 - Previdência Social;10 - Saúde;11 - Trabalho;12 - Educação;13 - Cultura;14 - Direitos da Cidadania;15 - Urbanismo;16 - Habitação;17 - Saneamento;18 - Gestão Ambiental;19 - Ciência e Tecnologia;20 - Agricultura;21 - Organização Agrária;22 - Indústria;23 - Comércio e Serviços;24 - Comunicações;25 - Energia;26 - Transporte;27 - Desporto e Lazer;28 - Encargos Especiais;Despesas (Intra-Orçamentárias)
352090;SP;Ipaussu;14383;0;0;0;4580258.54;0;0;0;1271580.55;224919.86;6694567.01;0;12762993.54;145791.25;0;4804190.81;0;871626.25;0;0;470388.79;0;0;868611.61;0;0;505759.39;421445.29;921941.20;0
260825;PE;Jucati;11061;787496.13;0;0;2281221.78;0;0;0;1142464.63;662740.10;3651368.58;0;10265522.27;323206.61;0;1233922.30;0;50759.57;38829.00;0;507143.28;0;0;0;0;1842.00;500.00;18433.20;315203.02;0
291535;BA;Itaguaçu da Bahia;14392;929890.83;0;0;1876529.73;0;0;0;704135.66;0;5610286.95;0;11095962.00;28.50;30995.00;5910494.38;0;0;38754.88;0;152086.14;0;0;0;0;0;0;33113.05;593485.57;0
250600;PB;Esperança;32264;1704936.14;247543.03;0;3045547.44;0;12214.04;0;1347321.38;5237701.40;14530023.51;0;13368909.04;303569.52;0;3310375.45;0;128394.61;26015.86;0;888849.89;0;0;995729.91;1768.77;40184.40;0;861463.43;1360065.58;2962983.50
221037;PI;São Luis do Piauí;2591;360389.08;0;0;1699648.66;0;0;0;322701.82;267485.20;1780780.99;54449.02;1978464.71;92913.40;0;540586.68;0;59972.37;0;0;15991.50;0;0;0;6504.82;0;319250.49;200705.67;0;0
320250;ES;Ibiraçu;12124;1210596.01;185899.13;0;3378119.65;0;0;0;1550011.05;0;5874353.78;0;7026045.45;4312.32;0;4358637.54;0;915680.94;6105.40;0;961843.64;0;0;0;0;305454.92;943980.01;720104.83;0;1808727.31
220540;PI;Joaquim Pires;14032;574331.55;0;0;2320605.52;0;0;0;669149.48;149169.93;4966162.48;0;8964174.61;258148.17;0;772833.00;109350.00;980805.01;0;0;417976.34;0;0;0;48964.38;0;0;0;0;0
410690;PR;Curitiba;1848946;91426960.72;0;26976294.64;432089137.52;654755.35;72730194.11;0;127872347.30;490249726.79;1351465732.07;31313169.89;972258882.86;43783445.29;1971.60;1534027377.10;50514377.50;220090873.31;80042604.31;588423.40;0;0;200000.00;57390545.21;0;0;0;28550184.07;192069011.73;414638636.71
292870;BA;Santo Antônio de Jesus;99407;4667673.65;0;0;14712176.11;0;0;0;5259698.40;0;41562961.39;0;36110080.98;4106796.50;0;28794540.21;0;14501.00;19466.33;0;1365763.54;0;0;87552.95;0;0;2113095.48;253174.90;1827654.23;0
315290;MG;Pratápolis;8975;553202.76;0;0;3559872.37;0;36247.15;0;396698.17;0;4996298.28;0;3312849.27;204829.08;0;837828.80;0;1018702.04;0;0;108050.41;0;0;0;53640.00;278425.00;229658.81;87467.30;214235.10;0
354250;SP;Reginópolis;8218;653018.01;0;400685.75;2270385.49;0;0;0;896217.64;173157.17;4969397.62;0;5077899.01;82429.17;0;1370367.86;72067.28;434776.36;0;0;166722.06;0;0;0;4175.45;0;988888.10;478772.83;414044.55;0
520800;GO;Formosa;108503;4247770.77;652431.10;0;16350517.44;0;778352.97;0;3903171.89;9671445.68;37991710.74;0;58501757.37;658600.97;12615.53;20717206.61;0;0;217919.77;0;504093.66;0;860512.14;563451.28;0;0;8687692.63;835497.44;3804046.08;0
290540;BA;Cairu;17168;3550793.70;0;0;9774007.07;0;0;0;2708617.34;0;12357912.89;0;23818947.88;2806067.43;0;13440106.26;0;148502.60;69893.10;0;9428.00;0;0;1961619.74;0;1291758.26;0;129837.00;1376421.06;0
230330;CE;Cariús;18815;1115212.80;0;0;5834088.74;0;0;0;913854.96;0;6488919.92;0;9938638.26;406850.00;0;570576.65;0;270528.68;0;0;252458.43;0;0;41603.55;0;0;1342630.07;14180.00;209556.00;0
310470;MG;Ataléia;14344;847644.49;0;0;2221297.75;13129.28;41169.27;0;195185.59;1072628.93;4875020.33;137822.27;6196009.72;76263.92;0;1283080.46;21054.99;63227.78;63429.00;0;37604.23;0;0;51.40;600.00;156879.91;768188.87;80376.51;142590.69;0
500470;MS;Ivinhema;22832;2130522.27;136455.70;0;12841372.41;0;0;0;5026662.95;2180132.46;13746011.21;2323892.32;16397869.91;369103.78;0;4918592.52;275911.63;0;173291.65;0;887642.22;0;0;0;0;970906.77;24521.90;405296.42;1306500.17;1092653.26
316730;MG;Silveirânia;2271;379409.05;0;20768.55;1235899.50;0;0;0;433019.84;560311.77;2089978.49;0;1917273.51;42957.22;0;332414.27;60528.18;43501.30;2260.00;0;357262.05;0;0;0;0;0;842399.67;186197.47;332849.49;0
290280;BA;Barra da Estiva;22409;1199867.16;589864.38;0;2354751.71;0;84271.75;0;1107563.95;171482.20;7781349.82;0;15717872.88;395588.05;0;2540830.59;0;123366.77;107043.76;0;1106216.39;0;0;0;0;142535.10;1042399.04;150396.95;480541.14;0
521090;GO;Itapaci;20161;1191833.36;618.39;0;4360450.57;0;163993.19;0;2158244.66;0;7882591.63;0;7826693.74;0;0;3294800.88;7658.74;0;248008.90;0;93629.14;0;0;0;0;676269.00;1778140.95;291164.42;0;0
280120;SE;Canindé de São Francisco;27136;5745263.33;0;0;33809583.14;0;0;0;11261052.59;0;21676109.06;0;35113120.58;1494256.90;0;408511.72;14037.00;0;0;0;5461168.40;0;0;80760.00;0;0;9012.06;974201.27;0;0
421725;SC;São Pedro de Alcântara;5139;444593.58;0;0;1342766.37;457.18;116689.85;0;123592.62;280394.21;2368461.61;0;3165486.82;209281.19;0;792670.08;0;0;103599.90;0;250332.61;0;0;4726.10;0;0;1192164.60;156476.90;249575.53;0
431910;RS;São Martinho;5868;412691.85;17187.71;52703.68;1640421.92;0;0;0;648916.99;1208350.24;3173615.62;224149.12;3106961.62;87396.25;0;1604559.15;171883.86;92027.03;0;0;1240602.97;0;181901.00;29659.37;0;151041.58;0;68542.12;216192.48;1251112.11
431454;RS;Pinto Bandeira;2681;0;0;0;3500679.81;0;25500.00;0;214145.42;0;1744120.12;0;1080557.89;0;0;0;0;377205.62;26227.10;0;620431.80;0;0;0;0;96534.98;434779.80;367216.74;29017.04;0
110090;RO;Castanheiras;3689;577847.22;0;0;1826824.96;0;0;0;494519.74;453560.41;2612319.33;0;3166387.65;0;0;726446.23;0;0;0;0;511272.90;0;0;0;0;0;1038210.80;147271.18;130664.33;0
352540;SP;Jeriquara;3230;577147.46;0;0;1605475.63;0;0;0;685874.42;0;2461379.86;0;5061315.58;0;0;1184084.34;0;0;0;0;317136.69;0;0;84846.78;0;0;522672.77;282548.19;680179.19;0
421500;SC;Rio Negrinho;41167;1554740.88;207059.85;0;11564866.05;0;518549.26;0;1462897.24;431795.42;21304610.62;0;25628879.74;1341364.91;0;3422446.30;332219.09;8742869.72;0;0;565375.26;0;0;63239.22;53852.56;0;3620705.85;463736.76;0;5247657.21
353630;SP;Patrocínio Paulista;13821;568744.74;0;0;5867783.60;0;199321.57;0;1649972.86;0;9644323.92;0;10214132.13;217928.81;0;3681293.71;0;1321581.45;0;0;213175.82;0;0;0;0;0;1220932.24;633587.08;964114.07;0
410680;PR;Cruz Machado;18702;0;0;0;3058813.13;18358.31;0;0;1029901.33;50000.00;10048720.14;0;13147055.91;84631.16;0;337757.44;160000.00;0;0;0;559212.04;0;338185.79;0;0;184661.47;4589737.01;220419.50;2009991.27;0
431200;RS;Mariano Moro;2235;323130.00;0;0;2973990.57;0;5977.00;0;434938.04;0;2823467.43;0;1591200.10;131619.01;0;439072.06;42313.60;16950.00;11918.45;0;1096488.25;0;0;106728.46;12000.00;60659.61;862475.17;23462.74;169577.54;0
270670;AL;Penedo;63595;1083318.60;633526.21;0;14040408.13;0;0;0;2807696.82;0;15848844.36;0;32039299.08;4975998.19;0;13710962.88;0;5949524.89;0;0;1716037.11;0;0;585115.38;0;485248.81;62768.95;233135.71;251585.95;0
310150;MG;Além Paraíba;35559;2267514.59;0;0;10390902.17;0;51743.52;0;2122603.89;3454685.22;12497426.04;4372.35;10947697.38;1081424.48;0;2522452.18;76447.10;2506110.38;0;0;85888.79;0;0;8100.00;24182.13;0;321226.22;159094.01;347336.74;3012419.34
170950;TO;Gurupi;81792;3913135.70;0;797075.53;10671336.20;0;469861.32;0;2918595.78;10344695.02;25406617.74;0;74417342.90;960597.86;0;17466024.13;562266.28;0;112885.61;0;281875.92;0;7320.29;1248.03;0;0;447603.30;596815.37;1054521.18;0
355480;SP;Tremembé;43871;3083940.58;0;0;21714259.68;0;0;0;1659226.10;1702622.75;17057397.53;0;29671702.87;50340.39;0;298246.57;0;60189.57;0;0;221635.76;0;0;0;0;1417079.87;459564.25;1300180.66;0;0
521140;GO;Itauçu;8893;667019.73;0;87600.00;2231783.11;56.60;46068.91;0;390781.91;1334003.85;3442257.09;107858.97;2980225.44;4820.50;0;1461911.94;0;0;37451.11;0;640908.90;0;0;9030.00;0;0;532355.07;186985.07;0;0
431475;RS;Poço das Antas;2094;289020.24;0;0;1580305.38;0;9500.00;0;233184.57;0;1988436.58;0;1849958.87;179224.31;0;0;95000.00;15450.00;230018.97;0;923578.81;0;12720.00;0;0;0;1441277.24;281350.43;0;0
352980;SP;Mineiros do Tietê;12583;522388.67;0;0;3145812.44;0;0;0;1746439.87;0;5704658.80;0;8471966.86;105258.26;0;1965906.16;13839.00;0;0;0;35297.40;0;5066.75;222545.01;0;0;253181.60;221686.26;549766.15;0
421710;SC;São Martinho;3239;550112.00;0;0;1447070.90;0;29597.81;0;350664.76;118936.57;2529111.57;0;2034050.56;80622.71;0;582099.16;0;0;0;5128.68;593578.22;0;0;175843.26;346.53;0;1376228.31;176799.02;0;0
354820;SP;Santo Antônio do Pinhal;6733;658199.96;0;0;1392324.88;0;0;0;565059.54;399053.44;4119874.41;0;8772534.37;0;0;1668509.53;0;0;213360.71;0;102301.79;0;0;840353.86;0;0;576344.18;192261.85;772673.06;0
352160;SP;Irapuru;8123;625724.00;225984.68;0;2152499.00;0;0;0;820092.68;0;3230618.80;0;4175571.74;386206.29;0;1712970.89;0;505363.20;0;0;253158.70;0;0;0;0;0;94192.13;35990.65;320699.37;0
411010;PR;Imbituva;30359;0;0;0;3207804.34;0;0;0;2184362.10;2070267.36;13066569.43;0;12329911.18;32624.52;0;2093915.20;0;696.88;257695.20;0;278424.86;0;0;2500.00;0;0;2267270.70;345757.83;2476488.15;1825736.80
314070;MG;Mateus Leme;29578;1440387.49;0;0;11351413.99;0;41239.70;0;2294827.37;230040.17;16992426.36;0;13466350.92;894208.07;0;2468277.06;0;136022.68;512115.13;0;93614.32;0;0;17329.70;0;230804.68;0;190436.20;1364961.86;0
250470;PB;Congo;4770;489536.25;0;0;937959.15;0;2042.00;0;476593.68;0;2361175.57;0;3204739.60;259785.70;0;1412817.96;9384.61;48000.00;0;0;1394650.06;0;0;0;0;0;55000.00;17085.00;104955.80;0
411345;PR;Lindoeste;5309;0;0;0;1862120.73;0;0;0;835171.80;0;3463853.88;0;4901989.59;22610.79;0;1406497.36;0;0;6140.00;0;584140.85;0;0;141896.56;0;0;350735.96;80629.86;49422.85;0
411330;PR;Laranjeiras do Sul;31936;0;0;0;5707244.79;0;283937.26;0;2507025.36;0;10665765.30;0;14280837.53;129905.61;179393.10;6488790.55;384048.23;1836947.18;47813.28;0;1411394.31;0;105753.95;0;0;0;3346383.93;608725.25;2177624.09;3217254.58
313660;MG;Nova União;5752;557380.99;11936.96;0;1367265.46;22109.05;27085.22;0;251097.03;444523.12;2587267.62;0;2262222.65;129822.36;0;608952.89;0;83239.22;43469.32;0;75655.28;0;0;0;0;141571.54;298722.00;22078.59;290639.46;0
352170;SP;Itaberá;18158;1203316.96;0;0;4316653.92;0;212750.40;0;2277620.90;0;10898715.37;0;11362077.58;305174.19;0;2511515.03;1864470.16;0;107609.87;0;583123.15;0;119810.56;170727.32;0;0;1811853.51;310791.99;731174.37;0
120033;AC;Mâncio Lima;16410;814572.00;0;130753.88;6346776.73;0;0;0;1939534.52;0;0;0;12157830.81;200980.87;4040.00;1695545.23;0;0;76056.46;0;1432088.85;0;0;0;0;36833.60;114697.50;310059.68;379825.47;0
314100;MG;Mato Verde;12947;773427.72;40727.59;0;3545899.39;0;11630.47;0;729471.86;660372.00;4938028.68;0;4796677.12;88517.09;0;1646648.63;0;179476.20;26327.33;0;133858.54;0;0;109308.26;0;89025.29;260174.18;123677.68;144478.24;0
314420;MG;Nacip Raydan;3256;522305.63;68184.67;0;1936389.33;0;5008.07;0;567824.69;281797.95;2179197.32;89244.64;2215291.63;246172.19;0;373237.72;0;281871.25;19861.59;0;604018.68;0;0;1500.00;5597.75;49649.39;808374.69;127418.50;76749.96;0
313020;MG;Igaratinga;9997;664744.13;37807.37;0;2227982.62;0;30921.31;0;621218.32;1065003.79;5168095.23;0;5114339.06;13690.00;0;953109.27;0;280876.50;479470.40;0;15750.00;0;4000.00;0;17785.98;0;589922.92;355955.90;627602.64;1064162.83
350770;SP;Braúna;5345;439998.26;0;0;1747536.52;0;0;0;793497.75;529530.13;3685959.91;0;3155272.00;97395.28;0;1736313.82;0;548875.01;0;0;92347.40;0;0;0;0;0;213468.20;321306.66;394726.12;0
352330;SP;Itariri;16441;1092472.53;0;0;3845886.84;0;0;0;858038.45;0;7322870.27;0;9851353.03;18032.32;0;4447436.74;0;0;45526.99;0;0;0;0;5537.44;0;0;0;37439.16;0;0
261080;PE;Pedra;21558;970512.06;0;0;4466441.40;0;0;0;1516357.30;3509663.62;8202672.05;0;11444234.73;653105.40;0;3012505.56;455895.92;701786.29;558874.49;0;410486.71;0;0;1735.00;0;0;270062.22;4526.80;136009.27;2164130.33
290270;BA;Barra;53361;2225938.92;0;0;13045978.00;0;0;0;908391.43;0;11767593.78;0;47002324.89;0;0;3992602.98;1600.00;1522750.52;17659.55;0;963197.00;0;11267.50;0;0;0;3243.99;0;3043206.86;0
355390;SP;Tarabai;7028;655742.61;0;0;2227594.07;0;0;0;697202.26;0;4003121.56;0;6702037.80;0;0;1186537.82;0;0;3777.66;0;100507.48;0;0;0;0;0;1206470.64;94958.71;556849.94;0
431350;RS;Osório;43256;0;0;0;26635373.98;0;0;0;2748161.46;19012048.70;37026858.36;23589.43;34820494.41;1598567.41;0;11932493.95;2109884.74;0;3707087.10;0;2894388.29;0;3886690.33;3751116.82;0;0;0;1636799.84;5627731.81;9544816.84
280490;SE;Pacatuba;13896;961351.53;427452.71;0;8704226.91;0;0;0;917315.78;0;4893852.11;0;13140253.48;70735.00;0;0;0;121016.55;4200.00;88426.98;0;0;0;0;0;0;0;0;0;0
210440;MA;Gonçalves Dias;17572;0;0;0;1.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210592;MA;Lagoa do Mato;10989;0;0;0;1835444.51;0;0;0;648947.76;0;4287709.01;0;10788688.97;1522279.67;0;1072607.40;24748.18;351698.25;0;0;29571.45;0;0;0;2413.42;116757.08;639827.48;0;0;0
520250;GO;Aruanã;8335;864597.02;0;0;6098097.55;0;104009.98;0;1148711.78;771450.24;4678841.12;0;6986947.45;0;0;6953661.37;0;0;15042.12;0;12100.00;0;0;122052.93;0;0;0;130535.08;315325.76;0
170384;TO;Campos Lindos;9000;485725.81;0;0;1853813.88;0;0;0;648797.79;89397.12;2603274.58;0;6282716.93;0;1126.20;411932.43;711031.15;0;142591.00;0;132167.25;0;0;0;0;0;791728.90;9118.40;36323.17;0
353880;SP;Piraju;29532;1409690.29;257131.79;0;7016422.43;0;172253.29;0;2855446.96;3073402.95;16313182.03;0;19695647.49;372436.38;0;6392798.59;0;0;0;0;1703718.94;0;0;4883724.00;0;0;0;1122370.40;617222.62;0
521980;GO;São Domingos;12016;783333.26;0;0;2189218.34;0;0;0;514925.90;1367874.56;4611924.11;0;6923968.55;0;0;1353270.64;43050.65;3682124.74;97585.42;0;154302.53;0;0;0;0;0;476264.12;1410.00;1106894.61;0
220775;PI;Passagem Franca do Piauí;4457;399316.54;0;0;1981541.68;0;0;0;525826.53;128038.57;2199322.65;16768.00;5006841.50;104350.00;0;497758.00;0;50407.63;0;0;56441.45;0;0;0;14700.00;7300.00;6372.00;809.01;0;0
412720;PR;Terra Boa;16562;0;0;0;3290976.63;0;0;0;1589084.98;0;10110900.68;0;7148223.26;119422.64;360462.35;2734223.27;973.51;0;199651.39;0;320726.70;0;207548.52;0;0;162438.61;550671.98;151995.27;810806.54;1611034.41
250030;PB;Alagoa Grande;28733;1240366.39;0;0;5720930.08;0;0;0;1819441.83;0;10286020.13;0;17323429.92;398627.61;0;2339368.20;0;0;139027.74;0;550734.51;0;0;0;0;0;7458.00;457938.88;496589.79;0
240960;RN;Pedra Preta;2607;0;0;0;1857473.86;0;0;0;575004.80;0;2280202.83;84388.25;3097030.48;12097.99;0;706461.44;0;0;0;0;495851.35;0;0;0;0;7490.00;0;1171.60;36798.40;0
420010;SC;Abelardo Luz;17584;1628261.99;0;0;4790199.85;0;160072.14;0;2065539.31;0;10335042.65;0;14339202.48;98593.70;0;3156615.81;474427.11;4343637.76;0;0;2311533.27;0;491939.10;216778.84;0;148573.94;3614631.96;395315.08;2317965.36;0
316140;MG;São Francisco do Glória;5211;570890.06;12746.05;93600.00;1834444.78;0;37769.50;0;347717.21;1012605.59;2662834.84;119550.79;3143771.87;369705.24;0;231116.62;300000.00;174648.90;52886.00;0;159276.63;0;0;0;1600.00;36650.89;261515.63;31716.55;605130.49;0
240770;RN;Montanhas;11644;710887.08;0;0;2097354.50;0;0;0;699544.23;0;4548410.67;0;6138215.13;124838.00;0;2137221.42;0;0;134068.13;0;0;0;0;9842.00;0;0;0;1100.00;554501.16;0
311810;MG;Congonhas do Norte;5103;492300.29;0;0;1715039.64;0;0;0;427128.86;0;2564557.54;0;2302756.24;520075.33;0;625471.68;0;463100.58;37893.88;0;139671.62;0;0;800.00;0;69571.11;605829.94;68954.91;170741.36;0
310390;MG;Araújos;8517;386699.14;0;0;2070858.78;0;36105.70;0;237226.38;399240.26;3600322.30;0;4423736.91;107516.13;0;488101.28;0;1035.00;0;6160.00;82655.83;0;0;0;51105.18;197667.66;622128.59;31436.61;0;0
352190;SP;Itajobi;15104;845669.61;0;0;3906851.68;0;0;0;1329651.87;2177846.53;9428471.30;0;12305540.43;0;0;4578118.14;0;989853.77;0;0;64281.91;0;0;0;0;0;2873477.07;900728.12;1170856.21;0
311590;MG;Chácara;2977;395837.90;0;0;1341498.20;0;0;0;373884.31;142236.81;2407080.46;0;2715665.13;381903.20;0;913587.19;12639.76;42447.54;4484.60;0;499726.49;0;0;0;0;0;345892.86;142947.58;152658.22;0
353650;SP;Paulínia;92668;18448996.23;0;0;96019283.82;0;25246762.91;0;49722361.61;43311529.49;184838662.66;0;229046359.37;41701982.65;0;138062924.99;91484868.90;6030391.62;314780.93;0;253252.60;0;0;378624.81;0;0;5289763.40;812154.41;43531833.21;41764183.91
250375;PB;Cajazeirinhas;3131;484299.90;0;0;1334666.79;0;0;0;847274.50;238035.02;2273384.81;0;4068309.27;70820.00;0;750260.39;266.00;0;3729.00;0;245078.52;0;0;0;0;0;0;212684.06;100555.13;0
280370;SE;Macambira;6723;580141.56;88551.60;0;1768819.58;0;0;0;820954.97;0;2491001.05;0;5640470.28;194808.30;0;1215072.87;0;0;0;0;518469.02;0;0;0;0;0;0;58989.00;0;0
520810;GO;Formoso;4835;601158.06;0;0;2489513.87;0;14579.97;0;550929.44;648810.39;3189787.91;0;2698112.66;0;0;1097952.88;0;0;49734.91;0;116679.43;0;0;0;0;0;655415.06;18919.10;296577.01;0
350395;SP;Aspásia;1854;526032.64;0;0;1746387.30;0;0;0;609957.18;484694.76;2359044.60;0;1594287.71;24816.55;87555.73;743977.28;0;0;336219.15;0;247505.23;0;0;0;0;0;190943.46;265867.70;271735.91;0
291060;BA;Esplanada;35930;2283548.22;0;0;7505528.72;0;0;0;2478521.28;0;19899122.15;0;27596569.39;3556359.86;0;10122078.04;0;0;264859.15;0;224476.47;0;0;6000.00;0;0;1289145.20;970900.26;3215502.62;0
240090;RN;Antônio Martins;7172;484423.67;0;0;1128842.64;0;0;0;824576.07;0;4092541.22;0;4745289.20;176251.37;0;1192719.16;0;0;326549.52;0;146846.80;0;0;28200.00;0;0;0;140221.68;0;0
315800;MG;Santa Maria de Itabira;10918;657931.25;291185.37;0;2300054.17;9720.40;43067.87;0;672782.85;832765.34;4453031.20;0;6692564.52;363627.72;0;180565.41;19414.72;644354.62;208535.45;0;289806.88;0;0;17424.00;8886.36;179459.16;451367.08;221843.97;213351.92;0
420780;SC;Irani;9948;819002.81;0;0;2652213.65;0;66535.43;0;855102.33;0;4881725.62;0;7103861.31;254520.22;0;917644.36;77145.47;500000.00;16800.00;0;433647.88;0;0;7410.96;12500.00;0;1392511.79;151823.29;4855.45;0
270570;AL;Olho d'Água das Flores;21499;1099734.64;0;0;3457401.92;0;0;0;946215.98;1534244.43;8608327.83;0;10839664.53;543788.49;0;2912323.78;0;14839.33;0;0;435611.72;0;0;0;0;56200.48;0;265707.50;297081.38;2329621.69
221039;PI;São Miguel do Fidalgo;2995;356224.16;0;0;1571386.31;0;0;0;525166.41;0;1675590.75;0;2695944.11;49613.73;0;253277.70;249753.50;0;0;0;21748.99;0;0;0;0;21974.67;600.00;9266.85;41792.48;0
292410;BA;Pedrão;7450;539641.27;0;0;1079836.60;0;0;0;460541.71;538831.76;3711320.89;94878.31;4716210.47;465859.00;0;1294375.56;0;0;0;0;66150.44;0;0;0;0;68302.01;35800.00;0;0;0
312380;MG;Engenheiro Navarro;7345;597450.81;0;94666.67;1810699.15;0;10043.50;0;512426.60;751324.67;3187260.15;0;2858775.20;331687.58;0;934291.84;0;10836.00;0;0;132592.68;0;0;0;4948.10;53670.04;165185.52;19902.45;183003.11;0
420543;SC;Formosa do Sul;2603;407978.42;0;0;1892014.41;0;0;0;342065.76;0;2192753.96;0;2085252.60;179027.37;0;790525.47;20900.72;0;8557.00;0;1442847.46;0;69098.12;0;0;0;1062133.30;92424.41;83558.19;0
510760;MT;Rondonópolis;208019;13361813.44;0;0;64404995.59;0;104486.94;0;12497188.66;12046161.76;146240835.28;3346511.75;95010978.65;1674849.36;0;24162664.34;2142309.48;47767475.59;2537640.36;0;634615.65;0;20739.06;5374.40;0;1081765.51;5590756.55;2621454.11;26836024.50;0
210825;MA;Pedro do Rosário;23874;0;0;0;3645956.52;0;0;0;1152192.50;0;8311442.46;0;27821326.16;329759.49;600.00;902992.67;0;383308.79;0;0;268672.49;0;0;0;78331.14;385716.33;3306673.02;205870.22;8638.11;0
293250;BA;Una;22989;1466086.76;0;0;7081795.44;0;0;0;2683648.60;0;9670033.69;0;20471287.95;59775.60;0;1586012.54;0;0;115553.81;0;202250.47;0;0;0;0;0;271192.54;862.96;480757.80;0
420970;SC;Lebon Régis;12077;755739.32;0;0;1847159.87;0;33035.10;0;865787.90;0;4847295.90;0;8734177.69;0;0;1240748.84;27486.00;0;10840.59;0;541495.64;0;7833.69;1400.00;0;0;811989.37;161174.74;916572.34;0
412670;PR;Tamboara;4915;533205.13;0;0;2216700.24;23604.85;0;0;521305.29;941733.41;2862923.04;0;1950199.36;28086.94;0;1482589.23;0;0;26669.86;0;111261.00;0;62438.39;0;0;0;500327.65;112229.61;0;553002.55
430670;RS;Dona Francisca;3421;376644.66;0;0;1864840.93;0;0;0;266962.38;671167.87;3154493.34;0;2062449.59;180160.49;0;342112.64;29683.97;61461.61;42856.67;0;473833.59;0;0;60066.76;3175.10;121503.19;604469.70;125058.38;0;609725.29
316680;MG;Serra do Salitre;11142;1152339.58;0;0;5495906.07;0;0;0;621834.19;1648609.22;5822272.33;8765.00;6784697.98;175568.68;0;1071299.33;0;146.00;0;0;66173.27;0;0;0;0;0;14364.74;102070.96;132197.58;0
330414;RJ;Queimados;141753;5602000.00;0;0;53863195.15;0;0;0;5581866.37;8020553.95;56216462.07;1066689.38;61320333.68;1591941.55;12143.97;28643226.86;1169982.27;150000.00;790236.60;0;0;0;0;0;0;0;636070.10;2294847.10;0;0
261600;PE;Venturosa;17455;891807.26;0;0;3281588.37;0;0;0;1423913.16;2087896.11;8431817.40;0;10257780.50;298167.47;0;2100184.42;0;431778.96;0;0;588287.13;0;0;0;0;0;111317.88;686073.74;236635.93;877348.59
250855;PB;Logradouro;4157;468939.79;0;0;1312687.49;0;0;0;1041761.43;0;2452294.31;0;3146214.00;154369.19;0;1131492.32;7000.00;0;0;0;235928.95;0;0;58318.36;0;0;13322.66;29766.00;68357.73;0
411510;PR;Mariluz;10526;879248.22;56942.72;0;2273227.42;0;0;0;1095590.87;2120496.82;5115872.47;96388.46;3949888.82;141129.08;0;2819772.28;0;756824.26;29042.36;0;676932.42;0;425986.61;0;0;0;451023.80;499735.32;718831.79;2261616.84
353475;SP;Ouroeste;9215;1958094.86;0;0;7665617.30;0;675040.35;0;3420225.47;1685285.55;14505626.77;0;12155913.93;297280.39;0;5281325.57;1754.80;0;900.00;0;1196739.21;0;0;0;27011.76;0;1012723.17;1764349.20;645303.52;3439465.16
510035;MT;Alto Boa Vista;5809;731318.14;0;0;2916228.59;0;0;0;1150435.68;0;3447117.55;0;3160546.20;107875.41;120.00;1216485.39;0;397622.18;0;0;242220.63;0;24000.00;0;0;0;0;92452.94;0;0
354320;SP;Ribeirão do Sul;4575;0;0;0;1966490.34;0;0;0;610605.09;24408.00;4103585.93;2680.00;3580062.05;84370.47;0;877291.65;0;7050.84;361000.00;0;175679.26;0;0;0;0;0;921293.43;320286.95;17014.38;0
510080;MT;Apiacás;9094;887917.14;0;0;2590611.91;0;0;0;1292448.98;334447.76;4859172.03;0;4228635.23;28155.60;0;828508.45;0;262973.15;0;0;199483.47;0;0;0;0;0;1915024.29;198937.65;393510.21;813306.86
354995;SP;São Lourenço da Serra;14874;1445694.98;0;469038.64;5090001.96;0;6827.16;0;705208.32;0;8830148.98;0;10593260.04;28699.76;0;4660470.51;7978.62;0;92247.73;0;0;0;0;0;0;0;0;748092.24;269137.98;0
315100;MG;Piranguinho;8404;401662.03;0;0;2085909.14;0;41932.14;0;517103.36;541897.19;3501826.37;0;3996384.87;372112.45;0;1052954.10;0;241906.00;0;0;38569.81;0;0;0;0;177089.49;295602.65;404788.00;155534.89;0
270860;AL;São Miguel dos Campos;59077;4085585.44;0;259161.78;13705366.37;0;4382282.15;0;4651002.82;0;31696819.73;0;36958669.67;2494133.51;77736.63;2140441.62;0;5609545.29;2806708.38;0;2869987.25;0;192151.14;0;0;748999.21;728599.18;413875.11;1200409.16;0
314015;MG;Mário Campos;14222;873939.27;175723.18;0;3011537.47;0;94808.62;0;945184.03;0;4253534.00;0;6303331.43;877032.95;0;2872657.75;0;0;136042.90;0;756666.31;0;0;0;0;0;419171.19;259077.66;242862.62;0
260760;PE;Ilha de Itamaracá;23923;2014763.69;34776.90;0;10564425.32;0;38393.03;0;792441.81;270425.87;12535117.44;0;9272794.65;1504225.96;0;466291.89;14363.81;20561.17;3818505.71;0;0;0;0;0;0;783562.77;0;0;924871.99;0
290580;BA;Camamu;37207;1566252.77;0;107964.26;7531430.97;0;0;0;2060168.95;0;9898075.76;0;30246195.87;34800.00;0;3252752.33;0;262697.07;0;0;0;0;0;0;0;0;0;84579.57;1678244.71;0
